Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
EVRG,72.06,,71.64,72.25,512,0.42,,19.62,30.71,13.24,,4.7,,"3,154",0.06,,0.4772,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
EXAS,46.71,,46.16,47.47,"3,161",1.3,-0.62,46.62,42.39,-21.06,-25.7,0.77,23.28,"52,878",-0.56,-0.31,1.1344,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#F87171,#F87171
BILL,41.63,,41.08,41.94,"51,683",2.46,-0.05,47.63,107.31,4.85,19.97,109.72,80.54,"162,021",-0.58,39.37,0.7933,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981
BSY,54.77,,54.04,54.8,"1,280",1.82,,26.04,28.04,-6.76,,7.38,,"62,010",0.16,,,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ENVX,10.52,,10.38,10.64,"64,891",0.29,4.26,87.58,102.55,-15.02,-7.6,125.71,254.05,"115,049",-0.04,2.99,1.0393,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
GES,16.84,,16.83,16.94,"3,802",-0.06,,80.54,64.91,8.78,,15.25,,"73,369",0.02,,7.3798,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
VRNT,20.38,,20.33,20.43,"1,701",0.2,,54.23,52.87,-3.5,,-9.81,,"29,879",-0.05,,0.3846,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
NMFC,10.46,,10.4,10.49,482,0.38,,28.46,53.76,,,0.0,,"1,324",-0.75,,,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
PD,16.95,,16.28,16.99,"2,329",4.76,,51.56,68.26,,,35.88,,"32,346",-0.03,,0.6509,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MCS,15.6,,15.37,15.61,408,1.04,,37.89,162.13,,,11.48,,569,0.18,,0.3729,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
EXPE,212.21,,211.21,214.87,"7,867",-0.66,,45.33,43.31,5.89,,20.88,,"69,596",0.05,,1.1376,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
GKOS,95.12,,93.78,96.39,"2,208",1.42,4.6,47.42,46.0,,-32.85,27.41,115.62,"3,693",1.82,60.01,0.8564,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
IONS,42.75,,41.94,43.08,"4,999",1.38,-0.14,40.26,62.5,,7.43,8.96,27.92,"40,833",0.0,21.84,0.881,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981
MMYT,103.17,,101.37,103.56,392,0.62,0.87,49.6,136.45,,130.41,1.29,-16.06,"5,520",0.36,2.91,0.7709,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#10B981
IRWD,1.26,,1.22,1.29,81,-0.79,,127.83,135.49,,,-31.36,,"2,551",-0.39,,0.8181,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
WK,80.37,,78.68,80.58,418,2.4,5.11,61.21,59.18,43.32,2.95,16.43,62.02,"2,730",0.55,3.53,1.5175,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
BAND,14.85,,14.2,14.92,367,4.21,,57.33,101.65,,,-2.65,,"2,873",0.0,,0.8961,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
ON,51.25,,50.19,51.33,"30,941",0.51,,69.73,58.36,-3.16,,4.81,,"298,036",-0.05,,1.0632,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MLAB,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
INSG,12.37,,11.48,12.67,"2,069",6.91,,72.59,70.55,-55.52,,19.46,,"7,444",-0.01,,0.8846,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
TEVA,18.05,,17.96,18.26,"13,810",-0.55,,45.56,57.88,-5.54,,26.05,,"740,040",0.0,,1.1246,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
SSRM,18.44,,18.03,18.48,"2,665",0.66,12.1,56.51,43.71,-21.1,-43.48,12.54,72.72,"80,298",0.1,3.05,1.1487,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
TSLA,349.6,,349.16,355.39,"1,547,759",-0.59,,68.46,55.85,,,65.28,,"7,755,847",-0.01,,0.9679,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
AG,9.08,,8.72,9.09,"23,876",0.78,6.45,63.79,73.89,-9.42,3.7,22.27,8.0,"751,973",-0.04,1.24,0.9767,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981
OPK,1.42,,1.39,1.43,"1,146",2.16,,40.69,76.77,-10.34,,51.99,,"75,441",-0.87,,1.0826,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
HCAT,3.69,,3.27,3.7,374,5.43,,73.27,87.0,-8.71,,23.03,,"6,990",0.01,,0.783,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
F,11.91,,11.81,11.98,"127,567",0.59,,31.73,43.59,,,52.2,,"3,576,435",0.0,,0.9408,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CYRX,8.77,,8.67,8.95,"3,238",-0.23,,84.45,71.26,12.0,,0.28,,"23,444",-9.72,,0.9131,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MIDD,137.78,,135.9,138.42,415,1.12,5.66,53.78,138.1,297.84,108.3,2.47,-30.37,"6,788",-0.28,1.91,,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981
BILI,22.45,,22.05,22.5,"19,742",-1.28,-11.28,53.47,63.97,,-19.68,12.64,-36.97,"379,864",-0.25,6.33,0.9798,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#F87171,#10B981
MGNI,25.57,,25.04,25.84,"13,993",1.71,17.08,68.47,81.88,2.1,24.87,-19.59,303.49,"109,451",0.0,1.16,1.0412,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#FFFFFF,#10B981
PANW,187.61,,184.69,188.2,"67,634",1.83,,41.07,48.08,-25.85,,79.62,,"818,238",0.26,,1.0004,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
RIVN,13.22,,13.14,13.5,"92,371",0.08,,45.42,99.84,34.52,,35.81,,"2,728,422",0.01,,0.944,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
PSN,80.34,,79.78,80.81,548,0.54,3.09,29.49,41.14,-3.18,-27.09,6.41,-16.59,"15,974",-0.26,0.44,0.9665,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#F87171,#10B981
LYV,165.57,,165.13,167.01,"3,109",-0.63,,29.96,31.06,-7.82,,0.94,,"76,928",-3.77,,0.8916,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
BLMN,7.26,,7.13,7.33,"1,633",1.26,,95.96,83.85,12.93,,16.48,,"31,586",2.79,,0.8884,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
TVTX,17.44,,17.05,17.51,"2,602",0.0,,63.42,90.5,23.28,,-0.12,,"46,010",0.0,,0.91,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
PENN,19.91,,19.52,19.95,"17,887",1.22,6.64,53.7,78.22,59.49,13.54,-0.93,1.91,"227,125",0.09,5.79,0.8236,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
STX,167.24,,165.54,168.2,"16,991",1.21,,43.5,72.54,-17.3,,9.27,,"145,698",-0.19,,0.8188,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
IMCR,32.65,,32.42,33.08,949,0.12,,45.35,57.24,8.83,,-23.47,,"20,128",-0.0,,1.058,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
GPRO,1.7,,1.63,1.78,"23,573",-5.56,,111.4,209.08,-1.06,,50.65,,"225,669",0.0,,0.8522,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
UPWK,14.8,,14.79,15.08,"1,192",-1.92,,49.77,50.0,15.18,,-4.49,,"45,303",0.49,,1.0938,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
WT,13.51,,13.32,13.52,864,0.9,,36.37,40.18,-24.97,,-0.69,,"18,553",0.02,,1.133,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NVCR,11.91,,11.66,12.12,"2,492",0.68,,70.78,71.71,,,18.61,,"28,234",-0.31,,1.2507,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
CNP,37.73,,37.51,37.83,909,0.08,,17.61,18.17,,,-0.98,,"31,253",-0.61,,,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
BABA,122.23,,120.79,122.51,"178,966",-1.58,2.29,45.6,51.25,1.76,-3.39,79.64,18.31,"1,276,394",0.03,2.26,0.8916,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
LUV,33.19,,33.03,33.64,"10,942",-0.63,,51.06,43.21,-8.08,,59.16,,"340,231",0.03,,0.8532,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
DIS,118.09,,117.29,118.46,"31,233",0.37,,34.67,39.7,20.11,,88.62,,"832,376",0.0,,0.9067,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CNK,25.93,,25.75,26.1,"7,837",0.19,-2.45,30.46,61.99,71.72,54.91,-0.39,-7.53,"97,497",0.14,-1.91,0.7641,#10B981,#F87171,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171
CHTR,269.15,,264.78,269.93,"16,239",0.93,,51.5,45.63,-1.87,,9.93,,"79,619",0.07,,0.9697,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
HUBS,469.48,,460.49,469.68,"3,245",2.66,,48.28,110.04,144.18,,-2.11,,"17,595",-1.02,,0.9682,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
HCI,163.79,,161.12,164.38,"1,241",1.15,,33.7,34.23,-25.47,,5.08,,"6,505",-0.87,,0.8495,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
EGHT,1.91,,1.85,1.91,312,2.69,,63.59,58.19,-44.6,,0.0,,"3,860",-0.16,,1.2148,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
MTCH,37.44,,37.29,37.67,"2,525",0.38,1.16,38.42,50.87,46.51,-18.11,-5.64,-36.4,"170,202",-0.02,-1.78,0.9399,#10B981,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171
BBAI,5.13,,5.11,5.39,"40,802",-4.11,-8.56,113.81,133.68,-6.43,-7.68,120.44,-30.24,"986,531",0.0,-2.42,1.0334,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#F87171
TDOC,7.74,,7.69,7.82,"14,784",-0.9,,54.95,78.67,,,0.89,,"320,054",0.0,,1.0347,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
SO,93.28,,92.81,93.46,"7,678",0.2,,17.31,16.53,,,39.55,,"93,927",0.22,,0.7782,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
POST,113.3,,111.92,113.51,406,0.9,2.4,20.72,18.58,-13.67,-64.41,3.31,68.46,"2,576",0.04,9.43,1.1588,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
CNMD,54.43,,54.24,55.07,140,-0.55,,49.75,52.94,-3.31,,-2.1,,925,-0.32,,0.8688,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
SATS,58.76,,53.9,59.64,"42,450",15.51,112.51,135.72,114.27,-56.28,47.35,73.92,216.2,"209,057",-0.12,1.54,0.6971,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981
CAMT,86.9,,85.12,88.63,"1,241",2.44,5.44,57.43,46.66,-9.39,-2.6,3.07,-31.13,"20,213",0.05,0.98,0.8949,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
JPM,299.28,,297.05,301.07,"58,323",0.24,,25.93,21.47,-27.82,,46.86,,"735,360",-0.08,,0.9408,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MTN,162.85,,159.74,163.32,"1,275",1.87,5.69,36.55,32.42,,-4.59,26.87,76.84,"13,259",-0.21,6.62,0.8695,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#F87171,#10B981
BOX,32.46,,31.11,33.78,"13,879",4.17,2.98,34.37,35.36,6.57,-3.79,47.45,172.08,"59,152",-1.05,40.24,1.1426,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#F87171,#10B981
BMRN,58.66,,57.42,58.8,"1,601",2.11,,36.2,36.19,,,26.76,,"36,998",0.28,,0.9177,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SHEL,73.71,,72.89,73.89,"15,164",0.07,,28.21,29.68,,,1.15,,"215,218",-0.02,,0.8185,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
DBX,28.82,,28.4,28.84,"2,416",2.05,1.41,26.95,37.24,,-0.09,4.32,-65.16,"64,725",-0.26,7.57,0.9136,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#F87171,#10B981
NTRA,163.04,,162.53,165.59,"1,012",-1.61,,44.71,54.05,13.53,,3.48,,"16,941",-0.04,,0.9645,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
PATK,114.02,,110.5,114.58,226,0.29,2.57,36.4,37.26,3.15,-0.75,0.0,19.58,"1,033",0.0,32.44,0.9342,#10B981,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981
XMTR,47.45,,47.29,48.99,"1,338",-1.47,6.56,83.68,66.84,-6.56,-0.21,16.65,28.16,"5,991",0.05,12.63,0.9789,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
IBM,244.84,,242.0,245.96,"53,223",0.91,,30.34,25.37,-17.66,,61.72,,"390,146",-0.01,,0.8875,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
VATE,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
INDI,4.64,,4.53,4.7,"2,961",0.0,,91.77,86.0,-9.42,,14.59,,"114,035",-0.04,,0.8656,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
XRX,3.88,,3.74,3.94,"1,898",1.57,,85.36,96.05,55.55,,-3.16,,"213,142",-0.08,,0.9577,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
TREE,67.72,,67.15,68.68,667,-2.03,,72.03,58.58,9.17,,0.0,,"7,490",0.0,,0.8293,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PMT,12.13,,12.1,12.35,"1,031",-1.3,,30.15,42.5,24.11,,-16.92,,"67,087",0.0,,0.9738,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
SEDG,33.09,,31.88,33.42,"12,018",2.6,,135.03,103.07,-54.12,,13.36,,"358,214",-0.03,,0.8653,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
VECO,24.0,,23.72,24.77,992,-3.11,,51.26,107.6,,,0.0,,"2,080",0.1,,,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
AORT,43.74,,43.68,44.3,114,-0.66,,51.11,54.92,,,0.88,,523,-0.19,,0.912,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
ORA,92.31,,91.44,92.41,"2,676",0.8,0.03,25.26,44.96,67.71,-7.42,37.16,26.47,"30,426",0.15,5.13,1.2386,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
AMD,167.13,,164.65,167.68,"415,531",0.31,,59.97,94.93,,,124.26,,"3,856,722",0.0,,0.8888,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
BTSG,23.93,,23.76,24.09,173,-0.17,1.27,48.86,51.05,4.88,-44.6,0.0,-11.28,"2,462",-0.04,1.65,0.9161,#F87171,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#10B981
UNIT,6.63,,6.38,6.66,503,2.16,,53.86,51.14,-4.16,,-86.04,,"43,357",-0.05,,1.0717,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
LNT,65.8,,65.49,65.98,236,0.14,,20.76,17.78,-6.91,,5.36,,"2,187",-5.41,,0.6291,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
KHC,27.89,,27.53,27.93,"12,443",0.69,,26.02,44.19,15.39,,44.38,,"419,988",-0.06,,0.7052,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
COLL,38.79,,38.29,39.1,83,0.54,,39.49,42.48,-74.27,,0.0,,344,-4.71,,0.993,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
VREX,11.45,,11.22,11.51,218,1.51,,84.94,98.76,7.88,,0.0,,868,0.0,,0.7066,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PRGS,46.84,,45.5,46.85,"1,796",3.22,,36.1,47.45,7.23,,-0.88,,"42,649",0.0,,0.8553,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHGG,1.32,,1.22,1.37,"3,435",-3.65,,108.11,130.27,-16.05,,2.88,,"111,008",-3.28,,0.8818,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
PEGA,52.88,,52.4,53.27,908,1.09,,59.9,41.9,,,-1.2,,"13,883",-0.68,,1.0366,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
LPSN,1.09,,1.05,1.1,"2,193",1.87,,95.4,131.67,,,8.67,,"76,395",0.0,,0.9542,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
LCII,107.98,,106.64,108.4,408,1.19,6.02,37.55,24.9,-24.78,-32.77,-5.56,125.41,"1,297",-2.85,19.98,1.1309,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
DVAX,10.26,,10.2,10.43,"1,542",-1.72,,43.72,111.07,185.35,,45.47,,"8,589",-0.44,,2.1772,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
SMCI,44.76,,43.87,45.01,"185,202",0.9,,82.28,137.5,,,96.52,,"2,359,798",-0.02,,1.4062,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
SRPT,18.07,,17.86,18.45,"11,530",-1.04,,150.35,113.14,-6.18,,21.29,,"255,459",-0.23,,0.9867,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
BMY,47.63,,47.19,47.84,"29,595",0.89,,31.15,39.54,6.06,,91.7,,"665,377",-0.05,,0.7919,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
XOM,112.75,,111.42,112.98,"71,954",1.13,,26.96,22.87,-4.38,,57.24,,"895,174",-0.02,,0.8522,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
STWD,20.13,,20.09,20.27,"7,062",-0.1,0.4,25.9,23.83,-6.74,-0.96,0.93,-17.08,"149,197",0.0,1.83,0.7799,#F87171,#10B981,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#10B981
MSFT,506.74,,499.9,507.29,"310,098",0.94,,26.9,20.27,-20.51,,77.99,,"2,293,626",0.02,,1.1379,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
HRTG,22.23,,21.52,22.5,225,1.93,,63.96,76.68,21.73,,-6.64,,"7,460",0.0,,1.0805,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
AVDL,14.87,,14.53,14.93,"1,381",0.13,,50.87,61.93,3.57,,25.66,,"42,510",0.01,,0.8876,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
AR,31.3,,31.29,32.09,"8,742",0.55,,50.56,44.38,2.78,,14.41,,"165,622",0.22,,0.9701,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MTSI,129.63,,128.29,130.83,539,1.01,7.0,47.78,38.51,-4.21,-11.88,-14.58,9.33,"1,565",0.32,11.79,0.9181,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
DUK,123.68,,122.76,123.85,"24,735",0.32,,17.91,18.07,-24.31,,24.5,,"128,167",0.01,,0.77,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
JAMF,9.1,,8.67,9.11,294,4.72,,46.12,52.03,,,51.55,,"4,737",0.0,,0.9915,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
SPHR,43.0,,42.97,43.75,"1,851",-1.6,,58.85,49.36,-24.14,,-58.95,,"34,467",-0.08,,0.9036,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
CNX,29.07,,29.01,29.47,734,-0.41,2.54,33.23,34.16,0.1,-10.03,1.1,2.23,"36,143",0.0,0.96,0.8443,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#FFFFFF,#10B981
MAXN,3.79,,3.74,4.31,878,-7.11,,105.65,141.06,,,10.03,,"50,167",0.0,,0.7261,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
MGPI,29.77,,28.67,29.87,176,3.91,,40.19,74.3,7.28,,0.0,,"2,202",-0.99,,1.0553,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
GEO,20.81,,20.59,21.11,"12,876",0.48,-4.8,51.23,64.18,,-8.13,-6.54,-51.77,"420,217",-0.2,3.75,0.8042,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#10B981
TTWO,232.03,,228.75,232.34,"8,529",0.52,,31.11,42.83,21.36,,25.33,,"93,058",0.04,,1.2014,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
UPHL,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LRN,169.81,,169.35,171.16,"1,432",0.01,3.97,41.66,87.27,45.45,66.98,6.39,3.99,"15,951",-2.68,1.21,0.6956,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981
SHAK,106.76,,105.53,107.29,"5,408",1.08,4.01,52.73,45.55,1.35,0.75,-3.2,8.05,"42,511",0.09,3.29,0.9108,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
CRNC,10.48,,10.18,10.48,"2,185",1.45,,98.4,84.54,-0.58,,22.34,,"37,195",-0.07,,1.0546,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
CDLX,1.03,,1.03,1.12,988,0.0,,132.3,140.28,8.86,,-1.1,,"33,707",-0.12,,0.88,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
ZD,37.79,,37.07,38.4,"1,743",0.13,,58.64,46.96,-5.05,,0.0,,"4,783",0.0,,0.9944,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SABR,1.77,,1.72,1.8,"11,751",2.31,,99.99,108.64,-10.35,,-2.63,,"230,270",0.05,,1.8011,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
OMER,4.25,,4.2,4.39,"4,259",-2.97,,117.15,158.95,,,12.4,,"56,327",-0.1,,0.904,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
JBLU,5.29,,5.26,5.38,"7,070",-0.56,,70.39,124.79,43.42,,8.65,,"552,917",-0.0,,1.0794,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
JD,30.82,,30.55,30.88,"113,060",-3.11,,37.86,89.19,66.52,,55.99,,"1,368,335",-0.04,,0.7912,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
