Pair,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
AUDUSD,0.66139,0.00379,-0.57%,-0.77%,2.49%,6.86%,-2.87%,22:31
NZDUSD,0.58810,0.00528,-0.89%,-1.61%,-0.27%,5.15%,-5.70%,Sep/18
USDPGK,4.19300,0.01300,0.31%,0.31%,0.73%,3.22%,7.12%,Sep/18
USDXPF,101.625,0.470,0.46%,-0.22%,-0.96%,-11.56%,-5.29%,Sep/18
USDFJD,2.24780,0.00850,0.38%,0.50%,-0.76%,-3.53%,2.23%,Sep/18
