Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
Australia,4.2350,0.0090,0.00%,-0.09%,-0.13%,0.30%,Sep/18
New Zealand,4.2360,0.0480,-0.07%,-0.27%,-0.19%,0.04%,Sep/18
