Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
United States,4.1080,0.0230,0.08%,-0.20%,-0.47%,0.39%,Sep/18
Brazil,13.6100,0.0550,-0.22%,-0.47%,-1.58%,1.50%,Sep/18
Canada,3.1860,0.0050,0.02%,-0.27%,-0.05%,0.26%,Sep/18
Mexico,8.6240,0.0600,-0.11%,-0.36%,-1.79%,-0.52%,Sep/17
Chile,5.5400,0.0300,-0.07%,-0.02%,-0.30%,0.14%,Sep/16
Colombia,11.1570,0.0570,-0.04%,-0.59%,-0.41%,1.59%,Sep/18
