Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
Australia,4.3790,0.0380,0.13%,0.05%,0.01%,0.42%,Sep/26
New Zealand,4.2420,0.0081,0.03%,-0.14%,-0.18%,0.00%,Sep/26
