Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
South Africa,9.1650,0.0400,0.01%,-0.43%,0.13%,0.37%,Sep/26
Zambia,19.5000,0.0000,0.00%,-0.02%,-2.66%,-6.88%,Sep/26
Kenya,13.4300,0.0000,0.00%,-0.10%,-0.91%,-3.67%,Sep/26
Nigeria,16.6430,0.0010,0.01%,0.96%,-5.10%,-3.09%,Sep/25
