Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Market Spread,1y Spread,3y Spread,5y Spread,Latest Open_Color,Latest Close_Color,Latest High_Color,Latest Low_Color,Open 1d (%)_Color,Open 1w (%)_Color,Close 1d (%)_Color,Close 1w (%)_Color,High 1d (%)_Color,High 1w (%)_Color,Low 1d (%)_Color,Low 1w (%)_Color,Market Spread_Color,1y Spread_Color,3y Spread_Color,5y Spread_Color
PATK,Patriot Battery Metals Inc.,,111.85,113.24,111.57,,,-0.55,-3.61,-0.97,,-0.29,,0.59,2.89,2.03,0.39,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ITGR,Integer Holdings Corporation,,107.87,108.11,106.72,,,0.46,-2.45,-0.51,,0.01,,0.23,3.18,2.51,1.28,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
GVA,Granite Construction Incorporated,,107.75,109.15,107.25,,,-1.97,-2.97,-1.06,,-1.92,,7.96,2.28,1.51,0.76,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
WEC,"WEC Energy Group, Inc.",,106.51,107.24,106.25,,,0.19,,-0.24,,0.07,,3.62,1.61,1.52,0.39,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SHAK,Shake Shack Inc.,,106.0,106.08,104.38,,,0.08,1.94,-1.31,,-0.81,,2.5,4.22,3.05,2.56,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LCII,LCI Industries,,105.42,106.3,104.19,,,-1.01,-1.85,-2.46,,-0.6,,16.32,3.0,3.16,0.91,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MKSI,"MKS Instruments, Inc.",,103.34,106.96,102.24,,,-3.89,-1.81,-0.81,,-2.94,,0.82,3.7,3.51,1.71,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
FRT,Federal Realty Investment Trust,,100.55,100.68,99.52,,,0.73,1.11,0.18,,0.66,,4.57,1.85,1.8,0.64,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
FWONK,Formula One Group,,99.9,100.17,99.11,,,-0.17,,-0.16,,0.02,,0.29,2.32,1.92,1.32,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MMYT,MakeMyTrip Limited,,98.75,100.46,98.63,,,-1.69,-4.32,-2.62,,-1.66,,0.99,4.21,2.57,1.38,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TGT,Target Corporation,,95.98,97.22,95.67,,,-0.86,,-1.59,,-0.7,,0.13,3.0,3.13,0.74,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
GKOS,Glaukos Corporation,,95.82,96.9,94.99,,,-0.77,1.77,0.26,,0.28,,9.29,4.25,3.11,2.47,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
UBER,"Uber Technologies, Inc.",,93.75,96.15,91.61,,,-2.3,,0.04,,-2.63,,0.3,2.45,1.84,1.79,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
EEFT,"Euronet Worldwide, Inc.",,93.19,94.21,92.96,,,-0.87,-5.22,-0.69,,0.42,,0.31,2.75,2.55,1.48,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
OKTA,"Okta, Inc.",,92.77,95.66,90.65,,,0.19,,1.79,,0.21,,0.27,3.03,2.92,5.16,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SO,Southern Company (The),,92.3,92.81,92.22,,,0.07,,-0.25,,0.16,,-0.05,1.43,1.24,0.31,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ORA,"Ormat Technologies, Inc.",,91.89,93.47,91.78,,,-1.16,-3.12,0.29,,-0.42,,10.96,1.61,1.73,1.25,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MMSI,"Merit Medical Systems, Inc.",,90.54,91.3,89.83,,,0.54,1.22,0.42,,1.14,,26.12,2.26,1.87,0.67,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
FOUR,"Shift4 Payments, Inc.",,90.43,92.06,90.0,,,-1.2,-0.77,-0.43,,-0.35,,2.0,3.47,2.97,3.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
GPN,Global Payments Inc.,,88.82,89.22,88.37,,,0.68,,0.85,,1.27,,2.7,2.42,2.61,1.45,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AFRM,"Affirm Holdings, Inc.",,88.46,100.0,86.76,,,10.59,,23.38,,11.23,,0.74,3.32,2.18,2.46,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Z,"Zillow Group, Inc.",,84.31,85.7,84.12,,,-1.16,,0.42,,1.01,,0.27,2.41,1.91,2.35,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MRK,"Merck & Co., Inc.",,84.12,84.24,83.28,,,1.09,,-0.01,,0.76,,0.0,2.04,1.89,0.38,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CAMT,Camtek Ltd.,,82.71,86.98,82.28,,,-5.82,0.24,-2.95,,-5.97,,0.7,3.53,2.72,0.58,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
WK,Workiva Inc.,,82.24,82.66,81.21,,,1.85,2.83,2.02,,1.5,,5.75,2.73,2.84,2.2,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
WDC,Western Digital Corporation,,80.34,82.32,79.8,,,-2.07,,0.19,,-1.12,,0.17,1.67,1.32,0.6,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PSN,Parsons Corporation,,80.1,80.57,79.77,,,0.25,0.35,0.37,,1.67,,3.52,2.26,1.51,1.3,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",,79.64,82.25,79.14,,,-1.41,,1.08,,-0.77,,1.0,2.62,2.65,3.98,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AKAM,"Akamai Technologies, Inc.",,79.13,79.27,78.35,,,0.94,1.92,0.71,,0.82,,3.77,2.06,1.81,1.35,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
QTWO,"Q2 Holdings, Inc.",,78.73,79.15,78.03,,,-0.13,-0.99,-0.33,,-0.4,,6.15,2.77,1.82,1.94,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
VAC,Marriott Vacations Worldwide Corporation,,78.15,78.78,77.51,,,-0.59,-1.5,-0.71,,0.01,,7.62,2.41,2.66,2.48,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MTH,Meritage Homes Corporation,,77.69,78.51,76.99,,,-0.17,-2.98,0.79,,0.39,,0.71,2.56,2.08,0.62,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ATI,ATI Inc.,,77.54,78.96,76.59,,,-1.19,,0.48,,-0.22,,1.86,2.04,1.58,1.17,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NKE,"NIKE, Inc.",,77.37,79.12,77.12,,,-0.71,,0.59,,-0.78,,0.09,1.8,1.97,0.53,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DXCM,"DexCom, Inc.",,75.34,75.8,74.54,,,0.35,,-0.73,,0.44,,0.29,2.38,3.21,1.32,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
W,Wayfair Inc.,,74.6,75.61,73.61,,,-1.14,-4.16,-0.11,,-0.8,,0.67,2.46,2.9,5.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SHEL,Shell plc,,73.88,74.21,73.79,,,-0.07,,0.18,,0.71,,0.52,0.94,0.85,0.35,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MIRM,"Mirum Pharmaceuticals, Inc.",,73.87,75.74,73.12,,,-2.2,3.29,0.16,,-1.3,,0.57,1.84,1.44,1.34,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TCOM,Trip.com Group Limited,,73.75,75.69,73.5,,,-1.71,,0.45,,5.31,,0.13,1.65,1.25,0.89,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
UPST,"Upstart Holdings, Inc.",,73.28,76.95,72.67,,,-0.65,6.43,3.4,,3.68,,21.08,4.0,2.76,3.82,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
HALO,"Halozyme Therapeutics, Inc.",,73.15,73.26,72.47,,,0.47,1.85,0.52,,0.56,,0.2,1.82,1.52,0.73,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NEE,"NextEra Energy, Inc.",,72.05,72.75,71.82,,,-0.06,,-0.99,,-0.11,,0.23,1.65,1.52,0.26,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CMS,CMS Energy Corporation,,71.57,71.9,71.12,,,0.51,,-0.71,,0.03,,3.09,1.14,1.06,0.31,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
EVRG,"Evergy, Inc.",,71.26,71.72,71.1,,,0.07,,-0.47,,-0.04,,8.7,1.0,0.98,0.26,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MP,MP Materials Corp.,,71.14,73.87,71.07,,,-3.21,,-0.52,,1.38,,-0.02,1.81,1.24,1.55,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DAY,"Dayforce, Inc.",,69.77,69.82,69.48,,,0.1,0.82,-0.03,,-0.08,,0.24,1.85,2.03,2.44,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
VTR,"Ventas, Inc.",,68.08,68.14,67.46,,,0.8,,0.5,,0.47,,4.09,1.23,1.05,0.66,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TREE,"LendingTree, Inc.",,67.95,68.76,67.25,,,0.8,,0.2,,-0.08,,38.49,2.47,2.06,4.58,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
GH,"Guardant Health, Inc.",,67.42,67.51,64.67,,,4.58,9.8,3.69,,1.94,,0.28,2.07,1.85,3.27,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NTNX,"Nutanix, Inc.",,67.21,67.72,65.96,,,1.74,,1.54,,6.12,,5.61,2.19,1.55,1.48,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BFH,"Bread Financial Holdings, Inc.",,66.19,67.33,65.31,,,-0.75,6.14,0.21,,-0.29,,5.44,1.91,1.53,1.96,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LNT,Alliant Energy Corporation,,65.07,65.46,64.75,,,0.08,,-0.57,,-0.19,,10.47,1.02,0.95,0.22,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MCHP,Microchip Technology Incorporated,,65.0,65.68,64.32,,,-0.38,,-2.8,,-1.17,,6.55,2.21,2.16,0.64,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CSGS,"CSG Systems International, Inc.",,64.16,64.56,63.77,,,0.77,,0.84,,0.76,,0.3,1.36,1.25,0.84,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CHEF,"Chefs' Warehouse, Inc. (The)",,63.14,63.87,62.38,,,0.37,-1.47,0.97,,0.93,,0.52,1.73,1.29,1.0,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SATS,EchoStar Corporation,,61.79,61.87,56.26,,,8.5,108.61,5.13,,2.77,,0.44,1.32,0.9,0.82,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CAKE,Cheesecake Factory Incorporated (The),,61.46,62.28,61.34,,,-0.93,-1.99,0.19,,-0.18,,0.14,1.65,1.24,0.7,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
GMED,"Globus Medical, Inc.",,61.27,61.6,61.05,,,0.23,,0.43,,1.19,,1.5,1.77,1.59,1.2,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CBRL,"Cracker Barrel Old Country Store, Inc.",,59.82,61.37,59.36,,,-0.4,,-1.54,,-0.16,,32.66,2.56,2.49,0.96,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
VRNS,"Varonis Systems, Inc.",,59.02,59.72,58.66,,,-0.24,-0.15,0.24,,0.36,,0.25,1.37,1.2,1.06,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ALRM,"Alarm.com Holdings, Inc.",,58.63,59.38,57.99,,,-0.2,-0.9,0.77,,-0.46,,32.0,1.4,1.5,1.72,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BMRN,BioMarin Pharmaceutical Inc.,,58.27,58.35,57.3,,,1.02,,-0.49,,-0.05,,0.16,1.72,1.97,1.62,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SMTC,Semtech Corporation,,58.09,60.11,57.61,,,-4.08,13.7,-2.1,,-1.45,,31.19,2.54,1.63,0.72,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SPB,"Spectrum Brands, Inc.",,56.99,57.17,56.28,,,1.86,,0.79,,1.48,,2.97,1.84,1.74,4.13,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LIVN,LivaNova PLC,,56.37,56.39,55.28,,,1.66,0.84,-0.36,,-0.19,,0.23,1.37,1.55,2.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
FRPT,"FarPointe Data, Inc.",,55.82,57.1,55.75,,,-1.83,-10.86,-1.89,,-0.55,,3.79,4.15,3.31,2.68,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BSY,"Bentley Systems, Incorporated",,55.65,55.83,54.97,,,1.2,,0.56,,1.27,,0.29,1.12,1.16,1.3,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LNTH,"Lantheus Holdings, Inc.",,54.9,55.66,54.78,,,-1.08,-5.69,-2.28,,-0.91,,15.24,3.58,3.09,1.69,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
HAE,Haemonetics Corporation,,54.54,55.12,54.02,,,0.37,-3.25,-0.28,,0.22,,0.05,2.16,2.16,0.95,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BL,"BlackLine, Inc.",,54.37,54.9,54.15,,,0.24,0.72,-0.27,,-0.06,,0.15,1.48,1.84,2.4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CNMD,CONMED Corporation,,54.36,55.15,53.58,,,1.17,,2.03,,0.76,,6.13,2.3,2.65,0.99,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PEGA,"Pegasystems, Inc.",,54.21,54.24,53.38,,,1.12,,0.78,,0.6,,0.14,1.41,0.98,0.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
JOYY,JOYY Inc.,,54.06,54.73,51.71,,,4.63,,1.17,,0.49,,0.21,1.33,1.15,2.18,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ETSY,"Etsy, Inc.",,53.01,54.23,52.84,,,-1.6,-15.4,-1.01,,-0.09,,0.41,2.15,3.09,3.67,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
