a0,a1,b0,b1,m0,m1,rho0,rho1,sigma0,sigma1,c,Ticker,Model,Residuals,Timestamp,Option_Type,P90_Rel_Error_%,Restricted_P90_Rel_Error_%,One_Yr_ATM_Rel_Error_%
0.5460848394227996,0.2117113221209012,0.06421923567824793,2.152391338277995,-0.4494072475400715,0.5769865999609985,-0.915061722351169,-0.1051089281422394,0.41950047017164793,-0.5544371089074914,9.737259194310218,COIN,hyp,245.26353773527202,20250923_2125,Call,10.165118967547418,1.7198812022056562,0.17734566189107218
0.5946792164283096,-0.7635563433674694,0.03194511100937792,5.285676602344831,0.3117188225073694,-0.3309302122621242,0.7497909441690704,-0.33494713394824055,0.08372160600192151,0.013858758835601979,30.18837366389014,COIN,hyp,10.042529709869012,20250923_2125,Put,9.571766281078974,3.125838934652277,2.7083652270111807
0.5603948886966685,-0.38901411977098077,0.03925241316040341,5.593379317956321,-0.29740543689227344,0.3297872507003967,-0.6324275075898115,-0.24570923813917586,0.1818704163785996,-0.050823348749080226,51.153173314607734,TSLA,hyp,19.168201333736903,20250923_2125,Call,9.306438094216185,2.4386355847153434,0.17931789184620667
0.600598395658976,-4.310131485548019,1.5987870429244458e-10,3.034701013556384,0.25385269052712994,0.04832600046036679,0.385746346849521,-0.2969276705031686,1.4718177081340442,-0.042077017885992926,3.5115148799269207,TSLA,hyp,18.78030410989243,20250923_2125,Put,5.23276867368381,1.289587733767601,0.13004400937055374
0.1646111809324931,-1.6861357807164996,0.2980033824682638,2.74776834643634,-0.7944178585293776,1.4763370043197643,-0.844754986080698,0.9499999999999836,0.8966529242083978,-0.5524247905172501,19.999900997631848,AMZN,hyp,41.134634778502196,20250923_2125,Call,10.997700598500618,2.795902419069409,0.06686773319743651
0.12018341135380545,-0.7561870494423215,2.2116463191514324,4.251204194352567,0.5662349615809853,-0.5131134945166731,0.9293873350266846,-0.2866824974430992,0.2650318962757976,-0.07878522614916907,10.959090459689964,AMZN,hyp,0.9477391518919249,20250923_2125,Put,6.34307497016272,1.7963071100862633,0.3001820144263645
0.5858733315251098,-15.445459208667495,0.15041176756372124,17.991080949813178,-2.045293478659877,1.6068525999249168,-0.7507664369993169,0.16500047372163257,1.2201407471121317,-0.1617030839310562,19.726857499180102,NIO,hyp,2.1087897198071928,20250923_2125,Call,11.686725350972784,1.9656395559370674,0.2692472113817384
0.6810884236545575,-4.33992493562167,0.18495457224782064,9.47048634315144,-0.04132919445766467,-0.1675616825453211,0.41557428510876915,-0.239559940403664,0.40479035131724933,0.039718040863876106,104.71111856617463,NIO,hyp,0.5910426543065992,20250923_2125,Put,3.666459357394348,1.9133021823592846,1.7072888040469882
0.3403925293557272,0.14285293077573524,1.529749389946652,1.1358766950891783,-1.8019533386984485,1.753285148142831,-0.9499999999999981,0.08226996199265933,0.49756066542033883,-0.5125367989705778,4.600155580286682,SOFI,hyp,6.594739258881887,20250923_2125,Call,9.354962620456801,3.224146328306301,0.4936530160958223
0.6233234878228148,0.04109874937695677,1.390447338199705e-17,6.286234412078549,0.2822641502715682,-0.22566798226619417,0.8603648162468766,0.13128828929396213,0.1929874396407024,-0.31521931645447926,12.61206003496097,SOFI,hyp,1.1379752411365913,20250923_2125,Put,6.188073565889395,2.077921200087356,1.470141534917375
0.4251621399454781,-2.657033926057048,0.0002574468221946834,1.3674209528628118,-1.0527819786873531,1.3195153727990117,0.9499999999999998,0.9499999999999998,0.05000000000000001,-2.4938421932929153,35.27038238743931,AMD,hyp,3.591633375701128,20250923_2125,Call,5.021482975198758,2.2727550689750267,0.5639316035833959
