Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
LPSN,71.72,98.99,106.06,#FFFFFF,#FFFFFF,#FFFFFF
STWD,96.46,92.14,86.75,#FFFFFF,#FFFFFF,#FFFFFF
COIN,75.62,57.44,49.71,#FFFFFF,#FFFFFF,#FFFFFF
GRPN,140.57,64.57,47.57,#FFFFFF,#FFFFFF,#FFFFFF
VTR,92.64,96.57,92.42,#FFFFFF,#FFFFFF,#FFFFFF
MMYT,102.58,96.05,96.41,#FFFFFF,#FFFFFF,#FFFFFF
HRTG,100.29,57.62,63.21,#FFFFFF,#FFFFFF,#FFFFFF
SOFI,57.37,46.55,27.15,#FFFFFF,#FFFFFF,#FFFFFF
SSRM,58.74,50.66,25.0,#FFFFFF,#FFFFFF,#FFFFFF
EB,89.74,83.15,112.45,#FFFFFF,#FFFFFF,#FFFFFF
BKD,90.94,79.79,87.93,#FFFFFF,#FFFFFF,#FFFFFF
OMCL,91.36,100.7,132.01,#FFFFFF,#FFFFFF,#FFFFFF
NCLH,73.79,75.64,70.04,#FFFFFF,#FFFFFF,#FFFFFF
ENVX,95.37,84.34,91.18,#FFFFFF,#FFFFFF,#FFFFFF
CAKE,99.02,77.41,59.74,#FFFFFF,#FFFFFF,#FFFFFF
NTNX,97.16,91.71,79.51,#FFFFFF,#FFFFFF,#FFFFFF
NVAX,89.82,100.38,159.55,#FFFFFF,#FFFFFF,#FFFFFF
TDOC,91.92,110.51,92.95,#FFFFFF,#FFFFFF,#FFFFFF
CHRS,58.52,68.15,100.74,#FFFFFF,#FFFFFF,#FFFFFF
INSG,57.33,75.66,121.45,#FFFFFF,#FFFFFF,#FFFFFF
JOYY,76.55,71.63,53.3,#FFFFFF,#FFFFFF,#FFFFFF
CAMP,79.4,278.89,,#FFFFFF,#FFFFFF,#FFFFFF
OPK,95.04,123.4,112.77,#FFFFFF,#FFFFFF,#FFFFFF
NIO,57.64,78.03,87.26,#FFFFFF,#FFFFFF,#FFFFFF
TMDX,132.11,63.29,125.3,#FFFFFF,#FFFFFF,#FFFFFF
ZTO,93.09,102.5,111.79,#FFFFFF,#FFFFFF,#FFFFFF
WEC,98.15,97.59,85.86,#FFFFFF,#FFFFFF,#FFFFFF
NOTV,145.96,185.09,79.5,#FFFFFF,#FFFFFF,#FFFFFF
SIRI,89.13,91.08,107.72,#FFFFFF,#FFFFFF,#FFFFFF
CNK,117.48,89.29,104.78,#FFFFFF,#FFFFFF,#FFFFFF
ASND,84.24,75.39,56.56,#FFFFFF,#FFFFFF,#FFFFFF
CMRC,107.56,128.94,123.76,#FFFFFF,#FFFFFF,#FFFFFF
FSLY,101.96,89.54,75.69,#FFFFFF,#FFFFFF,#FFFFFF
FUBO,83.37,77.75,41.81,#FFFFFF,#FFFFFF,#FFFFFF
HCI,90.67,78.96,54.05,#FFFFFF,#FFFFFF,#FFFFFF
VATE,114.35,162.37,78.79,#FFFFFF,#FFFFFF,#FFFFFF
TREE,48.57,67.89,71.17,#FFFFFF,#FFFFFF,#FFFFFF
WKC,108.37,106.39,107.05,#FFFFFF,#FFFFFF,#FFFFFF
MOMO,105.84,84.73,76.21,#FFFFFF,#FFFFFF,#FFFFFF
CCL,74.66,63.1,51.12,#FFFFFF,#FFFFFF,#FFFFFF
SMTC,68.03,64.31,63.9,#FFFFFF,#FFFFFF,#FFFFFF
COLL,77.96,77.59,95.0,#FFFFFF,#FFFFFF,#FFFFFF
ABNB,112.12,99.23,92.98,#FFFFFF,#FFFFFF,#FFFFFF
IQ,65.59,84.23,73.12,#FFFFFF,#FFFFFF,#FFFFFF
MITK,100.7,90.34,81.49,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,78.72,74.15,59.84,#FFFFFF,#FFFFFF,#FFFFFF
BL,102.16,91.39,88.26,#FFFFFF,#FFFFFF,#FFFFFF
IMAX,93.22,78.55,68.48,#FFFFFF,#FFFFFF,#FFFFFF
AVGO,75.88,57.77,43.53,#FFFFFF,#FFFFFF,#FFFFFF
UPST,79.19,70.43,48.84,#FFFFFF,#FFFFFF,#FFFFFF
LITE,56.35,41.92,33.68,#FFFFFF,#FFFFFF,#FFFFFF
LCII,86.56,84.8,101.54,#FFFFFF,#FFFFFF,#FFFFFF
HASI,97.15,102.14,111.95,#FFFFFF,#FFFFFF,#FFFFFF
VRM,107.21,100.27,,#FFFFFF,#FFFFFF,#FFFFFF
SENS,117.12,133.56,76.58,#FFFFFF,#FFFFFF,#FFFFFF
UBER,89.7,74.96,72.28,#FFFFFF,#FFFFFF,#FFFFFF
NET,78.15,53.14,35.14,#FFFFFF,#FFFFFF,#FFFFFF
AG,90.15,73.02,52.26,#FFFFFF,#FFFFFF,#FFFFFF
JBLU,92.22,108.95,112.26,#FFFFFF,#FFFFFF,#FFFFFF
VIAV,80.33,93.58,69.72,#FFFFFF,#FFFFFF,#FFFFFF
PENN,82.15,85.19,86.84,#FFFFFF,#FFFFFF,#FFFFFF
GDS,77.99,102.95,49.36,#FFFFFF,#FFFFFF,#FFFFFF
CENX,87.53,91.77,55.24,#FFFFFF,#FFFFFF,#FFFFFF
BB,111.73,121.07,63.47,#FFFFFF,#FFFFFF,#FFFFFF
VRNS,85.95,69.75,89.66,#FFFFFF,#FFFFFF,#FFFFFF
NTRA,93.18,84.04,67.32,#FFFFFF,#FFFFFF,#FFFFFF
ORA,87.58,79.37,79.9,#FFFFFF,#FFFFFF,#FFFFFF
WDC,58.93,46.96,50.05,#FFFFFF,#FFFFFF,#FFFFFF
CAMT,88.77,79.64,93.94,#FFFFFF,#FFFFFF,#FFFFFF
PTON,92.19,88.79,55.79,#FFFFFF,#FFFFFF,#FFFFFF
BKNG,97.86,79.87,68.33,#FFFFFF,#FFFFFF,#FFFFFF
MAXN,76.94,92.48,200.5,#FFFFFF,#FFFFFF,#FFFFFF
DBX,89.9,82.12,74.94,#FFFFFF,#FFFFFF,#FFFFFF
SO,98.29,97.49,95.09,#FFFFFF,#FFFFFF,#FFFFFF
WB,78.97,77.07,52.11,#FFFFFF,#FFFFFF,#FFFFFF
GCI,85.85,75.37,103.66,#FFFFFF,#FFFFFF,#FFFFFF
BILI,85.99,88.89,62.44,#FFFFFF,#FFFFFF,#FFFFFF
AFRM,69.05,56.64,42.15,#FFFFFF,#FFFFFF,#FFFFFF
FWONK,96.0,84.7,74.54,#FFFFFF,#FFFFFF,#FFFFFF
EXAS,97.47,81.21,105.36,#FFFFFF,#FFFFFF,#FFFFFF
SPR,91.66,81.82,81.7,#FFFFFF,#FFFFFF,#FFFFFF
Z,82.31,80.95,64.43,#FFFFFF,#FFFFFF,#FFFFFF
BFH,83.13,76.08,73.5,#FFFFFF,#FFFFFF,#FFFFFF
JD,99.23,123.78,74.51,#FFFFFF,#FFFFFF,#FFFFFF
