Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
TSLA,"Tesla, Inc.",328.23,329.36,333.33,325.6,-5.47,-4.84,-1.35,-6.34,-4.42,-5.28,-1.84,-5.27,N/A,,,
MDB,"MongoDB, Inc.",310.0,318.29,323.58,308.5,-1.4,42.26,0.85,48.5,0.52,46.76,0.04,45.31,N/A,,,
COIN,"Coinbase Global, Inc.",299.97,303.56,310.41,295.4,-2.03,-1.33,-0.32,-1.59,0.71,0.39,-2.02,-1.65,N/A,,,
JPM,JPMorgan Chase & Co.,300.26,299.7,300.45,294.5,-0.59,2.07,-0.57,0.38,-0.82,0.57,-1.74,0.34,N/A,,,
AVGO,Broadcom Inc.,289.34,298.24,298.65,287.17,-5.76,-1.7,0.29,0.08,-2.72,-0.53,-2.21,-2.32,N/A,,,
BURL,"Burlington Stores, Inc.",287.85,289.46,290.19,283.5,-2.47,2.38,-0.42,3.73,-2.18,2.9,0.51,1.76,N/A,,,
IDCC,"InterDigital, Inc.",268.43,277.49,278.03,265.14,-1.72,1.24,2.13,3.99,1.1,3.22,-1.18,0.32,N/A,,,
ZS,"Zscaler, Inc.",279.71,274.57,280.98,268.54,-1.14,3.94,-0.9,2.57,-1.31,3.39,-2.23,1.01,N/A,,,
CHTR,"Charter Communications, Inc.",262.5,264.42,266.47,261.78,-0.24,-3.52,-0.44,-0.84,0.22,-2.32,-0.27,-0.98,N/A,,,
IBM,International Business Machines Corporation,240.9,241.5,241.53,238.29,-1.77,-0.05,-0.82,-0.47,-1.6,-1.41,-1.42,-0.87,N/A,,,
TTWO,"Take-Two Interactive Software, Inc.",231.16,240.95,241.08,229.33,-1.33,-0.09,3.29,4.39,2.16,3.22,-1.41,-0.43,N/A,,,
BA,Boeing Company (The),231.28,237.38,238.33,230.8,-2.05,1.44,1.15,1.09,0.12,1.49,-1.02,1.24,N/A,,,
NVMI,Nova Ltd.,243.9,237.16,245.11,235.08,-10.71,-5.58,-9.94,-8.61,-10.27,-6.41,-9.84,-8.57,N/A,,,
AMZN,"Amazon.com, Inc.",223.62,225.34,226.01,221.83,-3.33,-1.54,-1.6,-1.47,-2.5,-1.31,-2.77,-1.85,N/A,,,
RH,RH,218.88,221.72,223.84,218.19,-4.29,-4.69,-1.75,0.24,-2.98,-4.34,-2.84,-0.05,N/A,,,
GWRE,"Guidewire Software, Inc.",214.3,217.46,217.9,214.1,-1.76,0.97,0.2,2.51,-0.32,1.89,-0.42,1.87,N/A,,,
EXPE,"Expedia Group, Inc.",211.26,212.12,212.72,209.01,-1.74,-0.63,-1.25,-0.52,-1.61,-0.62,-2.1,-1.17,N/A,,,
ABBV,AbbVie Inc.,210.14,211.92,212.16,209.01,1.03,1.26,0.72,1.71,0.55,1.72,0.53,1.18,N/A,,,
NET,"Cloudflare, Inc.",202.65,208.05,208.62,199.39,-4.63,3.18,-0.32,4.78,-2.71,3.53,-3.21,1.76,N/A,,,
ASND,Ascendis Pharma A/S,196.03,199.16,203.59,194.21,0.74,2.91,2.52,1.27,4.54,3.46,1.58,2.75,N/A,,,
GTLS,"Chart Industries, Inc.",198.89,199.09,199.19,198.53,0.23,0.68,-0.14,0.35,-0.1,0.35,0.08,0.5,N/A,,,
PANW,"Palo Alto Networks, Inc.",187.64,190.52,191.59,186.35,-1.95,1.86,0.0,3.41,-0.62,2.64,-1.94,1.28,N/A,,,
PI,"Impinj, Inc.",177.26,185.74,185.94,177.26,-7.0,0.84,-0.92,3.85,-2.72,3.52,-5.15,1.39,N/A,,,
SE,Sea Limited,181.63,178.78,181.86,176.5,-2.48,-2.87,-4.16,-5.05,-3.28,-3.66,-4.63,-5.16,N/A,,,
IRTC,"iRhythm Technologies, Inc.",167.28,171.08,172.0,167.28,-2.97,0.57,0.65,1.82,-0.23,1.56,-0.99,1.01,N/A,,,
STX,Seagate Technology Holdings plc,164.43,170.5,170.75,163.86,-4.43,0.43,1.85,3.18,-1.54,2.3,-1.68,0.09,N/A,,,
HCI,"HCI Group, Inc.",166.29,169.56,169.56,164.84,0.89,1.1,1.71,4.72,1.54,3.09,1.67,2.79,N/A,,,
NTRA,"Natera, Inc.",166.06,169.34,169.78,164.93,0.13,2.02,0.65,2.19,0.77,2.36,0.27,1.71,N/A,,,
WELL,Welltower Inc.,168.09,167.74,169.27,166.98,0.35,1.87,-0.32,1.15,0.42,1.6,-0.19,1.76,N/A,,,
LYV,"Live Nation Entertainment, Inc.",164.3,165.47,165.57,163.2,-1.4,-0.81,-0.61,-0.69,-0.86,-0.8,-1.44,-0.96,N/A,,,
AMD,"Advanced Micro Devices, Inc.",158.05,162.32,162.39,156.62,-5.25,-6.28,-0.19,-2.58,-3.67,-4.35,-3.26,-5.03,N/A,,,
CVX,Chevron Corporation,160.48,161.83,161.86,159.38,0.49,1.89,0.77,2.84,0.47,1.16,-0.04,1.81,N/A,,,
LRN,"Stride, Inc.",160.81,161.75,163.15,159.5,-3.41,-2.8,-0.88,-4.74,-2.25,-4.52,-1.64,-3.47,N/A,,,
MTN,"Vail Resorts, Inc.",163.03,161.74,162.81,160.51,-0.59,1.87,-1.26,1.18,-1.63,0.2,-1.53,0.73,N/A,,,
RTX,RTX Corporation,158.2,158.01,158.63,156.37,-1.78,0.92,-0.37,-0.98,-1.53,-0.67,-1.3,-0.01,N/A,,,
MMM,3M Company,153.95,154.27,154.49,151.7,-2.32,-1.16,-0.81,-1.47,-2.37,-1.42,-2.33,-1.86,N/A,,,
PEP,"PepsiCo, Inc.",157.44,150.28,157.74,150.22,7.03,6.74,1.1,2.23,5.71,6.4,2.28,3.02,N/A,,,
AEIS,"Advanced Energy Industries, Inc.",145.9,145.49,147.58,144.2,-5.66,-5.15,-2.8,-5.8,-4.69,-5.4,-2.37,-4.9,N/A,,,
INSM,Insmed Incorporated,141.5,145.3,146.52,140.0,4.81,10.1,6.76,9.93,7.66,10.74,4.17,9.29,N/A,,,
NRG,"NRG Energy, Inc.",142.27,145.11,145.22,140.77,-3.98,-1.88,-0.31,-0.77,-2.25,-0.92,-2.21,-2.12,N/A,,,
AWK,"American Water Works Company, Inc.",142.99,141.41,143.74,140.99,-0.06,-0.96,-1.46,-1.76,-0.55,-0.62,-1.36,-1.44,N/A,,,
SHOP,Shopify Inc.,136.78,139.04,139.32,133.4,-3.29,-2.92,-1.59,-1.29,-2.63,-1.32,-4.65,-4.11,N/A,,,
BABA,Alibaba Group Holding Limited,134.47,138.55,138.83,133.07,4.34,7.32,2.63,11.56,1.59,10.18,3.55,7.56,N/A,,,
MIDD,Middleby Corporation,134.87,137.37,137.67,134.87,-1.52,-1.01,0.38,0.81,-0.2,-0.43,-0.64,-0.69,N/A,,,
WIX,Wix.com Ltd.,138.21,137.33,139.75,136.76,0.33,4.38,-2.66,4.31,-1.95,4.38,-0.09,4.4,N/A,,,
NICE,NICE Ltd.,141.35,136.5,141.35,134.69,-0.96,0.78,-3.43,-1.54,-1.64,-0.09,-4.5,-2.47,N/A,,,
DDOG,"Datadog, Inc.",134.48,134.69,135.6,132.0,-3.92,4.6,-1.46,6.63,-4.84,5.1,-2.97,4.55,N/A,,,
LITE,Lumentum Holdings Inc.,127.87,132.55,132.88,125.0,-6.29,2.8,-0.19,6.37,-3.08,4.61,-4.71,1.21,N/A,,,
MTSI,"MACOM Technology Solutions Holdings, Inc.",125.51,131.05,131.35,124.11,-5.15,-1.55,2.26,2.12,-1.95,0.39,-2.35,-2.39,N/A,,,
JAZZ,Jazz Pharmaceuticals plc,127.23,129.66,130.96,126.81,0.93,2.19,1.5,3.73,2.21,4.41,0.99,3.51,N/A,,,
ABNB,"Airbnb, Inc.",128.45,127.59,129.23,126.46,-1.13,0.58,-2.25,0.55,-1.43,0.33,-2.13,0.05,N/A,,,
NSIT,"Insight Enterprises, Inc.",128.85,127.43,129.04,126.36,-0.83,-1.73,-2.1,0.58,-1.58,-2.52,-2.13,-0.15,N/A,,,
DUK,Duke Energy Corporation,122.46,121.89,122.77,121.37,0.05,-0.44,-0.49,-1.13,-0.34,-0.62,-0.61,-0.6,N/A,,,
PDD,PDD Holdings Inc.,119.38,121.69,122.1,118.77,-2.8,-7.1,1.22,-1.79,-0.8,-7.99,-0.88,-3.47,N/A,,,
ITRI,"Itron, Inc.",121.23,120.88,121.75,120.34,-2.37,-2.07,-1.68,-2.56,-1.95,-2.84,-0.66,-2.46,N/A,,,
RGEN,Repligen Corporation,121.43,120.69,121.83,118.39,-0.85,0.02,-1.33,0.17,-2.47,-0.47,-2.88,-1.61,N/A,,,
DIS,Walt Disney Company (The),117.02,118.27,118.28,116.0,-0.32,-0.35,-0.09,0.53,-0.31,-0.08,-1.07,-0.99,N/A,,,
XOM,Exxon Mobil Corporation,114.18,114.69,115.24,113.33,0.4,2.52,0.35,2.87,0.39,3.07,-0.22,2.69,N/A,,,
TMDX,"TransMedics Group, Inc.",112.0,111.55,113.68,109.59,-3.93,-2.92,-2.97,-3.15,-2.88,-2.55,-2.86,-3.78,N/A,,,
POST,"Post Holdings, Inc.",113.4,111.48,113.91,111.16,1.16,1.23,-1.48,-0.72,0.32,0.85,0.05,-0.64,N/A,,,
PATK,Patriot Battery Metals Inc.,110.53,110.99,111.68,110.08,-2.22,-4.24,-0.77,-2.37,-1.38,-3.58,-1.34,-3.17,N/A,,,
ITGR,Integer Holdings Corporation,107.1,106.97,108.08,106.51,-0.18,-1.53,-0.83,-1.37,-0.03,-1.41,-0.2,-1.11,N/A,,,
GVA,Granite Construction Incorporated,106.29,106.57,106.98,105.2,-2.98,-3.0,-1.1,-3.56,-2.34,-3.38,-1.91,-3.84,N/A,,,
WEC,"WEC Energy Group, Inc.",106.23,106.02,106.89,105.65,-0.26,-0.68,-0.46,-1.06,-0.33,-0.59,-0.56,-0.93,N/A,,,
SHAK,Shake Shack Inc.,104.8,105.59,106.05,104.02,-0.37,0.49,-0.39,-0.03,-0.05,-0.57,-0.34,-0.01,N/A,,,
LCII,LCI Industries,104.14,103.35,104.36,103.14,-1.61,-2.0,-1.96,-2.09,-1.84,-2.54,-1.02,-2.25,N/A,,,
MKSI,"MKS Instruments, Inc.",99.85,101.95,102.01,97.81,-6.09,-6.02,-1.35,-4.32,-4.63,-5.41,-4.33,-7.86,N/A,,,
FWONK,Formula One Group,98.93,101.07,101.21,98.54,-1.07,-3.42,1.17,-0.36,0.88,-1.19,-0.56,-1.62,N/A,,,
FRT,Federal Realty Investment Trust,99.61,99.14,100.77,98.85,-0.23,0.56,-1.4,0.38,0.08,0.95,-0.67,0.19,N/A,,,
MMYT,MakeMyTrip Limited,97.58,95.64,98.27,95.24,-2.75,-4.62,-3.15,-6.72,-2.65,-4.24,-3.41,-5.52,N/A,,,
GKOS,Glaukos Corporation,94.48,93.95,95.57,93.16,-1.68,3.34,-1.95,0.17,-1.47,1.62,-1.93,1.89,N/A,,,
UBER,"Uber Technologies, Inc.",92.26,92.81,93.54,91.92,-3.89,-2.76,-1.0,-3.85,-2.72,-3.39,0.34,-2.59,N/A,,,
TGT,Target Corporation,95.13,92.44,95.36,91.92,-2.03,-1.73,-3.69,-3.82,-1.91,-1.68,-3.92,-4.08,N/A,,,
SO,Southern Company (The),92.24,92.09,92.82,91.63,-0.25,-0.98,-0.23,-1.07,0.01,-0.73,-0.64,-0.93,N/A,,,
EEFT,"Euronet Worldwide, Inc.",92.29,91.23,92.53,90.45,-1.82,-3.83,-2.1,-3.7,-1.79,-4.54,-2.7,-4.38,N/A,,,
ORA,"Ormat Technologies, Inc.",89.95,90.97,90.97,89.08,-3.22,-2.33,-1.0,-0.67,-2.67,-1.6,-2.92,-1.29,N/A,,,
MMSI,"Merit Medical Systems, Inc.",89.92,90.68,90.91,89.91,-0.39,2.12,0.15,1.82,-0.43,1.99,0.09,2.6,N/A,,,
OKTA,"Okta, Inc.",91.18,89.5,91.64,88.46,-1.52,-1.28,-3.52,-2.25,-4.2,-1.87,-2.42,-2.59,N/A,,,
FOUR,"Shift4 Payments, Inc.",88.59,89.14,89.56,87.5,-3.56,-1.94,-1.43,-0.37,-2.71,-1.8,-2.78,-1.61,N/A,,,
GPN,Global Payments Inc.,87.92,86.99,88.17,86.19,-0.67,-0.71,-2.06,-1.41,-1.18,-0.82,-2.46,-1.84,N/A,,,
MRK,"Merck & Co., Inc.",84.5,85.48,85.48,84.36,1.29,-1.24,1.62,0.58,1.47,-0.13,1.3,-0.37,N/A,,,
AFRM,"Affirm Holdings, Inc.",85.39,82.22,86.22,81.6,-7.18,9.02,-7.05,5.48,-13.78,8.42,-5.95,4.95,N/A,,,
WDC,Western Digital Corporation,78.51,81.91,81.93,77.9,-3.75,-0.74,1.95,2.76,-0.47,2.04,-2.38,-1.52,N/A,,,
Z,"Zillow Group, Inc.",82.5,81.81,82.89,81.17,-3.54,-5.17,-2.97,-4.52,-3.27,-5.94,-3.51,-4.38,N/A,,,
PSN,Parsons Corporation,79.47,80.66,80.89,79.38,-0.84,-0.04,0.7,0.94,0.39,0.59,0.6,-0.16,N/A,,,
CAMT,Camtek Ltd.,79.93,78.46,80.86,77.22,-7.68,-2.99,-5.14,-7.51,-7.06,-4.85,-6.15,-6.28,N/A,,,
ATI,ATI Inc.,76.25,78.36,78.77,75.53,-2.92,3.64,1.06,2.46,-0.24,2.46,-1.39,3.32,N/A,,,
W,Wayfair Inc.,73.4,77.65,77.82,72.9,-2.6,0.22,4.09,6.38,2.92,2.92,-0.96,0.68,N/A,,,
WK,Workiva Inc.,80.48,77.29,82.1,76.29,-0.91,2.26,-6.02,-1.53,-0.68,2.95,-6.05,-2.8,N/A,,,
VAC,Marriott Vacations Worldwide Corporation,76.18,77.18,77.25,75.67,-3.31,-1.77,-1.24,-0.41,-1.95,-1.83,-2.39,-2.08,N/A,,,
AKAM,"Akamai Technologies, Inc.",78.21,76.98,78.41,76.32,-0.22,2.13,-2.72,0.05,-1.08,1.57,-2.59,0.09,N/A,,,
QTWO,"Q2 Holdings, Inc.",77.28,76.73,77.75,75.91,-1.88,0.14,-2.54,0.01,-1.78,-0.46,-2.72,-0.81,N/A,,,
MTH,Meritage Homes Corporation,76.07,76.28,77.06,76.07,-2.22,-2.57,-1.81,-1.17,-1.86,-1.8,-1.19,-1.22,N/A,,,
XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",76.81,76.23,77.1,75.18,-4.94,-2.1,-4.28,-3.24,-6.26,-2.42,-5.0,-3.27,N/A,,,
MIRM,"Mirum Pharmaceuticals, Inc.",73.92,74.34,75.73,73.46,-0.95,2.67,0.64,0.19,-0.01,2.02,0.47,2.99,N/A,,,
DXCM,"DexCom, Inc.",74.17,74.3,75.09,73.47,-1.21,-2.73,-1.38,-2.39,-0.94,-2.34,-1.44,-2.97,N/A,,,
NKE,"NIKE, Inc.",75.64,74.29,76.05,74.06,-2.71,-4.25,-3.98,-5.54,-3.89,-4.32,-3.97,-5.51,N/A,,,
SHEL,Shell plc,73.38,73.79,73.99,73.22,-0.76,-0.39,-0.12,0.18,-0.3,0.32,-0.77,0.1,N/A,,,
HALO,"Halozyme Therapeutics, Inc.",71.78,73.34,74.44,71.5,-1.67,-0.9,0.26,0.56,1.61,2.01,-1.34,-0.57,N/A,,,
NEE,"NextEra Energy, Inc.",72.27,72.65,72.66,71.5,-0.18,-3.46,0.83,-2.18,-0.23,-3.34,-0.44,-3.19,N/A,,,
TCOM,Trip.com Group Limited,72.16,71.59,72.32,70.78,-3.77,9.7,-2.93,10.26,-4.45,9.61,-3.7,9.14,N/A,,,
EVRG,"Evergy, Inc.",71.0,71.27,71.5,70.77,-0.29,-0.95,0.01,-0.68,-0.31,-0.67,-0.46,-0.76,N/A,,,
CMS,CMS Energy Corporation,71.38,71.16,71.76,70.8,0.22,-1.22,-0.57,-1.29,-0.19,-1.4,-0.45,-1.56,N/A,,,
DAY,"Dayforce, Inc.",69.47,69.5,69.81,69.22,-0.26,-0.12,-0.39,-0.1,-0.01,0.0,-0.37,-0.18,N/A,,,
UPST,"Upstart Holdings, Inc.",69.09,69.17,72.85,67.39,-9.15,-0.16,-5.61,0.41,-5.33,3.68,-7.27,-1.32,N/A,,,
VTR,"Ventas, Inc.",67.84,67.92,68.15,67.38,0.38,0.21,-0.24,0.47,0.01,0.22,-0.12,0.54,N/A,,,
TREE,"LendingTree, Inc.",65.98,67.84,68.05,65.38,-2.93,-5.01,-0.16,-1.85,-1.03,-3.04,-2.8,-4.72,N/A,,,
MP,MP Materials Corp.,68.91,67.31,69.35,66.07,-6.69,-4.89,-5.38,-3.61,-6.12,-8.06,-7.04,-4.61,N/A,,,
NTNX,"Nutanix, Inc.",66.0,67.12,67.31,65.38,0.08,-2.97,-0.13,-1.44,-0.61,-2.54,-0.86,-3.75,N/A,,,
GH,"Guardant Health, Inc.",65.84,66.51,67.99,64.48,1.64,5.46,-1.35,4.86,0.71,7.1,-0.29,4.0,N/A,,,
BFH,"Bread Financial Holdings, Inc.",64.86,65.49,65.65,63.78,-3.09,3.79,-1.06,2.55,-2.49,2.46,-2.34,2.69,N/A,,,
SATS,EchoStar Corporation,60.42,65.24,65.54,60.35,5.75,11.67,5.58,28.25,5.92,18.74,7.27,19.22,N/A,,,
LNT,Alliant Energy Corporation,64.66,64.66,65.02,64.38,-0.68,-2.18,-0.63,-1.6,-0.67,-1.81,-0.57,-1.83,N/A,,,
CHEF,"Chefs' Warehouse, Inc. (The)",62.96,64.57,64.61,62.75,-0.4,-3.45,2.26,2.35,1.15,-1.31,0.59,0.41,N/A,,,
CSGS,"CSG Systems International, Inc.",63.7,64.53,64.54,63.31,-0.3,0.84,0.58,2.48,-0.03,1.67,-0.71,0.72,N/A,,,
MCHP,Microchip Technology Incorporated,63.34,63.6,63.85,62.28,-2.66,-7.23,-2.15,-5.94,-2.79,-7.86,-3.17,-7.4,N/A,,,
CAKE,Cheesecake Factory Incorporated (The),60.59,61.09,61.3,60.13,-2.32,-2.02,-0.6,-1.37,-1.57,-2.47,-1.97,-2.64,N/A,,,
GMED,"Globus Medical, Inc.",60.71,59.9,61.22,59.7,-1.03,-1.12,-2.24,-3.2,-0.63,-1.25,-2.21,-2.59,N/A,,,
BMRN,BioMarin Pharmaceutical Inc.,58.4,59.09,59.24,58.25,1.49,-0.43,1.41,2.85,1.53,0.87,1.66,1.92,N/A,,,
JOYY,JOYY Inc.,54.44,58.74,58.86,54.44,5.04,3.03,8.66,13.97,7.55,11.39,5.28,5.71,N/A,,,
SMTC,Semtech Corporation,55.99,57.76,57.78,55.18,-6.68,2.62,-0.57,-1.63,-3.97,-3.43,-4.22,2.91,N/A,,,
IONS,"Ionis Pharmaceuticals, Inc.",49.14,57.49,57.91,49.13,15.62,17.81,34.83,36.33,35.46,36.04,16.62,17.79,N/A,,,
ALRM,"Alarm.com Holdings, Inc.",57.61,57.43,58.19,57.38,-2.07,-0.12,-2.05,0.58,-2.0,0.34,-1.02,0.84,N/A,,,
LIVN,LivaNova PLC,55.94,56.92,56.92,55.63,0.85,-0.32,0.98,0.58,0.94,0.49,0.63,2.08,N/A,,,
VRNS,"Varonis Systems, Inc.",58.11,56.84,58.54,56.09,-1.86,-0.85,-3.69,-0.96,-1.98,-0.87,-4.39,-2.2,N/A,,,
LNTH,"Lantheus Holdings, Inc.",54.46,55.29,55.63,54.25,-1.63,-3.46,0.71,-0.66,-0.05,-2.19,-0.97,-2.2,N/A,,,
SPB,"Spectrum Brands, Inc.",56.12,54.87,56.49,54.44,0.21,-0.14,-3.72,-1.1,-1.19,-0.86,-2.79,-1.27,N/A,,,
CBRL,"Cracker Barrel Old Country Store, Inc.",58.29,54.72,58.55,53.86,-3.17,6.88,-8.53,-5.18,-4.6,1.25,-9.27,0.67,N/A,,,
FRPT,"FarPointe Data, Inc.",55.07,54.68,56.4,53.49,-2.63,-2.18,-2.04,-5.85,-1.22,-3.61,-4.05,-4.09,N/A,,,
BSY,"Bentley Systems, Incorporated",55.05,54.3,55.53,54.13,0.07,2.1,-2.43,0.95,-0.54,2.23,-1.52,0.81,N/A,,,
BL,"BlackLine, Inc.",53.81,53.95,54.49,53.57,-1.05,1.53,-0.77,1.97,-0.75,1.65,-1.07,1.71,N/A,,,
PEGA,"Pegasystems, Inc.",52.95,53.7,54.24,52.74,-1.47,0.11,-0.94,2.66,-0.01,1.93,-1.16,1.07,N/A,,,
CNMD,CONMED Corporation,53.54,53.55,54.36,53.28,-0.59,-1.24,-1.49,-2.16,-1.43,-0.93,-0.58,-1.24,N/A,,,
HAE,Haemonetics Corporation,54.5,53.54,54.72,53.25,0.39,-1.48,-1.83,-3.06,-0.72,-2.05,-1.43,-2.01,N/A,,,
PTCT,"PTC Therapeutics, Inc.",49.47,52.43,53.05,49.38,-0.7,0.14,6.28,6.0,5.0,6.8,0.87,2.29,N/A,,,
EQT,EQT Corporation,51.2,52.38,52.81,51.01,-1.93,-1.27,1.04,-0.63,0.65,-0.15,-1.27,0.42,N/A,,,
ETSY,"Etsy, Inc.",52.12,51.7,52.15,51.15,-3.19,-8.59,-2.47,-8.04,-3.84,-8.73,-3.2,-6.15,N/A,,,
BE,Bloom Energy Corporation,50.0,51.35,52.12,48.87,-7.2,2.02,-3.0,2.82,-4.41,2.17,-7.07,-0.14,N/A,,,
XMTR,"Xometry, Inc.",49.17,51.0,51.68,48.81,-0.77,1.76,3.07,5.9,3.4,5.87,0.0,2.7,N/A,,,
BBIO,"BridgeBio Pharma, Inc.",51.01,50.0,52.62,49.9,-2.82,7.57,-3.4,2.31,-0.42,7.6,-1.97,5.59,N/A,,,
CYTK,"Cytokinetics, Incorporated",44.97,49.62,50.22,44.93,20.69,20.79,40.45,29.93,33.07,29.63,27.57,21.79,N/A,,,
RKLB,Rocket Lab Corporation,46.75,49.31,49.54,45.68,-2.3,-2.05,1.46,2.45,1.52,-2.71,-0.74,-2.81,N/A,,,
PAR,PAR Technology Corporation,50.0,49.26,51.18,49.06,-5.07,-4.01,-3.75,-3.6,-3.4,-2.94,-3.92,-3.33,N/A,,,
ON,ON Semiconductor Corporation,48.12,48.94,48.96,47.64,-4.28,-5.37,-1.31,-4.02,-3.28,-4.84,-3.64,-5.04,N/A,,,
EXAS,Exact Sciences Corporation,47.43,48.01,48.41,47.28,1.02,3.69,1.24,4.12,2.02,3.57,2.12,3.41,N/A,,,
DKNG,DraftKings Inc.,46.88,47.91,47.94,46.15,-2.61,0.14,-0.15,0.42,-0.49,0.26,-2.43,-1.36,N/A,,,
BMY,Bristol-Myers Squibb Company,47.3,47.41,47.86,47.04,0.66,0.21,0.49,0.42,1.06,0.97,0.47,0.11,N/A,,,
BILL,"BILL Holdings, Inc.",45.27,46.73,46.78,44.46,-8.14,10.01,0.67,15.01,-6.14,12.67,-3.72,10.0,N/A,,,
GBX,"Greenbrier Companies, Inc. (The)",45.9,46.44,46.52,45.56,-2.26,-1.1,-0.41,-0.71,-1.29,-0.77,-1.69,-0.75,N/A,,,
SPHR,Sphere Entertainment Co.,45.24,45.99,45.99,44.06,-1.37,1.09,1.5,5.24,-0.02,1.08,-1.54,1.75,N/A,,,
PRGS,Progress Software Corporation,45.63,44.64,45.94,44.27,-1.38,-0.65,-3.56,-1.63,-1.52,-1.14,-3.82,-2.36,N/A,,,
AORT,"Artivion, Inc.",43.6,43.71,44.42,43.31,-0.73,-0.25,-0.5,-0.73,0.75,0.73,-0.28,-0.21,N/A,,,
FE,FirstEnergy Corp.,43.49,43.47,43.65,43.19,0.16,-0.55,-0.34,-0.28,-0.41,-0.46,-0.52,-0.47,N/A,,,
SPR,"Spirit AeroSystems Holdings, Inc.",40.92,41.91,42.1,40.81,-1.73,1.54,0.77,0.99,0.05,1.42,-1.52,1.27,N/A,,,
ECPG,"Encore Capital Group, Inc.",41.28,41.76,41.9,40.96,-0.84,-1.97,-0.19,1.06,-0.71,-0.83,-0.53,-0.85,N/A,,,
FLR,Fluor Corporation,40.25,41.74,42.27,39.67,-3.13,-2.42,1.76,0.8,1.61,1.17,-2.03,-3.36,N/A,,,
SMCI,"Super Micro Computer, Inc.",40.01,40.78,40.86,39.56,-6.53,-9.2,-1.83,-8.07,-4.67,-7.95,-4.54,-9.35,N/A,,,
REXR,"Rexford Industrial Realty, Inc.",40.75,40.28,40.92,40.06,-1.69,1.62,-2.73,0.67,-1.47,0.52,-2.57,0.31,N/A,,,
U,Unity Software Inc.,38.0,39.41,39.77,37.26,-4.79,-4.55,0.0,-1.65,-0.77,-2.72,-3.89,-5.94,N/A,,,
COLL,"Collegium Pharmaceutical, Inc.",38.77,39.16,39.78,38.67,1.02,-0.41,0.93,1.5,2.38,1.84,1.75,0.98,N/A,,,
ZD,"Ziff Davis, Inc.",37.77,37.96,38.19,37.2,1.26,0.16,-0.65,0.58,-0.43,-0.4,0.13,-0.17,N/A,,,
CNP,"CenterPoint Energy, Inc.",37.65,37.94,38.15,37.58,0.45,-0.29,0.61,0.64,0.81,0.75,0.33,0.25,N/A,,,
NBR,Nabors Industries Ltd.,36.52,37.08,37.08,35.04,-0.22,3.02,-0.54,7.07,-0.99,4.13,-3.44,1.86,N/A,,,
ENPH,"Enphase Energy, Inc.",36.46,36.98,37.3,35.91,-3.03,-5.29,-1.91,-2.58,-3.62,-5.74,-3.44,-5.1,N/A,,,
