Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
AKAM,76.48999786376953,N/A,N/A,1.6073314347680678,6.280389837990123,N/A,N/A,N/A,N/A,30.69773382339869,25.85044067559654,39.47171212269674,0.21539997739859282,1.893308845215325,24.46553173788059,56.71393923524049,41.62436926045027,56.97211155378486,42.32803299941732,45.25632303951552,42.67215196127419,36.17264091382532,N/A,N/A,3.2990712088714176,3730,N/A,N/A,83508,N/A,N/A
BABA,120.02999877929688,N/A,N/A,-1.1285030719624718,-1.9522949072014695,N/A,N/A,N/A,N/A,38.843999503331766,34.117725259145274,45.46253345446916,0.06319825567759765,0.3466780076439327,32.4578285890823,56.82270691973934,45.37776999899137,51.79282868525896,50.45785994038643,47.86584794726685,47.004532771269815,50.27126401502883,N/A,N/A,-4.808730560559667,131543,N/A,N/A,1229459,N/A,N/A
BBIO,48.90999984741211,N/A,N/A,-0.22439944782607782,-0.36667407744200653,N/A,N/A,N/A,N/A,43.40824085998376,40.266477721155375,45.3744403175866,-0.24299247628301784,-1.3600734935102787,43.51875922438938,64.24501694752816,55.839624244383536,2.3904382470119523,1.6523484335592618,51.88806889949019,54.00202720456474,57.90664341989811,N/A,N/A,-12.532203102311513,2066,N/A,N/A,71476,N/A,N/A
BOX,31.51000022888184,N/A,N/A,-0.37938329139637483,1.4488112384962764,N/A,N/A,N/A,N/A,18.89769476444284,38.11468617825186,33.92305559221728,-0.05063520814027607,0.5060654652337835,22.031380680481032,35.13808189696045,28.44097401718983,79.6812749003984,91.01906871834716,30.05233081200937,29.33721280357833,37.926205140313805,N/A,N/A,-4.003149548096523,2571,N/A,N/A,41006,N/A,N/A
COIN,301.9200134277344,N/A,N/A,-5.864745085983104,-6.41621164303041,N/A,N/A,N/A,N/A,67.92391088490481,72.30407196991808,79.59966251172943,0.21439843303541042,-0.3728943337810295,65.82301166705561,97.63028690456603,83.43753957705452,31.47410358565737,33.766096788013385,78.40077006448641,84.58019365985659,71.0675770558454,N/A,N/A,8.53208545588403,203235,N/A,N/A,1151129,N/A,N/A
DASH,248.3699951171875,N/A,N/A,-1.9617909894000491,-6.034356751309685,N/A,N/A,N/A,N/A,35.68504249909743,32.49802283374128,46.76422649944381,-0.5194137880361785,0.09923823975058377,25.40170331393041,50.15748057926959,37.30385895495545,72.50996015936255,85.85081784690986,42.314111390076896,37.92368259612446,42.15122256987536,N/A,N/A,4.61300392956845,15994,N/A,N/A,278956,N/A,N/A
DDOG,128.99000549316406,N/A,N/A,-0.06198328543805384,0.023262079509219817,N/A,N/A,N/A,N/A,37.00030427418012,43.8348271139914,47.14299838095368,-0.36875500477063894,-0.810960089245373,32.741770902894935,50.50971794064978,41.36637773839172,85.2589641434263,87.29142959637655,44.6922954575784,42.18779398515803,45.30672599926881,N/A,N/A,1.8362723816848714,29133,N/A,N/A,316950,N/A,N/A
ETSY,63.4900016784668,N/A,N/A,-2.2629270731582136,-4.511951092928874,N/A,N/A,N/A,N/A,55.47004369791748,50.946920635852585,49.58442440836008,-0.02807095084901801,1.719924273973315,37.28757008718879,49.807297471545176,43.44063407326398,98.00796812749005,96.10197226150886,46.781378714266495,44.319296747117896,59.31445467875541,N/A,N/A,-9.730030270395332,18110,N/A,N/A,267087,N/A,N/A
LCID,2.130000114440918,N/A,N/A,-2.2935757240897794,-6.167395051186474,N/A,N/A,N/A,N/A,111.7629361754642,87.9557548318601,81.0981453265429,-0.08261646733244682,-1.116847418705703,69.12153589160496,86.68820094592785,77.53417768355021,67.72908366533864,77.27207723920814,79.97517317370078,77.51788892205315,108.01648941594226,N/A,N/A,-26.918344089399355,73018,N/A,N/A,3003153,N/A,N/A
MSTR,336.57000732421875,N/A,N/A,-7.433992938823419,-14.66061643973415,N/A,N/A,N/A,N/A,56.54952643906236,53.6351951298779,72.94284112379086,1.121997173109945,-0.6001107275660853,72.13350523419804,114.09159988083957,96.10519299591769,0.796812749003984,1.2773378488624212,84.80162110618107,91.4361746799977,115.25997842908593,N/A,N/A,-42.31713730529508,840877,N/A,N/A,2649670,N/A,N/A
