Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
AKAM,76.48999786376953,N/A,N/A,1.6073314347680678,6.280389837990123,N/A,N/A,N/A,N/A,30.69773382339869,25.85044067559654,39.47171212269674,0.21539997739859282,1.893308845215325,24.46553173788059,56.71393923524049,41.62436926045027,56.97211155378486,42.32803299941732,45.25632303951552,42.67215196127419,39.27016940855717,5.627411381605268,N/A,0.20154271413956337,1808,-21.663778162911612,N/A,85009,1.3653057330916722,N/A
BABA,119.98999786376952,N/A,N/A,-1.1614527548492806,-1.9849700551557725,N/A,N/A,N/A,N/A,38.85520768425718,34.12256206920192,45.46453270170821,0.06759860598022199,0.35109082417026044,32.45782858908227,56.82270691973933,45.3777779641198,52.191235059760956,50.46861559387955,47.86717269916442,47.00547355092677,57.023752129616724,4.598235962614544,N/A,-11.559219427908516,130402,13.800747024121199,N/A,2414550,1.2820120243944284,N/A
BBIO,48.90999984741211,N/A,N/A,-0.22439944782607782,-0.36667407744200653,N/A,N/A,N/A,N/A,43.40824085998376,40.266477721155375,45.3744403175866,-0.24299247628301784,-1.3600734935102787,43.51875922438938,64.24501694752816,55.839624244383536,2.3904382470119523,1.6523484335592618,51.88806889949019,54.00202720456474,60.980052869622206,20.89880465327398,N/A,-15.605612552035609,564,-56.74846625766872,N/A,72919,0.8171109390554142,N/A
BOX,31.51000022888184,N/A,N/A,-0.37938329139637483,1.4488112384962764,N/A,N/A,N/A,N/A,18.89769476444284,38.11468617825186,33.92305559221728,-0.05063520814027607,0.5060654652337835,22.031380680481032,35.13808189696045,28.44097401718983,79.6812749003984,91.01906871834716,30.05233081200937,29.33721280357833,38.987911995283966,1.4007316187374235,N/A,-5.064856403066685,1259,9.573542210617928,N/A,41756,1.6554679131366248,N/A
COIN,302.07000732421875,N/A,N/A,-5.81797868079916,-6.369719206493768,N/A,N/A,N/A,N/A,67.88907142141703,72.28589775682153,79.58939878975632,0.2014766103697883,-0.3857404298733821,65.82301166705561,97.63028690456603,83.43749868573192,31.47410358565737,33.725363538261554,78.39538729855678,84.57654522880111,69.16402197496005,-4.291926537577567,N/A,10.425376814796266,208913,21.642095211477546,N/A,1153302,2.8299817575845116,N/A
DASH,248.3699951171875,N/A,N/A,-1.9617909894000491,-6.034356751309685,N/A,N/A,N/A,N/A,35.68504249909743,32.49802283374128,46.76422649944381,-0.5194137880361785,0.09923823975058377,25.40170331393041,50.15748057926959,37.30385895495545,72.50996015936255,85.85081784690986,42.314111390076896,37.92368259612446,42.66419604872404,-26.05906709818638,N/A,4.100030450719771,12077,-8.368740515933231,N/A,287178,2.549653975531892,N/A
DDOG,128.99000549316406,N/A,N/A,-0.06198328543805384,0.023262079509219817,N/A,N/A,N/A,N/A,37.00030427418012,43.8348271139914,47.14299838095368,-0.36875500477063894,-0.810960089245373,32.741770902894935,50.50971794064978,41.36637773839172,85.2589641434263,87.29142959637655,44.6922954575784,42.18779398515803,47.272291956935284,-5.282574070187957,N/A,-0.12929357598160607,21488,9.437229437229437,N/A,317336,3.059945309404574,N/A
ETSY,63.4900016784668,N/A,N/A,-2.2629270731582136,-4.511951092928874,N/A,N/A,N/A,N/A,55.47004369791748,50.946920635852585,49.58442440836008,-0.02807095084901801,1.719924273973315,37.28757008718879,49.807297471545176,43.44063407326398,98.00796812749005,96.10197226150886,46.781378714266495,44.319296747117896,60.43480059669768,4.984276114543691,N/A,-10.850376188337599,11083,-33.89597995944173,N/A,267615,3.627133608004709,N/A
LCID,2.130000114440918,N/A,N/A,-2.2935757240897794,-6.167395051186474,N/A,N/A,N/A,N/A,111.7629361754642,87.9557548318601,81.0981453265429,-0.08261646733244682,-1.116847418705703,69.12153589160496,86.68820094592785,77.53417768355021,67.72908366533864,77.27207723920814,79.97517317370078,77.51788892205315,100.94065645125232,-3.6952184412663196,N/A,-19.842511124709418,65072,-46.10523525952675,N/A,3003587,0.7564481755845365,N/A
MSTR,336.57000732421875,N/A,N/A,-7.433992938823419,-14.66061643973415,N/A,N/A,N/A,N/A,56.54952643906236,53.6351951298779,72.94284112379086,1.121997173109945,-0.6001107275660853,72.13350523419804,114.09159988083957,96.10519299591769,0.796812749003984,1.2773378488624212,84.80162110618107,91.4361746799977,94.00883870761011,3.6485078683959498,N/A,-21.065997583819254,902527,161.55123497755508,N/A,2657021,2.392426180345665,N/A
