Ticker,Latest Close,Close 1d (%),Close 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score,Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
ATEC,15.84000015258789,-1.8587314027592505,-0.12610028072059537,83.13206291478176,66.77276177386375,59.111146446294846,0.15860618663135254,-0.11100695335441038,46.13566585599735,104.7262878086064,73.3165642704449,35.6,-0.7653079080005585,56.38607146561263,67.10791689599249,55.86609923794331,-2.6963631608571226,N/A,3.2450472083515365,4706,118.37587006960557,N/A,35139,1.075794621026895,N/A
BABA,124.3499984741211,1.1468976774966866,2.4299809811891433,37.92879869969065,34.805571452301805,45.66625682790739,0.07677274026750883,0.5115941271061509,33.409698249695275,56.82270691973933,45.624578402202594,53.6,0.005798464987930233,48.03656396890689,46.7640376061119,51.65852327980639,1.159626818839843,N/A,-5.992266451898999,181807,22.690034011769153,N/A,1239162,3.998247619431282,N/A
BB,3.75,-0.26595719384628963,0.0,31.83173767150564,42.07490309086433,50.495521264221175,-0.053317763066556056,-2.051431706963502,37.722849312758086,80.1150637197087,59.24705981387039,26.0,-0.7440357661797707,65.3074188650132,59.19715872221142,67.96837330745983,5.243282053771252,N/A,-17.472852043238653,9728,11.828945855845499,N/A,288571,1.386029385931011,N/A
BBAI,5.300000190734863,-3.6363601684570312,-9.401704664339647,94.26062461100076,114.97918574208504,114.01439071205898,0.12314614660232212,-0.9923016173846343,77.42893017951636,165.75447639108805,124.63063621725283,31.6,-0.3634734574298423,141.11576252327066,130.69077683027507,115.86746786875028,5.358157629719621,N/A,-1.853077156691299,60099,10.510637515400033,N/A,952771,2.25190708616123,N/A
BBIO,47.290000915527344,-3.6471084937791214,-3.5291707998389765,41.90532713580698,40.9208902069517,44.9733789162018,-0.4908690847300055,-1.1247374621249366,43.51875922438938,64.24501694752816,55.75987333464244,2.4,-2.1314004387935856,52.00351946260312,54.102859452585776,51.21813805286797,-7.778036056005446,N/A,-6.244759136666168,2293,6.108283202221194,N/A,73369,0.9382695667726003,N/A
BE,49.34999847412109,1.6687217620851644,6.129028976604487,80.96944304282567,83.30626499255676,80.49315544685712,-0.8992172256909782,-0.6879304979800408,65.07497423982561,118.39132929379812,90.49675549995064,34.4,-0.6178097910307087,83.88385037480425,92.64296437669142,83.81980911499599,0.2697780558737017,N/A,-3.3266536681388743,69523,55.6717420510524,N/A,506294,4.291814550765358,N/A
BFH,62.84999847412109,0.785756669297059,4.211568633714106,39.5116360641621,37.88746778749381,49.80177729253784,0.015539995268811092,0.6765882928874689,41.17876520462554,55.06791983736511,48.475705310156016,73.6,0.438002571738968,44.06572880734294,46.70753260495457,40.94846904309381,-17.651214429328675,N/A,8.853308249444034,477,-2.4539877300613497,N/A,4103,0.7118311242022582,N/A
BILI,23.25,-3.044201652091649,-8.284025048791632,47.84679736261197,48.11026867703954,53.37616316648699,0.45959361564925516,0.8280130921433019,52.363398162488295,87.58425832359394,72.77001030917167,5.6000000000000005,-2.036912978135358,62.90928062885752,71.3589256900847,59.530792018158884,8.37493091108646,N/A,-6.1546288516718946,16120,9.734513274336283,N/A,363842,2.8008442371210043,N/A
BILL,41.060001373291016,-2.9084878590880265,-1.4165669411111512,37.08462355611296,36.66899341127218,49.76898454102051,0.4200918148367105,-0.7837102295524929,41.00140315528829,89.53837603272157,64.30909938803691,27.200000000000003,-0.7513897079118295,70.58213578030013,66.74495886766843,83.55887659030864,12.525388779433142,N/A,-33.789892049288135,13878,126.9872423945044,N/A,145965,2.3604653609071593,N/A
BL,53.0099983215332,-1.7969641143552686,2.972025627237235,31.10691972671472,28.713078223554263,35.94466266201782,0.1750966766938389,-0.1367689145596444,26.388971365533365,48.00265899563972,37.635027425392295,54.800000000000004,-0.25256351013660683,39.88535684783909,36.89824850926803,57.561026336245114,8.062091370387083,N/A,-21.616363674227294,1086,0.18450184501845018,N/A,7122,0.7497524402319988,N/A
BOX,31.420000076293945,-1.194965943029774,-0.6639237750380218,18.55181332507482,19.11520307081707,33.79511096531571,-0.07291137502909394,-0.4276055005887435,22.031380680481032,35.13808189696045,28.576748268080863,78.0,1.2631971757927343,30.08168932571124,29.42788138809485,41.96246010926887,6.526999385263668,N/A,-8.16734914395316,5909,127.00729927007299,N/A,45100,-0.4195186575402959,N/A
BTDR,13.119999885559082,-1.7228501074044544,-8.635096105601768,70.90630491755606,76.8129122148918,96.3251276080334,0.047037818156351954,-0.07582451795618134,96.09612578855578,145.22164146610643,119.98247296182107,1.2,-1.5643682107796846,118.52554305736057,115.48553016098772,101.01115708574659,3.263352486561164,N/A,-4.686029477713191,4895,13.022396675132764,N/A,213273,4.0757169836180775,N/A
BTG,3.950000047683716,-0.7537681217588103,1.542414939883891,39.43840948326117,37.27736635356894,45.12409670657201,-0.051199142046578876,-5.258673737990135,36.54305669941848,51.30231084736421,45.56976480656571,39.6,-0.1117686031659881,45.35399698348495,44.75578242328952,54.635537357333654,-4.7830470217330205,N/A,-9.511440650761642,13650,-34.83242623890003,N/A,357850,-2.1184644210123222,N/A
BTSG,24.07999992370605,-3.176521467104617,4.287569357192936,42.4284663448724,40.2845909184489,49.02897336668023,0.5980314601375026,1.070987093891916,45.46082740746989,56.30372081968873,50.591687099963046,36.80555555555556,-0.5026813641664731,48.6888764807704,47.12857958474491,53.62636191927051,-19.575802566674554,N/A,-4.5973885525902745,186,12.048192771084338,N/A,2442,0.950806118230674,N/A
BTU,16.799999237060547,1.7565051735820087,-1.754392618226333,58.952249672958544,55.18326115635491,67.20006342518177,0.06186907875708876,0.03375070633835549,33.38114415263738,69.5919240744776,50.53261864947525,88.0,1.2541662182140467,60.21803824159301,55.82398768018516,67.92002616430266,-0.1429929079073268,N/A,-0.7199627391208878,14478,85.87751957889331,N/A,263867,1.5072187236727204,N/A
BXMT,19.31999969482422,-1.0245940484079599,3.5369767031570603,23.61479214812327,20.55474684683344,27.50930215865189,0.13589852013973294,0.9249411077056788,20.872869072628067,31.842233857328385,27.355872829170366,44.0,0.054631316794049686,26.090253151898672,25.0690916143806,27.92499101502179,-2.175306291285546,N/A,-0.41568885636989705,1647,-9.105960264900661,N/A,73256,-0.051845990121974515,N/A
BXSL,29.59000015258789,-1.3008652288303066,-1.0367875247405245,14.791618992075191,13.120283098270244,27.215224419863475,0.006022141576110756,-0.15013170224772648,13.026373918429798,29.004719743548247,19.961470788421455,62.8,1.087512101496069,23.28430019008166,20.97506970776453,27.069738853799503,-20.488955248122746,N/A,0.14548556606397156,560,17.647058823529413,N/A,16900,1.0826006340092111,N/A
CAKE,61.619998931884766,-1.7381600518278126,-0.5166285145609051,36.8639282274462,31.846740444032346,39.21389203009177,-1.1078515838331724,-2.3249452435903195,34.58884757708006,43.29126596268828,38.775663061102286,60.0,0.1598725045372548,38.65759196544055,38.147051978009735,41.94350421104186,-4.135565630410092,N/A,-2.7296121809500917,1782,-8.002065049044916,N/A,20333,-0.37726604605585495,N/A
CAMT,82.58000183105469,0.08483782936842467,-3.4265000958693044,46.65909986874726,48.0575024619435,61.26528691115617,-0.007294324874837933,-1.860201324448995,56.15500633210664,72.38979990056833,64.65327349813279,22.400000000000002,-0.8076064032460497,61.92398833499026,60.81210132984003,50.72389788263425,0.409925053229382,N/A,10.54138902852192,1230,-1.521216973578863,N/A,20174,0.6837350900833458,N/A
CDP,28.729999542236328,-0.72564266740131,4.131929624297257,17.606477621745746,16.216279221291583,21.57849941111703,0.1447852531771535,1.8198559558541803,16.07825429111778,23.80804724145147,20.009509758905732,72.0,0.65082306041641,21.03927511463212,20.059085522398988,36.89262097951578,-14.89852199017396,N/A,-15.314121568398754,111,3.7383177570093453,N/A,420,0.0,N/A
CENX,22.290000915527344,0.3602063680885875,-0.0896394033785976,44.422200813262094,58.47697325331569,67.72129572452627,-0.02982884759208463,-0.31756981571489246,58.1820560434072,83.67713978021459,70.70457821729923,31.2,-0.4741663419602377,69.01782354851449,67.66419093629305,54.84307980374614,-5.772605652160966,N/A,12.878215920780129,2869,4.784514243973703,N/A,65912,1.826046655337556,N/A
CFLT,17.799999237060547,0.05620191691208099,-0.3917269103824762,121.09431798703471,87.86710088863316,87.24315992763916,-0.008532455700265952,-0.42153656238560583,48.60548292714903,88.7200871976633,65.43201889109707,93.2,1.966971952015973,79.1697342744167,72.22559352412777,65.45815822475231,-0.9625664532076645,N/A,21.785001702886845,11575,-26.64765525982256,N/A,312435,1.2302438455407305,N/A
CHEF,65.12999725341797,1.6385695885770535,5.388346371306217,38.94785758629542,36.86250760690778,38.25617223360129,0.07446738589935181,0.7883646273758718,27.54923794091787,41.09738498560319,34.44353059321493,85.2,1.0997133041720837,36.56168817172925,34.67007664401373,37.58427036336815,-14.394847552980927,N/A,0.6719018702331425,1077,6.528189910979229,N/A,2846,0.07032348804500703,N/A
CLSK,9.449999809265137,-3.7678197256370365,-3.9634180617383934,49.46520142788593,67.84971057634417,76.54155770108981,-2.3996555468279035,-5.165795625278673,76.54155770108981,113.0022164900502,97.46847769094599,0.0,-2.1528360336486805,83.72593580834395,94.2325259611802,80.14899927537697,-1.526939945396686,N/A,-3.607441574287151,57054,-8.701913844972156,N/A,1043766,3.6899650514294344,N/A
CNK,26.15999984741211,-1.4689242970073089,0.2683008601564742,28.04787894982993,30.199126557828404,30.46820769631981,0.026450062952534346,-1.485873017494669,27.370686432207403,39.224709399289175,33.41917287078254,19.2,-0.8649789994598713,33.59978704280106,32.40956323845655,55.04199203746122,28.377403901486343,N/A,-24.573784341141412,7845,31.495139121689576,N/A,99844,0.2731691640220142,N/A
CNX,28.84000015258789,-0.1039164730634086,2.5969389056772485,29.574512843635347,30.41261491601101,33.35100267794478,-0.1907274082508167,-0.1505916881066796,25.764555988282183,41.312885381682285,35.14199279860074,34.4,-0.3833348226985333,36.51283923491644,35.7331019487425,38.910532896413756,9.542775185264333,N/A,-5.5595302184689785,708,3.056768558951965,N/A,36037,0.37881953148937353,N/A
COIN,306.0,-4.330156585656978,-4.592651289796522,68.06966130420761,72.8149753366789,79.17248188158409,0.5040091208873454,-0.32341351894305925,65.82301166705561,97.63028690456603,83.58702957589465,29.2,-0.48712031608229883,78.3456952931123,84.6565781878031,66.52014743714751,-0.14320805927102834,N/A,12.652334444436576,169300,-28.23351871947911,N/A,1188871,9.553977544987431,N/A
CORZ,13.68000030517578,0.9594104251733286,-5.849961757856126,49.85556020869275,89.7122471083724,86.93779978455734,-1.4533738349590688,-4.649931089979103,82.81433209903427,103.67060751372532,95.61528521013712,18.493150684931507,-1.2884423816557231,93.8085097938877,87.92629267390176,87.11525238134867,17.800452205961452,N/A,-0.1774525967913263,148645,4.7304676215907735,N/A,2261747,2.4680249955714544,N/A
CWB,85.76000213623047,-0.23266280871600642,0.19862811731957314,8.363976918996112,7.624911029989188,13.297227970322858,0.056163035238946085,-0.04301531872643762,7.66511259713459,15.522087196324156,11.173566894562615,63.2,0.746678924303182,12.661581959107163,11.496460431057317,20.169846666675245,-3.4707872721388853,N/A,-6.8726186963523865,580,0.0,N/A,4169,259.3965517241379,N/A
CYTK,37.0099983215332,-3.468966681693961,-4.9807507147782735,41.87648106403849,40.90241351870002,52.645874011922174,-1.5836528262125777,-3.3885202373748027,33.66849718749605,60.90888955124846,48.36089386800612,60.8,0.5114463608073623,51.840591306244285,48.53602286475794,82.67189717519004,3.6690900888412497,N/A,-30.026023163267865,2104,49.85754985754986,N/A,77366,0.9578244075582002,N/A
CZR,26.75,0.0,4.16666542877167,39.06309275182,44.1053714273644,54.017844578352005,-0.02452800998135548,0.4802216850493151,34.33368550366237,57.05710442823877,47.51810231915255,80.0,0.9530727592464572,48.60650424572516,45.91220657702222,48.91552085152021,-2.4159461359804615,N/A,5.102323726831791,11558,-23.598625066102592,N/A,332793,9.529388919789756,N/A
DASH,245.27999877929688,-0.8248457401376228,-3.1814943061117784,34.39353974888017,32.395675804592024,45.82028688271404,0.06251616097844585,-2.5274373019521046,25.40170331393041,50.15748057926959,37.43140878733075,66.8,0.9428251771562564,42.28581757770773,37.91953020218788,53.350266400536206,1.4658549300982733,N/A,-7.529979517822163,14660,-71.88015498523038,N/A,324008,16.79878301556918,N/A
DAY,69.48999786376953,0.4190764860065653,4.308008103969565,74.88967014699885,58.53704278023476,57.8933496512912,0.0013640098629145805,0.35338653718384405,28.840294612645405,57.914612495553385,39.251320852996685,99.2,3.1480824014807642,48.47786476581617,44.318469410176,26.320684673155753,-18.79625785751183,N/A,31.57266497813545,2720,-22.37442922374429,N/A,33015,14.069032235773763,N/A
DBX,28.48500061035156,-1.16238406668971,2.0967777771320946,22.89497312668231,23.193951071223825,27.05124564652327,-0.2283722849376274,-0.2165791090242377,24.228768035538,41.58277941235591,32.1107791305807,26.8,-0.7994551760755176,33.7634822272488,31.679318759824557,33.56364160801695,0.7389277222481457,N/A,-6.512395961493681,2574,-23.52941176470588,N/A,63948,0.9359955804593166,N/A
DDOG,128.3800048828125,-2.164301410967025,-0.534595492563188,35.89931064293096,43.7514623019398,46.50077843347008,0.20476994999469605,-1.7260121824221197,32.741770902894935,50.50971794064978,41.45136365382276,79.60000000000001,0.9865740885885969,44.73772995928415,42.18747992160432,44.33842144516587,-3.0005290199062022,N/A,2.162356988304211,29146,6.679843343947879,N/A,315186,2.8856260568115792,N/A
DJT,17.219999313354492,-3.6373894535686575,-6.463881281481354,46.97412414032004,45.009618138312256,65.29615888230587,-0.036098001623316354,-1.3367629046472504,65.19294959017482,139.1946758668534,102.43744868186742,0.8,-1.557167701951611,69.46419483506241,95.8831859252628,78.1392193021415,2.5582239595495917,N/A,-12.843060419835624,47195,36.24815958890268,N/A,529399,2.3756850520388157,N/A
DOCN,31.07999992370605,-1.427214567521573,-1.955838562496965,95.20308159531623,73.43377209132782,78.895957512893,0.00568259174910475,-0.047704485464641344,46.04485868914413,78.93361238654066,58.15500041324735,98.8,2.2856505789672132,67.64859844646783,63.16610039216316,57.16020460419331,2.8329247359408884,N/A,21.735752908699695,2944,-60.61538461538461,N/A,94276,0.13595615414028975,N/A
EEFT,95.94499969482422,-2.4155817812975697,0.13045293299740215,31.76763549826209,29.582905739929014,39.3434525720762,0.11682541550536364,1.3271636166342689,21.282127363920164,42.813394599412646,31.396698283394485,72.8,1.0475232915669164,36.25633467826846,32.84429196369311,32.15054697155965,-1.7016788100673474,N/A,7.1929056005165535,682,-2.292263610315186,N/A,3710,8.194808982210557,N/A
ENPH,38.22999954223633,0.1309566177603431,6.877268809032759,75.39216904205298,90.72570033497428,93.97647099097058,-0.009896664563994243,1.4339073237078708,55.51251941611173,94.47566247543368,69.81464068052621,98.4,2.158651069153073,78.16057121686343,76.0673791962616,72.7665384040327,-0.7624760251612641,N/A,21.20993258693788,35549,-32.63534896060336,N/A,509009,3.3632045682073404,N/A
ENVX,10.40999984741211,-0.9514783947855885,2.35987973763737,78.74347878852917,86.81482143408337,90.62655574936257,0.010655357433084347,-1.5352728820270756,82.01323930210827,116.88927301602764,95.61933400045245,23.200000000000003,-0.6265208642626385,90.28670881289791,89.90416566567822,119.98945539958328,6.461049038265158,N/A,-29.36289965022071,13289,-7.509743875278396,N/A,103774,-10.03164419784126,N/A
EQX,8.079999923706055,0.7481229740367533,1.38017737026514,51.51293058912096,46.803523273201606,51.58811624322532,-0.3238801734188069,0.1283243054511661,46.332531098031794,57.96779895101666,52.55266895046683,37.2,-0.27534867030694765,52.38892478276155,52.83519379044481,53.42474815357853,-7.317313479672862,N/A,-1.836631910353205,3820,-59.183673469387756,N/A,251169,0.21385851025204186,N/A
ETSY,57.38999938964844,-8.410469949883547,-11.653324817600975,59.19663137104645,53.29993773888361,51.84004671749423,3.724706252008616,4.5197062219444195,37.28757008718879,51.84004671749423,43.51880697105869,99.6,2.3150164651011913,47.98721664120278,45.31298791499178,52.611602976724704,4.779686183502342,N/A,-0.7715562592304721,60785,288.2289071980584,N/A,293610,4.579097715437714,N/A
EXAS,45.65999984741211,-3.81293727985332,1.264137708794184,46.75588908586626,40.33969962993419,46.73283988477725,0.9205173402828284,0.9061319344090397,43.55638047586709,72.29883857267164,56.16464172671968,24.4,-1.0524376212028994,44.09267361714015,51.79292504841542,52.02470606444177,0.3923282753519193,N/A,-5.291866179664524,3622,8.508088675853804,N/A,52504,3.068255432755541,N/A
FIZZ,43.369998931884766,-7.22994880880264,-2.341816976133017,33.07956338770157,30.72831356812933,27.81512178269078,10.317513234480703,12.614055481335862,20.77811753125518,32.20161451348609,26.205808784936238,76.0,0.49530670970211754,27.467866020040056,25.566363683980537,65.52706807158481,81.20635516255122,N/A,-37.711946288894026,1589,2344.6153846153843,N/A,570,1.7857142857142856,N/A
FLR,41.25,-0.7220198377114827,-2.0655245820202954,98.64716789786402,77.4774614648727,70.85229637974744,-0.02608676315100886,-0.3301290494840265,28.16610497582038,71.26268913262705,46.76094610907114,94.8,2.1418938434085377,61.9127971418672,57.45634969281375,52.026448628900326,0.9535075807334102,N/A,18.825847750847117,8101,-3.3754770992366416,N/A,146264,0.2027841718732873,N/A
FOUR,90.44000244140624,-0.757154430821449,0.2883146322361811,57.70722680013832,45.84135255264326,55.11266444621052,-0.18848489655007153,-0.4968777983140984,37.912971581618,64.00234572761853,50.05409275030543,63.2,0.6621743164514428,55.50010485815585,50.674572848116505,48.33492304286939,2.527798241130607,N/A,6.777741403341132,1668,5.303030303030303,N/A,52294,0.3280701417800203,N/A
FRPT,56.290000915527344,-10.108588508988815,-9.238954369467512,57.14915485354797,50.5746162239332,52.71948176000155,5.065200256942746,5.515103638026087,29.00616739416379,65.14306322915306,45.453355441581884,59.199999999999996,0.5224013345479781,56.07993326721651,50.79471511671901,60.17033278513162,-0.1078943911630884,N/A,-7.450851025130071,4108,6.480041472265423,N/A,30023,0.999125344815986,N/A
FRT,99.1500015258789,-0.3016545314922686,5.771286308296743,22.192141504782114,18.765139075347747,28.30673629267652,0.008905150147611523,3.0768187609645845,15.445272974935694,30.99460827071429,22.400231313037974,70.0,1.0199639094343347,26.219555658684808,23.58943662754348,32.06771136473721,-25.67996789279609,N/A,-3.7609750720606883,156,-1.2658227848101267,N/A,4210,2.035870092098885,N/A
FSK,17.8799991607666,-1.1061989147312634,2.640637671974797,31.990977405203825,25.09400996371442,32.16587109051808,-0.4039581980401658,0.38918533408144873,11.946656961434838,32.29633478253864,20.34867162320123,98.4,1.5428346642107307,27.040800456419724,23.86746784026584,61.257726619123545,20.452202484375228,N/A,-29.091855528605464,957,43.04932735426009,N/A,20637,1.5800354400472534,N/A
FSM,7.489999771118164,-0.7947075245154293,4.027777354658375,58.50232478925681,58.87853781510587,62.60251249980852,0.030179393315657922,0.9893721232634618,48.57738273645609,65.02249387208549,56.19569122067179,89.60000000000001,1.3467965630617948,59.32365654359929,57.70702391126867,55.74715271556349,-0.7521242477149609,N/A,6.855359784245032,3315,-51.02673954793914,N/A,111838,-1.2223772765010334,N/A
GBDC,14.649999618530272,-0.8795677725955284,-0.6105844910814748,13.331948464074742,13.778151420181889,24.314186308801776,0.11964870616468823,0.21458647975146428,12.636564953417418,24.85326428562332,17.760363674500258,87.2,1.2893368790799988,20.14976156752428,18.363725993919427,36.96384415455022,-11.309129481344044,N/A,-12.649657845748447,87,-46.95121951219512,N/A,3144,4.105960264900662,N/A
GDS,33.209999084472656,-0.89525291580743,3.0406439843477866,59.25416097737266,59.06101211775624,74.5078553704235,0.018780655896364597,1.6281349754566448,66.44038943131534,108.74456687775084,86.25294257811879,27.6,-0.8390574458464932,89.10516408560869,85.9864354423215,75.15160769786246,3.8125597515962735,N/A,-0.6437523274389605,4779,-32.0199146514936,N/A,88593,0.36592273705675765,N/A
GEO,21.030000686645508,-1.8665404238639483,0.5738921095604415,56.39436617591094,47.83299196888174,51.244341419037056,-0.2530621599824134,-0.05787032373037618,44.07729337076859,80.07643863334361,60.677729708654915,25.6,-0.7317723360121003,51.78043626188968,62.24475078165871,57.83212752884408,0.22582183976014059,N/A,-6.587786109807027,17279,26.46563712215472,N/A,411321,0.7038874171861151,N/A
GH,61.880001068115234,0.7817581926834606,4.0524630871759975,65.24550381978406,53.4637810977899,56.85435554900328,-0.011476970022121835,-0.3936743087737975,53.19002298283817,74.16739758651197,64.76680838109515,6.4,-1.4060228403229067,64.31305252040505,62.93497582254112,59.868914173737,-6.706093748818925,N/A,-3.0145586247337164,5700,12.403865115361862,N/A,55602,0.3084916382529631,N/A
GKOS,91.5500030517578,-2.761549051495713,2.2676569312054617,40.935704066051294,36.191058732082816,52.42892636869133,0.2716237966073415,0.3386060107299149,27.08046685781293,68.33382395680036,47.15307465909633,54.400000000000006,0.340166445998447,55.91813304488753,50.90349355405742,57.667471732554645,14.12833513234869,N/A,-5.238545363863317,1562,-24.248302618816684,N/A,3464,38.44924060751399,N/A
GME,22.68000030517578,-0.917427217440765,-1.8606676495853038,22.814637637093835,60.06119102300202,63.313813160724486,-0.023942597656982298,-17.71520236932203,55.00584436890071,204.74280628086728,87.4509487650222,37.2,-0.5232986156947105,67.5540649652554,65.91184271507635,74.59365902433665,-0.030267644520623412,N/A,-11.27984586361216,136801,-20.444183395752404,N/A,1437369,4.92939341998067,N/A
GTLS,197.6300048828125,0.08609245577087986,-0.5535102241106237,44.45237088637089,47.7695555097793,64.58660308559631,-0.023820600812979105,-1.1955218873208635,40.99774125594131,72.853129555611,59.438339241083405,62.0,0.5259921181838104,60.8093726941111,56.82406905125701,50.277724278145776,0.2033146540743217,N/A,14.308878807450533,1877,4.33574207893274,N/A,7155,-0.9277208529493215,N/A
GVA,109.63999938964844,-1.2697015969033256,-0.36350556393212774,31.541809197529,24.9971117359561,28.124316264809117,0.3255097260177449,-1.9614285301044916,21.32323009280262,31.168669534746705,26.066182830749746,69.19999999999999,0.6871060876392951,28.316721973787924,26.666969272717537,34.34001980570116,3.115717618479856,N/A,-6.215703540892044,633,6.386554621848739,N/A,1726,15.838926174496645,N/A
