Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
AAL,13.550000190734863,N/A,N/A,0.0,2.8853463343931303,N/A,N/A,N/A,N/A,56.189063110825344,55.21406914633049,67.3644161670087,0.0,0.9073597142269735,36.46279254905595,68.45714249475947,51.16045602830842,98.0,93.03235445852799,60.691491001127964,54.96113136540535,50.869549524128225,1.376908074467903,N/A,16.494866642880474,215192,-18.87078410230503,N/A,2939691,-3.6752729077888695,N/A
ABR,11.829999923706056,N/A,N/A,0.0,1.982754609247582,N/A,N/A,N/A,N/A,29.656100716594747,28.652665673150963,41.4642303087466,0.0,1.2811429751572425,20.3528285977767,46.845032146681824,36.58440417151501,72.39999999999999,71.86583876884065,38.42990314082492,34.58433164333536,40.554026954339264,0.4363888457957061,N/A,0.9102033544073365,18167,-4.6752020149018785,N/A,215491,-2.0771418963746577,N/A
AEIS,154.50999450683594,N/A,N/A,0.0,2.0541616484330514,N/A,N/A,N/A,N/A,39.49554284128995,32.814070367714386,54.89903087069783,0.0,-1.94866358774444,32.61296129198309,63.68226086685917,46.70006104996865,67.60000000000001,78.0724537205863,51.81518114349405,46.97508404366791,39.979564104894294,0.905806704280785,N/A,14.919466765803534,1411,0.0,N/A,3634,0.0,N/A
AG,9.0,N/A,N/A,0.0,1.6949108707875884,N/A,N/A,N/A,N/A,39.69658115453626,56.69788773909527,64.11645952708396,0.0,0.6972621159929812,54.010130268349776,72.17061965456074,62.53748332591446,65.60000000000001,64.46010609576996,62.68818904523983,61.98468126612434,67.85907270000637,1.3355977353150215,N/A,-3.742613172922404,33981,-26.573607899911405,N/A,722012,-4.513702452713908,N/A
AKAM,77.63999938964844,N/A,N/A,0.0,4.326795619361891,N/A,N/A,N/A,N/A,30.00885516737358,25.007971362011457,39.46600675434503,0.0,0.2421686237887907,24.46553173788059,56.71393923524049,41.763123137119166,56.00000000000001,41.78176564200725,45.026063046726414,42.69677446830572,37.08515601863629,0.6309821810747019,N/A,2.3808507357087407,2945,-8.169628936700967,N/A,87580,-1.4881387579721719,N/A
ALB,81.33999633789062,N/A,N/A,0.0,-1.0341964694813088,N/A,N/A,N/A,N/A,68.5294006446752,61.37824036056253,70.20296792336029,0.0,0.22521072912181483,46.63579037873157,70.26686918970813,58.07070061232652,99.2,97.84950739817707,60.27792385769999,59.74254073641728,51.75128350907128,1.2599426677836134,N/A,18.451684414289012,10084,-25.85839276523785,N/A,357623,-3.5312936657369294,N/A
ALHC,15.84000015258789,N/A,N/A,0.0,5.249169115222803,N/A,N/A,N/A,N/A,54.223289965015184,47.12878684537142,50.59063924177142,0.0,1.1059635814512792,45.58952551839149,71.48260479997445,60.61628766377552,7.6,10.21654940573834,51.66994561920914,59.47870615693428,65.5601895254449,0.9445943195261918,N/A,-14.969550283673478,5506,0.0,N/A,31312,0.0,N/A
ALKT,25.280000686645508,N/A,N/A,0.0,9.532065728820823,N/A,N/A,N/A,N/A,74.3261862077498,62.16993126348845,57.04568813924815,0.0,3.3485316354461148,38.19489478960872,57.04568813924815,44.68695735154319,99.6,99.71102283819894,51.729224094151824,49.21689992055891,48.39724530956354,1.006282313244223,N/A,8.648442829684612,1028,0.0,N/A,4870,0.0,N/A
ALRM,59.15999984741211,N/A,N/A,0.0,6.040507038147109,N/A,N/A,N/A,N/A,26.975472059372745,25.00179684177445,30.837204928697886,0.0,1.1079381372445287,25.57285096225317,35.352291103837025,30.056959785837368,77.2,64.07637485989733,27.872706423366605,29.608533456736414,46.11008898540969,1.443985924025946,N/A,-15.272884056711803,80,0.0,N/A,448,0.0,N/A
AMBP,3.7699999809265137,N/A,N/A,0.0,-1.3088992981693386,N/A,N/A,N/A,N/A,59.02689934151126,45.87000915616104,60.174267448739606,0.0,-0.006546977343331522,27.487940774835224,61.41840213926866,42.17780339657166,89.2,91.78871608657487,53.404134148064784,47.79955194983352,51.24438083866458,0.4404527723537481,N/A,8.929886610075023,270,0.0,N/A,27091,0.0,N/A
