Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
AAL,12.885000228881836,N/A,N/A,-2.5340395717122313,-1.716242819890635,N/A,N/A,N/A,N/A,64.25011308997999,53.52047232165085,66.58327190960115,-0.01435006399896491,-0.32712722875157657,36.46279254905642,68.45714249475971,50.93949177567514,90.83665338645417,92.47310158730211,59.95617365251727,54.443864354130014,55.4852043329943,N/A,N/A,11.098067576606852,90518,N/A,N/A,3006735,N/A,N/A
ABR,11.539999961853027,N/A,N/A,0.4351626782495353,-1.92266340276262,N/A,N/A,N/A,N/A,27.127184059792565,28.15292296518993,40.96492590324338,-0.012119114215726335,0.13414880883911212,20.352819737408105,46.84504657668717,36.65454996915256,67.33067729083665,69.48036981087552,38.03856500641875,34.36573546451845,40.59470972357984,N/A,N/A,0.3702161796635437,15623,N/A,N/A,214302,N/A,N/A
AEIS,144.91000366210938,N/A,N/A,-3.6566716748146293,-10.835589556611637,N/A,N/A,N/A,N/A,39.75444138408567,33.398846774685204,55.61598501383226,-0.48072873890153134,1.325292159939654,32.61294670263354,63.68226347478981,46.53258843124833,69.32270916334662,80.46672802200779,51.85961430286803,46.98085125135449,37.31470013555109,N/A,N/A,18.301284878281166,1169,N/A,N/A,3266,N/A,N/A
AG,8.484999656677246,N/A,N/A,1.4952153724092654,-5.089484844098243,N/A,N/A,N/A,N/A,43.75031879311055,57.05900803603041,64.0857088748585,-0.12936931110187638,0.5315874490695461,54.01015524844605,72.1706196526596,62.49845659930848,66.13545816733067,64.5438846341974,62.6327311254543,61.97626677402624,71.33887960546873,N/A,N/A,-7.253170730610236,15520,N/A,N/A,742733,N/A,N/A
AKAM,75.91000366210938,N/A,N/A,-0.7582614954351802,0.6230132628484096,N/A,N/A,N/A,N/A,30.73970966741649,25.6812561411917,39.48620698903944,0.03672216269120703,0.05585995078737012,24.46553173788059,56.71393923524049,41.65660558988434,56.97211155378486,42.253185382038694,45.24949240563605,42.6764133623153,36.706401169263,-6.1463594249581,N/A,2.779805819776435,2852,-24.410283593957065,N/A,84850,-1.4689659176682344,N/A
ALB,78.4800033569336,N/A,N/A,-2.5698319260076623,-3.905956757110228,N/A,N/A,N/A,N/A,70.62356357283869,61.24406676278269,70.21878148038644,0.13651318555374498,0.260381797224616,46.63580228294929,70.21878148038644,57.9027438443548,99.60159362549801,98.12691015006699,60.25490022551394,59.809799648269134,58.3188372437811,N/A,N/A,11.899944236605343,11354,N/A,N/A,365804,N/A,N/A
ALHC,14.800000190734863,N/A,N/A,-0.671137116480492,0.27100244737636836,N/A,N/A,N/A,N/A,53.97635424295826,46.302514575495096,49.99561973500655,-0.4899782176576561,-0.296232109890896,45.58952551839149,71.48260479997445,60.72096864573358,3.187250996015936,8.550879882368779,51.41989112695975,59.3209877833757,55.1917210773988,N/A,N/A,-5.196101342392254,956,N/A,N/A,27279,N/A,N/A
ALKT,22.200000762939453,N/A,N/A,-1.2894575861718325,-1.7264249093143964,N/A,N/A,N/A,N/A,69.53877060338043,59.16516435959321,55.26563509523477,-0.12411970295259961,-0.364753824511708,38.19489478960872,55.467956588268976,44.52924983405107,98.00796812749005,99.29246215779564,50.71627120123542,48.395666197087465,52.19604264202678,N/A,N/A,3.0695924532079886,855,N/A,N/A,4878,N/A,N/A
ALRM,56.77000045776367,N/A,N/A,-1.1147873042143668,-1.2867290651484113,N/A,N/A,N/A,N/A,27.211363927504344,24.3647161219656,30.71154529994986,0.1559463231795057,0.9495125218779467,25.57285096225317,35.352291103837025,30.007560564801263,76.89243027888446,62.55721749433661,27.59533271005454,29.41369231820649,33.41914240411475,N/A,N/A,-2.70759710416489,74,N/A,N/A,448,N/A,N/A
AMBP,3.700000047683716,N/A,N/A,-0.5376338917391232,-6.565656261582266,N/A,N/A,N/A,N/A,58.77467554024332,45.92482271442037,60.14948186463125,-0.016788016405121585,-0.09372279063880035,27.4879580221283,61.41839306877319,41.89022566749728,88.84462151394422,92.19121217120885,53.45050797442994,47.79974984185339,53.67870744900197,N/A,N/A,6.470774415629279,277,N/A,N/A,26824,N/A,N/A
AMG,216.3000030517578,N/A,N/A,-0.620257699326495,-3.1564821397364695,N/A,N/A,N/A,N/A,25.460760932844188,21.65993228346149,34.3682706609242,-0.12464608346249091,-0.032007179746624106,24.731786647946432,36.8017598861847,30.196999245173387,66.13545816733067,83.3554900144436,30.70199525242296,29.70014762030171,38.35962313020389,N/A,N/A,-3.99135246927969,91,N/A,N/A,349,N/A,N/A
APLD,15.228500366210938,N/A,N/A,-0.7268564880564417,2.8952714186066366,N/A,N/A,N/A,N/A,112.61175876129978,136.40046363754124,144.9013138159849,-0.341501382560954,-1.1142844532840372,110.44806694524168,158.50281272859016,140.57434399261518,45.0199203187251,61.91033624264539,136.38751880216884,142.746460516682,110.12887922127001,N/A,N/A,34.772434594714895,61361,N/A,N/A,621202,N/A,N/A
APLS,26.8700008392334,N/A,N/A,0.6932785347330802,1.091049346725929,N/A,N/A,N/A,N/A,64.84852771646786,61.02407541617323,62.906174365168674,-0.10878302876389527,0.47717167515553793,49.10305191607077,62.97468012956799,55.615530844667276,99.20318725099602,99.63947997858502,57.38442306599063,56.33586768375263,89.27945324315344,N/A,N/A,-26.373278877984767,5294,N/A,N/A,60378,N/A,N/A
ATEC,15.78499984741211,N/A,N/A,-0.09493888064349597,-0.09493888064349597,N/A,N/A,N/A,N/A,84.97220624143128,66.66610339775708,59.04524080343795,-0.20135085158282548,-1.4821622105863246,46.13566585599735,104.7262878086064,73.7208636006938,34.26294820717131,21.43951136745381,56.49307333029172,67.29714813398404,54.753884999496364,N/A,N/A,4.291355803941585,863,N/A,N/A,34084,N/A,N/A
BABA,119.54000091552734,N/A,N/A,-0.375028715937704,-5.770140043832633,N/A,N/A,N/A,N/A,36.76293049972177,34.107104109960126,45.27326637489923,-0.4206934844442219,0.29509980041549827,32.97436320662065,56.82270691973944,45.42883578161369,50.199203187250994,49.154506682414194,47.84111988786882,46.80933416851549,49.07419451939038,-6.025809805828855,N/A,-3.8009281444911522,107262,-23.640091408068685,N/A,1248173,1.4891137927193279,N/A
BB,3.624500036239624,N/A,N/A,-0.9699466873921578,-3.859414997957948,N/A,N/A,N/A,N/A,30.739355061142348,46.307041589115855,50.711790708783454,-0.9858022604869364,-1.826915072201702,37.722849312758086,80.1150637197087,59.26598401385844,26.693227091633464,23.27211153617145,65.28135911378644,59.19168610437381,66.3929008843253,N/A,N/A,-15.681110175541846,6571,N/A,N/A,289632,N/A,N/A
BBAI,5.650300025939941,N/A,N/A,2.732727744362571,-2.748707717941872,N/A,N/A,N/A,N/A,100.87450080703664,124.26357375496566,114.32647749065607,-0.17463946889635645,-2.964026259618866,74.45200322398932,165.75447639108805,124.06730701505937,32.669322709163346,37.11932696734335,144.29239864684482,132.9722657853768,112.34295285113886,N/A,N/A,1.9835246395172135,39537,N/A,N/A,1010991,N/A,N/A
BBIO,48.8125,N/A,N/A,-0.1993454257131187,-3.1113557659435678,N/A,N/A,N/A,N/A,39.73129360776873,40.2927206101539,45.37354866341067,-0.001965102312408715,-1.6496948645670189,43.51875922438938,64.24501694752816,55.81496304729024,2.3904382470119523,1.7395764634448838,51.71928051795904,53.9440728953416,60.17726936918688,3.9584868508327444,N/A,-14.803720705776207,2026,-5.327102803738318,N/A,72296,-0.11743413326701758,N/A
BE,43.43999862670898,N/A,N/A,0.7888634910092628,-1.4519128352096011,N/A,N/A,N/A,N/A,87.27666357903429,83.49001940740902,81.7654149090054,-0.07433158034341719,-0.20424552227427975,65.07497423982561,118.39132929379812,90.35806077927363,39.44223107569721,29.84793812524525,83.44026413942728,92.3531399015626,90.46116733398844,N/A,N/A,-8.695752424983041,51232,N/A,N/A,496329,N/A,N/A
BFH,59.40999984741211,N/A,N/A,-0.7683298691820689,-2.718192002140778,N/A,N/A,N/A,N/A,38.29372674091589,37.5258041204881,49.49783942571177,0.030367610737777637,-0.6331904773621961,41.1787676214167,55.06791473612016,48.3887969750524,68.52589641434263,64.09155542756541,43.90098253142561,46.54194666581218,45.29030641183468,N/A,N/A,4.2075330138770894,632,N/A,N/A,4039,N/A,N/A
