Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Market Spread,1y Spread,3y Spread,5y Spread,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Market Spread_Color,1y Spread_Color,3y Spread_Color,5y Spread_Color
125,FSLY,"Fastly, Inc.",7.49,62.61,72.19,-2.58,,51.62,86.55,72.0,43.43,50.75,72.66,71.36,75.77,12.25,,,,,,,,-3.58,"3,225",14.36,,"107,246",-0.26,,0.03,0.37,0.6,1.89,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
27,RUN,Sunrun Inc.,15.8,132.71,161.24,0.1,,74.04,161.84,101.58,98.41,98.65,130.55,121.06,174.85,,50.82,125.21,,44.91,125.21,,44.91,-13.61,"55,858",10.36,-3.35,"1,042,426",-0.0,-1.91,2.05,0.8,1.12,1.35,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
16,PDD,PDD Holdings Inc.,122.22,31.68,43.87,-1.3,,43.87,78.07,59.72,0.0,8.35,46.86,60.57,43.29,-52.35,,38.41,-47.34,,38.41,-47.34,,0.58,"123,749",44.3,,"1,988,606",-0.01,,0.24,3.9,3.86,4.12,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
197,WIX,Wix.com Ltd.,136.38,48.84,52.21,-1.02,,32.4,54.89,45.49,77.29,85.77,47.86,46.7,46.27,,0.85,45.86,,19.96,45.86,,19.96,5.94,"4,927",-4.68,-9.91,"34,678",0.57,6.82,0.74,6.6,4.75,4.74,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
294,BFH,"Bread Financial Holdings, Inc.",65.36,38.8,44.19,-11.05,,41.18,55.07,48.48,8.76,7.77,44.16,46.66,48.08,25.83,0.91,56.99,55.6,0.89,56.99,55.6,0.89,-3.89,588,12.86,-6.96,"4,181",-0.07,3.52,4.44,1.91,1.53,1.96,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
79,W,Wayfair Inc.,74.49,56.19,76.83,-15.5,,56.89,99.03,75.61,59.76,53.04,81.8,75.37,112.73,45.67,58.7,234.36,-1.07,201.0,234.36,-1.07,201.0,-35.9,"28,084",0.73,-4.6,"301,094",0.01,14.82,0.22,2.46,2.9,5.5,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
256,VTR,"Ventas, Inc.",67.87,15.23,21.91,0.02,,16.31,28.78,22.03,50.2,48.81,23.54,22.27,18.9,,,17.5,,,17.5,,,3.01,"2,586",0.43,,"11,540",-0.14,,1.95,1.23,1.05,0.66,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
270,ENOV,Enovis Corporation,31.02,66.27,57.84,-2.87,,31.01,59.65,40.41,92.83,97.48,50.01,45.76,49.93,-11.78,,,,,,,,7.91,411,-9.67,,"8,746",-0.03,,1.42,1.37,1.35,1.58,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
76,CFLT,"Confluent, Inc.",18.85,122.21,85.34,-2.07,,48.61,88.72,65.63,92.03,96.07,79.28,72.38,67.47,,3.54,65.04,,-1.67,65.04,,-1.67,17.87,"16,723",73.06,15.07,"317,838",0.01,5.64,0.08,1.11,1.29,1.33,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
204,CMPO,"CompoSecure, Inc.",19.85,66.84,46.82,-0.06,,34.28,56.07,47.72,41.83,43.71,47.15,45.19,40.99,,,,,,,,,5.82,"2,620",39.21,,"32,410",1.21,,0.51,0.5,0.31,0.32,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
58,NCLH,Norwegian Cruise Line Holdings Ltd.,24.88,44.55,53.98,-11.93,,40.37,63.78,51.93,61.35,59.99,54.72,51.29,55.55,,,,,,,,,-1.57,"14,163",2.51,,"447,806",0.0,,0.0,0.84,0.73,1.08,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
230,KPTI,Karyopharm Therapeutics Inc.,7.81,130.28,106.34,-0.19,,65.15,112.89,88.44,88.45,89.05,105.81,98.24,239.36,2.63,,265.39,-15.2,,265.39,-15.2,,-133.02,"1,289",6.97,,"18,987",0.0,,0.29,0.7,2.15,9.53,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
350,IIIV,"i3 Verticals, Inc.",30.96,39.01,39.19,-1.53,,32.03,40.57,36.17,90.84,94.05,36.76,36.08,34.68,-27.3,,,,,,,,4.51,50,0.0,,721,-0.69,,0.16,0.85,0.85,1.04,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
329,CTO,"CTO Realty Growth, Inc.",17.14,25.57,25.32,-1.18,,16.91,29.92,25.75,39.04,44.71,24.56,26.71,18.76,-17.88,,19.45,-5.97,,19.45,-5.97,,6.56,163,10.14,,"1,999",-0.1,,0.75,0.36,0.31,0.13,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
345,PEB,Peabody Energy Corporation,11.24,39.4,55.55,-4.74,,32.13,59.19,43.36,71.31,86.7,49.1,45.51,70.81,19.12,,,,,,,,-15.26,64,0.0,,944,48.66,,0.9,0.39,0.44,0.58,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
181,MOMO,Hello Group Inc.,8.14,25.48,39.22,-0.36,,39.2,48.65,43.09,0.4,2.68,41.59,41.89,62.02,23.27,,,,,,,,-22.81,"1,438",-17.21,,"43,031",-0.09,,0.09,0.22,0.25,0.56,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
17,SNAP,Snap Inc.,6.99,64.96,69.48,-2.54,,45.55,78.69,63.49,72.11,75.6,61.7,58.77,77.64,-9.24,,74.48,10.01,,74.48,10.01,,-8.16,"59,299",58.09,,"1,849,877",0.05,,0.01,0.43,0.49,1.04,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
159,CSIQ,Canadian Solar Inc.,10.34,80.36,92.35,0.7,,61.99,92.35,82.4,99.6,93.61,79.29,82.5,85.63,-10.73,,,,,,,,6.72,"7,700",45.97,,"69,397",-0.02,,0.1,0.71,1.13,1.13,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
327,PCRX,"Pacira BioSciences, Inc.",26.13,39.28,44.3,-0.39,,43.37,119.23,71.83,5.98,20.42,43.72,44.7,52.39,4.95,,44.27,-8.84,,44.27,-8.84,,-8.09,518,2.37,,"2,150",-1.06,,14.23,0.97,1.25,1.97,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
109,MMM,3M Company,156.53,27.08,34.99,-3.19,,20.31,38.81,32.53,33.47,64.38,31.13,28.86,26.37,-23.33,,27.41,-49.33,,27.41,-49.33,,8.61,"16,325",6.93,,"160,053",0.0,,1.16,3.09,2.26,0.55,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
77,LI,Li-Cycle Holdings Corp.,22.6,50.68,48.96,3.69,,46.18,71.63,62.28,9.16,2.11,54.38,61.74,78.86,24.57,,,,,,,,-29.9,"68,467",233.38,,"317,687",0.0,,0.32,0.79,0.98,1.15,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
162,CENX,Century Aluminum Company,22.7,43.3,66.92,-1.18,,58.18,83.68,70.7,23.9,27.33,69.03,67.17,46.87,-12.74,-22.8,,,,,,,20.04,"2,049",-23.72,-47.6,"66,643",-0.05,4.93,2.97,0.97,0.7,0.83,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
113,SPOT,Spotify Technology S.A.,692.99,53.3,49.73,-0.08,,30.55,54.95,42.69,60.16,78.82,49.11,45.01,46.4,,,44.02,,,44.02,,,3.33,"17,471",9.67,,"143,829",-0.21,,-0.99,19.59,10.36,9.23,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
263,PODD,Insulet Corporation,334.35,33.94,44.54,-1.5,,24.71,46.94,37.51,71.31,84.29,39.18,36.84,55.48,,,,,,,,,-10.94,"2,094",-10.13,,"10,689",0.74,,1.46,7.56,7.72,3.77,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
66,V,Visa Inc.,350.35,15.63,27.34,-0.7,,16.03,28.8,22.0,80.48,89.21,23.68,22.63,22.48,,,21.02,,,21.02,,,4.86,"22,505",23.15,,"368,914",-0.13,,0.74,5.61,4.29,2.19,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
135,AKAM,"Akamai Technologies, Inc.",78.27,30.66,39.18,-0.77,,24.47,56.71,41.82,51.79,40.54,45.09,42.76,48.1,-7.94,16.92,32.44,9.92,-16.0,32.44,9.92,-16.0,-8.92,"3,825",39.75,29.49,"92,294",2.06,8.77,7.16,2.07,1.81,1.35,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
41,LYFT,"Lyft, Inc.",16.25,47.75,60.66,-4.5,,54.01,68.54,61.1,51.39,46.0,57.82,58.66,65.02,,-8.43,58.77,,-2.92,58.77,,-2.92,-4.36,"46,371",61.66,-20.62,"716,363",-0.03,7.21,0.04,0.61,0.64,1.22,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
354,WKC,Wolters Kluwer N.V.,27.1,30.97,29.06,-7.72,,22.22,39.17,32.31,24.7,25.13,29.85,32.95,22.98,,,23.47,,,23.47,,,6.08,41,0.0,,431,0.0,,1.36,0.64,0.64,0.44,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
155,NRG,"NRG Energy, Inc.",148.12,52.97,60.42,-3.78,,36.38,70.82,51.02,63.75,78.24,59.03,54.16,53.89,-0.19,,48.01,19.0,,48.01,19.0,,6.53,"7,087",14.88,,"71,750",-1.51,,3.87,4.1,2.25,0.84,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
99,XIFR,"Unknown (possibly XPLR Infrastructure, LP or similar; limited data as of 2025)",10.24,45.63,55.16,0.02,,40.95,73.33,58.08,57.37,39.33,61.69,60.06,101.4,-3.28,,,,,,,,-46.24,"1,011",4.55,,"198,632",-0.09,,0.24,0.54,0.99,0.96,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
367,CABO,"Cable One, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,,,11.17,17.4,24.32,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
348,IART,Integra LifeSciences Holdings Corporation,14.87,65.26,71.61,-1.48,,44.75,72.69,59.05,98.41,94.52,61.65,60.41,104.52,,,,,,,,,-32.91,113,-13.74,,881,-1.34,,0.08,0.83,1.06,0.72,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
43,TGT,Target Corporation,97.96,33.97,38.2,-9.61,,30.02,53.92,41.41,29.08,30.57,36.18,40.97,38.75,4.28,,37.41,-6.25,,37.41,-6.25,,-0.55,"53,482",20.22,,"685,020",-0.01,,0.29,3.01,3.13,0.74,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
49,PTON,"Peloton Interactive, Inc.",7.68,81.06,77.53,-4.9,,75.5,98.57,86.21,1.2,5.83,78.87,82.17,71.8,,-15.92,68.22,,-10.57,68.22,,-10.57,5.73,"27,852",28.94,1.19,"601,001",-0.04,1.35,0.07,0.49,0.51,2.03,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
213,PTCT,"PTC Therapeutics, Inc.",49.78,57.68,63.2,-0.37,,47.79,65.73,57.97,80.48,86.49,55.69,57.7,47.24,-26.87,-2.63,,,,,,,15.96,"1,682",0.96,-38.99,"28,947",0.0,3.91,0.22,2.1,1.83,1.85,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
