Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
BKNG,Booking Holdings Inc.,,5575.73,,,,,,,,,,,,,,
SPOT,Spotify Technology S.A.,,712.62,,,,,,,,,,,,,,
AXON,"Axon Enterprise, Inc.",,712.15,,,,,,,,,,,,,,
TYL,"Tyler Technologies, Inc.",,522.22,,,,,,,,,,,,,,
MSFT,Microsoft Corporation,,507.03,,,,,,,,,,,SENIOR_NORE_14,8.18,12.06,20.76
HUBS,"HubSpot, Inc.",,506.68,,,,,,,,,,,,,,
CYBR,CyberArk Software Ltd.,,480.54,,,,,,,,,,,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",,449.58,,,,,,,,,,,,,,
TSLA,"Tesla, Inc.",,423.39,,,,,,,,,,,SENIOR_NORE_14,24.5,45.62,70.22
CMI,Cummins Inc.,,414.04,,,,,,,,,,,SENIOR_NORE,12.35,26.32,48.9
CMI,Cummins Inc.,,414.04,,,,,,,,,,,SENIOR_NORE_14,12.35,26.32,48.9
IDCC,"InterDigital, Inc.",,338.94,,,,,,,,,,,,,,
AVGO,Broadcom Inc.,,336.1,,,,,,,,,,,SENIOR_NORE,19.03,49.96,97.77
AVGO,Broadcom Inc.,,336.1,,,,,,,,,,,SENIOR_NORE_14,10.1,20.55,33.77
AVGO,Broadcom Inc.,,336.1,,,,,,,,,,,SENIOR_NORE_14,19.02,49.92,97.76
V,Visa Inc.,,334.93,,,,,,,,,,,,,,
RCL,Royal Caribbean Cruises Ltd.,,324.53,,,,,,,,,,,SENIOR_NORE_14,24.49,50.22,72.76
RCL,Royal Caribbean Cruises Ltd.,,324.53,,,,,,,,,,,SENIOR_NORE,60.0,103.58,152.63
PODD,Insulet Corporation,,323.58,,,,,,,,,,,,,,
MDB,"MongoDB, Inc.",,315.32,,,,,,,,,,,,,,
JPM,JPMorgan Chase & Co.,,313.45,,,,,,,,,,,SENIOR_NORE,20.22,28.94,38.68
JPM,JPMorgan Chase & Co.,,313.45,,,,,,,,,,,SENIOR_NORE_14,20.22,28.94,38.68
NVMI,Nova Ltd.,,306.95,,,,,,,,,,,,,,
COIN,"Coinbase Global, Inc.",,306.69,,,,,,,,,,,,,,
MSTR,MicroStrategy Incorporated,,300.7,,,,,,,,,,,,,,
ZS,"Zscaler, Inc.",,286.66,,,,,,,,,,,,,,
IBM,International Business Machines Corporation,,281.44,,,,,,,,,,,SENIOR_NORE_14,11.05,22.42,36.28
IBM,International Business Machines Corporation,,281.44,,,,,,,,,,,SENIOR_NORE,11.76,23.98,37.92
CHTR,"Charter Communications, Inc.",,270.57,,,,,,,,,,,SENIOR_NORE,37.57,90.49,157.81
CHTR,"Charter Communications, Inc.",,270.57,,,,,,,,,,,SENIOR_NORE,50.04,120.51,198.89
CHTR,"Charter Communications, Inc.",,270.57,,,,,,,,,,,SENIOR_NORE_14,51.75,117.53,191.14
CHTR,"Charter Communications, Inc.",,270.57,,,,,,,,,,,SENIOR_NORE_14,37.57,90.49,157.81
BURL,"Burlington Stores, Inc.",,262.56,,,,,,,,,,,,,,
TTWO,"Take-Two Interactive Software, Inc.",,245.11,,,,,,,,,,,SENIOR_NORE_14,17.0,45.17,75.22
GWRE,"Guidewire Software, Inc.",,234.54,,,,,,,,,,,,,,
STX,Seagate Technology Holdings plc,,219.85,,,,,,,,,,,SENIOR_NORE_14,21.0,67.2,135.5
STX,Seagate Technology Holdings plc,,219.85,,,,,,,,,,,SENIOR_NORE_14,31.05,76.64,147.13
ABBV,AbbVie Inc.,,218.54,,,,,,,,,,,SENIOR_NORE_14,10.56,28.2,47.14
NET,"Cloudflare, Inc.",,218.2,,,,,,,,,,,,,,
AMZN,"Amazon.com, Inc.",,218.15,,,,,,,,,,,SENIOR_NORE_14,10.95,18.0,25.18
EXPE,"Expedia Group, Inc.",,215.19,,,,,,,,,,,SENIOR_NORE,11.21,31.44,57.43
EXPE,"Expedia Group, Inc.",,215.19,,,,,,,,,,,SENIOR_NORE_14,10.3,29.96,55.34
BA,Boeing Company (The),,213.53,,,,,,,,,,,SENIOR_NORE,37.85,65.43,91.08
BA,Boeing Company (The),,213.53,,,,,,,,,,,SENIOR_NORE_14,13.43,18.55,25.61
BA,Boeing Company (The),,213.53,,,,,,,,,,,SENIOR_NORE,13.43,18.6,25.72
BA,Boeing Company (The),,213.53,,,,,,,,,,,SENIOR_NORE_14,23.76,41.24,60.73
RH,RH,,211.3,,,,,,,,,,,,,,
PANW,"Palo Alto Networks, Inc.",,202.21,,,,,,,,,,,,,,
GTLS,"Chart Industries, Inc.",,200.08,,,,,,,,,,,,,,
ASND,Ascendis Pharma A/S,,189.74,,,,,,,,,,,,,,
SE,Sea Limited,,185.91,,,,,,,,,,,,,,
HCI,"HCI Group, Inc.",,180.43,,,,,,,,,,,,,,
PI,"Impinj, Inc.",,178.47,,,,,,,,,,,,,,
BABA,Alibaba Group Holding Limited,,175.47,,,,,,,,,,,,,,
WIX,Wix.com Ltd.,,173.6,,,,,,,,,,,,,,
WELL,Welltower Inc.,,171.7,,,,,,,,,,,,,,
IRTC,"iRhythm Technologies, Inc.",,171.38,,,,,,,,,,,,,,
AEIS,"Advanced Energy Industries, Inc.",,167.35,,,,,,,,,,,,,,
NTRA,"Natera, Inc.",,163.66,,,,,,,,,,,,,,
NRG,"NRG Energy, Inc.",,162.96,,,,,,,,,,,SENIOR_NORE_14,35.14,66.69,98.4
NRG,"NRG Energy, Inc.",,162.96,,,,,,,,,,,SENIOR_NORE,42.08,86.44,140.88
NRG,"NRG Energy, Inc.",,162.96,,,,,,,,,,,SENIOR_NORE_14,46.89,93.52,134.31
LYV,"Live Nation Entertainment, Inc.",,161.99,,,,,,,,,,,,,,
CABO,"Cable One, Inc.",,161.66,,,,,,,,,,,,,,
AMD,"Advanced Micro Devices, Inc.",,161.27,,,,,,,,,,,SENIOR_NORE_14,12.76,24.48,35.93
AMD,"Advanced Micro Devices, Inc.",,161.27,,,,,,,,,,,SENIOR_NORE,15.9,29.6,42.83
CVX,Chevron Corporation,,160.72,,,,,,,,,,,SENIOR_NORE_14,11.63,25.24,38.64
CVX,Chevron Corporation,,160.72,,,,,,,,,,,SENIOR_NORE,10.89,23.04,36.54
RTX,RTX Corporation,,160.51,,,,,,,,,,,SENIOR_NORE_14,3.76,8.97,14.96
RTX,RTX Corporation,,160.51,,,,,,,,,,,SENIOR_NORE,3.94,9.18,15.08
LITE,Lumentum Holdings Inc.,,159.11,,,,,,,,,,,,,,
MMM,3M Company,,153.03,,,,,,,,,,,SENIOR_NORE_14,13.71,40.99,50.84
LRN,"Stride, Inc.",,147.61,,,,,,,,,,,,,,
NICE,NICE Ltd.,,147.14,,,,,,,,,,,,,,
MTN,"Vail Resorts, Inc.",,146.78,,,,,,,,,,,,,,
SHOP,Shopify Inc.,,143.45,,,,,,,,,,,,,,
PEP,"PepsiCo, Inc.",,139.92,,,,,,,,,,,SENIOR_NORE_14,7.44,17.64,34.51
DDOG,"Datadog, Inc.",,136.6,,,,,,,,,,,,,,
INSM,Insmed Incorporated,,135.59,,,,,,,,,,,,,,
AWK,"American Water Works Company, Inc.",,135.1,,,,,,,,,,,,,,
MIDD,Middleby Corporation,,131.65,,,,,,,,,,,,,,
PDD,PDD Holdings Inc.,,131.01,,,,,,,,,,,,,,
JAZZ,Jazz Pharmaceuticals plc,,127.8,,,,,,,,,,,,,,
MTSI,"MACOM Technology Solutions Holdings, Inc.",,123.88,,,,,,,,,,,,,,
ITRI,"Itron, Inc.",,122.71,,,,,,,,,,,,,,
DUK,Duke Energy Corporation,,122.32,,,,,,,,,,,SENIOR_NORE,2.13,5.04,9.03
