Ticker,Date,Open,High,Low,Close,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252,Vol_of_Vol_100d,Vol_of_Vol_100d_Percentile,Kurtosis_100d
GES,1997-08-07,2.0244882596249614,2.037984848022461,2.0109916712274614,2.037984848022461,30.961890753919814,38.542007387279526,34.46657970753816,45.16157838522773,44.51750576478824,5.47,1.0,1.22
GES,1997-08-08,2.0244882596249614,2.0649780248174605,2.0244882596249614,2.037984848022461,30.856051819067016,35.89532582374805,34.307011593677004,45.14102500125799,43.377725699980836,5.57,1.0,0.98
GES,1997-08-11,2.0379845587412517,2.051481145222982,2.0109913857777912,2.0244879722595215,30.547776536561095,35.874437413152265,34.28028069599199,44.88315497285544,43.368804518242,5.67,1.0,0.75
GES,1997-08-12,2.0514810599532782,2.0784742317947686,2.0514810599532782,2.0649776458740234,30.591385870397662,35.71124279328926,34.26562645909208,44.73375273345766,43.37323877393417,5.75,1.0,0.54
GES,1997-08-13,2.0514805133526144,2.132460007300744,2.0514805133526144,2.105466842651367,31.131783401971187,36.0031887990542,34.41912832999574,43.574280324953776,43.40422157138496,5.83,4.0,0.34
GES,1997-08-14,2.105467844920553,2.1459576111690253,2.091971256171062,2.118964433670044,31.137688238165595,36.04783764339451,34.22188769922229,43.37920313441534,43.411738019102856,5.9,1.0,0.16
GES,1997-08-15,2.105466842651367,2.132460007300744,2.091970260326679,2.105466842651367,31.166825620995226,36.01527398578452,34.19120501428262,43.37262686899977,43.28633937857712,5.97,1.0,-0.01
GES,1997-08-18,2.091971256171062,2.1324610224195344,2.091971256171062,2.118964433670044,28.580127088499864,36.05852914129982,34.21089296128929,43.23590404626036,43.19475445054378,6.03,2.0,-0.18
GES,1997-08-19,2.132460522024255,2.145957107606687,2.037984422947231,2.051481008529663,30.00009871933259,36.46115140485656,34.572812750666586,43.37850738242498,43.26554631906131,6.1,10.0,-0.33
GES,1997-08-20,2.051481008529663,2.132460522024255,2.051481008529663,2.051481008529663,30.00009871933259,34.54560432638458,34.572812750666586,43.00258572752797,43.23008895344551,6.17,10.5,-0.48
GES,1997-08-21,2.051480551023741,2.051480551023741,1.9974942207336428,1.9974942207336426,30.073840080831328,34.84258851795385,34.74482117333204,43.09987344238022,43.29909899612863,6.23,15.0,-0.61
GES,1997-08-22,2.0109913857777912,2.0244879722595215,1.9974947992960612,2.0244879722595215,30.375347468791354,35.01253850855414,34.78917078783984,43.13199091193012,43.254712194589935,6.29,18.0,-0.74
GES,1997-08-25,1.9974952224116997,2.024488401092939,1.9974952224116997,2.0109918117523193,30.42038982649407,34.63380505556548,34.737105608328925,43.127372791639154,43.25635452412839,6.34,15.0,-0.85
GES,1997-08-26,2.0379845587412517,2.0379845587412517,1.9165152804056804,2.0244879722595215,30.503068536767262,34.57815328825001,34.58574615252441,43.13155731407038,43.25460563716977,6.39,12.0,-0.96
GES,1997-08-27,1.9705019060349622,2.037984848022461,1.9705019060349622,2.037984848022461,30.530160771374877,33.4173778404922,34.127517347044254,43.143114967268694,43.08720777926399,6.44,1.0,-1.06
GES,1997-08-28,1.9974947992960612,2.0244879722595215,1.9974947992960612,2.0244879722595215,30.531690888062297,32.17752231891788,33.722022117219545,43.034248899367086,43.005436184084836,6.49,1.0,-1.14
GES,1997-08-29,1.970501275772744,1.970501275772744,1.9030183553695679,1.9030183553695679,35.04291277300017,34.06813251102388,34.57571637813178,43.60722434306651,43.41492183313562,6.52,14.0,-1.23
GES,1997-09-02,1.957004473016069,2.024487385878692,1.9435078904435443,1.9974942207336426,33.73732640373589,35.88185444820278,35.43769348595444,43.868440665554225,43.710854614304964,6.54,31.0,-1.31
GES,1997-09-03,2.0109909348291897,2.024487518284419,1.9705011844635012,1.970501184463501,33.99074404408366,35.237166271624474,35.106243186028586,43.55097605992365,43.724663673393785,6.55,28.0,-1.38
GES,1997-09-04,1.9705013169182672,1.9839979012807212,1.9435081481933594,1.9435081481933594,33.987282309943204,35.26284586876381,35.123115140308066,43.49981339335475,43.721231540282126,6.55,29.0,-1.45
GES,1997-09-05,1.9435080824227169,1.99749441804557,1.9435080824227169,1.9570046663284302,33.41872898821937,33.32860116898276,34.923287669409184,43.44065601960594,43.63810407338471,6.56,27.0,-1.52
GES,1997-09-08,1.9705011844635012,1.9839977679187306,1.9570046010082716,1.970501184463501,33.41502911813272,33.21110741981907,34.886755914710015,43.45296620874421,43.64708224102791,6.56,26.0,-1.58
GES,1997-09-09,1.9435080175530421,1.99749435137396,1.9435080175530421,1.970501184463501,31.852216386789777,33.21110741981907,34.85419942328345,42.30118647641321,43.546853125515,6.57,26.0,-1.64
GES,1997-09-10,1.9705011844635012,1.99749435137396,1.9705011844635012,1.970501184463501,31.852216386789777,33.21110741981907,34.85419942328345,42.26440744073106,43.50945304465769,6.57,26.5,-1.7
GES,1997-09-11,1.9705012502341435,1.9839978341398568,1.8895217467998635,1.9570046663284302,31.844557225403324,33.206896820629524,34.86246815869702,42.26667370723029,43.456345846802755,6.59,28.0,-1.74
GES,1997-09-12,1.9570046916921089,1.970501275772744,1.8895217712889327,1.9030183553695679,31.129668623816865,33.368095900416414,34.94423287219192,42.18717060837743,43.49440622575064,6.61,32.0,-1.78
GES,1997-09-15,1.876026199545179,1.9165159736360822,1.8625296081815448,1.8895227909088135,30.440115958140364,31.49073777714743,34.91800519788845,42.043607010458516,43.49328557642733,6.63,31.0,-1.82
GES,1997-09-16,1.9165149794684517,1.9435081481933594,1.8895218107435439,1.9435081481933594,31.778463856891754,31.68280890094622,35.17598851178752,42.20007042331401,43.59558323273465,6.64,38.0,-1.85
GES,1997-09-17,1.9974946236946214,1.9974946236946214,1.876025356037516,1.9165151119232178,31.935253230591133,31.75291859357004,35.22921744697906,42.08136757645665,43.61117066642172,6.65,40.0,-1.88
GES,1997-09-18,1.9165149394502032,1.9165149394502032,1.8895217712889327,1.9030183553695679,31.56002436061844,31.71684078868123,35.2378899633685,42.07845335063275,43.60165370245934,6.66,42.0,-1.9
GES,1997-09-19,1.88952194133275,1.9165151119232178,1.88952194133275,1.9165151119232178,31.670742404577318,31.064451879570836,35.037181418219156,42.09307266451638,43.599477701313226,6.67,34.0,-1.92
GES,1997-09-22,1.9165149394502032,1.970501275772744,1.8895217712889327,1.9030183553695679,31.69724640461927,31.01553446205968,35.01332420076755,41.91213644097916,43.57991553538693,6.68,34.0,-1.94
GES,1997-09-23,1.9165151119232178,1.9165151119232178,1.88952194133275,1.9165151119232178,31.782341294267745,30.930819106122986,35.04149732937651,41.926342852074875,43.58563583563353,6.69,36.0,-1.95
GES,1997-09-24,1.9030183951059978,1.9435081481933594,1.8895218107435439,1.9435081481933594,31.481657045743678,30.77567986934802,34.907494842168276,41.90136056622876,42.96851317527926,6.69,30.0,-1.96
GES,1997-09-25,1.9435082825136856,1.9435082825136856,1.88952194133275,1.9165151119232178,30.989750295484946,30.82553103040256,34.95760037096243,41.922499522374245,42.91206644521737,6.68,35.0,-1.97
GES,1997-09-26,1.9165151119232178,1.9165151119232178,1.88952194133275,1.9165151119232178,30.87421204599019,30.77967124165586,34.89292827545316,41.916545077625905,42.87996953118796,6.68,30.0,-1.97
GES,1997-09-29,1.9030183307055768,1.9705012502341435,1.9030183307055768,1.9570046663284302,31.64444699718077,31.145354554847078,35.05471313338403,41.90197515587403,42.904932001161754,6.67,40.0,-1.97
GES,1997-09-30,1.9570047717516112,1.9839979410171509,1.9165150178533021,1.9839979410171509,31.891547229535945,30.074725764513037,35.14133108357422,41.922540032222074,42.830585197119866,6.67,44.0,-1.97
GES,1997-10-01,1.957004473016069,1.9974942207336428,1.9435078904435443,1.9974942207336426,30.66797018195343,30.079407270510707,35.10574755953304,41.914517956709936,42.47983230452663,6.66,42.0,-1.97
GES,1997-10-02,1.9705014531041534,1.9705014531041534,1.9030185266279838,1.9165151119232178,32.83289695935356,31.19058387100024,35.632886703146276,42.16258278643133,42.635443949768195,6.65,53.0,-1.96
GES,1997-10-03,1.916514216603099,1.9435073745834244,1.876024479632611,1.9300107955932617,32.10093283189139,30.839518696310414,35.445038845950606,42.1065792094974,42.61420146173675,6.64,53.0,-1.94
GES,1997-10-06,1.9570047325558133,1.9705013169182672,1.8895218107435439,1.9435081481933594,31.90026822755655,30.88447947070684,33.8227030034352,42.0996137717998,42.62276488524516,6.62,2.0,-1.93
GES,1997-10-07,1.9165149794684517,1.997494485643175,1.9165149794684517,1.9435081481933594,31.862071530099183,30.88447947070684,33.80369644035064,42.09345131235939,42.57780811552993,6.63,2.0,-1.91
GES,1997-10-08,1.9570047717516112,1.9839979410171509,1.9165150178533021,1.9839979410171509,32.410506683376774,31.20382310045862,33.675416946150456,42.16028862849037,42.561556874263914,6.63,1.0,-1.89
GES,1997-10-09,2.0109918117523193,2.024488401092939,1.9705020437304606,2.0109918117523193,32.605850869391304,31.316247988387317,33.76655949397691,41.84672007230841,42.58156287430065,6.63,3.0,-1.86
GES,1997-10-10,2.0379845587412517,2.051481145222982,1.9974947992960612,2.0244879722595215,32.61452972694521,31.32341612731755,33.793881697806164,41.26326488841776,42.582367498313666,6.63,4.0,-1.84
GES,1997-10-13,2.051481145222982,2.078474318186442,1.9974947992960612,2.0244879722595215,26.8314514476444,31.200799366181265,33.76525436189768,41.25558728645905,42.582367498313666,6.62,3.0,-1.8
GES,1997-10-14,1.9974947992960612,2.051481145222982,1.9974947992960612,2.0244879722595215,22.945462771852064,28.605568002979325,33.76525436189768,41.109609616019725,42.57529976935433,6.62,3.5,-1.77
GES,1997-10-15,2.051481436419961,2.0649780248174605,2.0244882596249614,2.037984848022461,22.615985435494565,28.632362451679178,33.73054277239618,41.0549410219485,42.53603830832004,6.61,3.0,-1.73
GES,1997-10-16,2.024487385878692,2.0379839684512167,1.9705010555885936,1.9974942207336426,23.044646912341058,28.794147231357343,32.680372713621246,41.107819176523755,42.576456007213245,6.61,1.0,-1.69
GES,1997-10-17,1.9974950828299618,2.051481436419961,1.9974950828299618,2.037984848022461,23.649564945438307,28.703197071996954,32.87735474226691,41.152806014583184,42.534412748204424,6.59,2.0,-1.64
GES,1997-10-20,2.024487348703238,2.105466842651367,2.024487348703238,2.105466842651367,25.28752728558854,29.391019679626478,33.31976722914029,41.35721795750364,42.66449887709716,6.58,3.0,-1.58
GES,1997-10-21,2.0784738063812256,2.1054669726978648,2.0649772232229058,2.0784738063812256,25.659245588055686,28.711121051235878,33.16312564483581,41.31038489388438,42.66719514526157,6.56,3.0,-1.53
GES,1997-10-22,2.0784738063812256,2.1054669726978648,1.9974943074313076,2.0784738063812256,25.659245588055686,28.711121051235878,33.10433050192217,41.29082113847676,42.589549572333574,6.54,3.0,-1.46
GES,1997-10-23,2.0109910019512833,2.024487585856997,1.9435080824227169,1.9570046663284302,31.2673722885464,31.290841557927234,33.6594498798605,41.850592293779684,42.9937804669025,6.5,6.0,-1.39
GES,1997-10-24,1.9974947992960612,2.0244879722595215,1.9435084533691407,2.0244879722595215,31.597972546128556,31.311830136088396,33.53368876927144,42.0709270270426,43.12710550195889,6.46,6.0,-1.31
GES,1997-10-27,1.9435087091782512,1.9435087091782512,1.835536003112793,1.835536003112793,42.85912799996136,36.906712918281684,36.65935030433968,43.138547173633945,44.16183807711043,6.4,70.0,-1.23
GES,1997-10-28,1.741059346401945,1.9030183553695679,1.72756276232131,1.9030183553695679,43.38629285440682,37.73031339340417,37.20657420042207,43.35872670577588,44.176462687727245,6.33,71.0,-1.14
GES,1997-10-29,1.9300116972184516,1.9570048678089196,1.876025356037516,1.9165151119232178,43.25501523954995,37.75731185578714,36.81116574423663,43.365603660067045,44.148254161452996,6.26,71.0,-1.04
GES,1997-10-30,1.8895208835601807,1.9030174612998962,1.8625277280807495,1.8625277280807495,44.003009306643435,37.98517343912449,37.02235595287844,43.369009309467785,44.23130305815987,6.18,72.0,-0.94
GES,1997-10-31,1.8625291796291574,1.8760257678873398,1.795046238338246,1.835536003112793,44.11783818806263,38.07824322744018,35.874601421434086,43.39234571410109,43.30197361105174,6.09,70.0,-0.82
GES,1997-11-03,1.8895218107435439,1.9705013169182672,1.8895218107435439,1.9435081481933594,47.22344488319877,39.945999755018946,37.01035630332368,43.91375857284538,43.479001260785935,5.99,73.0,-0.7
GES,1997-11-04,1.9435081481933594,1.9705013169182672,1.9435081481933594,1.9435081481933594,47.18507057324308,39.92761833982528,37.01035630332368,43.91375857284538,43.36298602267249,5.89,73.5,-0.56
