Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,One_Yr_ATM_Rel_Error_Call (%),P90_Rel_Error_Call (%),Restricted_P90_Rel_Error_Call (%),One_Yr_ATM_Rel_Error_Put (%),P90_Rel_Error_Put (%),Restricted_P90_Rel_Error_Put (%),Skew_90_Moneyness_3m,Skew_80_Moneyness_3m,Skew_70_Moneyness_3m,Skew_90_Moneyness_Vol_3m,Skew_80_Moneyness_Vol_3m,Skew_70_Moneyness_Vol_3m,ATM_12m_3m_Ratio,IV_Slope_Call_90_3m,IV_Slope_Put_90_3m,IV_Slope_Call_80_3m,IV_Slope_Put_80_3m,IV_Slope_Call_70_3m,IV_Slope_Put_70_3m
1,OPEN,,9.9399995803833,239.76770208238264,203.33615998916488,0.0,-0.8125424995535853,66.58193053153751,205.00188744957973,92.10053028124237,99.50124688279301,99.99080156497769,162.61559144735273,143.24589312862977,,,,,,,,,,,1414988.0,,,3773520.0,,,302,,,,,,,,,,,,,,,,,,,
2,LCID,,20.5,66.34775616860304,82.43232088234338,0.0,0.037555231125018844,64.67668616730859,86.68821339611226,78.0440482991131,81.04738154613467,82.07321142337636,78.04393231278087,77.02767787600746,,,,,,,,,,,112309.0,,,3042443.0,,,326,0.2124938455744562,25.902943175940397,19.664209708008528,6.428915705114241,22.203642981018508,17.980362392288207,,,,,,,,,,,,,
3,AAL,,12.579999923706056,48.53771884602224,48.66508615786031,0.0,-0.0826205459434039,36.462792549056026,68.45714249475947,48.34223400543549,70.57356608478803,51.29789978587076,57.985411076649726,54.98066212922297,,,,,,,,,,,109332.0,,,3296075.0,,,327,5.538098953119898,19.843803905097168,15.87497147523413,4.142641134063341,22.25785237017262,15.029715917650076,,,,,,,,,,,,,
4,BABA,,162.47999572753906,54.511892898449,43.34639436141973,0.0,-0.6268869045700953,31.422081962238234,56.82270691973934,41.83194550328279,64.08977556109726,57.74319020903788,50.81184325783443,49.260221581645176,,,,,,,,,,,274284.0,,,1970326.0,,,819,12.731262942370584,56.56155509377022,68.76130403079728,12.116067944768927,109.85872307765104,78.74941108626675,,,,,,,,,,,,,
5,AMZN,,231.22999572753903,24.76647870281788,29.036628068731257,0.0,-4.4612382429973065,22.06789798701317,41.25607868793239,30.84444492731049,46.38403990024938,37.80054847244388,35.27339674064256,33.40104017459407,,,,,,,,,,,816935.0,,,4253922.0,,,1070,4.081167769285583,80.89577559427738,82.93331584048704,14.632138567286932,49.03853863309664,58.92480946650451,,,,,,,,,,,,,
6,NIO,,7.369999885559082,85.83986574996203,65.74879029066017,0.0,0.5826522428146469,58.46588979064702,76.31556578814228,67.0465497933062,44.38902743142145,37.88429225745125,66.5450441918578,68.76562106561843,,,,,,,,,,,314383.0,,,4770948.0,,,201,15.001345872540597,24.143109635118616,23.541353961298228,49.82967225679219,30.486198588998416,32.48716085254198,,,,,,,,,,,,,
7,TSLA,,416.8500061035156,40.64458738739757,53.90780260842736,0.0,-4.305291020799525,43.74878595155754,81.75912194323848,64.8457063589734,15.46134663341646,16.005923103731956,68.67639996820802,69.80758059091275,,,,,,,,,,,2570964.0,,,8889519.0,,,2036,3.775922572862468,24.622389651670638,22.39189431877746,3.2508521405388886,22.09234638179762,13.345006517700297,,,,,,,,,,,,,
8,COIN,,343.1300048828125,43.565944025244185,72.45153137127969,0.0,-0.8627815581982812,65.78235879196546,97.63028690456626,81.71448096751608,14.214463840399002,12.594015158452383,75.58096923435319,83.41624788951373,,,,,,,,,,,461552.0,,,1409585.0,,,1503,1.45316390241433,14.71459341588626,12.827814305782915,2.910020108304829,14.12356938643206,12.956095554392952,,,,,,,,,,,,,
9,SOFI,,28.11000061035156,46.50091018379772,45.7462016147682,0.0,-2.0311681719139427,42.24707857242818,76.11096684567653,60.20611580553069,10.473815461346634,9.02702294240521,63.93172944405915,60.90745094827837,,,,,,,,,,,839862.0,,,4190581.0,,,565,0.0007099251930021,16.028583704045307,23.098394752979225,4.385440652119654,23.476944164611623,8.89805824075877,,,,,,,,,,,,,
10,AMD,,157.9199981689453,42.28616961071664,42.33889032966333,0.0,-2.0098737780308755,40.26681129736106,62.50957888987111,50.561045355309254,7.98004987531172,10.714002752376539,54.25385891523052,50.9297919607032,,,,,,,,,,,800338.0,,,4269636.0,,,1081,3.515698188495336,12.26255121681364,13.292087482416756,55.51351660711035,12.61266129561128,11.525738165536264,,,,,,,,,,,,,
11,MSTR,,349.1199951171875,47.46720820006488,49.40180628673651,0.0,-2.3034781878329413,49.1017163553182,123.98149821822267,98.49765778131291,0.997506234413965,0.13949478176428484,78.71432109928125,89.21937674581292,,,,,,,,,,,999338.0,,,2924266.0,,,2224,12.906036845341138,43.71459981532391,29.955156998040067,15.081317906702573,39.44911425035115,32.039583724633154,,,,,,,,,,,,,
