Rank,Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
1,OPEN,6.251378069948174,13.12017747806023,25.027564027613863,9.78499984741211,9.06999969482422,10.380000114440918,8.760000228881836,0.0,39.78571210588728,0.0,50.16555880973237,0.0,41.80327692649536,0.0,46.488297674605526,257.9801477505188,238.9234531763425,205.00188744957973,0.5037815259211896,13.026951821612073,66.58193053153745,205.00188744957973,90.99986014471324,99.74937343358395,99.998169766974,161.68870929348935,142.66931751481948,196.34879756274154,N/A,N/A,N/A,189.43636838845663,6.950075361050395,7.5387031228334305,7.118272549041753,17.757968652220043,8.653089886838188,1143301.0,-43.96876995556418,-14.360951084737867,2874845.0,-9.272760667889472,10.480282721796803,300.0
2,CABO,74.73972283725982,145.80352664151138,192.6506469343438,178.0399932861328,171.92999267578125,179.72999572753906,168.58999633789062,0.0,9.563072791466345,0.0,4.976183879123707,0.0,9.095876083939505,0.0,6.091493582974069,71.26875790960237,66.68046519414291,110.31526257318498,0.5037815259212599,1.800222430963304,36.70167711571596,110.31526257318498,59.07894283437001,99.74937343358395,97.20097180176312,89.97180108743989,79.68473776237535,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,SATS,32.5544122839671,34.89117288519885,32.40753192090205,77.05000305175781,74.88999938964844,77.2699966430664,74.11000061035156,0.0,-5.494904691053031,0.0,-7.118935953487469,0.0,-8.534572002091942,0.0,-1.8410587942363412,181.05571220024055,134.5061285085063,137.35132358305947,0.503781525921214,0.6508527688001154,43.71996651172716,137.4071310811792,73.18730270286099,99.49874686716792,99.88152078883056,108.74985865780174,97.18661761978748,78.59967971637352,62.38689245322943,-2.9999678385311257,N/A,55.5104116005331,-3.654383620086288,-22.73355022578693,-3.318088440378228,-24.817845186207368,58.75164386668595,52856.0,1.3479569727532452,-55.503173774687255,454010.0,2.6280335636008534,10.98752273482878,447.0
4,GPRO,40.33816451550521,37.77777924949745,65.21739455938,2.029900074005127,2.069999933242798,2.150000095367432,1.934999942779541,0.0,35.3266716003418,0.0,20.34883132620471,0.0,24.277460789791192,0.0,34.37499068677462,138.1767022199264,133.26771504426029,116.49345637335134,0.5037815259211638,3.889261733148545,49.35301959073332,117.08694045909476,68.82471334388433,99.49874686716792,99.92570874099962,101.62071091922688,92.84264598439862,186.17083760410452,N/A,N/A,N/A,N/A,N/A,N/A,20.959690084095246,5.804323180364985,-69.67738123075318,90171.0,156.45175051904098,85.44164524421593,247668.0,0.40621731410084894,23.314844504635484,54.0
5,INVA,110.68662676891314,89.26174582557027,102.27154676120497,19.34000015258789,19.3700008392334,19.479999542236328,19.15999984741211,0.0,-5.335291905559823,0.0,-5.327459892539638,0.0,-5.52861906207106,0.0,-5.522686397002566,30.70726928943733,27.122310757978116,23.837933421984623,0.5037815259223491,2.647011528706526,15.440603111454761,23.91781619813971,19.126111802201883,99.49874686716792,97.29042069828535,20.812677981380727,19.815279391572005,78.90417447390169,49.37703312521367,4.997619678944884,N/A,30.256407205518588,-26.838331691012467,21.82307331365051,35.43672260748536,48.92356196193356,-55.06624105191707,171.0,-5.0,113.75,2284.0,0.0,1.7825311942959003,17.0
6,IONS,57.235594701097995,52.786574149990194,66.79860470018296,63.84999847412109,63.15999984741211,64.6050033569336,63.06999969482422,0.0,4.330061565597852,0.0,3.540983356413294,0.0,5.460341376184146,0.0,6.249998393405818,92.90699380925705,70.77660053147264,58.59764061937689,0.5037815259224335,1.414293637770496,30.080166099861117,59.487079047694365,39.9126914021154,99.49874686716792,99.9253506301992,55.1994168490755,50.44623549919899,79.93978184165108,N/A,N/A,N/A,N/A,N/A,N/A,3.070475188045113,24.372327541433986,-21.342141222274194,3528.0,33.94077448747153,-6.344571276878153,57181.0,1.192772576848886,3.0994194223071654,107.0
7,TPIC,3687.4996609403956,3171.8748046405517,12718.749932333614,0.0309999994933605,0.0320000015199184,0.0350000001490116,0.0289999991655349,0.0,-31.111114974374953,0.0,-16.883112484899286,0.0,-30.000000745057985,0.0,-23.68421026833171,519.7385944316678,377.3578521221807,303.3690998223306,0.5037815259212345,0.86765483515337,87.01433444203195,303.48182219712567,132.99504152129416,99.49748743718592,99.98828865769887,254.3491264414468,220.88666057683807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,MNKD,67.32495304181434,95.51166979721238,112.56732114348115,5.400000095367432,5.570000171661377,5.579999923706055,5.375999927520752,0.0,-1.8181800842285156,0.0,0.0,0.0,-0.5347630854610314,0.0,-1.1764729600463935,92.84119035706198,73.48195642624795,64.79555059035678,0.5037815259219408,0.647715027205415,32.88638227152268,64.90982788483433,44.59917861739969,97.99498746867168,97.8091458040594,52.55456091559733,48.07346938520906,82.746406754992,N/A,N/A,N/A,58.32619382239721,42.49499094445209,1.2449752765462687,7.513576643846,-9.465156138323612,-17.950856164635212,2525.0,-55.55359971835945,-0.7468553459119497,91666.0,-0.8480259599783667,2.265855971439728,51.0
9,MLAB,150.03222942824272,200.7063809689789,202.56689655692946,62.20000076293945,61.65999984741211,62.269901275634766,59.43999862670898,0.0,-1.5822784619116668,0.0,-3.293598697307174,0.0,-2.505241401297738,0.0,-1.9627287158866118,105.40769706980215,85.01651584275756,71.43839809780836,0.5037815259206548,1.764510686398594,44.725821963349475,74.4225942140321,55.11143906471104,95.73934837092732,99.7477395118691,63.60813343062976,61.21900613260601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,AORT,73.14496289855502,59.8771508167248,62.03931087635779,41.95000076293945,40.70000076293945,42.18999862670898,40.540000915527344,0.0,-4.550625632039776,0.0,-6.307545926313274,0.0,-4.004555416787583,0.0,-5.523185598490977,72.61771363998325,54.57148342701863,49.82286043454213,0.5037815259217056,2.7403153179749444,24.515859038401604,51.547167258533634,34.86624245303401,95.73934837092732,98.47657787898162,43.80437693783906,39.53044126944614,133.245584644604,N/A,N/A,N/A,N/A,N/A,N/A,31.695576935368724,153.23871029841118,-83.42272421006189,106.0,0.0,0.9523809523809524,505.0,0.0,-1.3671875,9.0
11,RUN,35.99003986311269,41.46948984360572,119.73848182882199,15.960000038146973,16.059999465942383,16.420000076293945,15.899999618530272,0.0,-11.72566313332439,0.0,-5.082745901145007,0.0,-9.281769446235584,0.0,-3.290556333027421,134.51800064774068,116.50240246672564,157.92143454074565,0.50378152592129,0.4165202878703478,74.03717155482323,161.8446869769257,99.35429803144464,95.73934837092732,99.20395279169281,130.41100768839516,121.06955108531746,95.99391140091292,87.9919226350881,2.867890131702292,N/A,85.3659227961018,-6.042645788730255,-17.76337479969533,12.362188914999232,4.530732116709856,61.92752313983273,26507.0,31.287766220901435,-54.342359101557115,1027942.0,-2.0734357301608926,3.4221794737646993,343.0
