Ticker,Date,Open,High,Low,Close,Volume,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252,Vol_of_Vol_100d,Vol_of_Vol_100d_Percentile,Kurtosis_Close_100d,Kurtosis_Returns_100d,Normalized_Close
JOYY,2012-11-21,8.727451147381464,9.76643342683164,8.727451147381464,9.400712013244627,4567100.0,,,,,,,,,,15.243574334948612
JOYY,2012-11-23,9.558638924740604,9.774747473282464,9.309282968167745,9.409025192260742,237000.0,,,,,,,,,,15.257054437531625
JOYY,2012-11-26,9.558639702608907,9.558639702608907,8.985121669231924,9.39240264892578,257300.0,,,,,,,,,,15.230100418026993
JOYY,2012-11-27,9.475517885717556,10.79710344609344,9.284345530533905,10.140466690063477,460400.0,,,,,,,,,,16.443111709333298
JOYY,2012-11-28,10.223585600280677,10.93009306170347,10.123843398409711,10.822039604187012,795900.0,,,,,,,,,,17.54830537620574
JOYY,2012-11-29,11.22101091049159,11.919207271751096,10.988279054298664,11.088021278381348,533200.0,,,,,,,,,,17.97960370941742
JOYY,2012-11-30,11.836088229431471,12.102068283503238,11.26257024888686,11.777905464172363,390800.0,,,,,,,,,,19.09827438604218
JOYY,2012-12-03,12.010636635517765,12.4511649603387,11.844399606592948,12.085443496704102,336200.0,,,,,,,,,,19.59695776801543
JOYY,2012-12-04,12.692209525967652,12.692209525967652,11.270881554589671,11.786216735839844,482400.0,,,,,,,,,,19.111751395794492
JOYY,2012-12-05,11.694788069049295,11.885961282538467,10.805419203638456,10.938408851623535,359600.0,,,,,,,,,,17.7370020697223
JOYY,2012-12-06,10.80541690151125,10.8885358101336,10.140468010574423,10.165403366088867,642900.0,,,,,,,,,,16.48354737783628
JOYY,2012-12-07,10.248521710112806,10.539437081583635,9.974230436522877,10.123844146728516,252300.0,,,,,,,,,,16.41615768982867
JOYY,2012-12-10,10.098910144812091,10.572686730195032,10.098910144812091,10.2568359375,253600.0,,,,,,,,,,16.631808402849856
JOYY,2012-12-11,10.28177028301389,11.071396790543131,10.22358751917216,10.722298622131348,241100.0,,,,,,,,,,17.38657198068589
JOYY,2012-12-12,11.196075965838428,11.41218372965278,10.805418312586609,10.88022518157959,254900.0,,,,,,,,,,17.642655269379368
JOYY,2012-12-13,10.97165459245635,11.221010540787775,10.87191237165992,11.063085556030272,147800.0,,,,,,,,,,17.939169587329783
JOYY,2012-12-14,11.137890443129864,11.35399896155624,11.137890443129864,11.34568691253662,98100.0,,,,,,,,,,18.39741730080005
JOYY,2012-12-17,11.378936040561666,12.426230595346308,11.329065324246631,12.25999355316162,417600.0,,,,,,,,,,19.87999662262888
JOYY,2012-12-18,12.45947672199076,12.592466342056948,11.960765646742557,12.185185432434082,264600.0,,,,,,,,,,19.758692709950626
JOYY,2012-12-19,12.010636191853342,12.3347989807929,11.27088124229376,11.304128646850586,368700.0,,,,,,,,,,18.33002915920779
JOYY,2012-12-20,11.221009618763183,11.92751794886868,11.221009618763183,11.877646446228027,78700.0,,,,,,,,,,19.260007781562027
JOYY,2012-12-21,11.611668045623407,11.744657671964692,11.221010423735358,11.578420639038086,69500.0,,,,,,,,,,18.77480295575644
JOYY,2012-12-24,11.57841980842604,11.877646446228027,11.54517240422582,11.877646446228027,12500.0,,,,,,,,,,19.260007781562027
JOYY,2012-12-26,11.877647418180803,12.22674558719029,11.63660351983432,12.052196502685549,84400.0,,,,,,,,,,19.543046636175482
JOYY,2012-12-27,12.05219417354746,12.05219417354746,11.395557419247613,11.628289222717283,172500.0,,,,,,,,,,18.855666560685666
JOYY,2012-12-28,11.578419993599947,11.977388850383312,11.578419993599947,11.653226852416992,102100.0,,,,,,,,,,18.896103775603997
JOYY,2012-12-31,11.68647558862594,11.877647989445348,11.636604079505672,11.852712631225586,56900.0,,,,,,,,,,19.219576752305088
JOYY,2013-01-02,12.05219587336938,12.218432899293516,11.877646797978874,11.89427089691162,244200.0,,,,,,,,,,19.286964893897345
JOYY,2013-01-03,11.802839822009982,12.160250018740667,11.636602797721524,11.836087226867676,181700.0,,,,,,,,,,19.19261809355442
JOYY,2013-01-04,11.75296949595442,11.836087614480306,10.955030960557956,11.221010208129885,261800.0,,,,,,,,,,18.195249783192573
JOYY,2013-01-07,11.270880870398686,11.628290259421307,11.270880870398686,11.511924743652344,107900.0,65.41901794067225,,,,,,,,,18.666977599245843
