Ticker,Date,Open,High,Low,Close,Volume,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252,Vol_of_Vol_100d,Vol_of_Vol_100d_Percentile,Kurtosis_Close_100d,Kurtosis_Returns_100d,Normalized_Close
XYZ,2015-11-19,11.199999809265137,14.779999732971191,9.0,13.06999969482422,47466100.0,,,,,,,,,,17.308964806071835
XYZ,2015-11-20,13.920000076293944,14.050000190734863,12.5,12.850000381469728,16550300.0,,,,,,,,,,17.017613584868602
XYZ,2015-11-23,13.0,13.149999618530272,12.100000381469728,12.119999885559082,5172200.0,,,,,,,,,,16.050853585850692
XYZ,2015-11-24,12.0,12.229999542236328,11.520000457763672,12.020000457763672,4714700.0,,,,,,,,,,15.918421557024898
XYZ,2015-11-25,12.119999885559082,12.399999618530272,11.850000381469728,11.899999618530272,3583400.0,,,,,,,,,,15.759501101669986
XYZ,2015-11-27,12.050000190734863,12.3100004196167,11.899999618530272,12.050000190734863,942300.0,,,,,,,,,,15.958151039374888
XYZ,2015-11-30,12.279999732971191,12.350000381469728,11.899999618530272,12.039999961853027,1997100.0,,,,,,,,,,15.944907457599067
XYZ,2015-12-01,12.119999885559082,12.18000030517578,11.890000343322754,11.90999984741211,1256100.0,,,,,,,,,,15.772744683445811
XYZ,2015-12-02,11.970000267028809,12.154999732971191,11.899999618530272,11.93000030517578,1708100.0,,,,,,,,,,15.799231846997449
XYZ,2015-12-03,12.039999961853027,12.25,11.90999984741211,11.920000076293944,1431400.0,,,,,,,,,,15.78598826522163
XYZ,2015-12-04,11.949999809265137,12.039999961853027,11.800000190734863,12.039999961853027,1331600.0,,,,,,,,,,15.944907457599067
XYZ,2015-12-07,12.140000343322754,12.600000381469728,12.100000381469728,12.359999656677246,2660400.0,,,,,,,,,,16.368691970605564
XYZ,2015-12-08,12.359999656677246,12.4399995803833,12.029999732971191,12.119999885559082,1047700.0,,,,,,,,,,16.050853585850692
XYZ,2015-12-09,12.0,12.239999771118164,11.899999618530272,11.989999771118164,1075700.0,,,,,,,,,,15.878690811697435
XYZ,2015-12-10,12.0,12.130000114440918,11.90999984741211,12.050000190734863,711300.0,,,,,,,,,,15.958151039374888
XYZ,2015-12-11,12.0,12.020000457763672,11.899999618530272,11.949999809265137,882500.0,,,,,,,,,,15.825717747571622
XYZ,2015-12-14,12.199999809265137,12.399999618530272,11.869999885559082,12.329999923706056,2163700.0,,,,,,,,,,16.328962488255574
XYZ,2015-12-15,12.5,12.699999809265137,12.30500030517578,12.470000267028809,1258000.0,,,,,,,,,,16.514368844184652
XYZ,2015-12-16,12.550000190734863,12.800000190734863,12.130000114440918,12.270000457763672,1592900.0,,,,,,,,,,16.249503523555592
XYZ,2015-12-17,12.300000190734863,12.5,12.260000228881836,12.31999969482422,618900.0,,,,,,,,,,16.315718906479752
XYZ,2015-12-18,12.399999618530272,12.579999923706056,12.100000381469728,12.34000015258789,1608900.0,,,,,,,,,,16.34220607003139
XYZ,2015-12-21,12.369999885559082,12.479999542236328,12.020000457763672,12.239999771118164,703900.0,,,,,,,,,,16.20977277822813
XYZ,2015-12-22,12.31999969482422,12.460000038146973,12.119999885559082,12.460000038146973,502400.0,,,,,,,,,,16.50112526240883
