Ticker,Date,Open,High,Low,Close,Volume,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252,Vol_of_Vol_100d,Vol_of_Vol_100d_Percentile,Kurtosis_Close_100d,Kurtosis_Returns_100d,Normalized_Close
MKSI,1999-03-30,11.557595252990724,11.917164883083768,11.198025622897678,11.557595252990724,4592500.0,,,,,,,,,,10.672818501503512
MKSI,1999-03-31,11.608965641984316,11.608965641984316,10.992560386657717,10.992560386657717,923300.0,,,,,,,,,,10.151039148325957
MKSI,1999-04-01,10.99255790533843,11.30076046343203,10.99255790533843,11.095292091369627,312400.0,,,,,,,,,,10.245906360296937
MKSI,1999-04-05,11.19802627740083,11.19802627740083,10.838456626291627,11.095292091369627,200600.0,,,,,,,,,,10.245906360296937
MKSI,1999-04-06,11.095291522664764,11.30075988419559,11.095291522664764,11.198025703430176,106200.0,,,,,,,,,,10.340775333601949
MKSI,1999-04-07,11.146656960248947,11.608960705144064,11.146656960248947,11.506226539611816,147600.0,,,,,,,,,,10.62538225351698
MKSI,1999-04-08,11.506226539611816,11.506226539611816,11.506226539611816,11.506226539611816,62000.0,,,,,,,,,,10.62538225351698
MKSI,1999-04-09,11.50622824572642,11.608962426491834,11.198025703430176,11.198025703430176,195100.0,,,,,,,,,,10.340775333601949
MKSI,1999-04-12,11.19802627740083,11.19802627740083,11.095292091369627,11.095292091369627,23000.0,,,,,,,,,,10.245906360296937
MKSI,1999-04-13,11.095292289302035,11.095292289302035,10.88982391357422,10.88982391357422,30500.0,,,,,,,,,,10.056167533019906
MKSI,1999-04-14,10.889818688233692,10.889818688233692,9.759743163983028,9.86247730255127,651600.0,,,,,,,,,,9.107468112632661
MKSI,1999-04-15,9.86247730255127,9.96521144111951,9.759743163983028,9.86247730255127,37700.0,,,,,,,,,,9.107468112632661
MKSI,1999-04-16,9.965211868286133,9.965211868286133,9.913844796800122,9.965211868286133,7100.0,,,,,,,,,,9.202337966604684
MKSI,1999-04-19,9.96521144111951,10.170679718255997,9.86247730255127,9.86247730255127,8500.0,,,,,,,,,,9.107468112632661
MKSI,1999-04-20,9.86247730255127,10.016578510403631,9.86247730255127,9.86247730255127,10700.0,,,,,,,,,,9.107468112632661
MKSI,1999-04-21,9.862483978271484,11.198028683662416,9.862483978271484,10.68435764312744,237700.0,,,,,,,,,,9.866430467076896
