Ticker,Normalized 3m,Normalized 6m,Normalized 1y
LAC,,,
OPEN,,,
INVA,,,
GPRO,,,
TPIC,,,
MNKD,,,
PRO,,,
HOUS,,,
MLAB,,,
SATS,,,
IONS,,,
DDD,,,
ETSY,,,
HAE,,,
AORT,,,
RUN,,,
CDLX,,,
IIIV,,,
LNTH,,,
FLR,,,
BLMN,,,
ZD,,,
DAY,,,
RNG,,,
CHGG,,,
SPB,,,
ENOV,,,
SRPT,,,
IART,,,
WK,,,
XRX,,,
WOLF,,,
GMED,,,
MP,,,
AMPH,,,
MTH,,,
MODG,,,
SABR,,,
LCID,,,
GWRE,,,
TVTX,,,
MIDD,,,
NSIT,,,
ENPH,,,
SEDG,,,
PAR,,,
CHTR,,,
WIX,,,
DOCN,,,
LIVN,,,
CYTK,,,
BOX,,,
HALO,,,
KHC,,,
PLUG,,,
TTGT,,,
PRGS,,,
DVAX,,,
CBRL,,,
GPRE,,,
SKIN,,,
KPTI,,,
BHR,,,
VERI,,,
BTU,,,
EVH,,,
CABO,,,
WGO,,,
IRWD,,,
RIG,,,
LRN,,,
NOG,,,
PEB,,,
NMFC,,,
CFLT,,,
RPAY,,,
AAL,,,
MRK,,,
HLX,,,
VREX,,,
PEP,,,
NRG,,,
NBR,,,
VSH,,,
INN,,,
HCAT,,,
KOS,,,
PR,,,
MDB,,,
JAMF,,,
JAZZ,,,
STX,,,
CHEF,,,
IDCC,,,
GES,,,
CYBR,,,
BABA,,,
ECPG,,,
NEO,,,
IMCR,,,
TWO,,,
ARRY,,,
GBX,,,
NICE,,,
GPN,,,
EZPW,,,
FRPT,,,
POST,,,
V,,,
PCG,,,
MMSI,,,
BE,,,
ATI,,,
SE,,,
AXON,,,
HUBS,,,
INSM,,,
ON,,,
UNIT,,,
NEE,,,
CYRX,,,
MCHP,,,
EEFT,,,
PD,,,
SPOT,,,
AG,,,
SLB,,,
TEVA,,,
RPD,,,
KRG,,,
U,,,
MCS,,,
PTCT,,,
SPCE,,,
MTN,,,
QTWO,,,
AWK,,,
NVST,,,
IBM,,,
DBRG,,,
MITT,,,
RKLB,,,
PODD,,,
MGNI,,,
XERS,,,
FRT,,,
PI,,,
TRIP,,,
OMER,,,
SPHR,,,
AMZN,,,
QD,,,
GKOS,,,
VERX,,,
LYFT,,,
DDOG,,,
INDI,,,
XMTR,,,
UPWK,,,
VAC,,,
TCOM,,,
VECO,,,
APLS,,,
GEO,,,
EVRG,,,
VNET,,,
TTEK,,,
NKE,,,
CTO,,,
CNX,,,
RH,,,
XOM,,,
DXCM,,,
HRTG,,,
EQX,,,
PSEC,,,
BAND,,,
ABBV,,,
MKSI,,,
NIO,,,
EQT,,,
GOSS,,,
CSIQ,,,
PATK,,,
MIRM,,,
BYND,,,
XIFR,,,
FIVN,,,
AKAM,,,
CMI,,,
PPL,,,
PSN,,,
LUV,,,
MDRX,,,
DIS,,,
ALNY,,,
REAL,,,
SHOP,,,
RWT,,,
HLF,,,
BURL,,,
WELL,,,
BMY,,,
RTX,,,
ITGR,,,
WT,,,
MTCH,,,
CAMP,,,
ALRM,,,
BMRN,,,
CMRC,,,
PEGA,,,
TNDM,,,
ARAY,,,
NVMI,,,
CNMD,,,
BILL,,,
RGEN,,,
BBAI,,,
SHEL,,,
COLL,,,
TTWO,,,
NVCR,,,
RCL,,,
ATEC,,,
GVA,,,
TGT,,,
FE,,,
VRNT,,,
CAMT,,,
LAB,,,
CMS,,,
SHAK,,,
LPSN,,,
EYE,,,
OMCL,,,
AR,,,
ABR,,,
CVX,,,
AEIS,,,
BTSG,,,
MMM,,,
PRCH,,,
TMDX,,,
FSLY,,,
BKD,,,
CMPO,,,
DUK,,,
OPK,,,
W,,,
AVDL,,,
COIN,,,
WEC,,,
PMT,,,
EB,,,
ASRT,,,
CRNC,,,
CHRS,,,
JOYY,,,
TSLA,,,
MGPI,,,
MMYT,,,
VRM,,,
TDOC,,,
CNK,,,
ENVX,,,
TYL,,,
LYV,,,
SNAP,,,
SSRM,,,
BL,,,
NOTV,,,
OKTA,,,
PANW,,,
HCI,,,
PCT,,,
REXR,,,
MITK,,,
ZTO,,,
STWD,,,
LNT,,,
UPST,,,
JPM,,,
SOFI,,,
CDP,,,
LITE,,,
GRPN,,,
INSG,,,
BB,,,
MOMO,,,
XYZ,,,
WKC,,,
GTLS,,,
NCLH,,,
AMD,,,
GDS,,,
AVGO,,,
EXPE,,,
FUBO,,,
AFRM,,,
NTRA,,,
SIRI,,,
LCII,,,
CSGS,,,
NVAX,,,
ABNB,,,
VATE,,,
EGHT,,,
CENX,,,
VRNS,,,
WB,,,
BILI,,,
FWONK,,,
ASND,,,
JD,,,
MTSI,,,
FOUR,,,
FVRR,,,
DBX,,,
CAKE,,,
IQ,,,
Z,,,
RIVN,,,
LAZR,,,
LI,,,
HTHT,,,
BBIO,,,
BFH,,,
ORA,,,
SPR,,,
MSTR,,,
CNP,,,
HOPE,,,
MARA,,,
SO,,,
CCL,,,
BSY,,,
IMAX,,,
NET,,,
WDC,,,
UBER,,,
BXMT,,,
PTON,,,
PCRX,,,
ITRI,,,
NTNX,,,
BA,,,
ZS,,,
SENS,,,
PDD,,,
HASI,,,
HLIT,,,
IRTC,,,
MAXN,,,
BKNG,,,
GH,,,
SMTC,,,
VTR,,,
GCI,,,
DKNG,,,
F,,,
JBLU,,,
MSFT,,,
PENN,,,
EXAS,,,
DNMR,,,
SMCI,,,
TREE,,,
UPHL,,,
VIAV,,,
