Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
BKNG,Booking Holdings Inc.,5500.0,5559.83,5560.0,5424.0,0.0,-1.27,0.0,-0.22,0.0,-0.79,0.0,-1.69,,,,
AXON,"Axon Enterprise, Inc.",760.0,760.79,774.21,758.34,0.0,3.16,0.0,3.94,0.0,4.62,0.0,5.62,,,,
SPOT,Spotify Technology S.A.,698.87,703.1,711.96,696.7,0.0,-2.33,0.0,-2.23,0.0,-2.07,0.0,-1.97,,,,
TYL,"Tyler Technologies, Inc.",544.99,539.46,547.93,532.47,0.0,-3.77,0.0,-3.39,0.0,-3.04,0.0,-3.97,,,,
MSFT,Microsoft Corporation,508.75,515.36,515.47,507.0,0.0,1.47,0.0,3.4,0.0,2.63,0.0,1.87,SENIOR_NORE_14,8.18,12.06,20.76
HUBS,"HubSpot, Inc.",495.0,508.14,510.94,492.63,0.0,-0.24,0.0,1.16,0.0,1.18,0.0,-0.79,,,,
CYBR,CyberArk Software Ltd.,468.76,475.95,478.75,467.64,0.0,0.06,0.0,1.38,0.0,1.6,0.0,0.43,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",464.8,461.14,466.24,454.52,0.0,1.04,0.0,-4.35,0.0,-3.71,0.0,-0.17,,,,
CMI,Cummins Inc.,411.71,414.2,415.3,409.12,0.0,3.79,0.0,4.92,0.0,4.87,0.0,4.87,SENIOR_NORE,12.35,26.32,48.9
CMI,Cummins Inc.,411.71,414.2,415.3,409.12,0.0,3.79,0.0,4.92,0.0,4.87,0.0,4.87,SENIOR_NORE_14,12.35,26.32,48.9
TSLA,"Tesla, Inc.",423.2,410.04,425.7,402.43,0.0,21.45,0.0,18.18,0.0,21.37,0.0,17.05,SENIOR_NORE_14,24.5,45.62,70.22
AVGO,Broadcom Inc.,359.87,364.09,365.5,356.34,0.0,2.95,0.0,8.14,0.0,4.14,0.0,6.11,SENIOR_NORE_14,19.02,49.92,97.76
AVGO,Broadcom Inc.,359.87,364.09,365.5,356.34,0.0,2.95,0.0,8.14,0.0,4.14,0.0,6.11,SENIOR_NORE_14,10.1,20.55,33.77
AVGO,Broadcom Inc.,359.87,364.09,365.5,356.34,0.0,2.95,0.0,8.14,0.0,4.14,0.0,6.11,SENIOR_NORE,19.03,49.96,97.77
PODD,Insulet Corporation,342.0,340.29,345.74,339.98,0.0,-2.29,0.0,-3.55,0.0,-2.2,0.0,-2.11,,,,
V,Visa Inc.,340.61,339.05,342.7,338.39,0.0,-0.32,0.0,-1.44,0.0,-1.05,0.0,-0.91,,,,
MDB,"MongoDB, Inc.",335.51,333.97,344.3,333.49,0.0,3.99,0.0,0.87,0.0,3.74,0.0,3.57,,,,
RCL,Royal Caribbean Cruises Ltd.,338.03,329.79,339.15,327.66,0.0,-3.41,0.0,-4.49,0.0,-4.12,0.0,-5.08,SENIOR_NORE_14,24.49,50.22,72.76
RCL,Royal Caribbean Cruises Ltd.,338.03,329.79,339.15,327.66,0.0,-3.41,0.0,-4.49,0.0,-4.12,0.0,-5.08,SENIOR_NORE,60.0,103.58,152.63
IDCC,"InterDigital, Inc.",322.15,329.31,331.89,316.69,0.0,7.5,0.0,7.72,0.0,8.49,0.0,6.78,,,,
MSTR,MicroStrategy Incorporated,329.39,327.79,331.33,320.45,0.0,-0.25,0.0,-0.23,0.0,-0.19,0.0,-1.23,,,,
COIN,"Coinbase Global, Inc.",322.89,327.02,328.44,320.96,0.0,6.3,0.0,2.58,0.0,2.83,0.0,5.66,,,,
JPM,JPMorgan Chase & Co.,307.17,308.9,309.94,307.17,0.0,4.98,0.0,3.71,0.0,3.67,0.0,5.08,SENIOR_NORE,20.22,28.94,38.68
JPM,JPMorgan Chase & Co.,307.17,308.9,309.94,307.17,0.0,4.98,0.0,3.71,0.0,3.67,0.0,5.08,SENIOR_NORE_14,20.22,28.94,38.68
NVMI,Nova Ltd.,293.77,299.43,301.0,293.38,0.0,8.65,0.0,8.01,0.0,7.06,0.0,9.36,,,,
ZS,"Zscaler, Inc.",284.5,285.66,289.58,283.61,0.0,1.12,0.0,1.19,0.0,1.84,0.0,1.65,,,,
BURL,"Burlington Stores, Inc.",266.9,270.13,272.97,265.0,0.0,-7.34,0.0,-4.06,0.0,-4.83,0.0,-5.51,,,,
CHTR,"Charter Communications, Inc.",264.66,260.72,266.76,259.05,0.0,0.77,0.0,-1.0,0.0,0.97,0.0,0.01,SENIOR_NORE_14,37.57,90.49,157.81
CHTR,"Charter Communications, Inc.",264.66,260.72,266.76,259.05,0.0,0.77,0.0,-1.0,0.0,0.97,0.0,0.01,SENIOR_NORE,50.04,120.51,198.89
CHTR,"Charter Communications, Inc.",264.66,260.72,266.76,259.05,0.0,0.77,0.0,-1.0,0.0,0.97,0.0,0.01,SENIOR_NORE,37.57,90.49,157.81
