Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
SATS,20.67,31.58,25.92,#FFFFFF,#FFFFFF,#FFFFFF
OPEN,9.95,18.17,32.24,#FFFFFF,#FFFFFF,#FFFFFF
TPIC,3246.75,2520.26,9051.95,#FFFFFF,#FFFFFF,#FFFFFF
IONS,56.2,51.09,75.05,#FFFFFF,#FFFFFF,#FFFFFF
GPRO,51.5,41.32,75.45,#FFFFFF,#FFFFFF,#FFFFFF
MNKD,70.42,93.47,110.71,#FFFFFF,#FFFFFF,#FFFFFF
RUN,54.27,38.74,107.86,#FFFFFF,#FFFFFF,#FFFFFF
DAY,88.03,75.73,82.45,#FFFFFF,#FFFFFF,#FFFFFF
ETSY,107.46,79.26,93.45,#FFFFFF,#FFFFFF,#FFFFFF
AORT,68.43,55.17,57.36,#FFFFFF,#FFFFFF,#FFFFFF
DDD,87.62,120.95,97.14,#FFFFFF,#FFFFFF,#FFFFFF
ZD,88.42,101.07,124.09,#FFFFFF,#FFFFFF,#FFFFFF
SABR,164.41,181.36,160.45,#FFFFFF,#FFFFFF,#FFFFFF
HAE,131.84,121.55,134.09,#FFFFFF,#FFFFFF,#FFFFFF
WK,87.86,110.21,95.04,#FFFFFF,#FFFFFF,#FFFFFF
MLAB,169.28,197.85,194.86,#FFFFFF,#FFFFFF,#FFFFFF
BLMN,118.18,114.12,220.23,#FFFFFF,#FFFFFF,#FFFFFF
FLR,122.3,85.83,108.45,#FFFFFF,#FFFFFF,#FFFFFF
XRX,149.02,151.39,253.65,#FFFFFF,#FFFFFF,#FFFFFF
LNTH,146.63,180.3,182.68,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,97.96,68.76,65.67,#FFFFFF,#FFFFFF,#FFFFFF
RNG,84.54,82.87,87.28,#FFFFFF,#FFFFFF,#FFFFFF
CABO,82.89,145.69,203.83,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,151.81,131.16,123.35,#FFFFFF,#FFFFFF,#FFFFFF
WOLF,78.57,280.77,417.03,#FFFFFF,#FFFFFF,#FFFFFF
ENOV,106.89,114.81,137.86,#FFFFFF,#FFFFFF,#FFFFFF
SRPT,214.34,557.65,723.87,#FFFFFF,#FFFFFF,#FFFFFF
MTH,82.49,86.64,117.48,#FFFFFF,#FFFFFF,#FFFFFF
INVA,105.9,86.17,95.44,#FFFFFF,#FFFFFF,#FFFFFF
MP,40.6,38.61,21.52,#FFFFFF,#FFFFFF,#FFFFFF
AMPH,88.82,89.46,151.86,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,105.79,106.5,95.05,#FFFFFF,#FFFFFF,#FFFFFF
IART,83.15,144.33,113.87,#FFFFFF,#FFFFFF,#FFFFFF
GMED,102.91,117.94,118.52,#FFFFFF,#FFFFFF,#FFFFFF
ENPH,119.35,152.9,271.59,#FFFFFF,#FFFFFF,#FFFFFF
SEDG,69.34,50.13,59.72,#FFFFFF,#FFFFFF,#FFFFFF
PAR,139.46,125.71,112.16,#FFFFFF,#FFFFFF,#FFFFFF
MODG,85.54,67.58,112.6,#FFFFFF,#FFFFFF,#FFFFFF
NEO,99.62,121.12,192.62,#FFFFFF,#FFFFFF,#FFFFFF
SPB,97.44,124.0,156.48,#FFFFFF,#FFFFFF,#FFFFFF
CFLT,120.69,129.26,99.95,#FFFFFF,#FFFFFF,#FFFFFF
DOCN,84.15,102.91,113.29,#FFFFFF,#FFFFFF,#FFFFFF
WIX,93.09,103.47,93.63,#FFFFFF,#FFFFFF,#FFFFFF
LCID,112.43,104.69,178.44,#FFFFFF,#FFFFFF,#FFFFFF
CHGG,101.29,50.32,116.13,#FFFFFF,#FFFFFF,#FFFFFF
