Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,One_Yr_ATM_Rel_Error_Call (%),P90_Rel_Error_Call (%),Restricted_P90_Rel_Error_Call (%),One_Yr_ATM_Rel_Error_Put (%),P90_Rel_Error_Put (%),Restricted_P90_Rel_Error_Put (%),Skew_90_Moneyness_3m,Skew_80_Moneyness_3m,Skew_70_Moneyness_3m,Skew_90_Moneyness_Vol_3m,Skew_80_Moneyness_Vol_3m,Skew_70_Moneyness_Vol_3m,ATM_12m_3m_Ratio,IV_Slope_Call_90_3m,IV_Slope_Put_90_3m,IV_Slope_Call_80_3m,IV_Slope_Put_80_3m,IV_Slope_Call_70_3m,IV_Slope_Put_70_3m
1,MNKD,MannKind Corporation,5.53000020980835,82.24751401868154,65.56820037070305,0.3616202584911196,0.3413193236776734,32.88638227152265,65.56820037070264,44.8715658643099,100.0,97.73941123349633,52.68801005389884,48.5200170887478,0.6356510059648087,-17.125415479888716,,0.6522782572837563,8.647872638327467,,0.6063518066250535,7.501631843513064,,64.93254936473825,4916.0,-14.131004366812228,47.58330831582108,85886.0,1.6173878062920766,-5.951533601252724,55.0,15.9148785207934,,,,,,,,,,,,,,,,,,
2,INVA,"Innovava, Inc.",18.86000061035156,23.820988086232028,25.13660269845094,0.48537791705389083,1.2914747509068472,15.440603111454774,25.136602698450723,19.18022579055955,100.0,99.11628903682421,21.66973173800449,20.158614601220474,0.7659304846028225,29.434634949742872,,,,,,,,24.370672213848117,204.0,0.0,13.966480446927374,2193.0,0.0,-4.026258205689278,9.0,,,,,,,,,,,,,,,,,,,
3,OPEN,Opendoor Technologies Inc.,8.8100004196167,247.7037267815524,208.50652077996293,0.06062226236910191,2.41872867504868,66.58193053153752,208.50652077996293,93.77999471640074,99.75124378109453,99.97647077151971,165.7388845399309,145.6179214966864,1.5097390581043078,-7.117724288106196,-5.279072615017489,1.5319602971357396,0.6933667640357486,-2.796596130553672,1.498015338807237,-16.935552647557724,-9.869794004252649,206.9967817218586,1131064.0,-8.57695267286142,-20.065470519891335,3740555.0,2.493286178803423,-0.8735875257054422,315.0,10.757254724665772,23.02710814672809,25.985534303479856,0.6738102498281101,22.664559271243935,24.13510713507245,1.090277739186571,1.1578151531165444,1.2328126548763432,0.9660580598490554,0.9682734192227552,0.970690462163142,1.0,0.0,-0.1691887344730247,0.0,-0.1341806021146752,0.0,-0.0940410869691987
4,LAC,Lithium Americas Corp.,6.329999923706055,213.89940618129964,127.6876660481108,2.073245855943707,125.30631528758593,54.95668280983597,127.68766604811081,75.12587340704295,99.74937343358395,99.99932215407642,104.39883119764744,99.41373197019598,1.1605401780188978,-19.643528156781013,,1.187208524442289,-17.37866082477108,,,,,126.52712587009191,57045.0,-47.2152566368406,413.225371120108,263665.0,0.291748130453636,37.099877285301275,57.0,11.88608411546609,14.186302194088055,17.345460130722014,4.426566433802217,,,1.0548377901468282,1.121537101301027,1.1985884776669125,1.0850593421864825,1.1249717656032256,1.1726477015029424,0.7308078381569838,-1.25094848603996,-1.3025383521837464,-1.1212803368523816,-1.3055864741321477,-0.9713822099337576,-1.2431799007364686
5,GPRO,"GoPro, Inc.",2.289999961853028,155.19730445312007,121.72790886446693,-0.000605879636906204,5.013535450865978,49.35301959073334,121.72864639354772,70.18274539363486,99.50248756218906,99.89147011578021,107.45161184840946,97.14640513678756,1.44938053721044,3.1253546750653642,,1.1910413240915303,-2.5777081013751264,,,,,120.27852832725648,12638.0,18.25582483391036,-20.002531966071654,246279.0,0.3974660013697289,-7.202498926124931,78.0,2.612399305419042,20.97554490535144,14.407422878862208,0.8608651421794197,,,,,,,,,1.8325171326741327,-0.3085878999536384,0.3305193102546844,-0.3311519900614512,0.358889842716481,-0.3567980916691637,0.3860465746920449
6,TPIC,"TPI Composites, Inc.",0.0336499996483325,480.3891953326461,308.0413173183695,0.0,0.6235574487988546,87.01433444203191,308.2418960793501,136.71217492172502,99.50124688279301,99.93433421016388,242.23557190707976,223.76872804082035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PRO,"PROS Holdings, Inc.",22.93000030517578,105.13353062455708,72.59978463491566,-0.0316208368264686,46.92572498343522,34.241843894792545,73.08989190301365,47.46726185388398,99.00497512437812,99.97449119969663,64.42035195397747,60.77754063222971,0.0943579379435387,-87.09088552354348,,0.0943579379435387,-87.09088552354348,,,,,72.50542669697212,770.0,0.0,-67.1921602045164,6303.0,0.0,8.206008583690986,19.0,,,,,,,,,,,,,,,,,,,
8,HOUS,Anywhere Real Estate Inc.,10.4399995803833,120.14534349833336,84.88112860544847,-0.006207889935169279,33.86945648783997,58.02510277989429,86.06145232040312,65.17492646112633,99.00497512437812,99.99980829344925,78.53019200708222,73.61256914787184,0.9424373105815025,32.05960989956783,,0.9016253567082535,23.98987410985772,,,,,83.93869129486697,1522.0,12.657290895632864,-10.837727006444053,53054.0,-0.02261334941393736,-38.57215635420526,32.0,0.2436826014888446,,,,,,,,,,,,,,,,,,
9,MLAB,"Mesa Laboratories, Inc.",64.51000213623047,62.511142472580815,74.24517181290885,0.031807025072913234,1.0432645522102653,44.72582192611464,74.42259421403213,55.583159919004515,98.75621890547264,99.80837005799604,64.82941269389947,62.44634934617721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,DDD,3D Systems Corporation,3.109999895095825,86.0329839877785,109.33909222024494,0.40846813700347084,1.3369981341190902,61.21035797733349,111.19770210636841,88.39570432395425,98.50746268656717,93.94448339238157,102.98657510408988,99.9503856293572,1.1703749705846402,-5.058505343146683,,1.1851636161823442,0.45835821571851276,,1.121117003176316,-4.939639539679051,,108.16871724966029,4987.0,-42.19311464008346,29.46521287642783,86105.0,-0.4808081275066169,-10.620121242318552,57.0,2.496468932238098,10.948875815286414,24.885825024084344,8.695072950452444,42.45177747603791,21.67328949790997,,,,,,,0.8820237565939495,-0.7396218391537146,-0.7250100505384327,-0.6973857892941804,-0.7522628509474272,-0.6554615797799146,-0.7830057759800613
