Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_mid,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d
CNP,CNP250919C00034000,Call,2025-09-19,34.0,0.9074862821151009,2.65,4.7,10.0,10,37.42,37.42,37.53,1.0341845166015626,2025-09-19,0.024640657084188913,37.466131081073044,-0.09707682908399164,,1.1713763699775204,0.5600704767927969,,0.8745478308387405,3.4513524709113663,0.5600704767927969,0.007729255169812999,0.0,,0.1622756532441047
CNP,CNP250919P00035000,Put,2025-09-19,35.0,0.9341770551184861,0.05,0.15,34.0,113,37.42,37.42,37.53,0.35938140625,2025-09-19,0.024640657084188913,37.466131081073044,-0.06808929221073937,0.2917274911184274,0.3914266352283446,0.34736169797732763,0.0996991441099172,-0.10097782816143208,2.1405657043007276,0.34736169797732763,0.0029731453606987807,,0.14448705435191828,0.1622756532441047
CNP,CNP251219P00015000,Put,2025-12-19,15.0,0.3954051380848695,0.05,0.25,25.0,912,37.42,37.42,37.53,0.94335994140625,2025-12-19,0.2737850787132101,37.93577410918826,-0.927844373679394,0.8114685072015786,1.0619781968290884,0.9644380708522996,0.25050968962750986,-0.018266039997930417,5.943208679625738,0.9644380708522996,0.25465867009152776,,0.0,0.1622756532441047
CNP,CNP251121C00043000,Call,2025-11-21,43.0,1.1378477415871528,0.05,0.15,10.0,175,37.42,37.42,37.53,0.2182695361328124,2025-11-21,0.1971252566735113,37.79064494166897,0.12913853201394315,0.16774450021984466,0.21330758621266102,0.19362570451350558,0.04556308599281636,0.07225568015493486,1.1931901098080453,0.1936257045135057,0.00739040593643067,0.1986557051636908,,0.1622756532441047
CNP,CNP251121C00042000,Call,2025-11-21,42.0,1.111386166201405,0.1,0.25,1.0,153,37.42,37.42,37.53,0.2197343652343749,2025-11-21,0.1971252566735113,37.79064494166897,0.10560803460374901,0.16637117872773,0.21367681691805193,0.1923073905298246,0.047305638190321936,0.11620076652944333,1.1850661925270105,0.19230739052982443,0.0072901123520112505,0.5437322103529666,,0.1622756532441047
CNP,CNP260220C00032000,Call,2026-02-20,32.0,0.8362874360528166,5.4,7.2,1.0,5,37.42,37.42,37.53,0.411138701171875,2026-02-20,0.4462696783025325,38.26435579498411,-0.17878290196134355,,0.35804534695354073,0.1951404234653399,,0.9245884881003561,1.2025243440049387,0.19514042346533972,0.016993853343868128,0.0,,0.1622756532441047
CNP,CNP260220C00033000,Call,2026-02-20,33.0,0.8624214184294672,4.7,6.2,1.0,5,37.42,37.42,37.53,0.3686586572265625,2026-02-20,0.4462696783025325,38.26435579498411,-0.14801124329458984,,0.3172473932852782,0.19769750384386034,,0.8823365676678308,1.2182819781749514,0.19769750384386028,0.017442139338133288,0.0,0.23158878715037556,0.1622756532441047
CNP,CNP251219C00042000,Call,2025-12-19,42.0,1.1071343866376346,0.2,0.35,1.0,71,37.42,37.42,37.53,0.2085040087890624,2025-12-19,0.2737850787132101,37.93577410918826,0.10177504350176432,0.16524010683953133,0.19777637752937371,0.18234326260807426,0.032536270689842384,0.15410012765684594,1.123663710253458,0.18234326260807432,0.009103097992760344,0.14877170346738244,,0.1622756532441047
CNP,CNP251121P00032000,Put,2025-11-21,32.0,0.8467704123439277,0.15,0.25,14.0,70,37.42,37.42,37.53,0.2924875439453124,2025-11-21,0.1971252566735113,37.79064494166897,-0.16632568087989272,0.2676635441424335,0.306248932756747,0.28805515802839243,0.03858538861431354,-0.08621252246976552,1.7750978182480812,0.28805515802839243,0.01635662076059377,,0.28212592696347405,0.1622756532441047
CNP,CNP251219C00025000,Call,2025-12-19,25.0,0.6590085634747824,11.0,14.7,8.0,13,37.42,37.42,37.53,0.5468795312500001,2025-12-19,0.2737850787132101,37.93577410918826,-0.4170187499134034,,1.0128556516096825,0.4346232543966927,,0.9742594202543874,2.6783022943245003,0.4346232543966927,0.05171728220735722,0.0,0.0,0.1622756532441047
CNP,CNP260220P00033000,Put,2026-02-20,33.0,0.8624214184294672,0.55,0.75,2.0,17,37.42,37.42,37.53,0.2495192236328124,2026-02-20,0.4462696783025325,38.26435579498411,-0.14801124329458984,0.2424580613897837,0.27381932840642337,0.2584864813138831,0.03136126701663966,-0.1727147617798458,1.5928851688247547,0.2584864813138831,0.029817625042002145,0.0,0.23158878715037556,0.1622756532441047
CNP,CNP251219P00025000,Put,2025-12-19,25.0,0.6590085634747824,0.3,0.45,20.0,46,37.42,37.42,37.53,0.569340244140625,2025-12-19,0.2737850787132101,37.93577410918826,-0.4170187499134034,0.5565941118233966,0.616868364960718,0.5881376520369955,0.060274253137321376,-0.0656530825007372,3.624312336936237,0.5881376520369954,0.09470387344109236,0.0,0.0,0.1622756532441047
CNP,CNP251219P00040000,Put,2025-12-19,40.0,1.054413701559652,2.7,3.6,1.0,15,37.42,37.42,37.53,0.2624585473632813,2025-12-19,0.2737850787132101,37.93577410918826,0.05298487933233225,0.18230426758815213,0.30553992798396945,0.2453099782920221,0.12323566039581732,-0.6363104296819532,1.5116868944167012,0.24530997829202214,0.0164755606980513,0.14508331548102588,0.0,0.1622756532441047
