Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
EZPW,16.67,,16.44,16.67,"1,758",0.91,,31.01,33.89,-0.74,,-1.95,,"13,395",-0.91,,1.1065,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
MSTR,334.41,,332.64,339.63,"834,744",-1.31,-6.62,67.45,162.36,109.54,134.63,45.54,-28.15,"2,955,711",3.01,6.23,2.21,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
BSY,55.65,,54.97,55.83,"2,585",1.2,,25.13,25.68,-5.59,,76.93,,"62,622",0.35,,,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
AVDL,14.76,,14.36,14.77,"1,458",0.96,,49.82,68.66,4.16,,11.3,,"43,060",0.38,,0.8901,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
PANW,190.52,,190.03,192.79,"69,800",-0.26,,39.38,57.62,71.76,,-15.03,,"829,636",0.56,,1.0301,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
DOCN,32.62,,32.41,33.5,"2,402",-2.22,3.46,75.64,59.4,10.22,9.34,-57.27,-67.87,"93,748",-1.06,-0.42,0.9749,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171
IMCR,32.22,,31.85,32.83,957,-0.06,,43.79,55.74,-4.25,,0.74,,"20,139",0.0,,1.3756,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
PR,14.29,,14.23,14.48,"2,069",-1.11,3.85,46.5,42.6,26.87,7.36,-15.31,-41.49,"97,121",0.76,3.28,0.8933,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
RDFN,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BILL,46.42,,46.18,49.84,"23,797",-5.65,9.77,53.98,58.42,-25.2,-29.89,-58.13,279.48,"188,630",-1.53,31.22,0.9757,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
IRTC,169.98,,168.95,172.4,332,-0.87,0.51,49.51,58.22,-1.67,1.18,-1.48,-2.06,"3,714",-19.28,-16.33,1.0389,#F87171,#10B981,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171
CYTK,35.33,,35.22,37.74,"3,037",-5.41,-7.85,50.5,69.42,-37.68,2.28,-1.36,116.31,"83,699",2.31,9.22,0.9633,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
PEP,148.65,,146.87,149.22,"39,063",1.14,,24.38,36.49,17.84,,50.1,,"505,749",1.68,,0.936,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
EYE,22.94,,22.65,23.42,242,-1.97,,48.99,50.23,5.66,,-69.48,,"12,124",0.23,,1.3466,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
ENOV,30.9,,30.32,30.98,435,1.01,,57.6,51.79,-8.16,,-4.19,,"8,739",0.08,,1.0523,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NET,208.71,,206.0,214.43,"14,817",-2.21,,45.83,52.39,-9.91,,-30.6,,"188,051",3.17,,0.9608,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
VRNT,20.39,,20.36,20.41,"3,441",0.0,,53.58,37.68,-61.57,,-35.97,,"33,701",12.19,,,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
CNX,29.2,,29.06,29.4,702,-0.17,1.14,31.44,33.02,5.58,3.45,-10.57,2.18,"36,288",0.28,1.08,1.0408,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
BHR,2.76,,2.63,2.86,260,2.22,,65.05,38.93,-13.18,,-56.52,,"3,213",0.56,,0.7859,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
KHC,27.97,,27.19,28.08,"34,262",1.19,,24.69,27.71,-25.16,,-49.86,,"421,871",-0.73,,0.7502,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
NICE,141.35,,141.03,143.7,"2,298",-0.95,-0.81,42.3,39.4,2.56,3.93,-13.87,-68.09,"78,243",-0.04,-0.53,0.9891,#F87171,#F87171,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171
BFH,66.19,,65.31,67.33,"3,130",-0.75,6.14,42.24,38.35,-2.53,-4.07,84.23,540.08,"4,489",7.19,10.19,0.842,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
HLIT,9.62,,9.52,9.81,487,-1.03,,41.31,44.1,-3.65,,11.95,,"3,444",2.78,,1.2781,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
LAZR,1.7,,1.69,1.78,"12,347",-3.41,,93.46,152.05,5.88,,60.23,,"204,737",1.6,,0.7829,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
HCI,166.71,,162.12,166.99,"1,233",1.34,,31.23,55.66,60.18,,0.0,,"6,573",-0.78,,0.8251,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
TVTX,17.5,,17.43,17.94,"3,491",-1.13,,61.4,66.94,-16.52,,10.4,,"46,418",0.75,,0.7328,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
PRO,15.5,,15.23,15.58,"2,847",1.17,,51.74,49.99,1.93,,0.21,,"5,483",-3.74,,,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
HOUS,6.11,,6.05,6.34,"1,368",-1.93,,65.81,54.64,-8.94,,44.15,,"56,537",-0.86,,0.9884,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
ZS,277.05,,274.67,284.56,"17,826",-1.2,,37.8,76.39,48.45,,6.77,,"133,464",2.26,,1.0012,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SPCE,3.11,,3.07,3.15,"16,714",-0.64,,96.07,140.75,-4.88,,-3.05,,"256,830",1.38,,0.8564,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NOG,26.16,,26.07,26.47,"2,705",-0.15,4.22,59.95,54.11,5.26,13.56,0.22,10.86,"36,125",0.45,4.68,0.9021,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
MTSI,128.15,,127.1,133.96,842,-4.29,1.59,48.33,38.1,-0.66,-6.34,-61.41,68.74,"2,988",89.96,113.43,0.9849,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
CTO,17.28,,17.16,17.33,168,0.52,,23.51,30.81,37.43,,0.0,,"2,014",0.45,,0.7076,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
WKC,26.81,,26.6,26.97,41,0.0,,27.55,36.5,23.42,,0.0,,424,0.0,,2.0162,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TDOC,7.73,,7.66,7.91,"12,923",-2.03,,54.86,69.3,-9.9,,-2.39,,"322,168",0.7,,1.0489,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
RNG,30.51,,30.33,31.42,"2,391",-0.65,-1.17,58.07,51.13,-5.98,-52.4,1.66,-4.09,"24,849",0.45,1.75,1.098,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
Z,84.31,,84.12,85.7,"7,930",-1.16,,37.46,53.91,-6.38,,-6.1,,"164,027",0.08,,0.9695,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
LAC,2.99,,2.93,3.04,"2,900",0.67,,63.5,83.51,6.22,,-7.02,,"173,642",0.26,,0.8894,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
AMD,162.63,,161.9,168.55,"727,822",-3.53,,58.16,47.75,-15.71,,4.79,,"3,933,384",1.19,,1.0403,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
TGT,95.98,,95.67,97.22,"67,436",-0.86,,38.14,39.04,-0.78,,-15.16,,"704,481",2.09,,0.8332,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
BB,3.83,,3.79,3.95,"15,634",0.0,1.86,45.92,69.64,0.96,3.62,109.82,49.12,"305,592",0.08,3.91,0.9404,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
BA,234.68,,233.17,238.05,"90,004",-0.63,,35.76,41.38,-1.79,,52.3,,"1,059,406",0.42,,1.0039,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MLAB,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
EQT,51.84,,51.67,52.47,"23,622",-0.99,,36.76,34.48,-1.18,,55.96,,"350,462",0.45,,0.966,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
^TNX,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
EQX,8.76,,8.24,8.76,"14,877",5.93,9.23,49.71,71.03,26.16,24.56,454.7,58.96,"253,013",0.21,0.95,0.9711,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
MMSI,90.54,,89.83,91.3,744,0.54,1.22,31.41,72.15,203.08,202.78,-2.87,2.62,"1,152",0.0,3.5,0.4688,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#FFFFFF,#10B981
RCL,363.22,,357.15,366.46,"10,491",-0.72,,42.17,44.64,-14.23,,3.99,,"118,971",1.63,,0.9659,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
LCII,105.42,,104.19,106.3,491,-1.01,-1.85,37.37,56.48,1.86,-12.67,13.39,21.23,"1,301",-1.89,20.35,0.6841,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981,#F87171,#10B981
KRG,22.82,,22.45,22.84,61,1.02,0.22,26.19,31.93,-45.39,4.28,90.62,117.86,336,0.0,49.33,,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#10B981
FIVN,26.92,,26.66,27.28,"4,851",0.86,,54.05,95.2,12.19,,16.98,,"94,615",0.84,,1.1423,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SENS,0.46,,0.45,0.47,652,-0.11,,64.49,103.21,-8.96,,-12.37,,"88,815",0.54,,1.0466,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
TYL,562.88,,556.89,562.88,434,1.19,,28.32,29.23,-12.74,,0.93,,"1,737",0.0,,0.5676,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
U,39.41,,38.77,40.08,"155,183",-1.89,,68.31,80.82,16.56,,55.53,,"1,033,045",0.5,,0.9557,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
OKTA,92.77,,90.65,95.66,"106,726",0.19,,46.18,43.64,12.54,,84.45,,"287,377",2.83,,1.0816,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
VERX,25.82,,25.25,26.13,780,1.89,-0.12,49.56,51.92,7.82,-1.79,1.56,-10.14,"3,379",-1.77,8.37,1.3513,#10B981,#F87171,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981
JPM,301.42,,299.73,302.95,"75,113",0.12,,22.34,21.46,-4.79,,34.86,,"752,675",1.41,,0.9294,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ENVX,9.62,,9.26,9.88,"26,278",-3.12,-8.47,87.5,102.7,-0.47,27.37,6.93,38.49,"174,933",4.67,40.47,0.8596,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981
AWK,143.51,,142.94,144.54,621,0.41,,22.8,20.5,2.19,,5.61,,"15,850",0.35,,1.1092,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
REXR,41.41,,41.12,41.53,776,0.12,2.45,30.65,36.2,23.32,2.86,-12.71,-2.63,"18,421",0.86,3.01,0.8798,#10B981,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
WIX,141.08,,136.89,142.53,"4,883",1.59,7.02,51.94,49.37,6.19,-34.7,3.28,-36.29,"34,968",0.6,7.24,0.9217,#10B981,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981
UNIT,6.3,,6.27,6.59,"2,678",-4.4,,52.81,53.4,4.33,,314.55,,"43,796",0.75,,0.9179,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
V,351.78,,349.0,352.63,"29,450",0.55,,24.07,28.81,36.39,,48.0,,"375,150",0.56,,0.9518,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MTCH,37.34,,36.89,38.0,"31,188",0.81,0.11,37.21,34.16,2.3,-47.45,702.16,358.38,"169,604",-0.45,-3.88,0.7826,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#F87171,#F87171
QTWO,78.73,,78.03,79.15,513,-0.13,-0.99,43.46,33.73,-4.45,-29.81,27.61,28.25,"3,360",-0.06,2.88,0.3373,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
LYV,166.49,,165.6,167.0,"7,848",-0.08,,28.96,29.3,-1.18,,114.19,,"77,530",-3.11,,0.8954,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
PLUG,1.57,,1.56,1.63,"18,819",-3.68,,121.55,116.68,-5.66,,-19.5,,"1,073,143",0.57,,0.9018,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
ABBV,210.4,,207.9,211.0,"15,118",1.19,,26.87,20.75,-24.41,,14.59,,"312,604",0.11,,0.8876,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
NTNX,67.21,,65.96,67.72,"9,336",1.74,,40.18,48.47,23.04,,-28.97,,"139,046",1.31,,0.9725,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
PCRX,26.67,,26.17,26.95,658,-0.67,,43.73,59.13,17.25,,42.73,,"2,162",-1.1,,1.0774,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
ARRY,9.01,,8.96,9.16,"2,313",-1.1,,95.26,77.57,-6.64,,19.66,,"107,408",0.38,,0.9654,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BKNG,5599.05,,5587.75,5634.14,"10,484",-0.94,,27.03,29.21,-18.89,,10.32,,"33,505",1.89,,1.0479,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
PDD,120.22,,119.82,123.08,"111,352",-1.64,,41.1,40.02,3.4,,32.17,,"2,019,568",0.28,,1.0716,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MGNI,25.95,,25.65,26.63,"11,266",-2.15,7.41,67.7,59.81,-9.55,-2.37,-16.52,124.69,"109,986",0.15,1.48,1.0436,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
AKAM,79.13,,78.35,79.27,"3,151",0.94,1.92,37.2,28.3,-18.41,-29.36,2.74,-1.75,"91,957",1.98,3.44,1.0209,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
DUK,122.49,,122.13,123.19,"13,235",0.1,,16.42,14.43,18.42,,-30.08,,"134,892",3.68,,0.8425,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
FSLY,7.61,,7.53,7.72,"3,290",-1.42,,68.62,58.47,-11.07,,-34.93,,"106,240",-1.83,,1.0852,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
SIRI,23.64,,23.33,23.75,"15,651",1.16,0.83,41.0,48.18,8.84,8.38,36.01,16.56,"437,613",0.39,1.29,0.7861,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
DBRG,11.41,,11.22,11.48,"1,748",1.24,,54.65,54.84,24.36,,-19.19,,"87,708",0.11,,0.9217,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
GPRE,11.11,,10.86,11.24,"4,595",0.09,,78.47,101.06,26.76,,-63.69,,"88,824",1.93,,0.8728,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
INDI,4.53,,4.49,4.76,"3,678",-4.03,,85.5,84.53,-11.62,,22.36,,"113,880",-0.4,,0.8402,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
LAB,1.26,,1.24,1.31,276,-2.33,,73.68,79.0,-55.53,,0.0,,"2,235",0.13,,1.5545,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
CNP,37.71,,37.45,37.84,"1,887",0.61,,16.54,18.62,11.04,,85.18,,"31,354",-0.4,,1.1112,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MMM,155.53,,155.32,158.24,"19,267",-1.29,,31.35,26.86,-21.52,,32.0,,"161,703",0.27,,0.9032,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SPHR,45.31,,44.77,45.98,"4,884",-0.42,,57.99,56.03,-4.68,,74.8,,"34,767",0.51,,0.8035,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
NIO,6.38,,6.26,6.51,"336,465",-2.0,,64.26,93.56,0.51,,50.37,,"4,440,028",0.89,,0.881,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
HLX,6.59,,6.55,6.66,355,0.15,,57.51,51.68,-4.79,,1.72,,"4,512",-0.18,,0.8634,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
FARO,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
VREX,11.55,,11.43,11.6,221,0.7,,75.54,101.61,-7.64,,0.45,,872,0.35,,0.886,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
LPSN,0.93,,0.91,0.95,"2,087",-1.25,,97.0,163.39,35.04,,-76.5,,"76,293",-0.16,,0.7727,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
EB,2.65,,2.6,2.68,178,-0.38,,56.99,55.91,-4.43,,-16.04,,"18,403",0.01,,1.5548,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NMFC,10.66,,10.52,10.7,518,1.14,,23.85,48.28,-21.33,,7.47,,"1,324",-0.75,,,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
COLL,38.8,,38.04,38.85,85,1.17,,38.91,41.52,-74.43,,0.0,,344,-4.71,,1.0455,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
JAZZ,127.75,,125.56,128.13,646,1.28,3.77,38.63,54.69,17.7,3.0,-16.97,8.57,"11,314",0.27,6.83,0.8176,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
VATE,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
EVRG,71.26,,71.1,71.72,787,0.07,,17.75,13.42,-10.82,,60.94,,"3,190",0.63,,0.3139,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
PODD,339.88,,335.8,341.14,"1,878",0.68,,43.39,29.23,-0.02,,-29.48,,"11,325",1.11,,1.0605,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
LITE,132.81,,131.18,137.1,"5,595",-2.02,11.29,53.72,62.42,-20.05,-0.51,-41.02,6.67,"66,715",2.13,15.28,0.9907,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
FUBO,3.53,,3.52,3.81,"64,287",1.44,,72.07,82.43,-12.97,,151.01,,"576,042",1.65,,0.9253,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
FOUR,90.43,,90.0,92.06,"1,959",-1.2,-0.77,51.38,42.27,0.42,-0.22,3.0,23.67,"52,783",0.0,1.27,0.8844,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981,#FFFFFF,#10B981
LRN,163.19,,162.4,166.91,"1,326",-1.49,-1.2,41.32,39.76,38.7,-11.09,-8.93,-0.3,"16,151",-1.84,1.97,0.922,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981
LNT,65.07,,64.75,65.46,227,0.08,,18.38,15.75,14.93,,-0.87,,"2,227",-4.67,,0.7576,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
IIIV,31.45,,31.29,32.0,47,0.22,,38.94,36.68,-13.25,,0.0,,721,-0.69,,0.8788,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
INSG,12.33,,12.14,12.57,905,0.41,,71.82,76.95,3.79,,-22.18,,"8,026",1.06,,0.8214,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
SE,186.54,,185.07,187.99,"12,420",0.16,,49.42,37.7,-25.28,,-30.47,,"350,182",2.44,,1.0368,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
UBER,93.75,,91.61,96.15,"155,852",-2.3,,36.21,54.42,12.06,,85.82,,"1,536,665",0.95,,0.96,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SMTC,58.09,,57.61,60.11,"3,014",-4.08,13.7,66.03,52.3,-17.76,-28.61,-23.83,-25.96,"40,723",-0.22,26.15,1.0733,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981
GBX,46.63,,46.35,47.13,866,-0.83,,48.63,42.76,9.34,,14.25,,"3,674",-0.03,,0.8741,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MTN,163.8,,163.0,165.5,"1,028",-0.13,0.5,33.8,31.75,-6.01,-4.62,9.71,-26.62,"13,689",0.48,8.29,0.8668,#F87171,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
CBRL,59.82,,59.36,61.37,"3,607",-0.4,,60.18,53.78,-28.7,,-45.71,,"50,420",1.81,,0.8692,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
JAMF,9.32,,9.2,9.36,197,0.54,,44.58,58.65,-15.31,,-34.11,,"4,918",1.76,,1.3217,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
CMS,71.57,,71.12,71.9,"2,337",0.51,,17.29,26.1,41.75,,0.47,,"8,436",0.12,,0.8568,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BILI,23.26,,22.97,23.53,"15,740",3.75,-3.0,47.33,53.04,-7.79,-0.08,3.45,-24.7,"384,996",0.69,0.14,0.9827,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
CHGG,1.47,,1.38,1.47,"3,885",4.26,,106.88,134.43,-15.34,,-4.73,,"111,396",-3.01,,1.3583,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
SHAK,106.0,,104.38,106.08,"5,451",0.08,1.94,51.49,42.85,-7.55,-43.84,-22.13,-14.84,"45,071",5.44,7.56,0.9029,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
MIRM,73.87,,73.12,75.74,366,-2.2,3.29,42.92,34.29,-1.25,-52.35,-0.81,1.95,"2,407",-0.12,11.13,1.07,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
XMTR,49.48,,48.81,49.98,"1,028",-0.82,0.46,82.56,64.44,13.19,-17.28,-6.55,-19.44,"6,437",1.63,12.42,1.1173,#F87171,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981
MAXN,3.65,,3.55,3.71,869,-0.82,,105.23,147.77,-2.81,,-0.23,,"50,262",0.02,,0.6858,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
ASND,194.27,,191.19,194.75,"1,873",0.19,,37.05,51.39,-3.21,,0.92,,"8,777",-0.03,,1.0013,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
IMAX,28.56,,28.14,28.85,557,-0.56,,34.53,52.03,5.78,,-2.96,,"10,056",0.22,,0.8544,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
PTCT,49.33,,48.96,50.53,"1,696",-0.92,-2.45,61.94,41.79,-9.91,-13.85,1.25,100.47,"28,916",-0.09,2.36,0.9495,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
