Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d,IV_mid_binomial
CDP,CDP251017C00030000,Call,2025-10-17,30.0,1.3068116880134437,0.0,4.8,1.0,11.0,29.67,31.82,30.745,,2025-10-17,0.07392197125256673,22.956635814609715,0.2675903447003759,,,,,,,,,,0.1853437997615835,
CDP,CDP250919C00030000,Call,2025-09-19,30.0,0.965268218447297,0.0,1.75,11.0,21.0,29.67,31.82,30.745,,2025-09-19,-0.0027378507871321013,31.0794444763313,-0.035349269685635176,,,,,,,,,,0.1853437997615835,
CDP,CDP251219P00022500,Put,2025-12-19,22.5,1.9383475895326827,0.0,4.8,1.0,28.0,29.67,31.82,30.745,,2025-12-19,0.2464065708418891,11.607825201993073,0.6618358521504579,,,,,,,,,,0.1853437997615835,
CDP,CDP251219P00030000,Put,2025-12-19,30.0,2.584463452710244,0.9,2.15,1.0,3.0,29.67,31.82,30.745,,2025-12-19,0.2464065708418891,11.607825201993073,0.9495179246022389,,,,,,,,,,0.1853437997615835,
CDP,CDP251219P00025000,Put,2025-12-19,25.0,2.1537195439252033,0.0,0.85,1.0,77.0,29.67,31.82,30.745,,2025-12-19,0.2464065708418891,11.607825201993073,0.7671963678082843,,,,,,,,,,0.1853437997615835,
CDP,CDP251219C00040000,Call,2025-12-19,40.0,3.445951270280325,0.0,4.8,1.0,161.0,29.67,31.82,30.745,,2025-12-19,0.2464065708418891,11.607825201993073,1.23719999705402,,,,,,,,,,0.1853437997615835,
CDP,CDP260320C00030000,Call,2026-03-20,30.0,6.934488767936459,0.8,3.7,41.0,44.0,29.67,31.82,30.745,3.5508768778176094,2026-03-20,0.49555099247091033,4.3262021187074895,1.9365073333763283,,,,,19.158325675772648,,,,,0.1853437997615835,
CDP,CDP250919P00025000,Put,2025-09-19,25.0,0.8043901820394141,0.1,0.2,1.0,26.0,29.67,31.82,30.745,,2025-09-19,-0.0027378507871321013,31.0794444763313,-0.21767082647958988,,,,,,,,,,0.1853437997615835,
CDP,CDP260320C00035000,Call,2026-03-20,35.0,8.09023689592587,0.25,0.4,4.0,13.0,29.67,31.82,30.745,1.8741333573769918,2026-03-20,0.49555099247091033,4.3262021187074895,2.0906580132035866,,,,,10.111659304426576,,,,,0.1853437997615835,
CDP,CDP250919C00025000,Call,2025-09-19,25.0,0.8043901820394141,4.7,6.9,1.0,95.0,29.67,31.82,30.745,,2025-09-19,-0.0027378507871321013,31.0794444763313,-0.21767082647958988,,,,,,,,,,0.1853437997615835,
CDP,CDP251219C00030000,Call,2025-12-19,30.0,2.584463452710244,1.35,1.8,4.0,138.0,29.67,31.82,30.745,2.021681626082431,2025-12-19,0.2464065708418891,11.607825201993073,0.9495179246022389,,,,,10.907738099051684,,,,,0.1853437997615835,
