Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d,IV_mid_binomial
KRG,KRG251219P00020000,Put,2025-12-19,20.0,2.7247775644948007,0.0,0.95,1.0,6.0,22.03,26.03,24.03,,2025-12-19,0.2464065708418891,7.340048692638215,1.0023867970751548,,,,,,,,,,0.2322530344717852,
KRG,KRG251017C00025000,Call,2025-10-17,25.0,1.484779108700479,0.0,0.05,2.0,7.0,22.03,26.03,24.03,,2025-10-17,0.07392197125256673,16.837521388538875,0.3952660128406841,,,,,,,,,,0.2322530344717852,
KRG,KRG251121C00025000,Call,2025-11-21,25.0,2.3543972794417716,0.0,2.0,4.0,9.0,22.03,26.03,24.03,,2025-11-21,0.1697467488021903,10.618428851534992,0.8562847624156342,,,,,,,,,,0.2322530344717852,
KRG,KRG260220C00025000,Call,2026-02-20,25.0,7.822018466387432,0.0,3.1,5.0,9.0,22.03,26.03,24.03,,2026-02-20,0.4188911704312115,3.1961059804997047,2.0569426371573614,,,,,,,,,,0.2322530344717852,
KRG,KRG251121C00022500,Call,2025-11-21,22.5,2.1189575514975947,0.0,2.15,4.0,20.0,22.03,26.03,24.03,,2025-11-21,0.1697467488021903,10.618428851534992,0.750924246757808,,,,,,,,,,0.2322530344717852,
KRG,KRG251017P00022500,Put,2025-10-17,22.5,1.336301197830431,0.0,0.95,45.0,47.0,22.03,26.03,24.03,,2025-10-17,0.07392197125256673,16.837521388538875,0.28990549718285785,,,,,,,,,,0.2322530344717852,
KRG,KRG250919C00022500,Call,2025-09-19,22.5,0.9240754413808338,0.0,0.05,1.0,191.0,22.03,26.03,24.03,,2025-09-19,-0.0027378507871321013,24.348661367278137,-0.07896156415729443,,,,,,,,,,0.2322530344717852,
KRG,KRG251219C00025000,Call,2025-12-19,25.0,3.405971955618501,0.05,0.25,113.0,153.0,22.03,26.03,24.03,1.4210105776186437,2025-12-19,0.2464065708418891,7.340048692638215,1.2255303483893645,,,,,6.118372493390489,,,,,0.2322530344717852,
KRG,KRG251219C00012500,Call,2025-12-19,12.5,1.7029859778092504,7.8,11.0,1.0,3.0,22.03,26.03,24.03,,2025-12-19,0.2464065708418891,7.340048692638215,0.5323831678294191,,,,,,,,,,0.2322530344717852,
KRG,KRG250919C00020000,Call,2025-09-19,20.0,0.8214003923385189,1.6,2.6,6.0,7.0,22.03,26.03,24.03,,2025-09-19,-0.0027378507871321013,24.348661367278137,-0.19674459981367787,,,,,,,,,,0.2322530344717852,
KRG,KRG251017C00022500,Call,2025-10-17,22.5,1.336301197830431,0.2,0.4,1.0,119.0,22.03,26.03,24.03,1.7625184338549906,2025-10-17,0.07392197125256673,16.837521388538875,0.28990549718285785,,,,,7.588785386005825,,,,,0.2322530344717852,
KRG,KRG251219P00025000,Put,2025-12-19,25.0,3.405971955618501,3.0,3.7,4.0,4.0,22.03,26.03,24.03,,2025-12-19,0.2464065708418891,7.340048692638215,1.2255303483893645,,,,,,,,,,0.2322530344717852,
