Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d,IV_mid_binomial
INN,INN250919P00005000,Put,2025-09-19,5.0,0.8350623910974141,0.0,0.75,8.0,202.0,5.88,5.92,5.9,,2025-09-19,-0.0027378507871321013,5.98757656111078,-0.1802488370455299,,,,,,,,,,0.41988727851579905,
INN,INN260320C00007500,Call,2026-03-20,7.5,18.349932939735954,0.0,0.3,4.0,305.0,5.88,5.92,5.9,,2026-03-20,0.49555099247091033,0.4087208397235658,2.909625919983599,,,,,,,,,,0.41988727851579905,
INN,INN251017C00005000,Call,2025-10-17,5.0,1.2615161898899527,0.8,1.35,,10.0,5.88,5.92,5.9,3.2948747447206954,2025-10-17,0.07392197125256673,3.963484606912711,0.23231432285725076,,,,,7.847045893762937,,,,,0.41988727851579905,
INN,INN250919C00002500,Call,2025-09-19,2.5,0.41753119554870705,3.2,4.1,50.0,4.0,5.88,5.92,5.9,,2025-09-19,-0.0027378507871321013,5.98757656111078,-0.8733960176054753,,,,,,,,,,0.41988727851579905,
INN,INN251219C00005000,Call,2025-12-19,5.0,3.19278916180164,0.75,1.3,1.0,39.0,5.88,5.92,5.9,5.161105705022147,2025-12-19,0.2464065708418891,1.5660288689963417,1.1608948801718448,,,,,12.291645803762904,,,,,0.41988727851579905,
INN,INN250919P00007500,Put,2025-09-19,7.5,1.2525935866461213,1.5,1.75,5.0,5.0,5.88,5.92,5.9,,2025-09-19,-0.0027378507871321013,5.98757656111078,0.2252162710626346,,,,,,,,,,0.41988727851579905,
INN,INN260320C00002500,Call,2026-03-20,2.5,6.1166443132453185,3.3,3.8,3.0,5.0,5.88,5.92,5.9,,2026-03-20,0.49555099247091033,0.4087208397235658,1.8110136313154896,,,,,,,,,,0.41988727851579905,
INN,INN250919C00005000,Call,2025-09-19,5.0,0.8350623910974141,0.8,1.05,232.0,509.0,5.88,5.92,5.9,,2025-09-19,-0.0027378507871321013,5.98757656111078,-0.1802488370455299,,,,,,,,,,0.41988727851579905,
INN,INN260320C00005000,Call,2026-03-20,5.0,12.233288626490637,1.05,1.25,1.0,63.0,5.88,5.92,5.9,,2026-03-20,0.49555099247091033,0.4087208397235658,2.504160811875435,,,,,,,,,,0.41988727851579905,
