Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d,IV_mid_binomial
HCAT,HCAT251017C00002500,Call,2025-10-17,2.5,0.8613343412820639,0.0,0.65,4.0,66,2.82,2.96,2.8899999999999997,,2025-10-17,0.07392197125256673,2.9024733836559258,-0.14927253252932457,,,,,,,,,,0.7326659852057216,
HCAT,HCAT260116C00002500,Call,2026-01-16,2.5,0.8496350886258586,0.0,0.9,60.0,108,2.82,2.96,2.8899999999999997,,2026-01-16,0.32306639288158795,2.9424396820090473,-0.16294832917561217,,,,,,,,,,0.7326659852057216,
HCAT,HCAT260417P00002500,Put,2026-04-17,2.5,0.839845775834971,0.0,0.8,5.0,150,2.82,2.96,2.8899999999999997,,2026-04-17,0.5722108145106092,2.97673700568954,-0.1745370041978202,,,,,,,,,,0.7326659852057216,
HCAT,HCAT250919C00005000,Call,2025-09-19,5.0,1.7303797966027565,0.0,0.05,1.0,271,2.82,2.96,2.8899999999999997,,2025-09-19,-0.0027378507871321013,2.8895390536901018,0.548340920023802,,,,,,,,,,0.7326659852057216,
HCAT,HCAT250919P00002500,Put,2025-09-19,2.5,0.8651898983013783,0.0,0.05,1.0,360,2.82,2.96,2.8899999999999997,,2025-09-19,-0.0027378507871321013,2.8895390536901018,-0.14480626053614332,,,,,,,,,,0.7326659852057216,
HCAT,HCAT251017C00005000,Call,2025-10-17,5.0,1.7226686825641278,0.0,0.1,4.0,680,2.82,2.96,2.8899999999999997,,2025-10-17,0.07392197125256673,2.9024733836559258,0.5438746480306207,,,,,,,,,,0.7326659852057216,
HCAT,HCAT251017P00002500,Put,2025-10-17,2.5,0.8613343412820639,0.0,0.1,2.0,1822,2.82,2.96,2.8899999999999997,,2025-10-17,0.07392197125256673,2.9024733836559258,-0.14927253252932457,,,,,,,,,,0.7326659852057216,
HCAT,HCAT260116C00005000,Call,2026-01-16,5.0,1.6992701772517171,0.05,0.25,2.0,2936,2.82,2.96,2.8899999999999997,0.9069821701729037,2026-01-16,0.32306639288158795,2.9424396820090473,0.5301988513843331,,,,,1.2379204009562923,,,,,0.7326659852057216,
HCAT,HCAT251017P00005000,Put,2025-10-17,5.0,1.7226686825641278,1.95,2.3,1.0,3,2.82,2.96,2.8899999999999997,1.3075775331886168,2025-10-17,0.07392197125256673,2.9024733836559258,0.5438746480306207,,,,,1.784684371312077,,,,,0.7326659852057216,
HCAT,HCAT260116P00002500,Put,2026-01-16,2.5,0.8496350886258586,0.25,0.55,20.0,1225,2.82,2.96,2.8899999999999997,0.9920868958716241,2026-01-16,0.32306639288158795,2.9424396820090473,-0.16294832917561217,,,,,1.3540780053997745,,,,,0.7326659852057216,
HCAT,HCAT260116P00005000,Put,2026-01-16,5.0,1.6992701772517171,2.0,2.4,20.0,140,2.82,2.96,2.8899999999999997,0.9650097329628687,2026-01-16,0.32306639288158795,2.9424396820090473,0.5301988513843331,,,,,1.3171209697853088,,,,,0.7326659852057216,
HCAT,HCAT250919P00005000,Put,2025-09-19,5.0,1.7303797966027565,2.05,2.15,75.0,96,2.82,2.96,2.8899999999999997,,2025-09-19,-0.0027378507871321013,2.8895390536901018,0.548340920023802,,,,,,,,,,0.7326659852057216,
