Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d,IV_mid_binomial
PMT,PMT251219P00007500,Put,2025-12-19,7.5,15.901134298121383,0.05,0.15,10.0,19818,12.08,12.09,12.085,,2025-12-19,0.2464065708418891,0.471664464898336,2.7663904461861337,,,,,,,,,,0.19901248815722503,
PMT,PMT260116P00010000,Put,2026-01-16,10.0,58.18195376029864,0.25,0.5,50.0,888,12.08,12.09,12.085,,2026-01-16,0.32306639288158795,0.17187459948833234,4.063575233807764,,,,,,,,,,0.19901248815722503,
PMT,PMT260116P00007500,Put,2026-01-16,7.5,43.63646532022398,0.1,0.25,96.0,10412,12.08,12.09,12.085,,2026-01-16,0.32306639288158795,0.17187459948833234,3.7758931613559836,,,,,,,,,,0.19901248815722503,
PMT,PMT251219P00010000,Put,2025-12-19,10.0,21.201512397495176,0.2,0.4,7.0,2219,12.08,12.09,12.085,,2025-12-19,0.2464065708418891,0.471664464898336,3.054072518637915,,,,,,,,,,0.19901248815722503,
PMT,PMT260417P00007500,Put,2026-04-17,7.5,1162.1113282532056,0.2,0.35,24.0,918,12.08,12.09,12.085,,2026-04-17,0.5722108145106092,0.006453770665219666,7.057993740269437,,,,,,,,,,0.19901248815722503,
PMT,PMT250919P00012500,Put,2025-09-19,12.5,0.997731329792035,0.35,0.5,7.0,134,12.08,12.09,12.085,,2025-09-19,-0.0027378507871321013,12.528422859694576,-0.0022712475390351955,,,,,,,,,,0.19901248815722503,
PMT,PMT260116P00012500,Put,2026-01-16,12.5,72.7274422003733,1.05,1.4,1.0,91,12.08,12.09,12.085,,2026-01-16,0.32306639288158795,0.17187459948833234,4.286718785121975,,,,,,,,,,0.19901248815722503,
PMT,PMT251219P00017500,Put,2025-12-19,17.5,37.10264669561656,5.2,6.0,4.0,9,12.08,12.09,12.085,,2025-12-19,0.2464065708418891,0.471664464898336,3.6136883065733376,,,,,,,,,,0.19901248815722503,
PMT,PMT260417C00012500,Call,2026-04-17,12.5,1936.8522137553425,0.4,0.55,150.0,189,12.08,12.09,12.085,,2026-04-17,0.5722108145106092,0.006453770665219666,7.568819364035427,,,,,,,,,,0.19901248815722503,
PMT,PMT251219C00012500,Call,2025-12-19,12.5,26.50189049686897,0.3,0.4,2.0,494,12.08,12.09,12.085,7.473757564072504,2025-12-19,0.2464065708418891,0.471664464898336,3.2772160699521247,,,,,37.55421397559756,,,,,0.19901248815722503,
PMT,PMT260417P00010000,Put,2026-04-17,10.0,1549.4817710042742,0.55,0.65,12.0,103,12.08,12.09,12.085,,2026-04-17,0.5722108145106092,0.006453770665219666,7.345675812721217,,,,,,,,,,0.19901248815722503,
PMT,PMT251017P00012500,Put,2025-10-17,12.5,2.736570044981933,0.75,0.9,17.0,709,12.08,12.09,12.085,,2025-10-17,0.07392197125256673,4.56776175816195,1.0067053278326024,,,,,,,,,,0.19901248815722503,
PMT,PMT260417C00010000,Call,2026-04-17,10.0,1549.4817710042742,2.05,2.25,10.0,35,12.08,12.09,12.085,,2026-04-17,0.5722108145106092,0.006453770665219666,7.345675812721217,,,,,,,,,,0.19901248815722503,
PMT,PMT250919C00010000,Call,2025-09-19,10.0,0.7981850638336281,2.0,2.2,16.0,39,12.08,12.09,12.085,,2025-09-19,-0.0027378507871321013,12.528422859694576,-0.2254147988532449,,,,,,,,,,0.19901248815722503,
PMT,PMT251219P00012500,Put,2025-12-19,12.5,26.50189049686897,0.95,1.15,5.0,3837,12.08,12.09,12.085,,2025-12-19,0.2464065708418891,0.471664464898336,3.2772160699521247,,,,,,,,,,0.19901248815722503,
PMT,PMT251017P00015000,Put,2025-10-17,15.0,3.283884053978319,3.1,3.3,10.0,15,12.08,12.09,12.085,,2025-10-17,0.07392197125256673,4.56776175816195,1.189026884626557,,,,,,,,,,0.19901248815722503,
PMT,PMT251017C00010000,Call,2025-10-17,10.0,2.1892560359855464,2.05,2.25,20.0,74,12.08,12.09,12.085,6.546465050380149,2025-10-17,0.07392197125256673,4.56776175816195,0.7835617765183928,,,,,32.89474500317926,,,,,0.19901248815722503,
PMT,PMT251219P00020000,Put,2025-12-19,20.0,42.40302479499035,8.0,8.5,25.0,48,12.08,12.09,12.085,,2025-12-19,0.2464065708418891,0.471664464898336,3.74721969919786,,,,,,,,,,0.19901248815722503,
PMT,PMT251219P00015000,Put,2025-12-19,15.0,31.802268596242765,3.2,3.4,1.0,146,12.08,12.09,12.085,,2025-12-19,0.2464065708418891,0.471664464898336,3.459537626746079,,,,,,,,,,0.19901248815722503,
PMT,PMT260417P00012500,Put,2026-04-17,12.5,1936.8522137553425,1.6,1.7,5.0,155,12.08,12.09,12.085,,2026-04-17,0.5722108145106092,0.006453770665219666,7.568819364035427,,,,,,,,,,0.19901248815722503,
