Ticker,Date,High,Low,Close,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252
F,1973-06-05,0.1917424821194636,0.18672963775252616,0.19007153809070587,37.986598528991024,31.31529313155092,27.855361209027063,24.913252363025627,22.867888931804718
F,1973-06-06,0.1921601587152954,0.18756505491982697,0.19090694189071655,37.44500906063022,31.324302843900043,27.745279228356544,24.91982094714494,22.872536212169813
F,1973-06-07,0.19424895959553495,0.19132479750235346,0.1925780028104782,37.37525198236221,31.392180230714683,27.615868236817363,24.942437747074923,22.890760635826837
F,1973-06-08,0.19383123517036438,0.1913248120824427,0.19383123517036438,37.38295314922516,31.437025023088754,27.656025765148478,24.955791142858473,22.874343689426386
F,1973-06-11,0.19508435070697022,0.19007151912099288,0.19424888491630554,36.782733725228006,31.436063223088727,27.645387918677265,24.954623149081222,22.86918023882464
F,1973-06-12,0.19633761048316956,0.19341344887869,0.19633761048316956,36.487899471721164,31.524707806643605,27.711486460930285,24.97456843954745,22.883283906507305
F,1973-06-13,0.1971731275151228,0.19132481507235738,0.19174255430698395,37.033779599978274,31.529284196595537,27.808883741412217,24.97775208075967,22.996636791492833
F,1973-06-14,0.1938312531477545,0.19048935129368255,0.19216030836105347,36.73666672933584,31.5301921563434,27.819353259701696,24.96036199917052,22.997938843950134
F,1973-06-15,0.19174241977376913,0.18923599840527178,0.19090694189071655,35.105484062172685,31.440280856371245,27.80219354031066,24.969305141105995,22.99225800422939
F,1973-06-18,0.19007154014286187,0.18631180244141915,0.18672963976860046,35.4551868679037,31.654110201766127,27.96808741590036,25.089004153360843,23.04110302325894
F,1973-06-19,0.18881834682913368,0.18296992525776581,0.1850586086511612,35.47650212909509,31.628424412104046,27.97853369003948,25.035451591243525,23.054428699686166
F,1973-06-20,0.18547641077178786,0.18046357629373339,0.18296998739242554,35.517994701914375,31.687815948869762,28.007198253820974,25.010520020097783,23.075786655737875
F,1973-06-21,0.18255216298289234,0.1775393188991228,0.17795705795288086,34.62990871374132,32.02584675167995,28.28311223978041,25.191660982425574,23.230201372849805
F,1973-06-22,0.18714737712609772,0.1812989563498779,0.1817166954278946,35.38587790424159,32.372409009166304,28.536882077020547,25.323344480792763,23.325869609692894
F,1973-06-25,0.18046349266083878,0.17795707044303738,0.17921027541160583,34.3861094119045,32.00477440879048,28.579001882727127,25.31428065702964,23.34656378506339
F,1973-06-26,0.1833877266690976,0.17837489219104313,0.18296998739242554,33.688355236518966,32.282806591876515,27.742485505544135,25.44415510612625,23.438133774185175
F,1973-06-27,0.18296998739242554,0.18046357629373339,0.18296998739242554,31.936688928927154,32.28410201140762,27.742485505544135,25.437671320310844,23.437738296188414
F,1973-06-28,0.18380536139011383,0.18255215655363954,0.18380536139011383,31.998122538355656,32.24815890041895,27.754056598545695,25.445410593494426,23.44065540569514
F,1973-06-29,0.1838052436570178,0.1821343008517896,0.1825520396232605,31.926026314452027,32.261215262074394,27.762709130085568,25.449536197831797,23.434791309504288
F,1973-07-02,0.1817166075336416,0.17962792543449416,0.18004566431045532,31.57450135686833,32.310220081236274,27.818560595785836,25.475737378506537,23.472172439869972
F,1973-07-03,0.18004575357776112,0.17795707044303738,0.17921027541160583,31.58203053018197,32.28948303625693,27.82018355777253,25.47924978335191,23.473398498275973
F,1973-07-05,0.18046338730738593,0.17879243195056915,0.17879243195056915,31.046281805731326,31.500374508742546,27.71590076865671,25.467516116736448,23.462846910803044
F,1973-07-06,0.17879249349608814,0.17586834517639746,0.17712154984474182,30.92488211998401,31.49832647707566,27.733730117714167,25.429264990901242,23.477124317874033
F,1973-07-09,0.17921017078977333,0.1758682846374544,0.17879243195056915,22.084152149020483,30.628423576311377,27.60945169870503,25.45153598382767,23.49197958280394
F,1973-07-10,0.1817166075336416,0.17962792543449416,0.18004566431045532,20.98272961054139,30.600062125369725,27.42251138352851,25.465586690333964,23.471650967028094
F,1973-07-11,0.18756505846977234,0.18046343492611527,0.18756505846977234,23.721434221809158,31.877281609725376,28.17972281052445,25.933351719952885,23.83192441015375
F,1973-07-12,0.18923608596394595,0.18464088179701493,0.1850586086511612,23.652849228267307,31.658073804180304,27.983258884626267,25.970685554535656,23.840311671304743
F,1973-07-13,0.18380537853731377,0.18088121727186118,0.1817166954278946,23.820967865560227,31.610028300253894,28.071068366036005,25.96384081953102,23.900729789884622
F,1973-07-16,0.18464085435655625,0.18129895405538163,0.1833876371383667,23.977980656183018,31.697725963822705,28.099249243000692,25.988592326952038,23.907453493623173
F,1973-07-17,0.18464094780575316,0.18046357952556233,0.1808813065290451,23.89277537963168,31.392817014841444,28.157871134864994,25.963254463266733,23.94512186931341
F,1973-07-18,0.1838054659457697,0.18088130328973528,0.18296998739242554,23.676817521168793,31.4554703276648,27.993574830136307,25.996630428631395,23.973912231218502
F,1973-07-19,0.1833877266690976,0.1812990425664074,0.18296998739242554,23.619848619112098,31.062415891422763,27.956391966767587,25.994727657252977,23.973912231218502
F,1973-07-20,0.1854761838912964,0.18213429832716302,0.1854761838912964,23.843515236497655,31.088857540303817,27.957054519441645,26.022477435357466,23.992076621444173
F,1973-07-23,0.18881824588475088,0.18589398753974473,0.1884005069732666,24.24608802274102,31.25201045703444,28.0672089840318,26.093303236291103,24.036983800535918
F,1973-07-24,0.19052692112844904,0.18754985476651084,0.19010163843631744,24.402488301836243,30.94930126524406,28.08586821638656,26.11334161804463,24.015224653872373
F,1973-07-25,0.1922280562175973,0.19052693780262653,0.19137749075889587,24.26688570714685,30.72596314924484,27.96141545217666,25.983378859100586,23.983046130785084
F,1973-07-26,0.1930786818265915,0.18967633141481838,0.1930786818265915,23.424544047306288,30.77570583755917,27.962140492252345,25.79326906823113,23.839924575528435
F,1973-07-27,0.19690626823527527,0.1930787462073257,0.1939292997121811,23.44937705207911,30.634546218766097,27.904619428007,25.473522948382065,23.834515917576436
F,1973-07-30,0.19435440003871918,0.1935038473333132,0.19435440003871918,23.36416586923485,29.77224316177806,27.85842422097593,25.44014508886223,23.833082665275246
F,1973-07-31,0.19435445736191884,0.19137749075889587,0.19137749075889587,22.874219857144553,29.896737414218244,27.86383740657925,25.492033735793306,23.878575896830476
F,1973-08-01,0.19052704013204505,0.1888258082814777,0.18967637419700623,22.8719656921054,29.920738597801765,27.887321461261628,25.376920466657126,23.872678439396534
F,1973-08-02,0.18882575631141663,0.1875499202917079,0.18882575631141663,22.6400568346998,29.925332143302846,27.87393796361896,25.318361425531137,23.876164198281018
F,1973-08-03,0.19010170485304345,0.18840047347070193,0.18882575631141663,20.93339960943996,28.853539733408567,27.86990050732101,25.298149565022822,23.876164198281018
F,1973-08-06,0.18967624361105398,0.18840039561614122,0.18925096094608307,20.151050722144593,28.826288481353668,27.872956986509585,25.210027771839815,23.837124575516647
F,1973-08-07,0.18882564087793022,0.18372228741645813,0.18372228741645813,21.64895954580091,28.649641852640645,28.225801656110033,25.42243138141316,23.95010672356746
F,1973-08-08,0.18372243936029992,0.18032018840312958,0.18032018840312958,21.511659668388035,28.027633172122062,28.349166163391526,25.425993790001716,24.013853182333428
F,1973-08-09,0.1832971750268464,0.18032020670005683,0.1815960556268692,21.622283253963328,27.088141144382565,28.16413659847986,25.257113509687855,24.025074989638146
F,1973-08-10,0.18244655430316925,0.1803201525659572,0.18244655430316925,21.6245754513616,27.11472100118119,28.17552331015482,25.261875846267557,24.029153497666563
F,1973-08-13,0.18329712748527527,0.18074544279591742,0.18329712748527527,21.57650525309485,27.065658919867047,28.118244360831547,25.246719749630188,23.991306617837704
F,1973-08-14,0.18372228741645813,0.18287172225499893,0.18372228741645813,21.17234950611932,26.71795772564917,28.068309466898622,25.24597771720233,23.991779209200494
F,1973-08-15,0.18499825152015653,0.18329713251472007,0.1841476857662201,21.1162924276275,26.72398333681069,28.03552457826542,25.2337003638213,23.979599187928883
F,1973-08-16,0.18542350286796846,0.18202125293317303,0.18287181854248047,21.22004105557283,26.490974201956035,28.050486600063746,25.182501308635675,23.979688414875334
F,1973-08-17,0.18329712748527527,0.1815960085265154,0.18329712748527527,21.004053994991846,26.4257659887158,27.99899061884263,25.125270015294927,23.971653357488503
F,1973-08-20,0.1832971750268464,0.1815960556268692,0.1815960556268692,21.065722861362293,21.867447535011674,28.023579663723723,25.134675533172384,23.843781399845962
F,1973-08-21,0.1824463911969985,0.18031999136077737,0.18074527382850647,21.02614971849843,21.069774769785646,27.740864687047402,25.087157479930333,23.779802464924753
F,1973-08-22,0.18117055629623557,0.17904415646001445,0.18074527382850647,17.10845817916214,20.507864559199966,27.673961551715998,25.075381529087533,23.779802464924753
F,1973-08-23,0.18329710134713417,0.18074541702164618,0.18287181854248047,17.10043224072784,20.48595280416247,27.749720886689545,25.11351810253374,23.80771893583374
F,1973-08-24,0.1828719260045383,0.1803202401795888,0.18117080628871918,16.478412140384936,20.348312311049586,27.72737236526944,24.98175288934763,23.771411591937856
F,1973-08-27,0.18202135989540794,0.180745523234154,0.18117080628871918,16.243627026429305,20.31474166038502,27.72466358943043,24.979308796431166,23.443285786681212
F,1973-08-28,0.18244655430316925,0.18074543541388674,0.18244655430316925,15.871107540208895,20.142048149700884,27.718708090661288,24.9823008263489,23.416405842436046
F,1973-08-29,0.18967633816193408,0.18287184963775185,0.1841476857662201,15.74859493277386,19.971520932055537,27.75574138633587,24.992309398939742,23.40641784389638
F,1973-08-30,0.18627406656742096,0.18287182894158965,0.18627406656742096,16.083028851409164,20.098610817629048,27.325796914665716,25.00516157603489,23.437960243232055
F,1973-08-31,0.1879752278327942,0.18627409624640287,0.1879752278327942,15.816824734970645,20.10604682676395,27.3629581056387,25.026933942429746,23.40195012688294
F,1973-09-04,0.18925103915213132,0.1871246374509932,0.18882575631141663,15.204658082376515,20.0812297153932,26.773553297009865,25.0376553065681,23.396792172055257
F,1973-09-05,0.189676321992846,0.18797520313242258,0.18882575631141663,14.968094643923656,20.074223251549903,26.683776462079734,25.03174526997834,23.30062344586931
F,1973-09-06,0.18925102270139102,0.1875499039888382,0.1875499039888382,14.936502925378816,19.978235135458213,26.678629930216836,24.97941630307958,23.308798542151514
