Rank,Ticker,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
1,NTNX,N/A,66.05999755859375,66.69950103759766,62.15999984741211,N/A,N/A,-5.086208323472304,N/A,-5.363936065936671,N/A,-9.952193326628278,N/A,34.59580373409187,29.74359350820925,40.09692122979971,-5.6353202739678085,N/A,35.66343022847687,61.60755856669403,48.84090316446508,11.155378486055776,10.345911313750328,44.96333736799573,46.19984156375077,39.39329965231024,N/A,N/A,N/A,N/A,N/A,N/A,-24.59755492816893,N/A,0.7036215774894714,13144,-58.31536217176202,N/A,137244,20.983779971791254,N/A
2,WGO,N/A,35.810001373291016,36.595001220703125,35.209999084472656,N/A,N/A,-1.809706129204744,N/A,-0.42176538584183676,N/A,-1.8399773266383816,N/A,48.75294555608393,51.13827185163845,55.8043219214006,0.1543377774596743,N/A,34.66637487751006,59.78914780915087,46.17890564196691,80.47808764940238,87.08784048086117,52.21491110066136,48.913785440477554,52.57798803911666,65.81978857071675,32.03763652846473,N/A,65.81978857071675,32.03763652846473,N/A,7.448401536990247,N/A,3.2263338822839387,1672,21.6,N/A,20946,0.6680444081318787,N/A
3,BTSG,N/A,23.729999542236328,24.23500061035156,23.600000381469727,N/A,N/A,-0.8357741763011816,-0.9599313481834811,0.5810388088265084,,-0.6734000247088492,,42.41253005346624,40.09444852578938,48.48943255768253,-0.7510016058516128,,45.46082740746989,56.30372081968873,50.55485554625189,29.25170068027211,25.17560069928612,48.62428156144527,46.85132081214339,50.261048762024195,N/A,N/A,N/A,N/A,N/A,N/A,-1.543963275726894,9.24751753787457,-1.7716162043416688,175,1.1560693641618496,-17.452830188679243,2463,0.04061738424045491,1.8610421836228286
4,INVA,N/A,20.030000686645508,20.059999465942383,19.600000381469727,N/A,N/A,0.957663974779929,N/A,-1.0360186831710503,N/A,-1.0100952691779579,N/A,29.327802669538507,26.47308774695942,23.61273373376351,-0.850794370014253,N/A,15.44060311145434,23.81535341985866,17.948450969069462,97.60956175298804,99.72696722124307,20.446664260023788,19.53807323547891,40.041266185851065,N/A,N/A,N/A,N/A,N/A,N/A,43.71235241384557,N/A,-16.428532452087556,65,1.5625,N/A,2209,0.1359927470534905,N/A
5,CBRL,N/A,60.060001373291016,62.33000183105469,59.45690155029297,N/A,N/A,-3.641906611709241,N/A,-1.2984951306583619,N/A,1.3676658486373883,N/A,55.32755657439894,62.65617440678428,60.24875152077915,0.4006598664090363,N/A,47.7912655945672,66.89875633871306,56.55853574134239,61.75298804780876,72.88198197265795,60.63844239762199,57.95146734796048,75.42594287024363,N/A,N/A,N/A,N/A,N/A,N/A,38.0407055040145,N/A,-15.17719134946448,6644,-69.5773616008059,N/A,49524,10.978151260504202,N/A
6,SKIN,N/A,2.039999961853028,2.0899999141693115,2.0199999809265137,N/A,N/A,-0.48780442418827646,N/A,-0.47619004368509765,N/A,0.0,N/A,101.15465572924592,96.43760538822748,130.58271178883888,-0.8474083762888668,N/A,68.99881799135488,136.66619069877277,101.6383954299628,86.85258964143426,92.22038547017776,112.19081273586444,106.37257759188483,118.1933252208554,145.35615735099228,13.681585773166944,N/A,145.35615735099228,13.681585773166944,N/A,8.4383650961742,N/A,12.389386567983479,259,0.0,N/A,11000,0.04547521600727603,N/A
7,VATE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,EEFT,N/A,94.01000213623048,94.86499786376952,92.56999969482422,N/A,N/A,0.10648330339854428,0.010640570457960597,-0.9398021527854827,,-1.3428563483342435,,30.795293019195185,29.694362505232725,35.65024543414172,-6.1521733185010135,,21.282127363920164,42.813394599412646,31.517088734551876,60.95617529880478,70.70689113555714,36.27151562508969,32.78015216167248,31.23706259412896,32.71278207560819,3.383467732383955,-0.3076072550644083,32.71278207560819,3.383467732383955,-0.3076072550644083,0.4885180924588661,-1.3291391954989553,4.413182840012762,459,2.0,2.0,3909,-0.025575447570332477,14.398595258999123
9,PR,N/A,14.449999809265137,14.470000267028809,14.06999969482422,N/A,N/A,2.1201427478626704,9.969554274845011,1.330535977664787,,2.1860675448541853,,31.31230896219576,32.568347880895644,46.47358004941699,-8.965432402631894,,30.28673966145127,58.70998292393504,42.223713908830995,60.55776892430279,63.83265109189511,47.83168427452,44.01314666530385,33.576208919616995,33.901033463510835,2.8840324095398415,N/A,33.901033463510835,2.8840324095398415,N/A,-2.7498884176309737,N/A,12.897371129799993,2443,21.000495294700347,37.8668171557562,96393,0.2152080344332855,2.930090016978291
10,WIX,N/A,138.8699951171875,139.14999389648438,134.8000030517578,N/A,N/A,1.8257736803240172,9.51892095815086,1.8891311663626902,,1.7358513598172172,,49.07080628221504,40.57890996144466,51.94824822971995,-0.4941659435701252,,32.399959863729904,54.88521586996209,45.50680612183584,76.49402390438247,84.69567612864621,47.922312671459785,46.72815193426791,46.488706029739774,48.79213093383131,6.39159391803238,-2.0509556360999723,48.79213093383131,6.39159391803238,-2.0509556360999723,0.4723681817627316,-1.663315501401686,5.459542199980177,4728,-4.0389689466206615,-11.626168224299066,34759,0.2335774842839841,6.802888308495929
