Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
SATS,34.98,36.85,35.8,#FFFFFF,#FFFFFF,#FFFFFF
CABO,74.17,148.14,197.08,#FFFFFF,#FFFFFF,#FFFFFF
IONS,61.16,53.8,69.25,#FFFFFF,#FFFFFF,#FFFFFF
INVA,108.36,89.11,100.83,#FFFFFF,#FFFFFF,#FFFFFF
TPIC,4145.45,3036.36,15890.91,#FFFFFF,#FFFFFF,#FFFFFF
OPEN,5.24,11.75,21.55,#FFFFFF,#FFFFFF,#FFFFFF
GPRO,39.31,36.41,58.01,#FFFFFF,#FFFFFF,#FFFFFF
MNKD,69.94,96.85,123.56,#FFFFFF,#FFFFFF,#FFFFFF
ETSY,92.64,74.41,89.08,#FFFFFF,#FFFFFF,#FFFFFF
MLAB,146.73,191.33,192.39,#FFFFFF,#FFFFFF,#FFFFFF
AORT,75.72,61.15,62.5,#FFFFFF,#FFFFFF,#FFFFFF
RUN,39.16,41.42,127.59,#FFFFFF,#FFFFFF,#FFFFFF
ZD,81.93,109.02,137.7,#FFFFFF,#FFFFFF,#FFFFFF
DAY,82.69,85.51,86.51,#FFFFFF,#FFFFFF,#FFFFFF
SABR,142.93,190.22,176.09,#FFFFFF,#FFFFFF,#FFFFFF
DDD,61.16,115.18,115.62,#FFFFFF,#FFFFFF,#FFFFFF
WK,80.35,107.18,94.95,#FFFFFF,#FFFFFF,#FFFFFF
HAE,142.3,128.13,151.37,#FFFFFF,#FFFFFF,#FFFFFF
LNTH,155.76,192.19,212.71,#FFFFFF,#FFFFFF,#FFFFFF
BLMN,138.98,111.67,232.12,#FFFFFF,#FFFFFF,#FFFFFF
XRX,145.63,145.78,265.14,#FFFFFF,#FFFFFF,#FFFFFF
NEO,86.31,121.58,199.26,#FFFFFF,#FFFFFF,#FFFFFF
FLR,123.05,93.36,113.81,#FFFFFF,#FFFFFF,#FFFFFF
WOLF,33.09,231.25,306.62,#FFFFFF,#FFFFFF,#FFFFFF
CHGG,97.16,51.06,124.11,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,144.16,135.74,126.72,#FFFFFF,#FFFFFF,#FFFFFF
ENOV,93.71,121.63,135.82,#FFFFFF,#FFFFFF,#FFFFFF
SRPT,117.77,434.6,733.2,#FFFFFF,#FFFFFF,#FFFFFF
RNG,84.69,85.29,95.4,#FFFFFF,#FFFFFF,#FFFFFF
AMPH,91.03,104.86,184.51,#FFFFFF,#FFFFFF,#FFFFFF
MTH,84.69,92.65,131.91,#FFFFFF,#FFFFFF,#FFFFFF
MP,56.49,38.77,21.13,#FFFFFF,#FFFFFF,#FFFFFF
SPB,97.93,129.9,169.37,#FFFFFF,#FFFFFF,#FFFFFF
MODG,90.72,73.69,115.72,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,96.28,77.57,69.83,#FFFFFF,#FFFFFF,#FFFFFF
IIIV,80.72,81.21,71.77,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,105.63,115.27,104.27,#FFFFFF,#FFFFFF,#FFFFFF
GMED,102.93,130.9,123.78,#FFFFFF,#FFFFFF,#FFFFFF
TVTX,60.51,86.81,60.68,#FFFFFF,#FFFFFF,#FFFFFF
NSIT,110.17,129.11,175.67,#FFFFFF,#FFFFFF,#FFFFFF
ENPH,92.59,158.94,309.25,#FFFFFF,#FFFFFF,#FFFFFF
SEDG,48.43,49.93,63.59,#FFFFFF,#FFFFFF,#FFFFFF
PAR,147.98,144.15,131.75,#FFFFFF,#FFFFFF,#FFFFFF
CFLT,118.95,135.34,103.78,#FFFFFF,#FFFFFF,#FFFFFF
BOX,104.8,92.76,101.07,#FFFFFF,#FFFFFF,#FFFFFF
LCID,107.56,118.86,178.78,#FFFFFF,#FFFFFF,#FFFFFF
CYTK,68.19,95.52,117.62,#FFFFFF,#FFFFFF,#FFFFFF
IART,78.38,151.96,118.45,#FFFFFF,#FFFFFF,#FFFFFF
DOCN,75.48,101.77,112.5,#FFFFFF,#FFFFFF,#FFFFFF
PLUG,55.5,76.5,105.0,#FFFFFF,#FFFFFF,#FFFFFF
DVAX,104.39,144.41,117.14,#FFFFFF,#FFFFFF,#FFFFFF
WIX,87.25,95.22,88.15,#FFFFFF,#FFFFFF,#FFFFFF
HALO,69.66,85.95,82.19,#FFFFFF,#FFFFFF,#FFFFFF
FARO,99.39,64.13,40.92,#FFFFFF,#FFFFFF,#FFFFFF
LIVN,83.46,72.4,93.65,#FFFFFF,#FFFFFF,#FFFFFF
RPAY,81.95,101.59,147.79,#FFFFFF,#FFFFFF,#FFFFFF
BHR,82.89,90.71,97.96,#FFFFFF,#FFFFFF,#FFFFFF
PCG,91.75,111.5,128.65,#FFFFFF,#FFFFFF,#FFFFFF
LRN,105.29,88.03,59.13,#FFFFFF,#FFFFFF,#FFFFFF
VERI,31.71,67.32,88.29,#FFFFFF,#FFFFFF,#FFFFFF
SKIN,67.36,54.81,63.18,#FFFFFF,#FFFFFF,#FFFFFF
TTGT,100.74,211.96,364.7,#FFFFFF,#FFFFFF,#FFFFFF
KHC,98.82,111.4,129.27,#FFFFFF,#FFFFFF,#FFFFFF
WGO,94.52,103.11,170.78,#FFFFFF,#FFFFFF,#FFFFFF
MRK,97.44,113.61,142.39,#FFFFFF,#FFFFFF,#FFFFFF
NMFC,107.22,110.09,113.75,#FFFFFF,#FFFFFF,#FFFFFF
PRGS,149.3,129.87,137.25,#FFFFFF,#FFFFFF,#FFFFFF
CBRL,119.73,80.6,82.17,#FFFFFF,#FFFFFF,#FFFFFF
BTU,62.84,65.22,104.63,#FFFFFF,#FFFFFF,#FFFFFF
HLX,113.56,135.8,155.21,#FFFFFF,#FFFFFF,#FFFFFF
KOS,121.91,126.97,241.01,#FFFFFF,#FFFFFF,#FFFFFF
ARRY,94.63,72.76,87.34,#FFFFFF,#FFFFFF,#FFFFFF
NOG,118.99,112.93,132.45,#FFFFFF,#FFFFFF,#FFFFFF
GPRE,59.0,55.46,139.65,#FFFFFF,#FFFFFF,#FFFFFF
NBR,80.5,107.41,163.42,#FFFFFF,#FFFFFF,#FFFFFF
VREX,66.81,108.36,95.09,#FFFFFF,#FFFFFF,#FFFFFF
ATI,105.18,66.34,79.4,#FFFFFF,#FFFFFF,#FFFFFF
PEP,90.5,100.88,119.44,#FFFFFF,#FFFFFF,#FFFFFF
EVH,108.31,112.18,361.12,#FFFFFF,#FFFFFF,#FFFFFF
INN,83.03,93.12,106.99,#FFFFFF,#FFFFFF,#FFFFFF
NRG,92.06,60.76,49.03,#FFFFFF,#FFFFFF,#FFFFFF
PR,108.63,100.6,99.08,#FFFFFF,#FFFFFF,#FFFFFF
VSH,100.4,110.34,118.76,#FFFFFF,#FFFFFF,#FFFFFF
RIG,85.59,93.82,134.41,#FFFFFF,#FFFFFF,#FFFFFF
STX,61.06,41.15,46.02,#FFFFFF,#FFFFFF,#FFFFFF
JAZZ,82.99,107.12,84.58,#FFFFFF,#FFFFFF,#FFFFFF
