Index,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
Australia All Ordinaries,9064,33,0.36%,-0.71%,-1.24%,7.64%,7.42%,Sep/19
ASX200,8774,28,0.32%,-1.03%,-1.62%,7.53%,6.87%,Sep/19
AU50,8443,27,0.33%,-1.48%,-2.64%,5.27%,4.19%,Sep/19
NZX 50,13232,112,0.85%,0.03%,1.23%,0.92%,6.04%,Sep/19
