Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
United States,4.1310,0.0230,0.06%,-0.17%,-0.45%,0.39%,Sep/19
Brazil,13.6100,0.0400,-0.20%,-0.40%,-1.53%,1.40%,Sep/19
Canada,3.2020,0.0160,0.01%,-0.25%,-0.03%,0.25%,Sep/19
Mexico,8.6240,0.0600,-0.11%,-0.36%,-1.79%,-0.52%,Sep/17
Chile,5.5300,0.0100,-0.07%,-0.03%,-0.31%,0.13%,Sep/17
Colombia,11.1890,0.0320,-0.08%,-0.50%,-0.38%,1.54%,Sep/19
