a0,a1,b0,b1,m0,m1,rho0,rho1,sigma0,sigma1,c,Ticker,Model,Residuals,Timestamp,Option_Type
0.1677603263261541,0.3519581095540386,0.1558404337055595,-0.0034853002325176,-0.7762784080240228,0.6198316764065479,-0.5173175367578108,-0.9499999999999998,2.029616326568393,-2.3392472459117,0.3370942587386966,AAL,hyp,2299.952690935003,20250917_2128,Call
0.5111218086268652,-1.1678919609245355,0.3616247271267873,4.756939473057887,1.168765409655411,-0.3994793191866667,0.9499999998574116,-0.089799723696683,0.4159429522892308,0.0346164880663425,0.5807751930892029,AAL,hyp,482.60631405105,20250917_2128,Put
2.519788019017246e-07,3.412020855649012,19.615116520872814,-13.732620911909214,12.362206926270163,-13.101433554656037,-0.949999913193943,-0.868304229093119,0.0501151304676645,0.1271403445872724,0.3747911207272987,ABBV,hyp,0.0027601058734046,20250917_2128,Call
2.813693210303615e-24,0.3339225364271992,1.6054772036633843e-09,0.7115019106629645,-4.189075720119604,4.3406079009723495,-0.9458352563517848,-0.1297306006688605,3.0001835887311,-2.877543862876869,0.1679078835443803,ABNB,hyp,10576.883117115804,20250917_2128,Call
0.3495979552504707,-0.1961002518441058,0.2435839447983381,0.9706691984392926,0.2929214370416805,-0.3432081798642482,0.8886895937903634,-0.6614088745158265,0.05,-0.0971230374419609,2.37613021976923,ABNB,hyp,8490.459551435963,20250917_2128,Put
0.8871406469128381,-0.540304328956861,0.3673524982525874,0.1665173160837144,0.6812377515670395,-0.6690092246964965,-0.4975079674800183,-0.2368054929286252,0.2302211381295927,-0.2978861129533805,0.8951628933313608,AEIS,hyp,29.018751033452336,20250917_2128,Call
4.018944974291549e-07,11.769799155845096,1.6247022099073,31.062794533254834,4.592817708019534,-129.80121667748503,0.9468393728041212,-0.6366902205683017,0.9593679471661448,-23.992178524978385,120.65823066213444,AFRM,hyp,45420.15787418334,20250917_2128,Call
1.2359655486729656e-07,-20.209504179958984,0.3113843629853218,7.894120809184229,3.750087919733811,-7.6917193904572,0.7563286439660656,-0.9499788775950324,3.4413652990861974,-2.1193150587818907,9.175049194795696,AFRM,hyp,829.7450215605719,20250917_2128,Put
7.436086773696492e-37,0.744606956891331,5.503235304361367,-5.00500049232111,-1.8553007670510884,1.7025417317758371,-0.9499999999999998,-0.0491881294720938,2.652602713579979,-2.5543561727540087,0.2027409153037212,AG,hyp,3709.1991480635934,20250917_2128,Call
9.595771934974852e-33,2.0475048205643445,2.742076664314857,-24.935025516843822,1.0690281927081473,12.647250800295495,0.8916505202227574,-0.9499999999999998,0.05,-2.316388924104396,51.91660825804622,AG,hyp,11226.623506265025,20250917_2128,Put
3.3101524354951954,-2.98668418532272,77.81762127770007,-78.05458966736101,-16.0670074362015,16.179688876439087,-0.5538222391307112,-0.50983828572738,4.526533601889693,-4.719367256383848,0.0263307533220368,AKAM,hyp,1581.2822766786965,20250917_2128,Call
