Ticker,Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume,Open Interest,Volume 1d (%),Volume 1w (%),OI 1d (%),OI 1w (%),Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Rvol100d - Weighted IV,Realised Volatility 180d (%),Realised Volatility 252d (%),Rank
HCAT,,,,,,,1071,7089,186.36363636363635,,0.014108352144469524,,3.390000104904175,3.660000085830689,3.2950000762939453,-74.41509354789302,,-72.58426980338594,,-74.77029119122608,,,,,109.89661419056588,83.31162772795217,74.02630758893756,1.2441994841225692,,52.001148157697465,81.7359468692573,66.26741893458033,65.73705179282868,79.72237145821546,-inf,67.61962721398493,64.50018106145127,11
CSIQ,,,,,,,14234,80578,1.5336329267422784,,11.58378685278274,,9.779999732971191,10.027600288391112,9.515000343322754,-26.18868126059478,,-24.88689137185513,,-27.143950707453257,,,,,84.11384862868579,74.62017537741676,91.75083142828092,0.0894851826367207,,61.99327647483182,92.34811630412908,82.5434767145717,98.00796812749005,92.04498917068055,-inf,79.60072515500116,82.88862147966873,12
CMPO,,,,,,,2068,32234,-17.412140575079874,,1.1770614269123325,,19.1200008392334,19.76000022888184,18.920000076293945,44.3018931262898,,48.01497875842324,,44.869827476232444,,,,,67.82297028687948,51.64038786793373,45.77782803628904,0.9375447205983959,,34.27782654763937,56.06954178533358,47.649362538302874,30.278884462151396,37.080857618043076,-inf,47.305415134346944,45.295075156032816,13
CMRC,,,,,,,961,8947,0.9453781512605042,,-1.0944063674552287,,4.650000095367432,4.71999979019165,4.625,-64.90565965760429,,-64.64419733842722,,-64.58652487443227,,,,,63.18770819088401,51.47544753555477,47.123701229807175,-0.25099524220017777,,39.97990756565538,58.40670882124621,49.75274612671403,29.880478087649404,27.327078653853626,-inf,47.46904208424455,47.82160072501399,14
STWD,,,,,,,7109,149312,4.222254801348776,-24.28373628714453,-0.012723413089043803,1.431337250772732,20.270000457763672,20.299999237060547,20.104999542236328,52.981135530291866,,52.059915033692896,,53.94332998671063,,,,,13.617927101822495,17.58850612526862,23.79470177254085,-2.7136026503780264,,15.18708027478212,27.241652308937127,21.421984903378455,60.95617529880478,71.97921934951117,-inf,22.793931245370565,21.227159565182102,15
SPB,,,,,,,772,6676,-1.0256410256410255,,0.21014710297208045,,56.9900016784668,57.16999816894531,56.275001525878906,330.11322021484375,,328.2396744220269,,330.89586307632396,,,,,42.665649533354575,37.100933493325485,40.45534139471861,-0.20826153629398067,,21.16900536386436,42.98958411145362,31.084414378890024,93.22709163346613,93.36875273685506,-inf,36.43226637469025,32.988828030736315,16
EYE,,,,,,,242,12124,-69.4829760403531,,0.23148148148148145,,22.940000534057617,23.424999237060547,22.649999618530277,73.13207950232163,,75.46815406518843,,73.43031309944656,,,,,38.61930399580646,35.3349167918288,48.98718310433544,0.3820615870652088,,38.219294170355575,65.38077546064945,52.62404968509539,27.88844621513944,31.751678454637357,-inf,49.68562813040832,46.60924488835192,17
LIVN,,,,,,,289,950,95.27027027027027,102.09790209790211,-2.0618556701030926,11.502347417840376,56.369998931884766,56.38999938964844,55.28409957885742,325.43395420290386,,322.396987103609,,323.30855897843816,,,,,43.55376048030836,36.93481166805853,49.83223225679095,-0.12957670270048718,,25.469455949689472,56.23279955109328,40.14468385469145,72.90836653386454,82.10624787562215,-inf,47.59127015371229,42.86185633107272,18
OKTA,,,,,,,106726,287377,84.45239453172258,,2.827812247293129,,92.7699966430664,95.66000366210938,90.6500015258789,600.1509180608786,,616.5543140724462,,594.1041241447327,,,,,33.193234853170594,30.188875072186285,46.17786587392306,-0.032956043816173085,,29.23254077911045,62.4279060899836,47.79261874951744,50.199203187250994,42.976635812839035,-inf,50.704842919497295,49.48023424673501,19
COLL,,,,,,,85,344,0.0,,-4.7091412742382275,,38.79999923706055,38.85499954223633,38.04499816894531,192.83018292121167,,191.04867739306167,,191.309318120695,,,,,45.721629091231776,36.59705024265626,38.90816812375865,-0.7239263685384089,,32.999866979832746,47.69258802416122,40.01971871885553,32.27091633466135,37.77174687090311,-inf,38.77320284453504,38.57747890648462,20
HLX,,,,,,,355,4512,1.7191977077363898,,-0.17699115044247787,,6.590000152587891,6.65500020980835,6.550000190734863,-50.26414979178951,,-50.14981258692902,,-49.84686079415072,,,,,62.00625128257221,54.23170919848298,57.50665454069795,-0.38061953159303746,,34.84312355647563,63.52887024385608,47.393319915826105,80.47808764940238,86.5315345029528,-inf,53.85351172444103,50.181231682051454,21
SIRI,,,,,,,15651,437613,36.01286173633441,16.563640426007296,0.3909072765187229,1.2920369140177441,23.63999938964844,23.7549991607666,23.334999084472656,78.41508973319579,,77.94006353542416,,78.67533181256606,,,,,45.30771742664967,38.107259470704015,40.998355230128105,-1.1666269672201812,,40.998355230128105,65.3980591088269,52.700785693064,0.0,5.793382100098305,-inf,47.33121973836612,47.76928438366994,22
DBX,,,,,,,2886,68968,-59.14496036240091,-20.055401662049864,5.883075411446819,6.555426805716492,29.059999465942383,29.20499992370605,28.850000381469727,119.32075068635761,,118.76403812125444,,120.90351802849675,,,,,22.831256198927992,23.26503071738649,25.55764123690027,0.020332461290899807,,24.228768035538,41.58277941235591,32.08264111739695,7.171314741035857,15.1384393707167,-inf,33.83501620460639,31.664348178534983,23
NVMI,,,,,,,1432,11529,3.994190268700073,40.66797642436149,4.704386522568341,8.091130695668479,263.3399963378906,273.1700134277344,260.7250061035156,1887.471670474646,,1946.2172705770406,,1896.3629228671014,,,,,44.94861554115685,41.63566120643406,53.377584702517765,0.26137629046578037,,51.21178545241119,66.97743017453645,59.04582430640063,15.139442231075698,9.495463335825693,-inf,54.81577829422592,55.39944218723911,24
NOTV,,,,,,,339,3490,-78.38010204081633,,-14.794921875,,1.690000057220459,1.7400000095367432,1.660099983215332,-87.24528258701541,,-86.96629243582701,,-87.2886682245294,,,,,106.0950961883326,96.7960483714865,154.49441490683657,0.001519532687739361,,78.36357564415036,177.74242561208783,137.26909978645625,61.354581673306775,73.20181247374906,-inf,148.6187531999886,138.11022208692708,25
V,,,,,,,29450,375150,47.99738680335695,,0.5645446649724966,,351.7799987792969,352.6299133300781,349.0,2554.9433870135613,,2541.4224962835274,,2572.2816905563536,,,,,15.700680950083123,21.702613213518188,24.072785411915767,0.009129904883442558,,16.033663818896233,28.80165555228872,22.062852730136434,60.95617529880478,68.0418729588022,-inf,23.65277424247922,22.62385861884569,26
ENOV,,,,,,,435,8739,-4.185022026431718,,0.08016491067338526,,30.899999618530277,30.979999542236328,30.31999969482422,133.20754429079454,,132.0599150336929,,132.15925513510885,,,,,45.831819165149646,56.7347221678672,57.60218823000356,0.04342635572421179,,31.008005179342156,59.65217437767516,40.60339464591572,91.23505976095618,97.03312625877099,-inf,50.0520214167672,45.78833496954141,27
TVTX,,,,,,,3491,46418,10.404807084123972,,0.753185300948536,,17.5,17.938899993896484,17.43000030517578,32.075471698113205,,34.37377888615127,,33.4609475126444,,,,,37.61511363691448,41.2213797594272,61.40310087715159,0.01981016649956102,,53.65834098557585,75.2660951435602,64.01117245661655,29.08366533864542,29.880195979953488,-inf,61.95182651065592,63.5898394512173,28
ASND,,,,,,,1873,8777,0.9159482758620688,,-0.03416856492027335,,194.2700042724609,194.75,191.19000244140625,1366.1887114902709,,1358.8014564428017,,1363.9356531277779,,,,,33.76426794386987,33.479343469589146,37.05465903999805,-0.40712226846383265,,34.510816153466244,50.59605668626524,45.41440380815624,2.3904382470119523,0.9432852780434295,-inf,43.67876766471256,45.44504010915426,29
IART,,,,,,,115,893,-1.7094017094017095,,-0.6674082313681869,,15.130000114440918,15.420000076293944,14.81999969482422,14.188680108988061,,15.505615248501774,,13.476257416990006,,,,,60.523346948264525,58.273516928776495,71.61464297719404,0.11808520394365833,,44.75172524699443,72.69003177761518,59.126592394307266,98.00796812749005,94.22532292465962,-inf,61.66065131093854,60.41155304818035,30
MGPI,,,,,,,158,2207,-5.952380952380952,,-0.898069151324652,,29.56999969482422,29.780000686645508,29.059999465942383,123.16980901754127,,123.07115981795178,,122.51147421322419,,,,,37.517222147451335,41.99855913431392,40.25311352260531,0.021663970419115993,,29.879927812680616,62.21879351468924,46.886040754026354,45.0199203187251,27.81052174215902,-inf,39.090733263913634,49.191228939614746,31
PD,,,,,,,2732,32370,-0.7628042135851798,,0.5685525212042128,,16.739999771118164,17.190000534057617,16.645000457763672,26.33962091409935,,28.76404526488212,,27.450229119151814,,,,,46.33052524583277,42.67300943140998,49.23764889227309,-0.7176429262550017,,30.274089472127603,57.31963310603096,43.51941773944875,70.91633466135458,76.41158969601474,-inf,47.400357501609584,44.534105414722674,32
HTHT,,,,,,,354,15563,-86.80089485458613,-86.8888888888889,-0.10270235573528468,7.948949157244919,36.84999847412109,37.58000183105469,36.7400016784668,178.11319603110255,,181.4981330129178,,181.31700228188114,,,,,31.661175933691112,28.21369598801059,32.0475309010146,-1.333257068116997,,32.0475309010146,51.486243950501255,42.695113186514426,0.0,2.4259873760365283,-inf,36.23496507783814,41.77189981333535,33
ABR,,,,,,,13679,227728,-6.340294419719274,-28.224367719592824,1.0113196834746814,3.4835637229508047,11.9399995803833,11.9399995803833,11.742899894714355,-9.886795619748673,,-10.561803451658012,,-10.084996038162453,,,,,28.190858521857336,27.29675327283409,39.48779016217303,-3.1293097153119733,,20.35281236989757,46.84503361653564,36.5271519821803,50.99601593625498,63.84029161105631,-inf,38.21001886521957,34.49145659358387,34
SEDG,,,,,,,23704,361905,77.95795795795796,,0.4412805461887515,,33.81999969482422,34.65999984741211,33.0,155.24528071565447,,159.6254596031429,,152.6799306256724,,,,,90.02873516248573,126.11241208325062,133.68353437429937,-0.7820678832889126,,86.81042243395805,136.31255464125957,109.81180725140683,91.63346613545816,95.92637416042633,-inf,117.01690988409364,115.13067968639972,35
AKAM,,,,,,,3151,91957,2.7388327355722204,-1.7461802307452448,1.9840741726554874,3.435204661260025,79.12999725341797,79.2699966430664,78.3499984741211,497.2075264408903,,493.7827294229591,,499.9233993624987,,,,,30.47747747936984,25.3422992938525,37.1998926730179,-1.3078404316339023,,24.46553173788059,56.71393923524049,41.86921077305611,47.410358565737056,33.52859882447773,-inf,45.07585352250988,42.7607331483089,36
DVAX,,,,,,,1601,9179,-4.531902206320812,,0.7906006368727353,,10.119999885559082,10.300000190734863,10.039999961853027,-23.622642373139,,-22.846442723465184,,-23.124045641127985,,,,,35.58663859335848,32.11146246910122,43.687044423255855,0.03078821566200322,,29.246619472330405,44.07856230249651,36.186075772397935,98.00796812749005,95.52792188675058,-inf,36.23795590387695,36.57426185791538,37
MDRX,,,,,,,0,0,,,,,4.900000095367432,4.900000095367432,4.900000095367432,-63.0188672047741,,-63.29588048425223,,-62.480858055659674,,,,,33.498534560476635,56.795622915608746,53.57928942862637,-0.3035264291766053,,29.0232854952352,84.31892079956143,59.17196382865259,44.6215139442231,38.74725484309672,-inf,71.18153362129048,64.6011854750873,38
CAKE,,,,,,,2156,21074,23.836875358989086,11.306143520908622,0.9387872401571031,3.2533072023517886,61.459999084472656,62.27999877929688,61.34000015258789,363.84904969413327,,366.5168314582501,,369.67839342832247,,,,,35.75564294168663,31.681205403865896,35.11043236972547,-0.8593589317790433,,34.58886222998442,43.29127118820584,38.768687075617066,4.780876494023905,9.126722946369291,-inf,38.42912329192471,37.74294209000223,39
FARO,,,,,,,0,0,,,,,43.9900016784668,43.9900016784668,43.9900016784668,232.00001266767396,,229.51311177134102,,236.83001734358191,,,,,9.20996224943179,62.63666206614925,68.27475047791732,0.0,,38.283667628879,82.40832927844471,62.6898895926658,63.67713004484305,65.93139458862315,-inf,72.71087927024317,65.02879622851336,40
SHOP,,,,,,,44260,512655,2.770102398588246,,1.5806117960362847,,141.27999877929688,143.08999633789062,139.91000366210938,966.2641417305425,,971.8351479338127,,971.2863642175566,,,,,67.22030577016189,56.48862789771962,61.399332265417726,-0.0988764592294118,,46.829997147609085,72.82398040801918,59.593619574629,58.964143426294825,58.14679259165448,-inf,63.291437701844046,59.66981707385828,41
BILL,,,,,,,23797,188630,-58.12820016539686,279.47695742305854,-1.5336590662323561,31.224521030150402,46.41999816894531,49.84000015258789,46.18000030517578,250.33960882222877,,273.33332380849646,,253.59876586076808,,,,,63.0225560517747,50.97741880133299,53.98270775511036,1.5547929900052138,,41.00140315528829,89.53837603272157,64.32938039785219,58.964143426294825,29.566949743166127,-inf,73.17918471274577,68.19078647773144,42
GTLS,,,,,,,2179,7403,18.617310832879692,21.12284602556976,-0.01350621285791464,2.506230960952645,199.3600006103516,199.38470458984372,198.3800048828125,1404.6037781913328,,1393.51834376422,,1418.989268827564,,,,,43.87191596900178,41.75316945820264,54.61658547973505,-0.14028918869913926,,40.99774125594131,72.853129555611,59.45548471654926,18.725099601593627,31.028193622494026,-inf,60.78493944614626,56.47156114880556,43
BSY,,,,,,,2585,62622,76.93360711841206,,0.3477285473920359,,55.650001525878906,55.83000183105469,54.970001220703125,320.0000115160672,,318.2022489568517,,320.90351802849676,,,,,21.21545534364621,20.55290529025211,25.12936628416742,0.0034448536971324398,,23.119323825422963,31.22215339728686,28.21270935814755,13.147410358565736,8.752001237656753,-inf,26.46671391958084,26.620009455352832,44
MITK,,,,,,,177,3325,-8.290155440414509,,0.06018657839301836,,10.170000076293944,10.220000267028809,10.119999885559082,-23.24528244306458,,-23.44569307118126,,-22.511488817730864,,,,,36.64619778501737,32.62080235736911,39.72507998400429,-1.5364244386008648,,39.47588667281578,65.45679315235246,49.79635856288346,0.796812749003984,12.445899158678959,-inf,43.44275511790288,41.25369975808458,45
W,,,,,,,18786,303085,-6.565204416592062,-33.85909939090941,0.9092604060541893,8.368492562929061,74.5999984741211,75.61000061035156,73.61000061035156,463.01885640846103,,466.36702958676256,,463.629389320586,,,,,56.3283563463585,49.796067959927,76.49743455599392,-0.2732640185263272,,56.88626887546771,99.03431536187334,75.6762144365563,58.964143426294825,52.06040192608924,-inf,81.21761722117404,75.31253378111306,46
CDLX,,,,,,,1008,34018,9.327548806941431,,0.5824783418586086,,1.0199999809265137,1.0800000429153442,1.0099999904632568,-92.30188693640366,,-91.9101122692519,,-92.26646280235802,,,,,178.67921115332297,142.94807085338144,130.979166340448,-0.01595680574844711,,78.74154698774475,170.78139526121953,121.83539019036957,59.36254980079681,61.3567945862682,-inf,115.6557165898956,107.25436651965585,47
UPWK,,,,,,,2177,45368,58.9051094890511,,0.5362762044054425,,15.390000343322754,15.40999984741211,14.93000030517578,16.15094598734154,,15.43070716913037,,14.31852852585102,,,,,50.71268012234449,41.851980269250426,49.18726182451678,0.44007089825066226,,43.94373144204617,63.01602383007925,53.693852445857495,27.091633466135455,21.249015872535328,-inf,48.51527073241306,53.21839809219192,48
VSH,,,,,,,582,8560,6.985294117647059,,1.4458402465039109,,15.460000038146973,15.670000076293944,15.359999656677246,16.679245570920546,,17.37827437102142,,17.611019626047224,,,,,60.763093747468446,50.24760913812732,67.14692164252581,-0.08853421048344216,,31.709447791501432,78.37984448171068,51.39933828293963,60.95617529880478,80.64610009640799,-inf,63.326677298294186,57.33172464464056,49
ITRI,,,,,,,572,2263,-8.186195826645266,2.6929982046678633,3.191974464204286,5.402887750349325,122.94000244140624,124.16999816894533,121.13999938964844,827.8490750294811,,830.1123192572912,,827.565049750617,,,,,36.89765070477795,28.428961613633675,30.288172710811857,0.0009327653361077433,,26.80905411352908,36.90892267255358,33.074078592404796,19.9203187250996,15.99804172362056,-inf,32.65998296583461,31.904748982804715,50
NVST,,,,,,,213,1061,-8.583690987124463,1.4285714285714286,0.5687203791469194,1.2404580152671756,21.18000030517578,21.40999984741211,20.96999931335449,59.84905890698703,,60.3745261096018,,60.56660520360031,,,,,46.45912435982103,37.41734188034841,44.07372919060484,-0.13064925182470244,,36.974265625132375,48.22866283907831,42.10030431168256,60.55776892430279,70.5770126916623,-inf,43.35595466893925,42.09559112142273,51
BTSG,,,,,,,175,2468,0.0,5.421686746987952,0.20300446609825418,2.0256304257957836,23.690000534057617,23.850000381469727,23.40999984741211,78.79245686081221,,78.65168314582499,,79.24961022397252,,,,,42.28396068874903,40.09119317460037,48.49073668630942,0.0026895110091052854,,45.46082740746989,56.30372081968873,50.54090879719822,29.72972972972973,25.293125305168907,-inf,48.58954026254507,46.843385087874495,52
VAC,,,,,,,734,2517,84.88664987405542,77.29468599033817,-0.3957261574990107,2.2754977651361235,78.1500015258789,78.77999877929688,77.51499938964844,489.8113322707842,,490.1123335445465,,493.52983843107296,,,,,42.497876754073246,38.0737197291754,51.26580648477164,-0.3782165137599486,,36.83319359512859,59.26270414242303,46.485462604168795,60.95617529880478,71.29530331959609,-inf,49.441676701265166,47.008301165078514,53
LYV,,,,,,,7848,77530,114.19213973799127,,-3.1129328551255298,,166.49000549316406,167.0,165.60000610351562,1156.5283433446345,,1150.9362938431216,,1167.9938804196138,,,,,22.083918297018567,22.951261704136304,28.96228735987642,-0.39525925395489825,,21.41805374931293,37.97256754549185,29.283529816433415,50.59760956175299,47.8112826645614,-inf,31.055947574022,29.225444862827118,54
TMDX,,,,,,,1820,33013,27.9887482419128,5.813953488372093,0.1759975724472766,3.417705657540254,114.95999908447266,117.03500366210938,112.81999969482422,767.6226345997936,,776.6666690478758,,763.8590816992898,,,,,61.18898249959344,57.20894310049609,60.55253245174197,0.05297944519120155,,48.04889757933939,89.98010140634058,70.56111086739979,31.07569721115538,21.642108439619577,-inf,61.70303991021948,72.66382791731864,55
BMY,,,,,,,24583,679965,-14.2433544966162,,1.1061282389082354,,47.18000030517578,47.36000061035156,46.820098876953125,256.07547400132665,,254.75654874204287,,258.49997988229205,,,,,29.410092149234767,26.603546048905848,30.834212106093133,0.08240723855702586,,26.267439533565778,34.68326346933885,30.3200893784897,63.34661354581673,60.737534323520094,-inf,28.88605108910897,29.235273734005677,56
BYND,,,,,,,14770,398965,1.567872369687801,,-0.06662809250784633,,2.5,2.559999942779541,2.4800000190734863,-81.13207547169812,,-80.82397101401652,,-81.01072021905593,,,,,82.8545800353213,69.22057122202077,70.06099049219755,0.018867049920251087,,59.190548802826406,76.0353598695227,66.67207096004309,76.89243027888446,75.67637247679619,-inf,66.60813233207658,63.92905001256912,57
MKSI,,,,,,,406,2333,-6.018518518518518,-1.694915254237288,16.650000000000002,19.457245263696876,103.33999633789062,106.95999908447266,102.23999786376952,679.9245006633255,,701.1984721209215,,682.8483505268539,,,,,48.349236187748055,42.37835547747272,65.90782404336115,0.1635739476468825,,42.87083639412358,79.69344082364854,60.664785228961556,60.95617529880478,64.98546805247632,-inf,64.94761027526759,60.76340404887053,58
ZS,,,,,,,17826,133464,6.7680881648299,,2.2563764662616173,,277.04998779296875,284.5599975585937,274.6700134277344,1990.9433040978772,,2031.5355013290714,,2003.1393920567402,,,,,27.35865042382361,26.386407793072003,37.802408919617925,-0.3471807338100108,,34.505212405814675,49.62299867736043,44.858759225203904,13.147410358565736,5.710113616483354,-inf,41.10769979251517,44.38533872033676,59
TSLA,,,,,,,3254364,7973257,55.794087571952154,,0.884447062741448,,333.8699951171875,348.7499084472656,331.70001220703125,2419.773548054245,,2512.358790126649,,2439.8162446365864,,,,,43.03641842176546,57.89679272854043,66.19267089861349,0.19363433586896828,,57.722102740489056,81.75912194323858,71.70455914218105,15.936254980079681,20.528760577692335,-inf,70.20250631869645,70.1164402685372,60
BL,,,,,,,1091,7143,0.2757352941176471,0.6457564575645757,-0.8054436883766144,1.046824161833357,54.369998931884766,54.900001525878906,54.150001525878906,310.3396145802624,,311.23595473511784,,314.6248069375496,,,,,31.6508592315492,28.62411927141091,33.324651807111,-1.1145151334294234,,26.388971365533365,48.00265899563972,37.563304516880194,33.067729083665334,26.32012261665767,-inf,39.95353616346735,36.82838262287544,61
NOG,,,,,,,2705,36125,0.2223045572434235,10.860655737704917,0.4476698921143366,4.679802955665025,26.15999984741211,26.46999931335449,26.06999969482422,97.43396111254422,,98.27714274896788,,99.61714285756013,,,,,50.00098154729511,46.4932317284266,59.95324733525381,-0.528649491735734,,33.279422843948986,67.76248028169196,48.016024648772884,61.354581673306775,81.35693022752342,-inf,55.85859489852676,51.3105219342664,62
RIVN,,,,,,,125388,2769631,8.436173064782544,,0.9202088488571359,,13.56999969482422,13.885000228881836,13.3100004196167,2.4150920364092117,,4.007489379211601,,1.9142418986793364,,,,,40.91955001280453,39.60137442241974,45.427505975513306,0.028627819197209133,,45.4145047931918,79.20723165597703,67.26995151752072,0.796812749003984,1.0543826262781053,-inf,58.49246578765103,62.36902120888919,63
EVRG,,,,,,,787,3190,60.940695296523515,,0.6309148264984227,,71.26000213623047,71.72000122070312,71.09500122070312,437.81133687721103,,437.2284582122785,,444.37212049331396,,,,,14.711960925909706,15.382170792217131,17.747790564147287,-3.2243275743410944,,12.49620005370679,20.09619975893529,16.211878823293198,68.52589641434263,72.18147368171553,-inf,17.6672877013598,16.491456148436207,64
SOFI,,,,,,,423615,3895829,-5.67048187405362,,2.09390798094408,,25.540000915527344,26.420000076293945,25.209999084472656,92.75472389077241,,97.90261663936607,,93.03214605266108,,,,,52.854481199136536,49.58372692326885,56.34999348975676,0.1793470520901883,,42.24707857242837,76.11096684567667,60.068201681272186,41.03585657370518,36.238546113840755,-inf,65.03495106602234,61.77678981536941,65
HLF,,,,,,,10434,191183,47.853195408813946,,0.1419502179014415,,9.779999732971191,10.07569980621338,9.229999542236328,-26.18868126059478,,-24.526595368500455,,-29.3261926058405,,,,,71.19847412208105,61.74784186390285,67.30342854838612,-0.04612718018271632,,47.56807490781229,84.93320552473797,66.12780196377122,58.56573705179283,53.78708242910678,-inf,73.3076740860629,68.1201268002084,66
CMS,,,,,,,2337,8436,0.4729148753224419,,0.11868027533823877,,71.56999969482422,71.9000015258789,71.12000274658203,440.150941093013,,438.57677506645354,,444.5635563667873,,,,,15.115235371375324,14.08586553976813,17.292683009675045,-2.355781495139016,,13.63824062489718,20.847099114569517,17.198953222817096,53.78486055776892,51.85692006884457,-inf,17.98711916093156,17.12143234750457,67
CBRL,,,,,,,3607,50420,-45.71041541240216,,1.809223810677651,,59.81999969482422,61.369998931884766,59.36000061035156,351.4716958099941,,359.700353395259,,354.51760109586377,,,,,55.321794590608086,62.44998597982326,60.18020496161603,-0.1137725802326099,,47.79126539941128,66.89875633871321,56.590195249138475,61.354581673306775,72.3373431093061,-inf,60.60221636411004,57.944913149671166,68
