Ticker,Strike,Expiry,Type,Bid,Ask,Volume,Open Interest
SATS,48.0,20/03/2026,Call,37.0,39.0,"4,000","3,802"
SATS,50.0,16/01/2026,Put,0.2,1.05,"2,164","2,424"
SATS,100.0,19/12/2025,Call,5.7,6.1,"2,067","2,153"
SATS,55.0,16/01/2026,Put,0.8,1.2,"1,803","1,241"
SATS,40.0,16/01/2026,Put,0.0,1.0,"1,750","1,842"
SATS,85.0,16/01/2026,Call,11.5,12.0,"1,569","2,701"
SATS,42.0,16/01/2026,Put,0.0,1.45,"1,002","1,006"
SATS,60.0,16/01/2026,Put,1.4,2.55,816,"1,013"
SATS,95.0,19/12/2025,Call,6.9,7.2,786,707
SATS,50.0,15/01/2027,Call,39.0,43.5,632,22
OPEN,10.0,16/01/2026,Call,1.31,1.37,"2,665","21,886"
OPEN,7.0,16/01/2026,Call,1.84,1.89,"2,162","37,961"
OPEN,6.0,16/01/2026,Call,2.1,2.17,"1,534","12,706"
OPEN,5.0,16/01/2026,Call,2.43,2.51,"1,259","44,224"
OPEN,5.0,20/02/2026,Call,2.6,2.66,"1,119","11,729"
OPEN,12.0,16/01/2026,Call,1.11,1.16,"1,087","3,797"
OPEN,2.0,20/02/2026,Put,0.2,0.22,"1,060","3,973"
OPEN,8.0,16/01/2026,Call,1.63,1.67,929,"18,788"
OPEN,9.0,16/01/2026,Call,1.45,1.5,910,"20,566"
OPEN,7.0,20/02/2026,Call,2.05,2.1,887,"5,534"
IONS,32.5,15/01/2027,Put,7.5,10.8,139,666
IONS,55.0,15/01/2027,Call,18.6,22.6,125,577
IONS,75.0,15/01/2027,Call,9.7,12.8,100,108
IONS,65.0,15/01/2027,Call,13.5,16.6,63,565
IONS,60.0,17/12/2027,Call,19.1,23.5,31,37
IONS,50.0,17/04/2026,Call,16.6,20.6,22,13
IONS,55.0,16/01/2026,Call,12.9,13.8,22,971
IONS,40.0,16/01/2026,Put,0.0,1.05,20,330
IONS,50.0,15/01/2027,Call,22.0,25.6,19,753
IONS,42.5,16/01/2026,Call,22.8,24.5,13,68
GPRO,1.0,17/04/2026,Call,0.9,1.0,908,"18,844"
GPRO,2.0,17/04/2026,Call,0.55,0.6,619,"55,006"
GPRO,2.0,16/01/2026,Call,0.4,0.5,331,"8,108"
GPRO,1.5,16/01/2026,Call,0.5,0.6,247,"7,350"
GPRO,3.0,16/01/2026,Call,0.25,0.3,207,"3,266"
GPRO,1.5,17/04/2026,Call,0.7,0.75,203,"1,804"
GPRO,1.0,16/01/2026,Call,0.75,0.9,137,"21,167"
GPRO,4.0,17/04/2026,Call,0.25,0.3,122,"1,038"
GPRO,2.0,16/01/2026,Put,0.7,0.85,100,386
GPRO,4.0,16/01/2026,Call,0.1,0.25,40,"2,133"
MNKD,12.0,15/01/2027,Call,0.25,0.5,"1,082","2,556"
MNKD,5.0,20/02/2026,Call,1.0,1.3,210,368
MNKD,12.0,16/01/2026,Call,0.0,0.2,154,602
MNKD,10.0,15/01/2027,Call,0.5,0.75,123,"3,229"
MNKD,6.0,16/01/2026,Call,0.55,0.7,87,"3,127"
MNKD,4.0,15/01/2027,Put,0.0,0.8,56,130
MNKD,4.0,20/02/2026,Call,1.8,1.9,50,977
MNKD,7.0,15/01/2027,Call,0.9,1.35,42,"2,110"
MNKD,10.0,16/01/2026,Call,0.0,0.1,41,"9,551"
MNKD,3.0,16/01/2026,Put,0.0,0.65,40,110
RUN,19.0,19/12/2025,Call,1.85,1.91,547,"1,395"
RUN,11.0,16/01/2026,Call,6.0,6.1,507,"2,711"
RUN,30.0,19/12/2025,Call,0.33,0.43,250,543
RUN,17.5,19/12/2025,Call,2.33,2.38,221,"2,465"
RUN,12.5,16/01/2026,Put,1.36,1.37,185,"4,994"
RUN,12.5,16/01/2026,Call,5.0,5.1,171,"112,045"
RUN,20.0,19/12/2025,Call,1.58,1.66,133,"8,887"
RUN,8.0,15/01/2027,Call,9.55,9.8,132,525
RUN,13.0,15/01/2027,Put,3.45,3.6,100,"1,728"
RUN,10.0,19/12/2025,Put,0.47,0.51,95,"3,617"
DAY,60.0,19/12/2025,Put,0.05,0.1,50,489
DAY,80.0,20/03/2026,Call,0.0,0.05,31,81
DAY,45.0,19/12/2025,Put,0.0,0.05,23,43
DAY,50.0,19/12/2025,Put,0.0,0.05,21,41
DAY,50.0,20/03/2026,Put,0.0,0.2,21,66
DAY,45.0,20/03/2026,Put,0.0,0.15,20,30
DAY,70.0,19/12/2025,Call,0.4,0.5,20,"1,452"
DAY,65.0,19/12/2025,Put,0.0,0.25,17,84
DAY,75.0,20/03/2026,Call,0.05,0.35,10,262
DAY,60.0,20/03/2026,Put,0.05,0.15,10,141
ETSY,45.0,20/03/2026,Put,2.57,3.1,"3,757","3,620"
ETSY,90.0,16/01/2026,Put,33.5,34.95,"2,000","2,000"
ETSY,55.0,19/12/2025,Call,6.7,6.85,409,"2,325"
ETSY,70.0,19/12/2025,Call,1.91,2.04,259,"1,998"
ETSY,75.0,15/01/2027,Call,7.1,7.65,150,"2,916"
ETSY,70.0,15/01/2027,Call,7.9,9.65,150,"2,694"
ETSY,65.0,19/12/2025,Call,2.95,3.1,150,"1,386"
ETSY,35.0,20/03/2026,Put,0.92,1.03,144,185
ETSY,80.0,20/03/2026,Call,2.11,2.23,124,126
ETSY,50.0,19/12/2025,Put,2.97,3.2,120,"2,119"
AORT,45.0,16/01/2026,Call,0.9,5.5,10,11
AORT,40.0,17/04/2026,Put,1.0,5.5,5,9
AORT,40.0,16/01/2026,Put,1.45,4.9,1,7
AORT,40.0,16/01/2026,Call,3.5,8.0,1,17
DDD,2.0,15/01/2027,Call,0.85,1.0,290,"1,320"
DDD,5.5,16/01/2026,Put,3.3,3.5,150,90
DDD,3.5,16/01/2026,Put,1.45,1.65,68,74
DDD,5.0,16/01/2026,Put,3.2,3.4,55,415
DDD,1.0,20/02/2026,Call,1.1,1.25,36,153
DDD,2.0,15/01/2027,Put,0.6,0.85,26,160
DDD,3.0,16/01/2026,Call,0.2,0.3,20,"3,343"
DDD,5.0,15/01/2027,Call,0.35,0.5,19,407
DDD,2.5,15/01/2027,Call,0.7,0.85,15,889
DDD,3.0,15/01/2027,Call,0.55,0.75,13,600
ZD,35.0,19/12/2025,Put,1.65,3.8,350,677
ZD,30.0,19/12/2025,Call,9.2,9.9,50,52
ZD,45.0,19/12/2025,Call,0.0,1.8,44,46
ZD,55.0,19/12/2025,Call,0.35,3.0,44,47
ZD,45.0,19/12/2025,Put,9.6,13.9,20,12
ZD,40.0,19/12/2025,Put,3.8,6.5,15,20
ZD,50.0,19/12/2025,Call,0.0,0.9,10,41
ZD,22.5,16/01/2026,Put,0.0,2.15,10,11
ZD,30.0,16/01/2026,Call,9.7,10.3,10,26
ZD,25.0,19/12/2025,Call,12.2,16.2,6,5
SABR,3.5,16/01/2026,Call,0.0,0.15,451,"5,404"
SABR,4.5,19/12/2025,Call,0.0,0.15,100,"1,432"
SABR,5.0,18/12/2026,Call,0.0,1.0,100,828
SABR,2.0,15/01/2027,Call,0.45,0.65,93,"1,860"
SABR,1.5,16/01/2026,Call,0.45,0.5,71,506
SABR,1.5,15/01/2027,Put,0.3,0.45,70,86
SABR,2.0,16/01/2026,Call,0.2,0.25,61,"2,681"
SABR,2.5,19/12/2025,Call,0.05,0.15,60,319
SABR,3.0,18/12/2026,Call,0.25,0.7,56,334
SABR,2.0,16/01/2026,Put,0.4,0.5,50,"6,276"
HAE,60.0,20/03/2026,Call,3.4,4.8,10,18
