Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Market Spread,1y Spread,3y Spread,5y Spread,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Market Spread_Color,1y Spread_Color,3y Spread_Color,5y Spread_Color
231,PRCH,"Porch Group, Inc.",16.97,83.39,114.23,0.16,,114.05,181.31,147.43,0.4,6.38,122.68,141.43,78.16,-0.35,,93.89,1.12,,93.89,1.12,,36.07,"2,465",78.11,,"19,500",-0.42,,0.06,0.56,0.32,0.54,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
248,CHRS,"Coherus BioSciences, Inc.",1.16,69.91,84.96,-0.3,,84.96,111.83,97.41,0.0,6.56,86.09,93.62,223.19,138.77,,130.4,57.9,,130.4,57.9,,-138.23,"1,424",336.81,,"14,256",-0.41,,0.33,0.09,0.26,0.72,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
41,LYFT,"Lyft, Inc.",16.22,47.65,59.57,-0.54,,54.01,68.54,61.12,43.82,36.25,57.67,58.64,62.92,25.0,0.2,78.25,34.12,32.45,78.25,34.12,32.45,-3.35,"77,613",111.53,-25.68,"741,135",1.72,5.83,1.77,0.61,0.64,1.22,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
217,ATI,ATI Inc.,77.54,64.0,55.13,0.01,,32.34,63.03,45.29,73.31,83.85,52.16,48.15,37.27,-18.87,,,,,,,,17.86,"4,519",2.4,,"28,361",-0.63,,1.86,2.04,1.58,1.17,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
302,EGHT,"8x8, Inc.",1.98,68.43,62.95,-0.48,,59.54,92.71,72.19,19.92,19.96,64.75,63.33,53.85,23.02,,58.14,28.82,,58.14,28.82,,9.11,216,4.85,,"3,861",-0.13,,0.04,0.13,0.19,0.37,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
238,NTRA,"Natera, Inc.",168.25,37.93,44.26,-0.59,,39.83,57.04,47.22,22.71,20.97,44.05,46.1,38.87,-7.13,,43.12,-1.82,,43.12,-1.82,,5.39,"1,174",-13.68,,"17,308",2.28,,0.46,6.07,3.77,2.69,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
224,CAKE,Cheesecake Factory Incorporated (The),61.46,35.76,35.11,-0.86,,34.59,43.29,38.77,4.78,9.13,38.43,37.74,41.09,-3.06,-7.15,41.87,-3.72,16.05,41.87,-3.72,16.05,-5.98,"2,156",23.84,11.31,"21,074",0.94,3.25,0.14,1.65,1.24,0.7,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
256,CYBR,CyberArk Software Ltd.,453.26,46.31,40.23,-0.01,,26.84,46.63,35.83,59.36,73.72,41.34,38.3,22.57,-49.29,,21.58,-72.77,,21.58,-72.77,,17.66,"1,887",-2.08,,"11,854",-1.21,,254.94,11.79,7.99,4.78,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
154,OPK,"OPKO Health, Inc.",1.38,44.99,40.84,0.47,,32.94,45.93,41.04,35.06,47.41,39.68,39.45,75.46,3.29,,,,,,,,-34.62,800,-34.37,,"75,822",-0.86,,0.04,0.07,0.08,0.25,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
280,BL,"BlackLine, Inc.",54.37,31.65,33.32,-1.11,,26.39,48.0,37.56,33.07,26.32,39.95,36.83,68.16,10.4,25.59,53.3,40.83,53.17,53.3,40.83,53.17,-34.83,"1,091",0.28,0.65,"7,143",-0.81,1.05,0.15,1.48,1.84,2.4,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
228,KPTI,Karyopharm Therapeutics Inc.,7.11,131.25,107.05,0.61,,65.15,112.89,88.68,90.44,89.56,106.12,98.5,271.03,3.66,,361.0,7.75,,361.0,7.75,,-163.98,"1,142",16.65,,"20,367",1.79,,0.33,0.7,2.13,9.52,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
270,DVAX,Dynavax Technologies Corporation,10.12,35.59,43.69,0.03,,29.25,44.08,36.19,98.01,95.53,36.24,36.57,110.05,0.86,,,,,,,,-66.36,"1,601",-4.53,,"9,179",0.79,,0.06,0.38,0.38,1.18,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
316,RPAY,Repay Holdings Corporation,5.92,43.76,61.46,-0.02,,33.92,66.76,47.59,71.71,87.87,54.12,50.16,152.85,156.12,,,,,,,,-91.39,"1,420",659.36,,"2,756",-0.72,,1.58,0.25,0.32,0.59,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
40,TEVA,Teva Pharmaceutical Industries Limited,18.38,38.93,44.0,0.13,,29.61,63.19,45.67,30.68,43.25,52.51,47.08,38.99,-21.14,,,,,,,,5.01,"30,542",107.8,,"744,673",0.41,,0.01,0.55,0.39,0.4,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
111,FLR,Fluor Corporation,41.02,98.27,67.63,0.03,,28.17,71.26,47.33,92.03,96.28,61.88,57.45,50.49,1.12,4.59,55.58,1.48,14.73,55.58,1.48,14.73,17.14,"3,873",-56.27,-53.8,"153,140",1.79,4.91,1.1,1.57,1.22,1.11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
86,MCHP,Microchip Technology Incorporated,65.0,43.92,65.58,-0.56,,37.0,79.08,55.7,60.56,72.13,63.0,57.73,54.92,1.76,,50.0,9.64,,50.0,9.64,,10.66,"50,481",8.02,,"271,442",3.37,,6.55,2.21,2.16,0.64,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
283,SPB,"Spectrum Brands, Inc.",56.99,42.67,40.46,-0.21,,21.17,42.99,31.08,93.23,93.37,36.43,32.99,40.96,5.84,,,,,,,,-0.5,772,-1.03,,"6,676",0.21,,2.97,1.84,1.74,4.13,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
23,CCL,Carnival Corporation & plc,31.89,33.02,48.33,0.29,,35.4,60.63,48.23,60.96,50.46,50.37,46.74,48.95,14.27,,,,,,,,-0.63,"45,105",-7.56,,"1,350,953",0.06,,0.01,0.79,0.62,0.57,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
318,POST,"Post Holdings, Inc.",113.15,22.74,20.58,-1.53,,13.82,23.05,18.75,60.96,73.11,21.32,19.82,23.15,-29.54,-10.33,24.39,37.09,,24.39,37.09,,-2.57,417,5.04,0.0,"2,570",0.23,7.85,5.47,2.14,1.79,1.33,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
149,INSM,Insmed Incorporated,136.1,31.9,55.09,-0.21,,37.55,132.38,56.34,63.35,48.41,48.19,45.89,44.31,-10.91,,44.38,-13.55,,44.38,-13.55,,10.78,"13,093",81.75,,"79,112",4.84,,0.35,2.88,1.76,1.18,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
298,PAR,PAR Technology Corporation,51.18,76.09,54.31,0.21,,35.93,56.66,44.82,94.02,97.67,51.04,48.26,40.55,-20.38,,,,,,,,13.76,665,1.53,,"4,163",0.02,,0.04,2.35,1.79,0.52,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
237,HUBS,"HubSpot, Inc.",483.17,41.99,47.73,0.1,,30.29,53.04,41.89,64.94,77.19,45.74,42.53,112.63,160.0,,,,,,,,-64.9,"4,224",3.55,,"17,897",0.52,,30.61,19.79,17.66,12.21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
98,RTX,RTX Corporation,158.6,19.1,28.52,0.38,,17.23,34.58,25.25,62.95,68.49,28.39,26.05,21.96,-3.64,,23.52,-28.01,,23.52,-28.01,,6.57,"12,184",-70.6,,"211,486",5.84,,0.14,2.41,1.82,0.38,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
249,PEGA,"Pegasystems, Inc.",54.21,53.42,58.53,-0.01,,35.29,70.26,50.95,64.14,72.35,58.36,53.26,41.64,0.76,,,,,,,,16.89,"1,115",2.48,,"13,829",-1.07,,0.14,1.41,0.98,0.49,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
126,PSEC,Prospect Capital Corporation,2.98,29.15,29.58,-2.16,,20.93,35.97,29.93,30.68,46.86,27.79,30.69,84.03,-19.84,,103.4,-27.5,,103.4,-27.5,,-54.45,"12,678",-1.51,,"106,892",-0.9,,0.09,0.09,0.09,0.06,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
340,NVST,Envista Holdings Corporation,21.18,46.46,44.07,-0.13,,36.97,48.23,42.1,60.56,70.58,43.36,42.1,31.98,-25.77,-22.63,,,,,,,12.09,213,-8.58,1.43,"1,061",0.57,1.24,0.46,0.67,0.79,0.96,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
184,BURL,"Burlington Stores, Inc.",290.68,31.33,41.25,-0.13,,26.63,51.23,38.46,60.96,62.89,42.05,38.68,28.58,-35.38,,,,,,,,12.67,"7,901",-30.34,,"43,382",-0.52,,27.0,8.27,6.5,5.09,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
213,RWT,"Redwood Trust, Inc.",6.12,37.4,36.45,-3.26,,22.99,40.79,30.36,63.75,83.51,34.57,31.78,27.94,6.95,,,,,,,,8.51,554,-15.03,,"29,780",-0.68,,0.11,0.15,0.15,0.15,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
264,SKIN,The Beauty Health Company,2.08,100.09,128.55,-1.56,,69.0,136.67,101.8,82.87,90.48,112.21,106.34,117.48,-0.6,,114.09,-21.51,,114.09,-21.51,,11.07,240,-7.34,,"11,010",0.09,,1.04,0.14,0.32,0.47,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
36,RIG,Transocean Ltd.,3.03,56.63,62.94,-2.05,,45.39,79.95,60.65,59.36,57.16,66.8,62.87,59.69,-1.68,-2.73,60.02,7.5,-21.93,60.02,7.5,-21.93,3.25,"15,159",1.33,-34.28,"823,042",0.81,8.14,0.01,0.17,0.24,1.1,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
229,CAMT,Camtek Ltd.,82.71,49.77,56.36,-1.03,,56.16,72.39,64.58,1.59,2.68,61.49,60.78,45.65,2.9,-2.12,54.05,3.49,3.44,54.05,3.49,3.44,10.7,"1,164",-3.16,-6.81,"20,276",-0.09,1.19,0.7,3.53,2.72,0.58,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
211,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",28.24,40.46,39.5,-2.0,,32.32,46.06,39.02,53.78,56.3,36.27,37.63,51.31,-1.67,-5.68,,,,,,,-11.81,"3,048",1.26,-29.38,"31,315",0.03,0.95,2.04,0.88,0.98,0.74,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
95,SHEL,Shell plc,73.88,12.9,24.22,-1.93,,14.64,29.37,22.75,60.56,61.36,24.22,23.44,20.73,-21.45,,,,,,,,3.49,"22,562",44.12,,"215,944",0.08,,0.52,0.94,0.85,0.35,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
45,BMY,Bristol-Myers Squibb Company,47.18,29.41,30.83,0.08,,26.27,34.68,30.32,63.35,60.74,28.89,29.24,29.79,-24.78,,26.73,-33.42,,26.73,-33.42,,1.04,"24,583",-14.24,,"679,965",1.11,,0.04,1.25,1.1,0.36,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
286,MMYT,MakeMyTrip Limited,98.75,33.97,46.83,-0.86,,46.83,61.23,54.62,0.0,0.12,49.37,51.77,50.51,12.58,-3.45,62.06,47.89,-15.49,62.06,47.89,-15.49,-3.68,409,2.25,14.89,"5,550",0.4,1.63,0.99,4.21,2.57,1.38,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
