Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Market Spread,1y Spread,3y Spread,5y Spread,Latest Open_Color,Latest Close_Color,Latest High_Color,Latest Low_Color,Open 1d (%)_Color,Open 1w (%)_Color,Close 1d (%)_Color,Close 1w (%)_Color,High 1d (%)_Color,High 1w (%)_Color,Low 1d (%)_Color,Low 1w (%)_Color,Market Spread_Color,1y Spread_Color,3y Spread_Color,5y Spread_Color
V,Visa Inc.,,350.35,353.42,349.84,,,-0.24,,0.01,,0.69,,0.74,5.61,4.29,2.19,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TSLA,"Tesla, Inc.",,349.6,355.39,349.16,,,-0.59,,0.99,,1.58,,15.54,15.01,10.99,4.51,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MSTR,MicroStrategy Incorporated,,342.06,351.77,341.84,,,-2.65,-0.67,-0.06,,0.34,,1.47,21.56,10.25,2.04,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PODD,Insulet Corporation,,334.35,335.86,329.65,,,0.76,,1.06,,0.24,,1.46,7.56,7.72,3.77,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
COIN,"Coinbase Global, Inc.",,308.97,312.41,306.69,,,0.16,1.5,1.04,,2.1,,33.54,14.99,10.4,10.18,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AVGO,Broadcom Inc.,,300.25,301.18,293.78,,,0.75,,0.31,,-0.07,,7.0,7.56,4.29,1.2,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
JPM,JPMorgan Chase & Co.,,299.28,301.07,297.05,,,0.24,,0.78,,1.21,,1.56,4.91,3.34,0.82,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MDB,"MongoDB, Inc.",,295.7,297.26,275.66,,,37.96,,34.82,,29.84,,0.76,9.83,11.87,12.75,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BURL,"Burlington Stores, Inc.",,280.3,282.76,278.28,,,0.45,,0.26,,-0.12,,-0.16,8.21,6.48,5.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ZS,"Zscaler, Inc.",,273.07,273.77,267.51,,,2.01,,0.74,,0.62,,0.64,6.87,6.29,6.7,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
IDCC,"InterDigital, Inc.",,269.68,270.65,265.35,,,1.06,3.74,0.48,,0.4,,148.04,5.99,3.16,0.9,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",,269.15,269.93,264.78,,,0.93,,-1.05,,0.15,,0.98,10.47,10.18,7.62,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NVMI,Nova Ltd.,,263.55,266.04,258.36,,,1.56,6.93,1.58,,0.49,,3.06,8.63,5.62,1.24,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
IBM,International Business Machines Corporation,,244.84,245.96,242.0,,,0.91,,0.4,,0.67,,0.67,4.92,3.11,0.75,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),,235.62,236.34,232.4,,,0.34,,0.64,,1.94,,0.5,5.26,5.11,1.28,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TTWO,"Take-Two Interactive Software, Inc.",,232.03,232.34,228.75,,,0.52,,-0.52,,-0.69,,0.49,4.77,3.63,1.6,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AMZN,"Amazon.com, Inc.",,229.12,229.86,227.82,,,0.18,,0.38,,0.8,,23.28,4.85,3.88,1.11,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
RH,RH,,228.0,231.91,222.04,,,3.08,,-0.89,,1.71,,1.18,13.17,11.55,8.58,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,"Guidewire Software, Inc.",,216.42,216.93,213.0,,,2.02,,1.44,,1.35,,-0.04,4.96,3.14,2.28,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,"Expedia Group, Inc.",,212.21,214.87,211.21,,,-0.66,,0.19,,-0.31,,0.45,5.09,3.89,2.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ABBV,AbbVie Inc.,,208.06,210.42,207.82,,,-0.14,,0.88,,0.6,,0.48,4.11,3.11,1.84,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NET,"Cloudflare, Inc.",,205.24,205.65,199.76,,,3.37,,2.06,,1.95,,0.12,5.15,3.77,4.58,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
GTLS,"Chart Industries, Inc.",,198.0,198.49,197.98,,,-0.2,-0.13,0.0,,0.22,,2.96,6.08,6.16,3.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ASND,Ascendis Pharma A/S,,193.01,196.66,192.94,,,-1.86,,-0.06,,2.08,,107.68,6.2,5.08,4.24,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PANW,"Palo Alto Networks, Inc.",,187.61,188.2,184.69,,,1.83,,0.83,,0.38,,0.41,5.25,4.02,1.8,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PI,"Impinj, Inc.",,186.37,189.43,176.4,,,4.2,13.1,5.46,,0.9,,1.49,6.51,5.43,3.29,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SE,Sea Limited,,182.91,188.88,182.77,,,-2.86,,0.06,,-1.79,,0.35,4.37,3.1,4.93,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LRN,"Stride, Inc.",,169.81,171.16,169.35,,,0.01,3.97,0.17,,2.49,,3.72,3.9,2.13,1.09,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
IRTC,"iRhythm Technologies, Inc.",,169.79,170.84,167.32,,,1.05,4.04,0.87,,1.04,,93.05,4.4,4.58,5.17,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
WELL,Welltower Inc.,,167.75,168.15,166.07,,,1.15,,0.93,,1.2,,4.84,2.79,2.02,0.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
STX,Seagate Technology Holdings plc,,167.24,168.2,165.54,,,1.21,,0.77,,1.11,,8.43,3.13,2.34,0.98,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AMD,"Advanced Micro Devices, Inc.",,167.13,167.68,164.65,,,0.31,,-1.23,,-0.16,,10.3,4.54,4.61,0.97,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LYV,"Live Nation Entertainment, Inc.",,165.57,167.01,165.13,,,-0.63,,0.07,,0.21,,0.08,3.31,2.51,1.29,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
HCI,"HCI Group, Inc.",,163.79,164.38,161.12,,,1.15,,-0.06,,0.48,,7.01,4.37,2.99,1.39,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NTRA,"Natera, Inc.",,163.04,165.59,162.53,,,-1.61,,-0.16,,0.23,,1.03,6.06,3.76,2.69,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MTN,"Vail Resorts, Inc.",,162.85,163.32,159.74,,,1.87,5.69,0.52,,0.25,,1.5,4.21,4.46,2.14,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
RTX,RTX Corporation,,159.84,160.21,159.01,,,0.17,,0.32,,1.68,,1.25,2.4,1.81,0.38,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CVX,Chevron Corporation,,159.24,159.99,157.36,,,1.19,,-0.01,,0.52,,0.01,2.76,2.75,0.55,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MMM,3M Company,,156.53,157.2,155.75,,,-0.03,,0.31,,0.76,,1.16,3.09,2.26,0.55,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AEIS,"Advanced Energy Industries, Inc.",,153.73,156.74,153.56,,,-0.46,4.05,0.47,,1.28,,87.18,3.89,3.22,1.51,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NRG,"NRG Energy, Inc.",,148.12,149.23,146.37,,,1.29,,1.81,,1.77,,3.87,4.1,2.25,0.84,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PEP,"PepsiCo, Inc.",,147.64,147.79,146.33,,,0.44,,-0.31,,0.36,,0.38,2.56,2.42,0.59,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AWK,"American Water Works Company, Inc.",,144.75,144.96,143.16,,,0.56,,0.22,,0.08,,5.35,2.72,2.62,1.46,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NICE,NICE Ltd.,,140.33,140.8,138.28,,,1.22,1.79,-0.48,,0.13,,78.39,4.74,4.99,1.74,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SHOP,Shopify Inc.,,139.89,142.5,137.28,,,-0.68,,0.93,,-1.32,,38.03,4.06,2.83,2.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,Middleby Corporation,,137.78,138.42,135.9,,,1.12,5.66,0.12,,0.07,,0.78,4.02,3.61,1.23,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
WIX,Wix.com Ltd.,,136.38,136.57,132.5,,,3.59,7.45,2.01,,1.15,,0.74,6.6,4.75,4.74,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
INSM,Insmed Incorporated,,134.53,134.74,131.54,,,1.79,,1.84,,2.69,,21.66,2.89,1.76,1.18,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DDOG,"Datadog, Inc.",,131.73,131.85,128.01,,,4.29,2.55,2.2,,1.39,,0.64,3.96,3.83,4.89,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ABNB,"Airbnb, Inc.",,129.85,130.15,126.95,,,2.33,,1.05,,0.44,,8.32,3.54,3.83,4.46,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
MTSI,"MACOM Technology Solutions Holdings, Inc.",,129.63,130.83,128.29,,,1.01,7.0,-0.01,,0.89,,0.48,4.17,3.03,1.78,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
NSIT,"Insight Enterprises, Inc.",,128.72,129.13,124.58,,,1.6,,-2.45,,-1.55,,0.86,4.85,3.76,1.24,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
LITE,Lumentum Holdings Inc.,,125.84,128.21,123.78,,,0.98,8.59,0.93,,0.23,,0.31,3.73,2.43,2.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
JAZZ,Jazz Pharmaceuticals plc,,124.43,126.14,123.87,,,-0.46,4.5,0.57,,1.12,,9.33,3.35,3.19,3.12,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
ITRI,"Itron, Inc.",,123.93,124.82,123.1,,,-0.1,-0.61,-0.39,,-0.23,,0.45,2.83,2.25,1.56,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DUK,Duke Energy Corporation,,123.68,123.85,122.76,,,0.32,,0.25,,0.54,,1.35,1.85,1.63,0.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
BABA,Alibaba Group Holding Limited,,122.23,122.51,120.79,,,-1.58,2.29,-2.77,,-2.37,,0.34,2.78,2.37,3.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PDD,PDD Holdings Inc.,,122.22,122.48,120.02,,,-1.36,,-7.7,,-2.45,,0.24,3.9,3.86,4.12,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
RGEN,Repligen Corporation,,118.88,121.56,118.83,,,-1.34,-2.2,-0.69,,-1.25,,3.07,6.03,6.61,1.49,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
DIS,Walt Disney Company (The),,118.09,118.46,117.29,,,0.37,,0.07,,0.11,,0.28,2.07,2.04,0.59,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
TMDX,"TransMedics Group, Inc.",,117.38,118.81,114.56,,,1.91,-3.69,1.85,,0.58,,64.08,5.27,4.48,3.28,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
PATK,Patriot Battery Metals Inc.,,114.02,114.58,110.5,,,0.29,2.57,-1.08,,-2.8,,0.63,2.89,2.03,0.39,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
POST,"Post Holdings, Inc.",,113.3,113.51,111.92,,,0.9,2.4,0.5,,0.04,,1.6,2.13,1.79,1.33,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
