Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
SATS,21.08,32.72,27.4,#FFFFFF,#FFFFFF,#FFFFFF
OPEN,9.81,19.45,35.15,#FFFFFF,#FFFFFF,#FFFFFF
TPIC,3439.49,3407.64,11878.98,#FFFFFF,#FFFFFF,#FFFFFF
GPRO,48.77,43.74,77.91,#FFFFFF,#FFFFFF,#FFFFFF
IONS,55.61,51.5,66.45,#FFFFFF,#FFFFFF,#FFFFFF
MNKD,66.61,93.36,110.05,#FFFFFF,#FFFFFF,#FFFFFF
RUN,61.73,40.12,118.21,#FFFFFF,#FFFFFF,#FFFFFF
ETSY,96.84,78.95,89.8,#FFFFFF,#FFFFFF,#FFFFFF
AORT,68.84,58.77,59.28,#FFFFFF,#FFFFFF,#FFFFFF
DAY,82.86,80.4,84.05,#FFFFFF,#FFFFFF,#FFFFFF
ZD,84.12,110.0,129.43,#FFFFFF,#FFFFFF,#FFFFFF
MLAB,162.74,211.15,199.58,#FFFFFF,#FFFFFF,#FFFFFF
DDD,79.25,122.64,103.3,#FFFFFF,#FFFFFF,#FFFFFF
WK,86.92,115.76,93.64,#FFFFFF,#FFFFFF,#FFFFFF
RNG,84.66,88.15,91.41,#FFFFFF,#FFFFFF,#FFFFFF
HAE,130.59,122.08,134.99,#FFFFFF,#FFFFFF,#FFFFFF
SABR,152.91,193.6,173.84,#FFFFFF,#FFFFFF,#FFFFFF
BLMN,114.54,119.34,216.82,#FFFFFF,#FFFFFF,#FFFFFF
LNTH,148.25,192.57,194.19,#FFFFFF,#FFFFFF,#FFFFFF
FLR,116.73,89.0,107.42,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,100.06,73.44,66.42,#FFFFFF,#FFFFFF,#FFFFFF
XRX,141.87,155.31,254.04,#FFFFFF,#FFFFFF,#FFFFFF
CABO,83.05,142.7,194.98,#FFFFFF,#FFFFFF,#FFFFFF
INVA,109.16,87.52,97.63,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,147.8,133.65,124.49,#FFFFFF,#FFFFFF,#FFFFFF
WOLF,87.76,397.96,554.42,#FFFFFF,#FFFFFF,#FFFFFF
ENOV,104.73,121.63,141.46,#FFFFFF,#FFFFFF,#FFFFFF
SRPT,210.1,564.4,745.59,#FFFFFF,#FFFFFF,#FFFFFF
MTH,81.51,88.49,119.51,#FFFFFF,#FFFFFF,#FFFFFF
MP,48.93,42.97,22.17,#FFFFFF,#FFFFFF,#FFFFFF
AMPH,90.92,93.87,158.7,#FFFFFF,#FFFFFF,#FFFFFF
SPB,95.34,131.01,161.22,#FFFFFF,#FFFFFF,#FFFFFF
PAR,136.38,128.71,117.93,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,102.37,109.97,93.83,#FFFFFF,#FFFFFF,#FFFFFF
ENPH,122.84,156.6,297.93,#FFFFFF,#FFFFFF,#FFFFFF
IART,79.01,145.22,114.36,#FFFFFF,#FFFFFF,#FFFFFF
GMED,100.79,121.56,118.53,#FFFFFF,#FFFFFF,#FFFFFF
IIIV,75.7,77.59,71.43,#FFFFFF,#FFFFFF,#FFFFFF
NEO,94.52,131.28,218.05,#FFFFFF,#FFFFFF,#FFFFFF
SEDG,79.2,54.79,65.81,#FFFFFF,#FFFFFF,#FFFFFF
MODG,83.5,66.56,99.68,#FFFFFF,#FFFFFF,#FFFFFF
WIX,90.89,105.21,93.15,#FFFFFF,#FFFFFF,#FFFFFF
CHGG,81.82,47.88,116.36,#FFFFFF,#FFFFFF,#FFFFFF
DOCN,78.33,105.76,116.15,#FFFFFF,#FFFFFF,#FFFFFF
CFLT,118.19,131.73,97.4,#FFFFFF,#FFFFFF,#FFFFFF
NSIT,104.27,120.49,157.32,#FFFFFF,#FFFFFF,#FFFFFF
BOX,108.78,95.54,101.13,#FFFFFF,#FFFFFF,#FFFFFF
LCID,108.02,107.51,204.73,#FFFFFF,#FFFFFF,#FFFFFF
CYTK,66.12,85.31,103.4,#FFFFFF,#FFFFFF,#FFFFFF
PEP,90.83,102.03,118.63,#FFFFFF,#FFFFFF,#FFFFFF
TTGT,125.13,233.27,416.81,#FFFFFF,#FFFFFF,#FFFFFF
TVTX,53.09,72.24,44.82,#FFFFFF,#FFFFFF,#FFFFFF
HALO,71.21,82.15,78.35,#FFFFFF,#FFFFFF,#FFFFFF
LIVN,80.96,69.43,83.95,#FFFFFF,#FFFFFF,#FFFFFF
DVAX,105.66,142.7,112.24,#FFFFFF,#FFFFFF,#FFFFFF
FARO,96.59,66.9,39.4,#FFFFFF,#FFFFFF,#FFFFFF
PLUG,89.58,115.28,134.72,#FFFFFF,#FFFFFF,#FFFFFF
ARRY,97.19,74.24,80.59,#FFFFFF,#FFFFFF,#FFFFFF
RPAY,84.45,100.18,138.87,#FFFFFF,#FFFFFF,#FFFFFF
KHC,96.44,110.14,124.88,#FFFFFF,#FFFFFF,#FFFFFF
BHR,80.89,97.53,93.25,#FFFFFF,#FFFFFF,#FFFFFF
GPN,87.71,110.41,127.18,#FFFFFF,#FFFFFF,#FFFFFF
PRGS,147.72,130.29,135.01,#FFFFFF,#FFFFFF,#FFFFFF
PCG,89.22,109.6,128.12,#FFFFFF,#FFFFFF,#FFFFFF
HLX,113.54,126.27,148.25,#FFFFFF,#FFFFFF,#FFFFFF
WGO,92.71,103.79,157.76,#FFFFFF,#FFFFFF,#FFFFFF
ATI,111.23,67.39,80.35,#FFFFFF,#FFFFFF,#FFFFFF
VERI,38.46,71.7,82.69,#FFFFFF,#FFFFFF,#FFFFFF
NBR,82.15,102.57,153.36,#FFFFFF,#FFFFFF,#FFFFFF
NOG,122.84,110.62,124.86,#FFFFFF,#FFFFFF,#FFFFFF
RTX,93.58,83.07,75.43,#FFFFFF,#FFFFFF,#FFFFFF
VREX,74.73,114.05,104.38,#FFFFFF,#FFFFFF,#FFFFFF
NRG,94.06,58.78,48.9,#FFFFFF,#FFFFFF,#FFFFFF
IRWD,53.91,129.57,378.26,#FFFFFF,#FFFFFF,#FFFFFF
HUBS,113.37,124.53,101.77,#FFFFFF,#FFFFFF,#FFFFFF
EVH,89.99,102.39,328.07,#FFFFFF,#FFFFFF,#FFFFFF
RIG,102.47,93.83,125.31,#FFFFFF,#FFFFFF,#FFFFFF
BTU,73.35,71.37,110.08,#FFFFFF,#FFFFFF,#FFFFFF
NMFC,97.99,100.4,103.38,#FFFFFF,#FFFFFF,#FFFFFF
SKIN,66.52,57.39,62.17,#FFFFFF,#FFFFFF,#FFFFFF
INN,79.99,97.32,106.82,#FFFFFF,#FFFFFF,#FFFFFF
KOS,129.31,128.16,222.41,#FFFFFF,#FFFFFF,#FFFFFF
MDB,61.41,55.36,88.6,#FFFFFF,#FFFFFF,#FFFFFF
VSH,98.57,109.61,115.78,#FFFFFF,#FFFFFF,#FFFFFF
STX,65.58,44.93,51.67,#FFFFFF,#FFFFFF,#FFFFFF
HCAT,116.41,126.99,243.87,#FFFFFF,#FFFFFF,#FFFFFF
MRK,96.28,110.47,132.05,#FFFFFF,#FFFFFF,#FFFFFF
MCHP,100.83,81.44,116.22,#FFFFFF,#FFFFFF,#FFFFFF
JAZZ,85.5,108.72,82.84,#FFFFFF,#FFFFFF,#FFFFFF
CBRL,105.48,81.05,72.75,#FFFFFF,#FFFFFF,#FFFFFF
PR,103.94,93.84,88.89,#FFFFFF,#FFFFFF,#FFFFFF
AAL,80.89,84.79,84.01,#FFFFFF,#FFFFFF,#FFFFFF
GPRE,57.64,53.31,126.45,#FFFFFF,#FFFFFF,#FFFFFF
EZPW,78.44,80.11,64.8,#FFFFFF,#FFFFFF,#FFFFFF
LRN,90.65,76.79,49.17,#FFFFFF,#FFFFFF,#FFFFFF
GES,67.05,54.99,105.76,#FFFFFF,#FFFFFF,#FFFFFF
CNMD,101.4,110.99,137.08,#FFFFFF,#FFFFFF,#FFFFFF
ECPG,88.34,79.42,105.42,#FFFFFF,#FFFFFF,#FFFFFF
