Ticker,Date,Close,Realised_Vol_30,Realised_Vol_60,Realised_Vol_100,Realised_Vol_180,Realised_Vol_252
CDP,1992-12-29,1.4656047821044922,36.99761641152322,49.074362487875575,44.8155687904916,42.42098425137607,35.82652665632277
CDP,1992-12-30,1.4656047821044922,36.99761641152322,48.43899877896146,44.8155687904916,42.42098425137607,35.82652665632277
CDP,1992-12-31,1.4656047821044922,36.99761641152322,48.43899877896146,44.8155687904916,42.42098425137607,35.82652665632277
CDP,1993-01-04,1.4656047821044922,36.81433830237825,48.364289440132914,44.8155687904916,42.42098425137607,35.82652665632277
CDP,1993-01-05,1.4656047821044922,36.62183244464775,45.76034644410294,44.768375486556685,42.42098425137607,35.82652665632277
CDP,1993-01-06,1.4656047821044922,35.78929327123914,45.76034644410294,44.58703341652839,42.42098425137607,35.82652665632277
CDP,1993-01-07,1.3884668350219729,39.16555927523071,47.10238128466784,45.40442749610127,42.90899051899611,36.23708077143844
CDP,1993-01-08,1.3884668350219729,39.16555927523071,44.32443659632244,45.40442749610127,42.90899051899611,36.23708077143844
CDP,1993-01-11,1.446319341659546,41.00046446971472,44.00970523883033,45.87768611341279,43.17773514992353,36.46504891940392
CDP,1993-01-12,1.4656047821044922,37.74857141072832,44.09660991972887,45.92711342710949,43.20446171457528,36.48810681984733
CDP,1993-01-13,1.4656047821044922,37.74857141072832,44.09660991972887,45.92711342710949,43.20446171457528,36.48810681984733
CDP,1993-01-14,1.3884668350219729,37.94698199325108,45.16536825104146,46.72106842858668,43.6837163546098,36.89129910800291
CDP,1993-01-15,1.3884668350219729,37.94698199325108,42.26028686778363,46.55241564538689,43.6837163546098,36.89129910800291
CDP,1993-01-18,1.3884668350219729,37.94698199325108,41.99029487089765,46.55241564538689,43.6837163546098,36.89129910800291
CDP,1993-01-19,1.3884668350219729,37.94698199325108,41.99029487089765,45.847527795406045,43.6837163546098,36.89129910800291
CDP,1993-01-20,1.3884668350219729,37.0790671824382,41.99029487089765,45.847527795406045,43.6837163546098,36.89129910800291
CDP,1993-01-21,1.3884668350219729,37.0790671824382,41.63948924849704,45.847527795406045,43.6837163546098,36.89129910800291
CDP,1993-01-22,1.3884668350219729,37.0790671824382,38.66007135795196,44.235251973993016,43.6837163546098,36.89129910800291
CDP,1993-01-25,1.4656047821044922,37.27916680389366,40.24547086231009,44.31937441667031,44.14675590835348,37.28379663393818
CDP,1993-01-26,1.504172921180725,35.589810242434204,40.58508827724583,44.51137234910363,43.9743390785702,37.37190341484887
CDP,1993-01-27,1.504172921180725,35.589810242434204,40.58508827724583,44.338059856887256,43.9743390785702,37.37190341484887
CDP,1993-01-28,1.504172921180725,35.589810242434204,40.58508827724583,44.161319660862304,43.9743390785702,37.37190341484887
CDP,1993-01-29,1.504172921180725,32.16162430152505,40.58508827724583,44.161319660862304,43.9743390785702,37.37190341484887
CDP,1993-02-01,1.504172921180725,31.99163552475372,37.441021243010965,43.38211377757724,43.9743390785702,37.37190341484887
CDP,1993-02-02,1.504172921180725,31.99163552475372,37.441021243010965,43.38211377757724,43.9743390785702,37.37190341484887
CDP,1993-02-03,1.504172921180725,31.99163552475372,33.969468643080866,42.617857125483376,43.9743390785702,37.37190341484887
CDP,1993-02-04,1.504172921180725,31.99163552475372,33.969468643080866,42.617857125483376,43.9743390785702,37.37190341484887
CDP,1993-02-05,1.504172921180725,31.99163552475372,33.969468643080866,42.43681219696508,43.9743390785702,37.37190341484887
CDP,1993-02-08,1.504172921180725,31.285949937506768,33.969468643080866,42.25211984926236,43.9743390785702,37.37190341484887
CDP,1993-02-09,1.446319341659546,33.37559435164413,34.94742621280801,42.71353658560512,44.22903133688608,37.58163459769869
CDP,1993-02-10,1.5427415370941162,38.324504633266905,37.35344318538386,43.93150968103699,44.8708099298973,38.12714693384702
CDP,1993-02-11,1.5234572887420654,38.54602861903332,37.460286219035375,43.980311814141096,44.89935761559984,38.14964027999634
CDP,1993-02-12,1.427035570144653,43.12255857398441,39.85794246831579,45.02297860067525,45.57937546671669,38.71398525174754
CDP,1993-02-16,1.427035570144653,43.12255857398441,39.76412187338224,45.02297860067525,45.57937546671669,38.71398525174754
CDP,1993-02-17,1.5427415370941162,48.80732655670156,42.803336826636816,46.55422453904959,46.49052117785272,39.48683523110586
CDP,1993-02-18,1.5427415370941162,48.80732655670156,42.438227665492725,46.38374770685773,46.49052117785272,39.48683523110586
CDP,1993-02-19,1.5427415370941162,45.86495534073424,42.438227665492725,46.38374770685773,46.49052117785272,39.48683523110586
CDP,1993-02-22,1.5427415370941162,45.86495534073424,42.438227665492725,46.38374770685773,46.49052117785272,39.48683523110586
CDP,1993-02-23,1.5427415370941162,44.48457500705799,42.438227665492725,46.38374770685773,46.49052117785272,39.48683523110586
