Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_mid,IV_spread,Delta,Ivol/Rvol100d Ratio,Call Local Vol,Put Local Vol,Realised Vol 100d
LAC,LAC250919P00002500,Put,2025-09-19,2.5,0.8412209927386247,0.05,0.1,182,3167,2.95,2.98,2.970000028610229,0.8828136718749999,2025-09-19,0.05475701574264202,2.971870675577367,-0.17290087976048155,0.8071195250304081,1.0779546656047305,0.9484572141069306,0.27083514057432245,-0.18673020632014503,1.493559198024421,,,0.635031551050327
LAC,LAC250919C00003500,Call,2025-09-19,3.5,1.1777093898340747,0.05,0.1,67,4216,2.95,2.98,2.970000028610229,0.79687703125,2025-09-19,0.05475701574264202,2.971870675577367,0.16357135686073146,0.73261679417566,0.968325502675682,0.8559517731547008,0.235708708500022,0.2368392726513709,1.3478885761486608,,,0.635031551050327
LAC,LAC260220C00004500,Call,2026-02-20,4.5,1.4874504179589512,0.2,0.3,10,152,2.95,2.98,2.970000028610229,0.7812521875,2026-02-20,0.47638603696098564,3.02531092510284,0.3970635254175382,0.70205272916147,0.8397825531210648,0.7724207381579686,0.13772982395959477,0.3162495466454601,1.2163501748541519,,,0.635031551050327
LAC,LAC251121C00005000,Call,2025-11-21,5.0,1.6702200368914222,0.05,0.1,34,4648,2.95,2.98,2.970000028610229,0.8437515624999999,2025-11-21,0.2272416153319644,2.9936175411390065,0.5129553763668775,0.765349591384555,0.9235856382147433,0.850303647555957,0.15823604683018822,0.14392972508410318,1.3389943320919646,,,0.635031551050327
LAC,LAC260220C00005000,Call,2026-02-20,5.0,1.6527226866210567,0.15,0.25,1,914,2.95,2.98,2.970000028610229,0.804689453125,2026-02-20,0.47638603696098564,3.02531092510284,0.5024240410753644,0.7174874797867068,0.8686753301541119,0.7958553542544592,0.15118785036740512,0.26108588782178654,1.2532532485010128,,,0.635031551050327
LAC,LAC251121P00002000,Put,2025-11-21,2.0,0.6680880147565689,0.05,0.1,1,14806,2.95,2.98,2.970000028610229,0.79687703125,2025-11-21,0.2272416153319644,2.9936175411390065,-0.4033353555072775,0.7260508310682003,0.9151270859256171,0.8261741825517109,0.18907625485741675,-0.11103585221043843,1.3009970625636451,,,0.635031551050327
LAC,LAC270115C00004500,Call,2027-01-15,4.5,1.4318806181150856,0.55,0.8,29,274,2.95,2.98,2.970000028610229,0.7773459765625,2027-01-15,1.377138945927447,3.142720100453457,0.3589886978251438,0.6570219075306628,0.8375067130906734,0.747143723836563,0.18048480556001056,0.5115496808497613,1.1765458308343972,,,0.635031551050327
LAC,LAC260220C00005500,Call,2026-02-20,5.5,1.8179949552831625,0.15,0.2,50,88,2.95,2.98,2.970000028610229,0.8437515624999999,2026-02-20,0.47638603696098564,3.02531092510284,0.5977342208796893,0.794995781686952,0.8760897505403895,0.8365180903215446,0.08109396885343756,0.22765743791407583,1.3172858717617473,,,0.635031551050327
LAC,LAC251017P00003000,Put,2025-10-17,3.0,1.006199403423658,0.3,0.4,2,102,2.95,2.98,2.970000028610229,0.7539087109375,2025-10-17,0.13141683778234087,2.9815163771637185,0.006180266174545681,0.6775759646011003,0.9125618208882065,0.7948926977085713,0.23498585628710622,-0.45119894825212004,1.251737329261574,,,0.635031551050327
LAC,LAC260116P00002500,Put,2026-01-16,2.5,0.8297153192252112,0.25,0.4,1,3290,2.95,2.98,2.970000028610229,0.7851583984375,2026-01-16,0.3805612594113621,3.0130816462862247,-0.18667262591092218,0.6947501926894608,0.944643464415465,0.820414654977631,0.24989327172600417,-0.26700616570209446,1.2919273910417282,,,0.635031551050327
