Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_mid,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d
SMTC,SMTC261218P00050000,Put,2026-12-18,50.0,0.7736080830516794,6.7,11.5,2,15,59.79,61.32,60.560001373291016,0.5554243676757813,2026-12-18,1.3032169746748803,64.63220989465779,-0.2566898862786118,0.5156814729108117,0.7413006055394497,0.6285269258956082,0.22561913262863798,-0.23683949343413313,0.9586554132730797,0.6285269258956082,0.514830778836613,0.05391505923726748,0.18254519644226883,0.6556338358844357
SMTC,SMTC251219P00047000,Put,2025-12-19,47.0,0.7643447060264338,1.8,2.95,1,12,59.79,61.32,60.560001373291016,0.6081582153320313,2025-12-19,0.3066392881587953,61.49058092432784,-0.2687364056708951,0.5675923770000104,0.7017313727416593,0.6366368444366777,0.1341389957416489,-0.1739783571923399,0.9710249983939107,0.6353513231306609,0.12378148124855502,0.26256017916541524,0.0,0.6556338358844357
SMTC,SMTC261218P00047000,Put,2026-12-18,47.0,0.7271915980685787,8.0,13.0,4,14,59.79,61.32,60.560001373291016,0.6889069195556643,2026-12-18,1.3032169746748803,64.63220989465779,-0.3185652899966992,0.6414643999535045,0.8921254028790497,0.7662287956442884,0.2506610029255453,-0.21140642837317558,1.1686840332312356,0.7662287956442884,0.7651272444152235,0.0,0.5658874599340299,0.6556338358844357
SMTC,SMTC251219P00049000,Put,2025-12-19,49.0,0.7968700126658566,1.85,2.95,2,13,59.79,61.32,60.560001373291016,0.5478560839843751,2025-12-19,0.3066392881587953,61.49058092432784,-0.22706370927032699,0.5144923833010946,0.6351041586167109,0.5763386562358668,0.12061177531561629,-0.1918653417999463,0.8790556934243617,0.6223676971563681,0.1187741373085194,0.0,0.6590667435088392,0.6556338358844357
SMTC,SMTC270115C00085000,Call,2027-01-15,85.0,1.3101024937830765,6.1,9.5,1,12,59.79,61.32,60.560001373291016,0.5203295037841795,2027-01-15,1.379876796714579,64.88041996970207,0.2701053736815739,0.4171463009826155,0.5396238634517219,0.4789942680377144,0.12247756246910635,0.42124362087878964,0.7305819831454574,0.5002950157852024,0.34537640471193987,0.09600517486524424,,0.6556338358844357
SMTC,SMTC250919P00049000,Put,2025-09-19,49.0,0.8068588862154839,0.15,0.35,9,117,59.79,61.32,60.560001373291016,0.57617611328125,2025-09-19,0.057494866529774126,60.72933053985577,-0.21460648818887607,0.5455833840542481,0.6615996770362453,0.6096255811455107,0.11601629298199723,-0.06163158166667948,0.9298262959890395,0.6096255811455107,0.0213675847581849,0.7966998806175335,0.0,0.6556338358844357
SMTC,SMTC270115C00095000,Call,2027-01-15,95.0,1.4642321989340266,4.8,7.3,2,14,59.79,61.32,60.560001373291016,0.518681571044922,2027-01-15,1.379876796714579,64.88041996970207,0.3813310087917982,0.4329723677031883,0.5283496574133854,0.48155879997732665,0.09537728971019704,0.34779743756458975,0.7344935139409247,0.4743680406649809,0.3105068286219954,0.0,,0.6556338358844357
SMTC,SMTC270115P00033000,Put,2027-01-15,33.0,0.5086280269981356,5.9,8.7,1,13,59.79,61.32,60.560001373291016,0.8708509008789063,2027-01-15,1.379876796714579,64.88041996970207,-0.6760383213422623,0.844662220152445,1.039469441665346,0.9424223243891898,0.19480722151290109,-0.12217317171084563,1.43742173269304,0.94242232438919,1.2255511515498712,,0.0,0.6556338358844357
SMTC,SMTC251219P00039000,Put,2025-12-19,39.0,0.6342434794687429,0.85,1.15,1,7,59.79,61.32,60.560001373291016,0.6584506811523438,2025-12-19,0.3066392881587953,61.49058092432784,-0.45532236125130726,0.6517901861323755,0.7111910788876996,0.6824090359180317,0.05940089275532412,-0.08167875064414665,1.0408386489045014,0.6825577183010596,0.1428586566652513,,0.0,0.6556338358844357
SMTC,SMTC251017P00045000,Put,2025-10-17,45.0,0.7381580719881445,0.35,0.55,3,22,59.79,61.32,60.560001373291016,0.5830119824218749,2025-10-17,0.13415468856947296,60.96255220619295,-0.30359728763116767,0.5693500454187372,0.6374296813211764,0.6051843772682146,0.06807963590243915,-0.06937347307730168,0.9230523870871218,0.6051843772682146,0.04913390388497281,,0.3034856189654306,0.6556338358844357
SMTC,SMTC261218C00080000,Call,2026-12-18,80.0,1.237772932882687,9.3,12.9,9,11,59.79,61.32,60.560001373291016,0.617313397216797,2026-12-18,1.3032169746748803,64.63220989465779,0.21331374296712372,0.5094539225356678,0.6401121751948872,0.5747809343424366,0.13065825265921938,0.5011917806950796,0.876679791193311,0.5747809343424365,0.4305478611969243,0.0,,0.6556338358844357
SMTC,SMTC250919P00024000,Put,2025-09-19,24.0,0.39519618916676763,0.95,1.4,1,20,59.79,61.32,60.560001373291016,2.831057609863281,2025-09-19,0.057494866529774126,60.72933053985577,-0.928372955951557,2.8109533708558994,3.1200317985186605,2.9718364117792486,0.30907842766276117,-0.04854674872226683,4.532768519748994,2.9718364117792486,0.5077838325144864,,0.0,0.6556338358844357
SMTC,SMTC260116P00039000,Put,2026-01-16,39.0,0.6318170830041577,0.95,1.5,2,42,59.79,61.32,60.560001373291016,0.6269568554687501,2026-01-16,0.38329911019849416,61.726726055843855,-0.45915535235329213,0.6054222423362204,0.6959853410690839,0.6526844408141564,0.0905630987328635,-0.09039480280889123,0.9955014599478372,0.6499082579071151,0.16189816322360187,,0.9436723236946258,0.6556338358844357
