Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_mid,IV_spread,Delta,Ivol/Rvol100d Ratio,Call Local Vol,Put Local Vol,Realised Vol 100d
FSLY,FSLY251219P00002500,Put,2025-12-19,2.5,0.3194939294868799,0.0,0.45,5,1326,7.72,7.73,7.71999979019165,1.703126484375,2025-12-19,0.30390143737166325,7.824874807527958,-1.141017005386115,,2.2188365700199,1.746429283820045,,-0.047803637415190225,2.545075934604263,,,0.6861992839092242
FSLY,FSLY250919P00005000,Put,2025-09-19,5.0,0.6457528138433715,0.0,0.15,2,2007,7.72,7.73,7.71999979019165,1.2578162109375,2025-09-19,0.05475701574264202,7.742900832659413,-0.43733848953465665,,1.6425451465750878,1.3556214855332305,,-0.062112848778520524,1.9755507143790063,,,0.6861992839092242
FSLY,FSLY251219C00025000,Call,2025-12-19,25.0,3.1949392948687985,0.0,0.25,1,2046,7.72,7.73,7.71999979019165,1.1679729101562502,2025-12-19,0.30390143737166325,7.824874807527958,1.1615680876079304,,1.3513159202882694,1.175380454064534,,0.07095839727573583,1.7128849907398367,,,0.6861992839092242
FSLY,FSLY250919C00010000,Call,2025-09-19,10.0,1.291505627686743,0.0,0.05,17,2144,7.72,7.73,7.71999979019165,0.6093789062500001,2025-09-19,0.05475701574264202,7.742900832659413,0.2558086910252887,,0.7515340649563024,0.647638208103142,,0.05346043925732279,0.9438048440004152,,,0.6861992839092242
FSLY,FSLY260116C00020000,Call,2026-01-16,20.0,2.547682507705115,0.0,0.2,18,3034,7.72,7.73,7.71999979019165,0.8632826171875,2026-01-16,0.3805612594113621,7.850271742853654,0.9351841254347935,,0.9915716946007281,0.8603035014201745,,0.0672289733154068,1.2537225287078297,,,0.6861992839092242
FSLY,FSLY270115C00022500,Call,2027-01-15,22.5,2.7479132897807306,0.05,0.9,1,2276,7.72,7.73,7.71999979019165,0.7026396923828125,2027-01-15,1.377138945927447,8.188031290388855,1.010841819925124,0.42601962156582396,0.8313174615262771,0.6809332696611616,0.4052978399604531,0.1933945876655324,0.9923258237489516,,,0.6861992839092242
FSLY,FSLY260116C00017500,Call,2026-01-16,17.5,2.2292221942419754,0.0,0.15,2,5708,7.72,7.73,7.71999979019165,0.7304714453125,2026-01-16,0.3805612594113621,7.850271742853654,0.8016527328102708,,0.8358531246947684,0.7274292738014013,,0.059138781907030896,1.060084571434253,,,0.6861992839092242
FSLY,FSLY250905C00006500,Call,2025-09-05,6.5,0.840839888314587,1.2,1.95,1,7,7.72,7.73,7.71999979019165,1.8671881640625,2025-09-05,0.01642710472279261,7.730365900015589,-0.17335401963770203,,3.4454836705529366,2.261633999998551,,0.7712519007947696,3.2958851066037216,,,0.6861992839092242
FSLY,FSLY250926C00009000,Call,2025-09-26,9.0,1.161413819228816,0.05,0.15,75,83,7.72,7.73,7.71999979019165,0.523442265625,2025-09-26,0.07392197125256673,7.749175919032926,0.14963807265273055,0.43943838479070835,0.6300947333427603,0.5437267101773905,0.190656348552052,0.17404420525462827,0.7923743479879802,,,0.6861992839092242
FSLY,FSLY250905P00007500,Put,2025-09-05,7.5,0.9701998711322158,0.05,0.2,1,275,7.72,7.73,7.71999979019165,0.6250037500000001,2025-09-05,0.01642710472279261,7.730365900015589,-0.030253175997028637,0.34705410162047295,0.7744811563488777,0.5689503180730351,0.42742705472840475,-0.3258742089873987,0.8291327773351338,,,0.6861992839092242
FSLY,FSLY251017C00010000,Call,2025-10-17,10.0,1.2873273920824795,0.05,0.1,2,25,7.72,7.73,7.71999979019165,0.523442265625,2025-10-17,0.13141683778234087,7.768031707787428,0.2525682801663613,0.480581487258505,0.5754920617140998,0.531705931494047,0.09491057445559481,0.11238192536046326,0.7748564359685126,,,0.6861992839092242
FSLY,FSLY250919C00009000,Call,2025-09-19,9.0,1.1623550649180687,0.05,0.1,3,28,7.72,7.73,7.71999979019165,0.5468795312500001,2025-09-19,0.05475701574264202,7.742900832659413,0.15044817536746244,0.512524639884854,0.6339232216961349,0.5772432341887901,0.12139858181128094,0.14771948507682975,0.8412180655454492,,,0.6861992839092242
FSLY,FSLY270115P00002500,Put,2027-01-15,2.5,0.30532369886452565,0.15,0.8,1,2625,7.72,7.73,7.71999979019165,1.05078599609375,2027-01-15,1.377138945927447,8.188031290388855,-1.1863827574110954,0.7577955716290934,1.401142240842616,1.1043240916275892,0.6433466692135226,-0.0589756444345666,1.6093343690718245,,,0.6861992839092242
FSLY,FSLY250905C00006000,Call,2025-09-05,6.0,0.7761598969057727,1.65,2.55,13,11,7.72,7.73,7.71999979019165,2.3906290234375,2025-09-05,0.01642710472279261,7.730365900015589,-0.25339672731123836,,4.452495099591952,2.9062245970660605,,0.8068998095187512,4.235248659120604,,,0.6861992839092242
FSLY,FSLY250926P00007000,Put,2025-09-26,7.0,0.90332185940019,0.1,0.2,6,66,7.72,7.73,7.71999979019165,0.5664105859375,2025-09-26,0.07392197125256673,7.749175919032926,-0.10167635562817566,0.4462845823395679,0.6089513360835562,0.5307791282809131,0.1626667537439883,-0.21866260132956217,0.7735058032370793,,,0.6861992839092242
