Ticker,Date,Open,High,Low,Close,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252
CABO,2016-06-10,443.5073557251561,446.36084709183166,440.9490681816818,443.9814453125,20.495203447602343,16.628805840880077,22.595032044906045,25.049054690335037,26.7545428100305
CABO,2016-06-13,441.04752326409476,444.0262597204591,434.73227876466996,438.7307434082031,20.84955387511623,16.864962167070864,22.263963873246837,24.924924965806394,26.101165471538685
CABO,2016-06-14,438.319153769565,446.73650190520226,436.5301325453691,443.1495056152344,20.736898730861384,16.814654799949448,22.288656108438705,24.942524550109802,26.116219824764737
CABO,2016-06-15,443.462637904764,448.588166797294,439.69672816445683,442.6217956542969,20.558428243003522,16.810082428459737,21.78731361392585,24.94283927912,26.11700646666364
CABO,2016-06-16,440.9043780385834,448.0381072929256,437.41579129771026,448.03363037109375,20.73808212077434,16.846680696395964,21.833490138284763,24.977912020226057,25.734193817096045
CABO,2016-06-17,446.0120607142106,447.11231893372155,437.40687034031106,440.60028076171875,18.857791970283564,17.29521158019011,21.944600512284296,24.94730794101153,25.794562372488805
CABO,2016-06-20,444.4644290532701,451.8978099179027,444.4286409859275,449.47369384765625,19.29557348528988,17.673851496532794,22.116797520536647,24.934584837706918,25.863881287921686
CABO,2016-06-21,449.5005433548337,452.57766209178243,444.9385337031007,445.1263732910156,19.482815142026062,17.791841749056807,22.1901269334866,24.95861926561221,25.292693955360875
CABO,2016-06-22,447.47007459792184,455.6637968152938,446.37699593846924,449.5274658203125,19.248637484362245,17.858829183379694,21.992709260739886,24.97251228003751,25.205587273898388
CABO,2016-06-23,453.3738106126065,458.7766630116472,450.17147424227795,455.3149108886719,18.917289619214184,17.950265023464812,22.051696275401486,24.74979271997999,25.234680832232865
CABO,2016-06-24,448.6866251912011,449.5095598446476,435.28684350659796,438.81121826171875,21.044994013457124,19.626106204879516,22.62134537026259,24.969707754249022,25.513628202588347
CABO,2016-06-27,433.6677158454816,434.6096436615198,421.52919949900473,430.74267578125,21.654425420421656,19.996897124969568,22.79844357678609,25.014517563259986,25.58512851970099
CABO,2016-06-28,432.9878495718028,438.51594588474194,429.4098071341115,437.6571960449219,21.10708659102284,19.90320536870111,22.891334652159962,25.005764349096175,25.63159613349171
CABO,2016-06-29,441.88822464325915,452.6223515576703,441.88822464325915,445.9493103027344,21.77294938223217,20.194393466915276,22.292524667006386,24.98143324377381,25.671891191486644
CABO,2016-06-30,447.97988197274464,459.78743361782296,447.97988197274464,457.4617004394531,22.907525160800883,20.745159305155656,22.59360614344263,25.108549759702935,24.95052625548822
CABO,2016-07-01,456.3704885950952,463.2582329967794,456.3704885950952,457.9358825683594,22.889895760387773,20.74184589936586,22.52641262076053,25.105919679862303,24.950411551676748
CABO,2016-07-05,457.3902209371253,465.6018512871579,455.0197726441936,457.6854248046875,22.669251930168343,20.741675087622106,22.44971949892413,25.075718624378585,24.92657762480205
CABO,2016-07-06,458.7498553974513,466.9346512961711,456.6701341054307,465.208251953125,22.798870311812234,20.790542937859293,22.106828811499526,25.128518647492022,24.96580503488011
CABO,2016-07-07,465.24391468815173,487.85716981640945,465.24391468815173,485.3614501953125,25.48540273099275,22.254859077284443,22.836773301688112,25.599498555835552,25.049597090029067
CABO,2016-07-08,488.53707716024786,491.8914925359798,466.7736149154495,468.03485107421875,28.010301282331913,23.589383893496883,23.672761814380976,25.89438570724592,25.32906464947928
CABO,2016-07-11,469.47492766465285,473.09768436927885,464.25096217947873,472.2121276855469,27.932881249952146,23.618580994096973,23.693532228909078,25.751684027910958,25.34004419887676
CABO,2016-07-12,472.48952426974284,481.90869370536655,472.48952426974284,477.1588439941406,27.880960556839685,23.66156127932013,23.67217903313253,25.747133732965327,25.33929658864859
