Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
Australia,4.3910,0.0920,0.20%,0.07%,0.02%,0.44%,Sep/25
New Zealand,4.2340,0.0318,0.00%,-0.15%,-0.19%,-0.01%,Sep/25
