Index,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
Australia All Ordinaries,9063,6,0.06%,0.36%,-1.56%,7.63%,7.10%,Sep/25
ASX200,8773,9,0.10%,0.32%,-1.82%,7.52%,6.94%,Sep/25
AU50,8430,16,0.19%,0.17%,-2.65%,5.10%,4.67%,Sep/25
NZX 50,13156,26,-0.19%,0.28%,1.54%,0.35%,5.33%,22:31
