Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
United States,4.1680,0.0160,0.06%,-0.10%,-0.41%,0.37%,Sep/25
Brazil,13.6770,0.0100,0.14%,-0.37%,-1.43%,1.50%,Sep/25
Canada,3.2310,0.0250,0.05%,-0.23%,0.00%,0.21%,Sep/25
Mexico,8.5200,0.0200,-0.10%,-0.34%,-1.90%,-0.75%,Sep/25
Chile,5.5600,0.0300,0.03%,-0.02%,-0.27%,0.12%,Sep/24
Colombia,11.2900,0.0900,0.13%,-0.17%,-0.28%,1.53%,Sep/25
