Index,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
Australia All Ordinaries,9058,80,-0.88%,-0.41%,-2.03%,7.57%,8.18%,Sep/24
ASX200,8765,81,-0.92%,-0.61%,-2.32%,7.42%,7.85%,Sep/24
AU50,8414,87,-1.02%,-1.09%,-3.18%,4.90%,5.22%,Sep/24
NZX 50,13206,69,0.53%,-0.20%,0.93%,0.69%,7.99%,22:27
