Ticker,Date,Close,Realised_Vol_30,Realised_Vol_60,Realised_Vol_100,Realised_Vol_180,Realised_Vol_252
UGI,1974-02-20,0.2812076210975647,20.817647835788957,29.12869821408744,26.95896627796726,24.175620776381148,22.73543669180715
UGI,1974-02-21,0.2858556509017944,20.138646471559664,26.601905347432016,27.100002643888036,23.71334258262555,22.7671697845846
UGI,1974-02-22,0.2812076210975647,20.581917110774388,26.842479388771928,27.09345779342694,23.7689783249227,22.812994876545822
UGI,1974-02-25,0.2765595912933349,21.006185332547908,26.023958402904302,27.118784609299656,23.825431840263057,22.868947294360407
UGI,1974-02-26,0.2788835167884826,20.56767311955623,25.523256384014363,26.189894389158813,23.830716591655108,22.84750599671038
UGI,1974-02-27,0.2788835167884826,20.450248255637828,25.229778949742094,26.175408234552805,23.8179572184569,22.799732453303346
UGI,1974-02-28,0.2812076210975647,20.02619267982963,25.27091781449856,26.136788021104607,23.69142043783227,22.80854104743904
UGI,1974-03-01,0.2788835167884826,18.774531318634857,25.259674896312447,26.14300894086216,23.652215003430765,22.7267007832868
UGI,1974-03-04,0.2765595912933349,18.781560891592424,25.336157407830928,26.166548438104787,23.61136346347829,22.55306749120256
UGI,1974-03-05,0.2788835167884826,18.35445455133037,25.32854272304677,26.21109761619017,23.62194709097009,22.571299582107457
UGI,1974-03-06,0.2812076210975647,18.511387427822044,25.32114158281501,26.23594573210149,23.49064866697647,22.589118353350056
UGI,1974-03-07,0.2765595912933349,18.478992134490998,25.284149182328303,26.22768323109893,23.54711475380333,22.63255868715024
UGI,1974-03-08,0.2812076210975647,18.511950734822012,25.48144134310134,25.746840834473584,23.625038873601063,22.690767155928476
UGI,1974-03-11,0.2788835167884826,17.265372991183092,25.468714088403328,25.67131588192189,23.50456300893197,22.690576599764235
UGI,1974-03-12,0.2788835167884826,17.076751484504722,24.739163207075165,25.67131588192189,23.23162336100003,22.6438611755173
UGI,1974-03-13,0.2788835167884826,16.877482337250175,24.630550305470383,25.64757035550265,23.094364431591497,22.63112997234113
UGI,1974-03-14,0.2788835167884826,16.877482337250175,24.517109252676462,25.61211128708036,23.094364431591497,22.54365107304947
UGI,1974-03-15,0.2695875167846679,19.404636838444222,25.60866461258836,25.901744796191256,23.40659914312405,22.78632389877767
UGI,1974-03-18,0.2695875167846679,18.646885049472857,25.558695663631248,25.766311789096395,23.40659914312405,22.778214971643685
UGI,1974-03-19,0.2742355763912201,19.268898722745107,25.174642005543213,25.795499058183864,23.502878401979174,22.83999515574206
UGI,1974-03-20,0.2742355763912201,19.268898722745107,25.174642005543213,25.795499058183864,23.443702568564564,22.83125342004301
UGI,1974-03-21,0.2742355763912201,19.19939678173077,25.08053666764151,25.693209977374583,23.443702568564564,22.82228228651183
UGI,1974-03-22,0.271911472082138,19.28367553825725,25.109971248737367,25.683907495803748,23.461713840147567,22.826509470951915
UGI,1974-03-25,0.2742355763912201,19.30916134471081,25.05923951787789,25.596877562003044,23.473419100534137,22.844928257980577
UGI,1974-03-26,0.2742355763912201,18.86628621729954,25.008781217840895,25.49665454268345,23.313953364941973,22.795773543184072
UGI,1974-03-27,0.2695875167846679,19.37967031586359,21.838698740036627,25.62421659714582,23.3348104946742,22.854472869546147
UGI,1974-03-28,0.271911472082138,19.623369260219413,21.83258840884472,25.67011920167651,23.340913530615417,22.76875074306904
UGI,1974-03-29,0.2695875167846679,18.546661923336192,20.04588546381627,25.59434419093512,23.35888633936503,22.76859492379283
UGI,1974-04-01,0.2626152038574219,19.644454924419925,20.39931590236393,25.800830339396207,23.492340491369525,22.74812446190032
UGI,1974-04-02,0.2626152038574219,19.58255105778465,20.0717611648711,25.77774430059817,23.492340491369525,22.74812446190032
UGI,1974-04-03,0.2602913677692413,19.661897535146,20.125061041552843,25.8074839351025,23.511050462052065,22.76203830858309
UGI,1974-04-04,0.2579672634601593,18.894629280911342,19.61918488920424,25.692684852279346,23.51726290907149,22.726240866666863
UGI,1974-04-05,0.2602913677692413,18.811246660969523,19.635315033767363,25.744048699148543,23.52510481448105,22.734164682006817
UGI,1974-04-08,0.2602913677692413,18.34073077029416,19.58587368060912,25.637740626469867,23.52510481448105,22.72049855206927
UGI,1974-04-09,0.2602913677692413,18.087457931090608,19.238819234877937,25.52464419252815,23.52510481448105,22.63284668483401
UGI,1974-04-10,0.2579672634601593,18.174943136813315,19.251326452576723,25.555955003301804,23.54390892851806,22.632862730251013
UGI,1974-04-11,0.2602913677692413,18.21084826794463,19.11406455927361,25.56424803428568,23.57319497581453,22.654622723356592
UGI,1974-04-15,0.2602913677692413,18.142946616400177,18.34243959493197,25.28594597868532,23.560390539226624,22.64081922601813
UGI,1974-04-16,0.2602913677692413,18.061659949550812,18.293167557231502,25.257373525831778,23.560390539226624,22.633088656252525
UGI,1974-04-17,0.2602913677692413,17.80441769207198,18.021895453646277,25.257373525831778,23.29116887825969,22.619272017671
UGI,1974-04-18,0.2579672634601593,17.613547885732615,18.09105572976306,25.138953884964398,23.311314820331035,22.633079431304463
UGI,1974-04-19,0.2579672634601593,17.13541525931207,17.708410246940524,23.34623949941333,23.230771563233503,22.633079431304463
UGI,1974-04-22,0.2579672634601593,16.18516609069921,17.3181373386469,23.34623949941333,23.208796265481286,22.633079431304463
UGI,1974-04-23,0.2533192038536072,16.71767360542981,17.01133180443561,22.842829469855435,23.2850727077856,22.69769055136118
UGI,1974-04-24,0.2509953081607818,16.777431193568848,16.95020132012853,22.47653199819812,23.29183148365272,22.711891891495004
UGI,1974-04-25,0.2509953081607818,16.777431193568848,16.82256288800583,22.307584921461345,23.278067735360136,22.711891891495004
UGI,1974-04-26,0.2509953081607818,16.777431193568848,16.82256288800583,22.307584921461345,23.278067735360136,22.711891891495004
UGI,1974-04-29,0.2440229207277298,15.936807189059396,17.638488562300672,22.700963580312923,23.43518641948715,22.864967948425736
UGI,1974-04-30,0.2486711144447326,17.169156172275603,17.771445819660876,22.909382044546163,23.537958567698304,22.95281197418489
UGI,1974-05-01,0.246346890926361,16.205760447370533,17.686753954523443,22.90432195092369,23.394744398745598,22.967289643698926
UGI,1974-05-02,0.2533192038536072,18.584904132015424,18.772461685572463,23.299484867552813,23.616642176812945,23.136798380184903
UGI,1974-05-03,0.2486711144447326,19.123172126489777,19.028538825935648,23.31237259274859,23.68738990923158,23.09885136618837
UGI,1974-05-06,0.2579672634601593,22.274657937681447,20.658746519529934,24.043644713451755,24.077888002552807,23.3266368055083
UGI,1974-05-07,0.2509953081607818,23.2467321728872,21.195821234487703,24.393334313895,24.284667134195576,23.474890751473893
UGI,1974-05-08,0.255643367767334,24.043827545755462,21.43380236099623,24.16676417433852,24.21654375529344,23.47001740808617
UGI,1974-05-09,0.255643367767334,23.63934528806259,21.43380236099623,24.11707311259942,24.21654375529344,23.421428912247546
UGI,1974-05-10,0.255643367767334,23.442742607164725,21.43380236099623,24.06542558694393,24.21654375529344,23.40786387424112
UGI,1974-05-13,0.255643367767334,23.366948430871588,20.917430169167798,24.06542558694393,24.21654375529344,23.32191653776424
UGI,1974-05-14,0.2533192038536072,22.31605968579293,20.871939318440237,24.069350708214767,24.17182346728585,23.28683307657105
UGI,1974-05-15,0.2509953081607818,22.4325003962244,20.88573127064249,23.70325882595698,24.169856945614413,23.264606293651383
UGI,1974-05-16,0.246346890926361,22.888185693544376,21.16283717253596,23.886458675629022,24.238558743140377,23.31684066724409
UGI,1974-05-17,0.2370509356260299,25.16987538506061,22.07042430706705,24.60549085823344,24.627121401247493,23.606307452623483
UGI,1974-05-20,0.2486711144447326,28.986423667761528,24.24108876716677,25.73536100880523,25.302155886188338,24.104781284540373
UGI,1974-05-21,0.2440229207277298,29.41305698939825,24.30192960101366,25.866868836626463,25.39050774710998,24.15622141491409
UGI,1974-05-22,0.2416989505290985,29.48291051169336,24.25033482442456,25.86318798811864,25.397589384395182,24.135107065073196
UGI,1974-05-23,0.2416989505290985,29.42565894870443,24.25033482442456,23.82888065900492,25.397589384395182,24.08560104932881
UGI,1974-05-24,0.234726995229721,30.243351848368054,24.760256082163696,24.21695206128668,25.5928698121486,24.213556120595378
UGI,1974-05-28,0.2254309058189392,32.05659290218151,25.901351616241698,23.972576750039533,25.984733844995684,24.492763283755696
UGI,1974-05-29,0.2231066524982452,32.06266703626389,25.920443542831837,23.81946144841992,26.005009708114763,24.508863917992265
UGI,1974-05-30,0.216135025024414,32.92906684166994,26.429411452095508,24.079988340856225,26.238573772808437,24.680062482015646
UGI,1974-05-31,0.218458816409111,33.27652538971761,26.482482700477465,24.172175686877683,26.27898597323564,24.67556734672144
UGI,1974-06-03,0.218458816409111,33.27652538971761,26.36761016979814,23.923353654234983,26.27898597323564,24.67556734672144
UGI,1974-06-04,0.2207827568054199,33.56967671363636,26.19349344634434,23.953158908125296,26.264130998824,24.51563266593652
UGI,1974-06-05,0.2138108164072036,34.27195390512665,26.805560190437944,24.393750228189436,26.486991566748973,24.340228157217226
UGI,1974-06-06,0.218458816409111,35.14000103016577,27.314807379140625,24.509046502716696,26.60539124049083,24.43253914253659
UGI,1974-06-07,0.2207827568054199,35.39401327370823,27.467808147961897,24.58299674429705,26.644183331560036,24.44623150301399
UGI,1974-06-10,0.2207827568054199,35.39401327370823,27.467808147961897,24.48274163822375,26.621145744804718,24.43087810487153
UGI,1974-06-11,0.2231066524982452,34.895305015900426,26.89668735029504,24.18536641544381,26.58209693772676,24.452734375202997
UGI,1974-06-12,0.2300790101289749,35.70435715304256,27.775810060910786,24.735944397323145,26.8478986717606,24.55420934462345
UGI,1974-06-13,0.2300790101289749,35.652634441332395,27.47634509130021,24.62926709535732,26.8478986717606,24.51905086943685
UGI,1974-06-14,0.2300790101289749,34.49811567425316,27.47634509130021,24.62926709535732,26.434135575119928,24.4823311153128
UGI,1974-06-17,0.2207827568054199,35.97176751329841,28.56717936902371,25.227718361965945,26.84445859820172,24.799729554204163
UGI,1974-06-18,0.2231066524982452,34.15225821026524,28.69277404311839,25.13467239456518,26.811252698177785,24.71599125952027
UGI,1974-06-19,0.2207827568054199,33.527300404577964,28.622743158781145,24.920897698982408,26.78678816461497,24.71708773119852
UGI,1974-06-20,0.2138108164072036,33.75574029041241,29.199325449622588,25.30131001385822,26.466619348167864,24.899350833485386
UGI,1974-06-21,0.2068386524915695,34.604260767260044,29.68483967602292,25.691746540062365,26.710904549494245,25.0147230130047
UGI,1974-06-24,0.2045146375894546,34.55882964884024,29.59247414858785,25.71812854261757,26.6933456376466,24.838236711015163
UGI,1974-06-25,0.1998664587736129,34.7705522087595,29.818664639641284,25.900239453411096,26.79769208140496,24.846686982088613
UGI,1974-06-26,0.2091626971960067,38.08623673879188,31.22472431422957,26.868885088949018,27.391821945738588,25.291504007709825
UGI,1974-06-27,0.2114866822957992,38.40686800558954,31.363857184433492,26.90615803830852,27.43601288656704,25.30725476413862
UGI,1974-06-28,0.2138108164072036,38.49612929693132,31.48411070768914,26.99559796186041,27.47315544159895,25.337750740875357
