Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
PSEC,2.9,,2.82,2.9,"12,873",0.0,,30.23,104.83,33.32,,-2.13,,"107,864",1.71,,0.3481,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
AXON,781.9,,771.5,794.29,"3,523",1.59,,49.84,56.87,-19.95,,8.27,,"42,265",1.02,,1.0281,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ZD,37.31,,37.3,38.32,"1,755",-1.27,,58.0,49.06,4.47,,0.69,,"4,785",0.04,,1.1311,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
NRG,148.66,,147.46,151.21,"7,602",0.36,,57.85,38.71,-28.17,,7.27,,"73,938",3.05,,0.9607,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
NEO,7.21,,6.95,7.23,"2,953",1.84,,93.56,62.1,-21.26,,-40.7,,"21,968",9.57,,0.8597,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
DNMR,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
AWK,142.93,,142.86,144.36,588,-1.26,,23.41,20.06,3.2,,15.52,,"15,794",0.54,,0.863,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
WOLF,1.19,,1.17,1.31,"22,091",-7.75,,281.05,252.84,-3.22,,-41.6,,"1,017,215",1.99,,0.6537,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
CABO,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CDLX,1.06,,1.05,1.11,922,2.91,,131.0,148.75,6.04,,-6.68,,"33,821",0.34,,1.7832,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
MGPI,29.35,,28.93,29.92,168,-1.41,,40.24,39.29,-47.12,,-4.55,,"2,227",1.14,,0.5902,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
STWD,20.11,,20.02,20.19,"6,821",-0.1,1.11,24.46,26.16,9.79,,-3.41,-23.0,"149,331",0.09,1.65,0.7456,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#10B981,#10B981
ASND,193.9,,192.12,195.49,"1,856",0.46,,37.21,53.1,11.15,,0.38,,"8,780",9.6,,1.0119,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SNAP,7.1,,7.01,7.14,"133,915",1.57,,69.53,66.64,-14.16,,125.83,,"1,872,585",1.23,,0.9891,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SLB,36.48,,35.71,36.53,"25,536",1.39,,40.41,34.5,-10.5,,76.6,,"760,845",0.61,,0.9179,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ABBV,207.92,,205.49,208.01,"13,193",-0.07,,26.82,27.45,22.76,,18.91,,"312,257",0.76,,0.9274,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
GKOS,96.56,,94.72,96.65,"1,795",1.51,7.54,47.03,65.47,42.32,,-18.7,75.98,"4,301",16.46,71.97,0.8451,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#10B981
OMER,4.23,,4.18,4.33,"3,467",-0.47,,117.01,162.9,2.48,,-18.6,,"57,516",2.11,,0.8441,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
ZS,280.42,,272.93,283.65,"16,696",2.69,,37.93,51.46,-17.51,,32.35,,"130,519",1.88,,0.9808,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BAND,15.04,,14.65,15.17,397,1.28,,57.19,61.59,-39.41,,8.17,,"2,912",1.36,,1.1285,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
CVX,159.32,,157.85,159.52,"30,629",0.05,,25.69,17.87,1.7,,-34.37,,"651,845",1.83,,0.8247,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
TMDX,116.72,,114.56,118.47,"1,422",-0.56,-1.75,60.52,62.24,1.56,4.92,-42.17,-0.77,"32,955",0.68,3.82,0.9922,#F87171,#F87171,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981
RH,229.22,,226.0,233.8,"10,553",0.54,,81.47,77.07,-10.94,,-15.87,,"87,729",0.84,,1.0214,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
CRNC,10.61,,10.4,10.82,"2,976",1.24,,96.91,84.7,0.2,,36.2,,"37,577",1.03,,1.1273,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SE,186.24,,181.39,186.25,"17,862",1.82,,49.46,50.46,2.42,,10.51,,"341,833",0.01,,0.9951,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
PRO,15.32,,15.16,15.56,"2,841",0.46,,54.26,49.04,-3.5,,0.0,,"5,696",3.9,,,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
F,11.71,,11.63,11.99,"145,891",-1.68,,31.88,43.54,-0.12,,14.36,,"3,581,153",0.13,,0.8618,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
SOFI,26.04,,25.0,26.33,"449,080",4.33,,56.25,71.91,-26.27,,34.29,,"3,815,927",1.42,,0.9467,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
DXCM,75.08,,74.21,76.36,"16,508",-1.7,,45.63,52.15,27.77,,22.07,,"145,994",4.85,,1.052,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
FUBO,3.48,,3.4,3.52,"25,611",2.05,,72.15,94.71,-19.04,,56.54,,"566,665",0.64,,0.9689,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BABA,119.57,,117.6,121.25,"364,088",-2.18,1.25,42.61,46.44,-9.37,,103.44,148.3,"1,326,760",3.95,4.2,0.9214,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
BHR,2.7,,2.66,2.84,598,-1.1,,65.74,44.84,-32.39,,-44.78,,"3,195",20.98,,0.9842,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
HRTG,22.47,,22.12,22.67,228,1.08,,62.57,74.94,-2.27,,1.33,,"7,462",0.03,,0.6721,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MSTR,338.84,,336.65,348.17,"573,538",-0.94,0.37,69.01,77.49,-26.74,-23.15,39.98,31.93,"2,869,218",1.14,5.82,1.0414,#F87171,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
U,40.17,,39.78,41.4,"99,779",-0.42,,68.19,69.34,-28.41,,9.51,,"1,027,944",1.39,,0.8861,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
WT,13.66,,13.49,13.7,274,1.11,,34.19,35.56,-11.49,,-68.29,,"18,536",-0.09,,1.2615,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
VTR,67.54,,67.14,67.8,"2,587",-0.49,,19.67,18.86,-0.2,,0.04,,"11,566",0.23,,0.69,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ARRY,9.11,,8.83,9.18,"1,933",0.89,,95.28,83.08,2.21,,-34.65,,"107,004",0.6,,0.9709,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
MMSI,90.05,,88.82,90.92,766,-0.82,3.95,31.4,23.8,-16.73,-8.87,0.26,-6.13,"1,152",3.32,3.5,1.3561,#F87171,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
LPSN,0.94,,0.82,1.0,"8,879",-13.41,,96.92,120.99,-8.11,,304.88,,"76,418",0.03,,0.7035,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
WEC,106.31,,106.18,107.5,702,-1.27,,15.96,24.24,33.65,,46.25,,"15,437",0.12,,0.7315,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
CCL,32.49,,32.28,32.76,"48,792",0.46,,48.19,42.84,-9.48,,-27.04,,"1,350,201",0.81,,0.9832,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
HASI,27.95,,27.76,28.26,"3,010",-0.21,2.16,40.3,52.18,40.29,,-0.99,-28.01,"31,307",0.02,0.97,0.9241,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#10B981,#10B981
WELL,167.4,,166.66,168.5,"1,334",-0.21,,20.73,28.62,-16.88,,1.29,,"24,261",-0.2,,0.869,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
JD,30.39,,29.9,30.45,"118,239",-1.4,,35.78,51.59,-42.15,,4.58,,"1,405,267",2.7,,0.9012,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
GCI,4.1,,4.03,4.13,794,0.0,,55.62,61.64,20.51,,5.03,,"14,567",-0.64,,1.0866,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MDB,318.1,,297.0,321.55,"143,670",7.58,,74.12,61.64,-23.64,,-25.96,,"321,986",13.03,,1.0866,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
PRCH,16.09,,16.06,16.65,"1,384",-1.14,,114.05,78.44,-0.3,,-6.42,,"19,582",1.36,,0.9521,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
CAMT,87.82,,87.5,89.62,"1,202",1.06,7.44,56.94,44.37,-4.91,-9.67,-3.14,-4.15,"20,294",0.4,1.33,0.8856,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
HTHT,37.08,,35.69,37.17,"2,682",4.04,3.2,32.48,20.62,-38.82,-56.17,1108.11,1.28,"15,579",0.36,7.98,1.307,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
XIFR,10.2,,10.14,10.36,"1,133",-0.39,,53.13,49.5,-51.18,,12.07,,"199,001",0.19,,0.9119,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
HAE,54.34,,53.9,55.28,"2,529",-1.25,0.67,58.78,36.21,-20.91,,60.98,61.7,"16,173",-0.12,16.34,1.1919,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#10B981
CHTR,263.63,,262.86,269.16,"41,769",-2.05,,49.87,40.95,-10.26,,157.21,,"81,589",2.47,,0.9718,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MTH,77.82,,76.69,77.9,823,-0.05,3.91,43.54,25.65,-34.05,,1.48,7.44,"10,889",0.1,4.34,1.0555,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
SPR,41.8,,41.62,41.9,"3,955",0.14,4.95,25.1,31.16,-17.98,,0.38,5.78,"40,873",1.0,2.77,1.0624,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
AKAM,78.39,,77.71,78.71,"3,067",0.15,2.71,37.69,34.69,-27.88,-20.0,-19.82,-53.89,"90,168",-2.3,6.07,0.9438,#10B981,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981
HCAT,3.65,,3.61,3.79,374,-1.08,,73.12,93.31,7.25,,0.0,,"7,088",1.4,,0.9731,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
PLUG,1.63,,1.61,1.67,"23,377",0.62,,121.43,123.69,-7.73,,106.57,,"1,067,108",0.23,,0.9272,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ARAY,1.56,,1.53,1.57,485,-0.64,,64.58,128.86,56.21,,0.0,,"6,921",3.7,,0.8795,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
DIS,117.64,,116.61,118.37,"56,236",-0.38,,33.11,34.2,-13.87,,80.05,,"840,243",0.95,,0.9177,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
DDD,2.41,,2.38,2.57,"3,763",-5.86,,107.96,90.38,-7.82,,-83.0,,"83,308",8.37,,0.9497,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
MTN,164.02,,162.32,164.27,937,0.72,4.4,35.02,33.78,4.18,,-26.51,-4.78,"13,623",2.75,8.89,0.836,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#10B981,#10B981
MGNI,26.52,,25.6,26.65,"13,495",3.72,17.76,67.51,66.13,-19.24,13.72,-3.56,432.98,"109,823",0.34,1.65,1.0244,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
DUK,122.37,,122.26,123.61,"18,929",-1.06,,16.67,12.19,-32.54,,-23.47,,"130,107",1.51,,0.7945,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
COIN,308.47,,306.0,315.95,"251,226",-0.16,2.73,77.25,64.43,-7.16,1.18,52.52,7.23,"1,315,493",3.15,4.78,0.9711,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981
EXAS,46.95,,46.88,47.76,"3,107",0.51,0.58,46.17,47.32,11.62,-1.78,-1.71,9.17,"53,569",1.31,0.84,1.0645,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981
EVH,9.64,,9.61,10.07,"2,063",0.21,,72.69,73.77,0.89,,-0.82,,"10,696",1.58,,0.3837,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
TRIP,17.04,,16.92,17.26,"3,377",-0.41,0.53,62.64,48.71,-26.87,2.21,2.06,-60.94,"143,299",0.04,-1.06,0.9175,#F87171,#10B981,#F87171,#10B981,#10B981,#F87171,#10B981,#F87171
KOS,1.83,,1.77,1.84,"2,194",0.0,,84.86,103.12,3.53,,-4.69,,"181,885",0.17,,0.8242,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
GES,16.89,,16.84,16.92,"3,868",0.3,,79.31,101.63,56.57,,1.74,,"73,953",0.8,,3.5113,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
EZPW,16.52,,16.36,16.65,"1,793",0.73,,31.09,34.14,-16.73,,20.34,,"13,518",-0.04,,1.1115,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
GPRE,11.1,,10.99,11.75,"12,655",11.56,,79.04,79.72,0.5,,101.22,,"87,139",4.57,,0.9025,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
CYTK,37.35,,37.33,39.92,"3,079",-1.27,-1.84,50.07,111.39,4.07,63.35,-74.97,109.17,"81,810",4.48,6.78,1.6776,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
VREX,11.47,,11.26,11.49,220,0.17,,77.21,110.01,11.39,,0.92,,869,0.12,,0.9991,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
OPK,1.42,,1.4,1.43,"1,219",0.0,,40.65,73.05,-4.84,,6.37,,"76,479",1.38,,0.826,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
DAY,69.7,,69.54,69.84,"2,304",0.22,1.01,55.31,39.03,36.32,,3.04,-81.79,"33,366",-0.03,31.14,3.5918,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#10B981
PEP,146.98,,146.23,147.96,"26,024",-0.45,,24.61,30.97,-4.41,,76.45,,"497,386",0.84,,0.8626,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
IIIV,31.38,,30.89,31.5,47,1.36,,39.13,42.28,21.92,,-6.0,,726,0.69,,0.9428,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
NEE,72.09,,71.9,73.48,"42,327",-2.44,,30.54,27.76,-9.19,,-40.75,,"620,636",-0.58,,0.8664,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
MITK,10.17,,10.15,10.36,193,-1.17,,40.34,35.1,-38.67,,12.21,,"3,323",-0.15,,1.2967,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
SHAK,105.92,,105.23,107.49,"7,000",-0.79,5.35,51.49,46.35,1.75,,29.44,4.81,"42,747",0.56,3.55,0.9334,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#10B981
SIRI,23.37,,23.22,23.77,"11,507",-1.23,4.99,41.48,44.27,-24.17,18.45,1.73,16.46,"435,909",-0.12,1.16,0.8199,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981
NMFC,10.54,,10.43,10.55,482,0.76,,26.33,61.38,14.16,,0.0,,"1,334",0.76,,,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
REXR,41.36,,40.82,41.83,889,-1.01,5.89,31.27,29.35,-25.31,,-59.37,53.54,"18,264",4.07,2.11,1.0108,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981
PMT,12.18,,12.05,12.21,657,0.41,,28.94,26.05,-38.7,,-36.28,,"67,347",0.39,,0.6645,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
CNP,37.48,,37.39,37.73,"1,019",-0.66,,16.73,16.77,-7.69,,12.1,,"31,480",0.73,,1.1918,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BMRN,57.68,,57.33,58.64,"1,241",-1.67,,31.56,36.63,1.22,,-22.49,,"36,944",-0.15,,0.9371,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
JBLU,5.23,,5.16,5.33,"16,334",-1.13,,69.79,78.38,-37.19,,131.03,,"553,891",0.18,,0.8384,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
LCID,2.07,,2.03,2.11,"63,473",-0.48,-0.96,79.79,103.17,-16.98,-3.7,-20.62,-4.47,"3,225,405",0.85,4.96,0.9614,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
MOMO,8.13,,8.08,8.23,"1,967",-0.12,,38.44,64.81,4.49,,36.79,,"43,475",1.03,,0.5559,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
VRNT,20.39,,20.32,20.41,"5,374",0.05,,53.58,98.05,85.44,,215.93,,"30,039",0.54,,,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
DKNG,48.23,,47.76,48.67,"43,372",0.9,,40.31,40.8,-14.17,,-21.51,,"649,873",2.08,,0.958,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
MKSI,107.52,,105.34,107.83,432,1.75,8.15,65.8,46.11,-43.43,3.36,-2.48,20.0,"2,000",-13.98,10.07,0.9847,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981
PANW,191.02,,187.2,191.57,"82,151",1.82,,39.4,33.55,-30.23,,21.46,,"824,984",0.82,,1.0116,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
AEIS,155.55,,154.11,156.91,"2,220",1.18,5.05,48.65,44.59,21.16,21.0,-0.13,61.81,"4,823",27.59,32.72,0.9665,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
IONS,42.62,,42.6,43.35,"2,961",-0.3,-1.42,39.28,56.88,-8.99,-21.52,-40.77,-53.67,"44,168",8.17,26.04,0.9794,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
BILL,49.2,,44.6,49.39,"56,833",18.18,19.27,53.16,78.11,-27.21,,9.96,797.69,"191,568",18.24,35.29,0.9525,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
LYFT,16.14,,15.98,16.5,"36,692",-0.71,2.06,59.89,50.33,-22.59,-9.51,-20.87,-3.26,"728,604",1.71,5.97,0.9152,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
ALRM,58.75,,58.26,58.92,72,0.39,3.11,29.4,39.21,5.98,56.77,-4.0,1.41,481,8.58,7.37,1.1055,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981
ZTO,18.44,,18.33,18.62,"2,013",-1.91,,38.5,41.08,-4.37,,-2.66,,"34,202",0.24,,1.118,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
VSH,15.69,,15.46,15.73,544,0.97,,67.21,44.6,-8.92,,13.57,,"8,438",-0.17,,0.8841,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
PPL,36.56,,36.33,36.6,"1,985",-0.16,,17.76,20.14,43.31,,11.77,,"53,496",10.98,,0.8167,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MIRM,75.53,,74.09,75.62,369,1.18,9.37,42.97,34.73,-13.56,-27.28,-7.05,5.13,"2,410",0.25,11.63,1.066,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
CHEF,62.91,,61.81,63.26,"1,075",0.48,1.83,36.41,40.69,19.69,17.71,0.0,5.81,"2,960",0.24,4.12,1.1317,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981
DDOG,140.96,,134.12,141.36,"104,946",7.01,9.14,44.92,43.76,5.86,8.47,235.48,422.61,"339,441",2.26,4.29,0.9504,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
VRM,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
FE,43.56,,43.38,43.8,"1,460",-0.48,,16.21,13.45,-3.54,,-7.12,,"65,967",0.79,,0.9287,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
BB,3.83,,3.78,3.87,"7,451",-0.52,4.93,46.02,68.98,-10.74,,-58.12,54.87,"305,335",3.18,4.0,0.916,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981
CNX,29.25,,28.7,29.33,785,0.62,2.09,31.47,31.27,-8.43,,6.95,10.1,"36,185",0.12,0.98,1.0343,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
GTLS,198.58,,198.05,198.65,"1,837",0.29,0.5,54.69,59.38,24.82,,0.93,0.71,"7,404",1.66,2.52,2.7285,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#10B981
KPTI,7.68,,7.6,8.06,979,-1.66,,106.4,261.46,9.23,,-24.05,,"20,009",5.38,,0.6719,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
VECO,24.91,,23.77,24.99,"1,007",3.79,,51.18,89.72,-16.61,,1.51,,"2,068",-0.58,,0.4814,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
BXMT,19.42,,19.3,19.46,"1,646",-0.05,3.46,25.87,20.13,-36.24,,-3.63,-31.93,"74,806",1.29,2.19,1.0106,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#10B981
OKTA,92.59,,90.46,93.98,"57,861",-0.47,,46.19,38.77,-22.24,,-49.15,,"279,474",1.53,,1.175,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
ASRT,0.81,,0.76,0.82,200,5.32,,52.5,144.2,-6.79,,17.65,,"20,991",0.04,,1.2606,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
BURL,295.28,,293.78,308.25,"11,342",5.34,,41.31,44.23,-35.75,,6.71,,"43,610",19.38,,0.8813,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
ENPH,37.58,,37.16,38.23,"36,917",0.05,8.68,93.47,77.15,-8.6,6.74,36.94,-22.75,"521,585",0.58,-9.67,0.9192,#10B981,#10B981,#F87171,#10B981,#10B981,#F87171,#10B981,#F87171
MLAB,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
CNK,25.49,,25.49,26.1,"12,874",-1.7,-2.64,30.48,42.54,-31.36,,64.27,117.54,"97,401",-0.1,-2.14,1.1288,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#F87171
HLX,6.58,,6.39,6.6,349,2.17,,57.73,54.28,21.42,,0.0,,"4,520",0.33,,0.531,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
GPRO,1.66,,1.61,1.75,"12,304",-2.35,,110.5,169.47,-18.95,,-47.8,,"228,926",1.44,,0.9488,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
