Ticker,Date,Open,High,Low,Close,Volume,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252,Vol_of_Vol_100d,Vol_of_Vol_100d_Percentile,Kurtosis_Close_100d,Kurtosis_Returns_100d
PEGA,1996-07-19,2.716541290283203,2.93386459350586,2.607879638671875,2.689375877380371,10988800.0,,,,,,,,,
PEGA,1996-07-22,2.743706703186035,2.743706703186035,2.594296932220459,2.607879638671875,2284800.0,,,,,,,,,
PEGA,1996-07-23,2.6078788212367465,2.662209630012512,2.2818939685821533,2.2818939685821533,2783600.0,,,,,,,,,
PEGA,1996-07-24,2.2275645911693576,2.2275645911693576,2.1732337474823,2.1732337474823,403600.0,,,,,,,,,
PEGA,1996-07-25,2.200398011154004,2.4992174941502263,2.200398011154004,2.4177212715148926,982800.0,,,,,,,,,
PEGA,1996-07-26,2.553548812866211,2.662210464477539,2.499217987060547,2.607879638671875,648800.0,,,,,,,,,
PEGA,1996-07-29,2.662209987640381,2.689375395677528,2.607879171566087,2.662209987640381,329600.0,,,,,,,,,
PEGA,1996-07-30,2.607879638671875,2.689375877380371,2.607879638671875,2.607879638671875,180800.0,,,,,,,,,
PEGA,1996-07-31,2.662210464477539,2.662210464477539,2.580714225769043,2.635045051574707,534800.0,,,,,,,,,
PEGA,1996-08-01,2.635045051574707,2.635045051574707,2.526383399963379,2.635045051574707,323200.0,,,,,,,,,
PEGA,1996-08-02,2.580714225769043,2.879533767700196,2.580714225769043,2.8252029418945312,422000.0,,,,,,,,,
PEGA,1996-08-05,2.770872116088867,2.798037528991699,2.662210464477539,2.689375877380371,271600.0,,,,,,,,,
PEGA,1996-08-06,2.662211151684032,2.7708728313446045,2.662211151684032,2.7708728313446045,424400.0,,,,,,,,,
PEGA,1996-08-07,2.7708712397394955,3.015359878540039,2.743705835428324,3.015359878540039,1122800.0,,,,,,,,,
PEGA,1996-08-08,3.0968579954030564,3.993316888809204,3.0425271533784413,3.993316888809204,1930800.0,,,,,,,,,
PEGA,1996-08-09,3.9389841193738193,3.993314934813458,3.748826265335083,3.748826265335083,1158400.0,,,,,,,,,
PEGA,1996-08-12,3.803157372908159,4.183473110198975,3.775991963101672,4.183473110198975,730800.0,,,,,,,,,
PEGA,1996-08-13,4.156308950261867,4.183474368237435,3.8303239345550537,3.8303239345550537,1012000.0,,,,,,,,,
PEGA,1996-08-14,3.884654285202564,3.884654285202564,3.803158041457056,3.857488870620728,185600.0,,,,,,,,,
PEGA,1996-08-15,3.8574897837476665,3.993316888809204,3.8031589417230514,3.993316888809204,178800.0,,,,,,,,,
PEGA,1996-08-16,3.9933166635447535,3.9933166635447535,3.938985824584961,3.938985824584961,46400.0,,,,,,,,,
PEGA,1996-08-19,3.911820193699428,3.93898561171123,3.8031585216522217,3.8031585216522217,59600.0,,,,,,,,,
PEGA,1996-08-20,3.775990662290089,3.775990662290089,3.64016366004944,3.64016366004944,35600.0,,,,,,,,,
PEGA,1996-08-21,3.558669090270996,3.558669090270996,3.34134578704834,3.422842025756836,395600.0,,,,,,,,,
PEGA,1996-08-22,3.450007231268164,3.966150045394897,3.450007231268164,3.9661500453948975,232400.0,,,,,,,,,
PEGA,1996-08-23,3.857489566145272,3.9933166635447535,3.857489566145272,3.938985824584961,146000.0,,,,,,,,,
