Ticker,Contract Name,Type,Expiry,Strike,Moneyness,Bid,Ask,Volume,Open Interest,Bid Stock,Ask Stock,Last Stock Price,Implied Volatility,Expiry_dt,Years_to_Expiry,Forward,LogMoneyness,IV_bid,IV_ask,IV_mid,IV_spread,Delta,Ivol/Rvol100d Ratio,Smoothed_IV,TotalVariance,Call Local Vol,Put Local Vol,Realised Vol 100d,IV_mid_binomial
HCI,HCI251219P00085000,Put,2025-12-19,85.0,0.456778437279863,0.0,2.25,1.0,5,170.1,290.86,230.48000000000002,,2025-12-19,0.2518822724161533,186.08584176210022,-0.7835568256076632,,,,,,,,,,,0.30902124533786124,
HCI,HCI260320P00095000,Put,2026-03-20,95.0,0.6320383831272655,0.0,3.2,1.0,5,170.1,290.86,230.48000000000002,,2026-03-20,0.5010266940451745,150.30732711192172,-0.45880515388313514,,,,,,,,,,,0.30902124533786124,
HCI,HCI250919C00200000,Call,2025-09-19,200.0,0.86977173163581,0.0,1.35,4.0,5,170.1,290.86,230.48000000000002,,2025-09-19,0.0027378507871321013,229.94538995174403,-0.13952447919059105,,,,,,,2.633274635024737,0.018984627798671216,,,0.30902124533786124,
HCI,HCI251219P00115000,Put,2025-12-19,115.0,0.6179943563198146,0.0,2.65,1.0,5,170.1,290.86,230.48000000000002,,2025-12-19,0.2518822724161533,186.08584176210022,-0.4812759537347296,,,,,,,,,,,0.30902124533786124,
HCI,HCI251121P00135000,Put,2025-11-21,135.0,0.6795619123763793,0.5,3.8,1.0,3,170.1,290.86,230.48000000000002,0.7073879269320289,2025-11-21,0.17522245037645448,198.65739609789884,-0.3863069349332644,,,0.7073879269320289,,,2.2891239278989466,,,,,0.30902124533786124,0.7073879269320289
HCI,HCI250919P00155000,Put,2025-09-19,155.0,0.6740730920177528,0.0,1.35,1.0,6,170.1,290.86,230.48000000000002,,2025-09-19,0.0027378507871321013,229.94538995174403,-0.39441672881938106,,,,,,,,,,,0.30902124533786124,
HCI,HCI250919P00105000,Put,2025-09-19,105.0,0.4566301591088003,0.0,0.4,1.0,7,170.1,290.86,230.48000000000002,,2025-09-19,0.0027378507871321013,229.94538995174403,-0.7838814955811043,,,,,,,,,,,0.30902124533786124,
HCI,HCI251219P00120000,Put,2025-12-19,120.0,0.6448636761598066,0.0,3.0,1.0,7,170.1,290.86,230.48000000000002,,2025-12-19,0.2518822724161533,186.08584176210022,-0.4387163393159336,,,,,,,,,,,0.30902124533786124,
HCI,HCI250919P00160000,Put,2025-09-19,160.0,0.695817385308648,0.0,1.35,1.0,7,170.1,290.86,230.48000000000002,,2025-09-19,0.0027378507871321013,229.94538995174403,-0.3626680305048008,,,,,,,,,,,0.30902124533786124,
HCI,HCI251121P00100000,Put,2025-11-21,100.0,0.5033791943528735,0.0,2.4,4.0,7,170.1,290.86,230.48000000000002,,2025-11-21,0.17522245037645448,198.65739609789884,-0.6864115273836027,,,,,,,,,,,0.30902124533786124,
HCI,HCI251017C00190000,Call,2025-10-17,190.0,0.8817956734890987,1.9,6.0,1.0,2,170.1,290.86,230.48000000000002,1.1450107578918631,2025-10-17,0.07939767282683094,215.46941736310174,-0.12579491252406896,,,1.1450107578918631,,,3.7052816761513987,2.5818347254020324,0.5292546089786773,,,0.30902124533786124,1.1450107578918631
HCI,HCI251219C00200000,Call,2025-12-19,200.0,1.0747727935996776,3.5,6.9,,1,170.1,290.86,230.48000000000002,0.9782190766445594,2025-12-19,0.2518822724161533,186.08584176210022,0.07210928445005706,,,0.9782190766445594,,,3.1655398824603345,1.8626596640381339,0.8739058020840195,,,0.30902124533786124,0.9782190766445594
HCI,HCI260320P00080000,Put,2026-03-20,80.0,0.5322428489492762,0.0,2.15,1.0,8,170.1,290.86,230.48000000000002,,2026-03-20,0.5010266940451745,150.30732711192172,-0.6306554108097943,,,,,,,,,,,0.30902124533786124,
HCI,HCI260320P00085000,Put,2026-03-20,85.0,0.5655080270086059,0.0,2.95,1.0,10,170.1,290.86,230.48000000000002,,2026-03-20,0.5010266940451745,150.30732711192172,-0.5700307889933596,,,,,,,,,,,0.30902124533786124,
HCI,HCI251121P00115000,Put,2025-11-21,115.0,0.5788860735058046,0.0,2.6,1.0,10,170.1,290.86,230.48000000000002,,2025-11-21,0.17522245037645448,198.65739609789884,-0.5466495850084439,,,,,,,,,,,0.30902124533786124,
HCI,HCI251219P00110000,Put,2025-12-19,110.0,0.5911250364798227,0.0,2.3,1.0,10,170.1,290.86,230.48000000000002,,2025-12-19,0.2518822724161533,186.08584176210022,-0.5257277163055633,,,,,,,,,,,0.30902124533786124,
HCI,HCI251219P00100000,Put,2025-12-19,100.0,0.5373863967998388,0.0,1.9,1.0,10,170.1,290.86,230.48000000000002,,2025-12-19,0.2518822724161533,186.08584176210022,-0.6210378961098882,,,,,,,,,,,0.30902124533786124,
HCI,HCI260320C00220000,Call,2026-03-20,220.0,1.4636678346105096,5.2,9.4,,1,170.1,290.86,230.48000000000002,0.6862302094736049,2026-03-20,0.5010266940451745,150.30732711192172,0.38094550086868567,,,0.6862302094736049,,,2.2206570578127436,0.7435694805803705,0.2770154408171193,,,0.30902124533786124,0.6862302094736049
HCI,HCI251121P00130000,Put,2025-11-21,130.0,0.6543929526587355,0.15,3.1,1.0,8,170.1,290.86,230.48000000000002,0.7102386682360029,2025-11-21,0.17522245037645448,198.65739609789884,-0.42404726291611156,,,0.7102386682360029,,,2.2983489936411328,,,,,0.30902124533786124,0.7102386682360029
