Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
CABO,75.42,152.39,199.91,#FFFFFF,#FFFFFF,#FFFFFF
IONS,60.57,53.57,66.61,#FFFFFF,#FFFFFF,#FFFFFF
SATS,34.57,36.84,36.75,#FFFFFF,#FFFFFF,#FFFFFF
GPRO,36.21,32.54,55.83,#FFFFFF,#FFFFFF,#FFFFFF
TPIC,3416.67,2463.06,12166.67,#FFFFFF,#FFFFFF,#FFFFFF
OPEN,6.11,12.53,25.07,#FFFFFF,#FFFFFF,#FFFFFF
MNKD,70.82,97.77,121.75,#FFFFFF,#FFFFFF,#FFFFFF
INVA,109.77,88.03,102.51,#FFFFFF,#FFFFFF,#FFFFFF
MLAB,139.94,185.58,184.27,#FFFFFF,#FFFFFF,#FFFFFF
AORT,74.7,60.87,63.83,#FFFFFF,#FFFFFF,#FFFFFF
RUN,37.26,40.79,117.57,#FFFFFF,#FFFFFF,#FFFFFF
SABR,135.42,178.65,164.06,#FFFFFF,#FFFFFF,#FFFFFF
DAY,81.61,83.65,86.49,#FFFFFF,#FFFFFF,#FFFFFF
DDD,63.09,109.87,103.0,#FFFFFF,#FFFFFF,#FFFFFF
ZD,86.55,114.52,135.66,#FFFFFF,#FFFFFF,#FFFFFF
ETSY,95.67,77.73,93.22,#FFFFFF,#FFFFFF,#FFFFFF
LNTH,152.67,191.05,207.79,#FFFFFF,#FFFFFF,#FFFFFF
HAE,136.44,125.1,149.41,#FFFFFF,#FFFFFF,#FFFFFF
WK,85.1,112.65,96.77,#FFFFFF,#FFFFFF,#FFFFFF
BLMN,127.52,113.08,230.91,#FFFFFF,#FFFFFF,#FFFFFF
NEO,86.01,122.9,202.1,#FFFFFF,#FFFFFF,#FFFFFF
RNG,88.46,87.87,98.54,#FFFFFF,#FFFFFF,#FFFFFF
FLR,120.64,90.81,111.33,#FFFFFF,#FFFFFF,#FFFFFF
XRX,148.06,150.87,268.57,#FFFFFF,#FFFFFF,#FFFFFF
WOLF,29.39,193.92,278.38,#FFFFFF,#FFFFFF,#FFFFFF
ENOV,94.81,121.68,131.39,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,98.23,77.0,68.76,#FFFFFF,#FFFFFF,#FFFFFF
CHGG,102.13,52.48,128.37,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,144.76,139.07,131.7,#FFFFFF,#FFFFFF,#FFFFFF
SRPT,118.89,420.44,711.68,#FFFFFF,#FFFFFF,#FFFFFF
PAR,145.73,141.17,129.65,#FFFFFF,#FFFFFF,#FFFFFF
SPB,99.02,132.33,173.42,#FFFFFF,#FFFFFF,#FFFFFF
AMPH,92.92,102.35,177.41,#FFFFFF,#FFFFFF,#FFFFFF
MP,56.45,39.81,21.25,#FFFFFF,#FFFFFF,#FFFFFF
MTH,80.9,91.98,128.36,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,105.66,114.71,101.17,#FFFFFF,#FFFFFF,#FFFFFF
GMED,98.51,126.91,120.14,#FFFFFF,#FFFFFF,#FFFFFF
TVTX,62.62,90.53,62.02,#FFFFFF,#FFFFFF,#FFFFFF
ENPH,95.79,162.43,293.55,#FFFFFF,#FFFFFF,#FFFFFF
IIIV,83.04,79.86,72.68,#FFFFFF,#FFFFFF,#FFFFFF
DOCN,75.2,98.84,109.46,#FFFFFF,#FFFFFF,#FFFFFF
NSIT,109.68,126.34,173.41,#FFFFFF,#FFFFFF,#FFFFFF
MODG,86.99,68.78,108.22,#FFFFFF,#FFFFFF,#FFFFFF
CFLT,121.16,134.78,105.06,#FFFFFF,#FFFFFF,#FFFFFF
SEDG,55.51,55.97,71.76,#FFFFFF,#FFFFFF,#FFFFFF
IART,79.03,150.7,114.93,#FFFFFF,#FFFFFF,#FFFFFF
BOX,107.72,92.96,102.89,#FFFFFF,#FFFFFF,#FFFFFF
CYTK,66.2,87.18,114.79,#FFFFFF,#FFFFFF,#FFFFFF
LCID,111.9,114.92,190.02,#FFFFFF,#FFFFFF,#FFFFFF
PEP,90.88,102.49,121.31,#FFFFFF,#FFFFFF,#FFFFFF
WIX,92.76,98.98,91.64,#FFFFFF,#FFFFFF,#FFFFFF
HALO,69.63,84.27,82.42,#FFFFFF,#FFFFFF,#FFFFFF
LIVN,81.49,72.94,88.02,#FFFFFF,#FFFFFF,#FFFFFF
PLUG,72.61,101.27,125.48,#FFFFFF,#FFFFFF,#FFFFFF
FARO,99.52,66.97,39.78,#FFFFFF,#FFFFFF,#FFFFFF
RPAY,81.27,102.12,142.23,#FFFFFF,#FFFFFF,#FFFFFF
DVAX,110.04,145.51,119.12,#FFFFFF,#FFFFFF,#FFFFFF
TTGT,111.84,234.54,397.04,#FFFFFF,#FFFFFF,#FFFFFF
ARRY,96.54,72.98,89.37,#FFFFFF,#FFFFFF,#FFFFFF
BHR,84.11,94.3,94.18,#FFFFFF,#FFFFFF,#FFFFFF
LRN,103.66,87.85,59.32,#FFFFFF,#FFFFFF,#FFFFFF
VREX,66.81,112.02,100.44,#FFFFFF,#FFFFFF,#FFFFFF
IRWD,54.69,119.53,349.22,#FFFFFF,#FFFFFF,#FFFFFF
KHC,98.75,112.55,131.58,#FFFFFF,#FFFFFF,#FFFFFF
VERI,35.97,69.13,93.62,#FFFFFF,#FFFFFF,#FFFFFF
PRGS,152.09,130.87,140.38,#FFFFFF,#FFFFFF,#FFFFFF
NMFC,104.44,108.32,110.92,#FFFFFF,#FFFFFF,#FFFFFF
MRK,97.86,115.76,141.78,#FFFFFF,#FFFFFF,#FFFFFF
WGO,93.37,101.8,165.13,#FFFFFF,#FFFFFF,#FFFFFF
BTU,70.92,68.43,109.98,#FFFFFF,#FFFFFF,#FFFFFF
STX,61.86,41.64,46.74,#FFFFFF,#FFFFFF,#FFFFFF
HLX,112.3,138.02,154.95,#FFFFFF,#FFFFFF,#FFFFFF
CBRL,112.25,77.18,75.71,#FFFFFF,#FFFFFF,#FFFFFF
MCHP,106.94,79.56,118.41,#FFFFFF,#FFFFFF,#FFFFFF
GOSS,40.57,42.45,28.62,#FFFFFF,#FFFFFF,#FFFFFF
