Ticker,Normalized 3m,Normalized 6m,Normalized 1y
MNKD,,,
INVA,,,
OPEN,,,
LAC,,,
GPRO,,,
TPIC,,,
PRO,,,
HOUS,,,
MLAB,,,
DDD,,,
SATS,,,
IONS,,,
ETSY,,,
IIIV,,,
HAE,,,
LNTH,,,
AORT,,,
CDLX,,,
RUN,,,
BLMN,,,
SPB,,,
RNG,,,
FLR,,,
ZD,,,
DAY,,,
CHGG,,,
SRPT,,,
WOLF,,,
ENOV,,,
WK,,,
MODG,,,
MP,,,
XRX,,,
GMED,,,
MTH,,,
AMPH,,,
SABR,,,
GWRE,,,
TVTX,,,
NSIT,,,
MIDD,,,
SEDG,,,
ENPH,,,
LCID,,,
PAR,,,
WIX,,,
DOCN,,,
LIVN,,,
KHC,,,
CHTR,,,
CYTK,,,
BOX,,,
HALO,,,
PLUG,,,
PRGS,,,
TTGT,,,
CBRL,,,
DVAX,,,
GPRE,,,
VERI,,,
KPTI,,,
CABO,,,
IRWD,,,
WGO,,,
EVH,,,
BHR,,,
BTU,,,
RIG,,,
SKIN,,,
LRN,,,
CFLT,,,
PEB,,,
HLX,,,
NMFC,,,
AAL,,,
NOG,,,
RPAY,,,
MRK,,,
NRG,,,
VREX,,,
NBR,,,
PEP,,,
VSH,,,
INN,,,
HCAT,,,
KOS,,,
MDB,,,
PCG,,,
STX,,,
IDCC,,,
CHEF,,,
ATI,,,
JAZZ,,,
PR,,,
GES,,,
CYBR,,,
GBX,,,
JAMF,,,
BABA,,,
ECPG,,,
IMCR,,,
TWO,,,
NEO,,,
ARRY,,,
EZPW,,,
NICE,,,
GPN,,,
V,,,
FRPT,,,
POST,,,
MMSI,,,
BE,,,
SE,,,
HUBS,,,
AXON,,,
AG,,,
INSM,,,
CYRX,,,
UNIT,,,
NEE,,,
EEFT,,,
MCHP,,,
SPOT,,,
TEVA,,,
RPD,,,
SLB,,,
PD,,,
QTWO,,,
NVST,,,
KRG,,,
IART,,,
U,,,
MTN,,,
AWK,,,
SPCE,,,
MITT,,,
PODD,,,
XERS,,,
IBM,,,
PI,,,
MGNI,,,
RKLB,,,
DBRG,,,
MCS,,,
TRIP,,,
NIO,,,
SPHR,,,
GKOS,,,
VERX,,,
MDRX,,,
OMER,,,
DDOG,,,
FRT,,,
INDI,,,
QD,,,
XMTR,,,
LYFT,,,
UPWK,,,
EVRG,,,
VNET,,,
AMZN,,,
APLS,,,
VAC,,,
TCOM,,,
GEO,,,
VECO,,,
NKE,,,
CTO,,,
ON,,,
CNX,,,
TTEK,,,
DXCM,,,
HRTG,,,
RH,,,
PSEC,,,
ABBV,,,
GOSS,,,
EQX,,,
BAND,,,
MKSI,,,
MIRM,,,
PATK,,,
PPL,,,
XIFR,,,
CSIQ,,,
BYND,,,
LUV,,,
CMI,,,
WELL,,,
AKAM,,,
PSN,,,
FIVN,,,
DIS,,,
XOM,,,
CMRC,,,
SHOP,,,
FE,,,
WT,,,
BMY,,,
HLF,,,
BURL,,,
RWT,,,
REAL,,,
BMRN,,,
RTX,,,
EQT,,,
TTWO,,,
ALRM,,,
CAMP,,,
MTCH,,,
RGEN,,,
PEGA,,,
BILL,,,
TNDM,,,
ALNY,,,
NVMI,,,
ARAY,,,
CNMD,,,
BBAI,,,
COLL,,,
ATEC,,,
RCL,,,
CMS,,,
NVCR,,,
VRNT,,,
EYE,,,
LAB,,,
LPSN,,,
CAMT,,,
SHEL,,,
SHAK,,,
GVA,,,
AR,,,
BTSG,,,
WEC,,,
OMCL,,,
CVX,,,
ABR,,,
PRCH,,,
TGT,,,
AEIS,,,
FSLY,,,
DUK,,,
MMM,,,
TMDX,,,
BKD,,,
CMPO,,,
OPK,,,
AVDL,,,
PMT,,,
EB,,,
CRNC,,,
TYL,,,
JOYY,,,
COIN,,,
TSLA,,,
VRM,,,
HCI,,,
MGPI,,,
TDOC,,,
MMYT,,,
CHRS,,,
SNAP,,,
BL,,,
LYV,,,
ENVX,,,
CNK,,,
NOTV,,,
PANW,,,
SSRM,,,
PCT,,,
OKTA,,,
REXR,,,
LNT,,,
ITGR,,,
MITK,,,
ZTO,,,
ASRT,,,
STWD,,,
SOFI,,,
JPM,,,
UPST,,,
LITE,,,
BB,,,
GDS,,,
EXPE,,,
GRPN,,,
INSG,,,
MOMO,,,
XYZ,,,
W,,,
AMD,,,
NCLH,,,
AFRM,,,
WKC,,,
GTLS,,,
CDP,,,
CENX,,,
NTRA,,,
MTSI,,,
FUBO,,,
ABNB,,,
AVGO,,,
NVAX,,,
VATE,,,
EGHT,,,
WB,,,
BILI,,,
CSGS,,,
FWONK,,,
LAZR,,,
SIRI,,,
VRNS,,,
PTCT,,,
ASND,,,
FVRR,,,
LI,,,
Z,,,
SPR,,,
CAKE,,,
JD,,,
FOUR,,,
IQ,,,
LCII,,,
DBX,,,
MSTR,,,
BBIO,,,
BFH,,,
RIVN,,,
CNP,,,
HTHT,,,
HOPE,,,
NET,,,
SO,,,
WDC,,,
ORA,,,
BSY,,,
BA,,,
UBER,,,
CCL,,,
F,,,
PTON,,,
ZS,,,
ITRI,,,
IMAX,,,
HASI,,,
BXMT,,,
HLIT,,,
NTNX,,,
DKNG,,,
PDD,,,
MAXN,,,
SMTC,,,
MSFT,,,
BKNG,,,
VTR,,,
IRTC,,,
MARA,,,
PENN,,,
GCI,,,
PCRX,,,
JBLU,,,
SENS,,,
DNMR,,,
EXAS,,,
GH,,,
SMCI,,,
TREE,,,
UPHL,,,
VIAV,,,
