T,Skew_90_Moneyness,Skew_80_Moneyness,Skew_70_Moneyness,Skew_90_Moneyness_Vol,Skew_80_Moneyness_Vol,Skew_70_Moneyness_Vol,ATM_12m_3m_Ratio,Ticker
0.1,1.1444461268592163,1.2319279340915719,1.3246860359106911,0.7187346182880008,0.6758872156998861,0.6218808662654173,0.9034658157637767,INDI
0.2,1.13812403180439,1.218336907574391,1.306404306825321,0.8218149047015876,0.8096711796879791,0.7870171091154351,0.9034658157637767,INDI
0.30000000000000004,1.1291638988221346,1.20400940253934,1.2877077855988968,0.8880491205160982,0.8892416615515218,0.8828930591411778,0.9034658157637767,INDI
0.4,1.1207588757584728,1.1914494898594994,1.2712948226536793,0.9349852883699168,0.9432676358622962,0.9462945209214444,0.9034658157637767,INDI
0.5,1.1138566635817568,1.1809435896673017,1.2574639594534847,0.9696936741305883,0.9821140882206664,0.9909218622112184,0.9034658157637767,INDI
0.6,1.1087909965808194,1.1727643401568628,1.2462087256082925,0.9956396884464007,1.0105944948121413,1.023104121056551,0.9034658157637767,INDI
0.7000000000000001,1.1055707541082673,1.1667960176679337,1.2375032900528524,1.0147708204502996,1.0312976780010439,1.0462190485398524,0.9034658157637767,INDI
0.8,1.1041411375704384,1.162999398800796,1.2312524197768246,1.028307310429502,1.0457838898523661,1.0622646732592478,0.9034658157637767,INDI
0.9,1.1046097288789005,1.161327025523849,1.2273558563867388,1.037062905744813,1.055069881790881,1.0725222635942164,0.9034658157637767,INDI
1.0,1.1069325137816624,1.161715371549934,1.2257220311749861,1.041621275169944,1.0598636239673727,1.077867716316864,0.9034658157637767,INDI
1.1,1.111083079796396,1.1641078935614544,1.2263077372653008,1.0424210391313584,1.0606850902955982,1.0789273454574808,0.9034658157637767,INDI
1.2000000000000002,1.1170204428469674,1.1684338446926361,1.2289006857124376,1.0398096000808024,1.057937908303046,1.0761990842062947,0.9034658157637767,INDI
1.3000000000000003,1.124768945861781,1.1747089284996173,1.2336148135521343,1.034060682764282,1.0519334978438786,1.0700347063100932,0.9034658157637767,INDI
1.4000000000000001,1.1342636401157002,1.1828361848210087,1.2402972845589506,1.0254217849796878,1.042951628173782,1.0607627263322714,0.9034658157637767,INDI
1.5000000000000002,1.1455353376211248,1.1928347596477236,1.2489388293382437,1.0140950702223253,1.0312186489112554,1.0486494636545087,0.9034658157637767,INDI
1.6,1.158479970158123,1.2045789054911145,1.2594060657751966,1.0003005671139764,1.0169793591418077,1.033973996310213,0.9034658157637767,INDI
1.7000000000000002,1.173133474833581,1.2180879426348448,1.2716720805739823,0.9842252021522924,1.0004480556657718,1.017002063086906,0.9034658157637767,INDI
1.8000000000000003,1.189452135179583,1.2332850196698344,1.2856757098608713,0.9660920528403066,0.9818897919308318,0.9980544061632304,0.9034658157637767,INDI
1.9000000000000001,1.2073498777175964,1.250030538872576,1.3010773462253704,0.9461830411397951,0.9616594794426977,0.9776552995533166,0.9034658157637767,INDI
2.0,1.226647175610221,1.268134697264583,1.3175360097401025,0.9249112257217892,0.9402892196901549,0.9566315992927575,0.9034658157637767,INDI
2.1,1.246939974596833,1.2867752357765878,1.3338310589472457,0.9029864336028854,0.9188809148800919,0.9368220417175683,0.9034658157637767,INDI
2.2,1.267405878066223,1.304720550371372,1.3474486326253774,0.8817801949739907,0.8995947739571031,0.9224060236341858,0.9034658157637767,INDI
2.3000000000000003,1.2858485216739186,1.3184992671104758,1.352383023312422,0.8643624269723603,0.8874599405027581,0.9220245588038168,0.9034658157637767,INDI
2.4000000000000004,1.297711149026091,1.3219955692825296,1.3441385090765636,0.856994515686535,0.8908573061486098,0.9422307007609825,0.9034658157637767,INDI
2.5000000000000004,1.2975462208878141,1.3128516159817982,1.326461018537504,0.8668585829134936,0.9129144419933056,0.9765695285628823,0.9034658157637767,INDI
2.6,1.2861785308476805,1.2957726930152702,1.305086492379028,0.8925049346654935,0.9461672248778191,1.016575284869423,0.9034658157637767,INDI
2.7,1.2688869120534776,1.275711116851795,1.2828084137337576,0.9260013038521813,0.9841872265818735,1.0584744008313414,0.9034658157637767,INDI
2.8000000000000003,1.2495342904988973,1.2548556792039522,1.2606723045673998,0.9628137914793435,1.0237781792144893,1.100515523690832,0.9034658157637767,INDI
2.9000000000000004,1.2297067723859685,1.2340960301655932,1.23909542048021,1.0007124707603845,1.063368417082255,1.1418326117433204,0.9034658157637767,INDI
3.0000000000000004,1.2101122911636477,1.2139075243051503,1.21841536209876,1.0388564809368002,1.1029544219374428,1.1835634683315586,0.9034658157637767,INDI
3.1,1.1910122894774702,1.194453403834583,1.198571841388698,1.076480496195548,1.1423552188854271,1.2245970893012883,0.9034658157637767,INDI
3.2,1.1727025264613502,1.1757951714364128,1.1796096307866686,1.1147431885620955,1.1814806099254624,1.2652032189435616,0.9034658157637767,INDI
3.3000000000000003,1.1550754239203627,1.1579513265041026,1.1615476298692364,1.1522471362604738,1.2203432329329937,1.305776139140504,0.9034658157637767,INDI
3.4000000000000004,1.1382249895759726,1.1409391863465537,1.1443342121076117,1.1896932180962703,1.259251531350365,1.346095009479679,0.9034658157637767,INDI
3.5000000000000004,1.1221178740207052,1.124737339395445,1.127997915233481,1.226851312415264,1.2982780899437705,1.3869795026481044,0.9034658157637767,INDI
