Ticker,Contract Name,Type,Expiry,Strike,Bid,Ask,Volume,Open Interest,Implied Volatility,Last Stock Price,Bid Stock,Ask Stock,Moneyness
CDP,CDP250919C00022500,Call,2025-09-19,22.5,7.2,10.1,,1.0,1.7714855175781248,30.465,30.39,30.42,1.354
CDP,CDP250919C00025000,Call,2025-09-19,25.0,5.2,5.7,1.0,95.0,0.92773509765625,30.465,30.39,30.42,1.2186
CDP,CDP250919C00030000,Call,2025-09-19,30.0,0.0,1.25,3.0,21.0,0.477544287109375,30.465,30.39,30.42,1.0155
CDP,CDP250919P00022500,Put,2025-09-19,22.5,0.0,4.4,1.0,2.0,2.9140652148437503,30.465,30.39,30.42,0.7385524372230429
CDP,CDP250919P00025000,Put,2025-09-19,25.0,0.0,0.2,1.0,26.0,0.7500025,30.465,30.39,30.42,0.8206138191367143
CDP,CDP251017C00030000,Call,2025-10-17,30.0,0.0,1.7,1.0,11.0,0.36963520996093746,30.465,30.39,30.42,1.0155
CDP,CDP251219C00025000,Call,2025-12-19,25.0,3.2,6.5,58.0,0.0,0.5180712255859375,30.465,30.39,30.42,1.2186
CDP,CDP251219C00030000,Call,2025-12-19,30.0,1.4,1.85,1.0,152.0,0.25220474365234374,30.465,30.39,30.42,1.0155
CDP,CDP251219C00040000,Call,2025-12-19,40.0,0.0,4.8,1.0,161.0,0.8188494677734374,30.465,30.39,30.42,0.761625
CDP,CDP251219C00045000,Call,2025-12-19,45.0,0.0,1.3,10.0,10.0,0.6098671826171876,30.465,30.39,30.42,0.677
CDP,CDP251219P00020000,Put,2025-12-19,20.0,0.0,2.05,,1.0,0.8500991552734375,30.465,30.39,30.42,0.6564910553093715
CDP,CDP251219P00022500,Put,2025-12-19,22.5,0.0,4.8,1.0,28.0,1.0014698364257812,30.465,30.39,30.42,0.7385524372230429
CDP,CDP251219P00025000,Put,2025-12-19,25.0,0.0,0.85,3.0,77.0,0.47559118164062497,30.465,30.39,30.42,0.8206138191367143
CDP,CDP251219P00030000,Put,2025-12-19,30.0,0.0,0.0,1.0,3.0,0.007822421875,30.465,30.39,30.42,0.9847365829640571
CDP,CDP260320C00025000,Call,2026-03-20,25.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,30.465,30.39,30.42,1.2186
CDP,CDP260320C00030000,Call,2026-03-20,30.0,0.0,4.4,2.0,2.0,0.4770560107421875,30.465,30.39,30.42,1.0155
CDP,CDP260320C00040000,Call,2026-03-20,40.0,0.0,4.8,,1.0,0.5952188916015625,30.465,30.39,30.42,0.761625
CDP,CDP260320P00025000,Put,2026-03-20,25.0,0.0,1.3,1.0,2.0,0.418951123046875,30.465,30.39,30.42,0.8206138191367143
