Ticker,Date,Open,High,Low,Close,Volume,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252,Vol_of_Vol_100d,Vol_of_Vol_100d_Percentile,Kurtosis_Close_100d,Kurtosis_Returns_100d
MCS,1980-03-17,0.3934013843536377,0.4283705885743029,0.3934013843536377,0.3934013843536377,6581.0,,,,,,,,,
MCS,1980-03-18,0.3934013843536377,0.4283705885743029,0.3934013843536377,0.3934013843536377,4556.0,,,,,,,,,
MCS,1980-03-19,0.3934013843536377,0.4283705885743029,0.3934013843536377,0.3934013843536377,1519.0,,,,,,,,,
MCS,1980-03-20,0.3934013843536377,0.4283705885743029,0.3934013843536377,0.3934013843536377,3038.0,,,,,,,,,
MCS,1980-03-21,0.3934013843536377,0.4283705885743029,0.3934013843536377,0.3934013843536377,5569.0,,,,,,,,,
MCS,1980-03-24,0.3934013211765901,0.4196280196451823,0.3846592009067535,0.3846592009067535,13163.0,,,,,,,,,
MCS,1980-03-25,0.3846592809978991,0.4108859849272377,0.3759167790412903,0.3759167790412903,3544.0,,,,,,,,,
MCS,1980-03-26,0.3759167790412903,0.4108859849272377,0.3759167790412903,0.3759167790412903,6581.0,,,,,,,,,
MCS,1980-03-27,0.3759167467355041,0.4021434906183452,0.3671746253967285,0.3671746253967285,10125.0,,,,,,,,,
MCS,1980-03-28,0.3671746253967285,0.4021434906183452,0.3671746253967285,0.3671746253967285,3544.0,,,,,,,,,
MCS,1980-03-31,0.3671746253967285,0.4021434906183452,0.3671746253967285,0.3671746253967285,4556.0,,,,,,,,,
MCS,1980-04-01,0.3671746253967285,0.4021434906183452,0.3671746253967285,0.3671746253967285,3038.0,,,,,,,,,
MCS,1980-04-02,0.3934013843536377,0.4283705885743029,0.3934013843536377,0.3934013843536377,8606.0,,,,,,,,,
MCS,1980-04-03,0.3934013843536377,0.4283705885743029,0.3934013843536377,0.3934013843536377,4050.0,,,,,,,,,
MCS,1980-04-07,0.4021435976028442,0.4371128097866389,0.4021435976028442,0.4021435976028442,7088.0,,,,,,,,,
MCS,1980-04-08,0.4196280241012573,0.4545972652848814,0.4196280241012573,0.4196280241012573,5063.0,,,,,,,,,
MCS,1980-04-09,0.4196280241012573,0.4545972652848814,0.4196280241012573,0.4196280241012573,2025.0,,,,,,,,,
MCS,1980-04-10,0.4196280241012573,0.4196280241012573,0.4196280241012573,0.4196280241012573,0.0,,,,,,,,,
