Rank,Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
69,VRNS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70,PLUG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71,VNET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72,EQT,51.84000015258789,52.470001220703125,51.66999816894531,N/A,N/A,N/A,N/A,N/A,N/A,42.16988005184884,37.69506766513899,36.760190806164495,N/A,N/A,28.04091448793741,45.60932401392592,38.023450474803376,39.75903614457831,41.243443666989165,41.21639681243459,39.08063665080692,40.03981365851361,N/A,N/A,N/A,N/A,N/A,N/A,10.179772186070203,N/A,-3.2796228523491138,21481.0,-9.063584793836254,N/A,328411.0,-6.291980300289332,N/A
73,RCL,363.2200012207031,366.5,357.1499938964844,N/A,N/A,N/A,N/A,N/A,N/A,34.8035857524945,32.13816559620837,42.16620149637091,N/A,N/A,29.80786229868607,56.18807937407887,43.34187717723062,54.61847389558233,44.40249358769017,46.47209548921386,42.58032994767885,40.42334710029367,N/A,N/A,N/A,N/A,N/A,N/A,-4.31727412694956,N/A,1.7428543960772416,9801.0,-6.57706605661996,N/A,112038.0,-5.82747056005245,N/A
74,NEE,72.05000305175781,72.83000183105469,71.81999969482422,N/A,N/A,N/A,N/A,N/A,N/A,27.16630929987093,26.149576222723358,30.0500887913007,N/A,N/A,22.25158642848104,34.6552680026244,28.72133760788456,62.24899598393574,65.34930311658358,30.3817172631858,28.686955274977933,29.678221152570107,26.806422834350098,2.4945456145986844,N/A,26.73500690896789,N/A,N/A,6.753347980804119,N/A,0.3718676387305919,21438.0,-6.6085820082770645,N/A,616894.0,-1.6298446058537908,N/A
75,LYV,166.49000549316406,167.0,165.5800018310547,N/A,N/A,N/A,N/A,N/A,N/A,22.083918297018567,22.951261704136304,28.96228735987642,N/A,N/A,21.41805374931293,37.97256754549185,29.272243447648293,51.00401606425703,47.89607468068901,31.055947574022,29.225444862827118,35.534156556882365,29.61832154129852,3.2750469070441137,N/A,29.73916914275263,N/A,N/A,1.1285565166116613,N/A,-6.571869197005945,7843.0,-0.063710499490316,N/A,80694.0,4.081000902876307,N/A
76,CDLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,POST,113.1500015258789,113.5500030517578,111.0999984741211,N/A,0.7389617461803951,N/A,N/A,N/A,N/A,22.74204647512284,21.38674149166607,20.577461862192585,N/A,N/A,13.82270168721427,23.046693513264888,18.768091879410626,60.6425702811245,72.86328455993782,21.316207744256356,19.822112558834164,35.43144967766569,25.944018732243627,6.391163821558747,37.8005920429333,25.944018732243627,N/A,37.8005920429333,12.370097609964477,15.560208712046034,-14.853987815473104,442.0,5.995203836930456,13.624678663239074,2577.0,0.2723735408560311,-0.2708978328173375
78,REAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
79,IBM,243.4900054931641,245.4600067138672,241.72000122070312,N/A,N/A,N/A,N/A,N/A,N/A,29.37664157603378,24.93499793265158,28.32096458420754,N/A,N/A,16.785031484326435,35.99660556669818,27.30834974937321,41.365461847389554,56.50191036237331,30.85379187743665,28.805471683185672,29.824374248307674,30.459513092545016,0.6934703157090308,N/A,30.018831333319092,N/A,N/A,2.5262596927957888,N/A,-1.5034096641001327,36456.0,-18.14630203421797,N/A,383396.0,-5.84068883878795,N/A
80,BXMT,19.559999465942383,19.56999969482422,19.3799991607666,N/A,1.2422348597782815,N/A,N/A,N/A,N/A,22.93712715882233,20.00266526392066,25.30294819111972,N/A,N/A,20.87286495540664,30.98905728277257,27.252344077711427,30.120481927710845,23.885479462189462,26.07359062228209,24.92104453399195,37.31866547432369,N/A,N/A,N/A,N/A,N/A,N/A,1.4404143132361713,8.23272267717005,-12.015717283203966,1531.0,-0.1304631441617743,-7.043108682452945,74940.0,0.5798035110323724,2.2987878126023804
81,AWK,143.50999450683594,144.5399932861328,142.94000244140625,N/A,N/A,N/A,N/A,N/A,N/A,22.571900965524105,19.10848958034589,22.79565111341785,N/A,N/A,17.552724324722703,29.573174141058228,23.091305621617582,46.98795180722892,46.93290855315838,25.26064349415312,23.59774655049773,26.585353985861893,N/A,N/A,N/A,N/A,N/A,N/A,7.4561821542075695,N/A,-3.7897028724440425,621.0,0.0,N/A,15851.0,0.006309148264984228,N/A
82,WEC,106.51000213623048,107.23999786376952,106.25,N/A,N/A,N/A,N/A,N/A,N/A,14.534744723994343,14.26067759395298,15.85577806937353,N/A,N/A,13.491091861136908,20.63129527957482,17.21463172086515,27.710843373493976,23.00602151381784,17.93228786879279,16.89387496820683,31.888861334708153,N/A,N/A,N/A,N/A,N/A,N/A,37.939521268130605,N/A,-16.033083265334625,2067.0,0.0,N/A,15421.0,0.03243383497664764,N/A
83,DOCN,32.619998931884766,33.499000549316406,32.40999984741211,N/A,4.954951775929996,N/A,N/A,N/A,N/A,96.61812139504178,73.58210245947832,75.63835485026445,N/A,N/A,46.04485868914413,78.93361238654066,58.57241236646371,93.17269076305222,96.6098097039061,67.87935011774975,63.32345144580596,54.959489007761896,58.29973119019118,-1.2186339164605569,-2.7368780901286685,58.99481695517203,N/A,1.092766860716297,-1.3316761163810802,-3.919627188511475,20.678865842502553,2411.0,0.37468776019983346,-18.10461956521739,93767.0,0.020267099031446002,-0.5399041113326828
84,CHGG,1.4700000286102295,1.4700000286102295,1.3799999952316284,N/A,N/A,N/A,N/A,N/A,N/A,117.61790936366523,119.38720247190597,106.876926402002,N/A,N/A,81.61453063265903,122.32215290326116,100.61521573948632,57.028112449799195,69.2047167576506,111.02430367667208,104.0150914996882,149.43725100087983,N/A,N/A,N/A,N/A,N/A,N/A,5.931647137994889,N/A,-42.56032459887783,3860.0,-0.6435006435006435,N/A,115159.0,3.3780387087507626,N/A
85,CHEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
86,PI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87,MTSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88,MOMO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
89,W,74.5999984741211,75.61000061035156,73.61000061035156,N/A,1.8569096805289909,N/A,N/A,N/A,N/A,56.3283563463585,49.796067959927,76.49743455599392,N/A,N/A,56.88626887546771,99.03431536187334,75.73709447235231,58.63453815261044,51.90188087479456,81.21761722117404,75.31253378111306,67.37125582936332,75.55627811552556,5.783043723565413,-2.2685080659312904,65.24147067353596,N/A,3.3977773349232576,7.530885420540634,-8.360833784664003,9.126178726630599,15881.0,-15.463643138507399,-55.58756082554953,286589.0,-5.442697593084448,6.281846838494344
90,SNAP,7.139999866485596,7.329999923706055,7.090000152587891,N/A,N/A,N/A,N/A,N/A,N/A,64.4260229104531,57.747037970108494,69.25113939294198,N/A,N/A,45.54739869888596,78.69157684088269,63.294305317424815,72.69076305220884,75.86043010488352,61.67466923766383,58.79475077623795,68.90414656097977,70.13819016028393,1.5787586635059279,N/A,67.51547782563627,N/A,N/A,7.8385723632809405,N/A,0.3469928319622113,141878.0,-13.630691122488114,N/A,1825183.0,-4.96006640151882,N/A
91,NVCR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
92,U,39.40999984741211,40.08000183105469,38.77000045776367,N/A,N/A,N/A,N/A,N/A,N/A,60.00801790524999,61.9819688002602,68.30994540550589,N/A,N/A,52.97180234819787,87.0551108028471,71.52283960833135,46.98795180722892,37.3073768124256,76.31892039297357,73.07829964831012,81.19262481736516,77.16539133366072,2.755059917166383,N/A,73.2947093976194,N/A,N/A,7.43491468465394,N/A,-12.882679411859272,115889.0,-25.32107254016226,N/A,914828.0,-11.443547957736595,N/A
93,RTX,158.60000610351562,161.10000610351562,158.42999267578125,N/A,N/A,N/A,N/A,N/A,N/A,19.096524383029063,19.253874658020923,28.524914292193422,N/A,N/A,17.22729175871129,34.576521536235546,25.303972544953492,62.65060240963856,68.19621196496236,28.38908090676016,26.05375729118558,23.956859852090652,24.866096526332036,-1.3039305225643494,N/A,21.57239208748323,N/A,N/A,-2.7768490029112223,N/A,4.56805444010277,8263.0,-32.181549573210766,N/A,197422.0,-6.65008558486141,N/A
94,NET,208.7100067138672,214.4340057373047,206.0,N/A,N/A,N/A,N/A,N/A,N/A,37.71492355396827,37.76176033751212,45.83156171842248,N/A,N/A,38.01434791214511,65.24926245394728,50.98947872931492,36.94779116465863,28.05658631692165,53.733333647735805,50.88470051145048,55.01748207138435,59.640647647340536,2.2171469898209706,N/A,54.840136805973785,N/A,N/A,2.562974920793578,N/A,-9.185920352961872,12866.0,-13.167307822096241,N/A,183586.0,-2.37435589281631,N/A
95,TEVA,18.3799991607666,18.459999084472656,17.940000534057617,N/A,N/A,N/A,N/A,N/A,N/A,38.934640551246,34.60499579445239,43.99756300217901,N/A,N/A,29.606254206430343,63.1923821855126,45.74924081740802,30.120481927710845,42.93671862275345,52.51334030138002,47.08173633720757,44.693317571531395,N/A,N/A,N/A,N/A,N/A,N/A,14.246127625392319,N/A,-0.6957545693523883,28542.0,-6.548359635911203,N/A,736195.0,-1.1384862886125855,N/A
96,MLAB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,IONS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,CHRS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
99,OPEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100,HRTG,22.770000457763672,22.780000686645508,22.280000686645508,N/A,N/A,N/A,N/A,N/A,N/A,59.27860456251985,53.93136441774428,62.54753477342329,N/A,N/A,46.37602668736786,95.90980204685935,71.4729229322107,35.7429718875502,28.322028882218465,57.28081153068859,67.92326796618336,91.33764878188333,N/A,N/A,N/A,N/A,N/A,N/A,9.46778011403854,N/A,-28.790114008460044,232.0,0.8695652173913043,N/A,7473.0,0.013383297644539615,N/A
101,INDI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102,ATI,77.54000091552734,78.95999908447266,76.58999633789062,N/A,N/A,N/A,N/A,N/A,N/A,63.99699891959676,48.42895410390579,55.13242297334096,N/A,N/A,32.34299433087966,63.03003456600662,45.32220615283415,73.09236947791165,83.69110073808268,52.16093146562064,48.15174411506289,52.75645420624211,N/A,N/A,N/A,N/A,N/A,N/A,17.333879635915217,N/A,2.375968767098847,4540.0,0.464704580659438,N/A,28606.0,0.8638623461796129,N/A
103,PENN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104,CAMT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105,NBR,37.27999877929688,37.45000076293945,36.290000915527344,N/A,N/A,N/A,N/A,N/A,N/A,79.63029903920386,72.36394416343398,84.39866527925012,N/A,N/A,52.8251386035255,95.50336593094252,72.55364274722203,67.8714859437751,80.20651950635799,80.86054470199183,74.98272857036108,89.2429022462474,88.4830322932229,10.84948348772397,N/A,73.70245089322503,N/A,N/A,1.9471382251265708,N/A,-4.844236966997272,995.0,0.5050505050505051,N/A,15327.0,2.1527592641962143,N/A
106,MGNI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,Z,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108,WT,13.609999656677246,13.720000267028809,13.4399995803833,N/A,N/A,N/A,N/A,N/A,N/A,31.753575825099837,30.417547659462024,33.861196884766734,N/A,N/A,27.19999960609606,39.07603085923256,33.9338416199004,44.97991967871486,49.16759955060231,34.07647734794685,32.67942812286629,49.93181110028507,N/A,N/A,N/A,N/A,N/A,N/A,34.72327790058015,N/A,-16.070614215518333,293.0,0.0,N/A,18565.0,0.05389382915656157,N/A
109,DBX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110,PATK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
111,NTRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112,FRT,100.5500030517578,100.69000244140624,99.5199966430664,N/A,1.4120035343756208,N/A,N/A,N/A,N/A,21.23804899989977,19.04602554339917,24.849634917853656,N/A,N/A,15.44527801038352,30.9946064215629,22.541507808935926,59.036144578313255,65.48480808115818,26.30570406834644,23.574404682808343,27.388182086661832,29.171665277804255,1.5107277280107914,-6.964773478947278,20.61733308484663,N/A,-10.12331570739049,-1.4242262066642217,-7.397833737456066,-2.5385471688081758,222.0,4.716981132075472,42.30769230769231,4307.0,-0.2547475683186661,2.304038004750594
113,V,351.7799987792969,352.6300048828125,349.0,N/A,N/A,N/A,N/A,N/A,N/A,15.700680950082916,21.702613213518323,24.072785411916065,N/A,N/A,16.0336622092789,28.80165555228897,22.10544886931351,60.6425702811245,67.7220584862994,23.6527736145278,22.62386489602107,25.85245732796071,27.125672414792422,4.246373094960858,N/A,22.3953040812618,N/A,N/A,4.994360857415177,N/A,-1.779671916044645,26601.0,-9.674023769100168,N/A,352534.0,-6.028521924563508,N/A
114,BILI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
115,JD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
116,IQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
117,IRTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
118,ATEC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
119,DXCM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
120,VATE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
121,TSLA,333.8699951171875,348.75,331.70001220703125,N/A,N/A,N/A,N/A,N/A,N/A,43.03641842176546,57.89679272854043,66.19267089861349,N/A,N/A,57.722102740489056,81.75912194323858,71.77152011136756,15.261044176706829,20.19232988768434,70.20250631869645,70.1164402685372,57.27366664373316,57.54982154445438,2.471749018012008,N/A,45.03719047858298,N/A,N/A,2.2069550094248793,N/A,8.919004254880328,1399655.0,-56.99144287485972,N/A,7077611.0,-11.233125935862848,N/A
122,AMD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123,CYBR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124,MKSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
125,MCHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126,IIIV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,HAE,54.540000915527344,55.119998931884766,54.02000045776367,N/A,-1.2493185450441984,N/A,N/A,N/A,N/A,94.16104139525588,68.67735223870035,58.57252872917218,N/A,N/A,30.14434722950889,59.070474897891465,38.02624615431835,95.98393574297188,99.81976796193783,50.90018076284812,46.74477340488149,65.95266168895424,N/A,N/A,N/A,N/A,N/A,N/A,45.48456122775819,44.9441896190761,-7.38013295978206,1533.0,0.0,-55.70644322450159,16616.0,-0.6932823332536457,15.80708112628938
128,TNDM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129,SPOT,681.8800048828125,690.8900146484375,673.5,N/A,N/A,N/A,N/A,N/A,N/A,51.95585085122648,43.90772706815177,46.58751108075443,N/A,N/A,30.553656878523377,54.95008990245668,42.76700639282796,55.82329317269076,66.74282612618596,48.95933328371701,44.97906360163277,50.78469200591789,46.51484438199504,2.4445420503283013,N/A,44.1404613003968,N/A,N/A,9.674308530412706,N/A,-4.197180925163458,18382.0,-16.827292882674993,N/A,138225.0,-7.3856936106346485,N/A
130,GTLS,199.3600006103516,199.3800048828125,198.3800048828125,N/A,0.8753709886132505,N/A,N/A,N/A,N/A,43.87191596900178,41.75316945820264,54.61658547973505,N/A,N/A,40.99774125594131,72.853129555611,59.48640984462578,18.87550200803213,30.97605098810461,60.78493944614626,56.47156114880556,39.51282407896699,N/A,N/A,N/A,N/A,N/A,N/A,19.99527461097604,6.394652125199415,15.103761400768057,2589.0,18.815970628728778,37.9328716036228,7554.0,2.0397136296096177,5.576519916142558
131,INSG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132,EVH,9.649999618530272,9.84000015258789,9.475000381469728,N/A,N/A,N/A,N/A,N/A,N/A,62.65217013001016,67.58738198845076,72.04442349416357,N/A,N/A,52.99471168353463,121.84152959463988,85.11840164711072,57.42971887550201,30.369714638187883,64.69256770521075,87.2664481908192,98.31049039560746,N/A,N/A,N/A,N/A,N/A,N/A,7.065561819318492,N/A,-26.266066901443892,2295.0,2.0453534904401955,N/A,10698.0,1.2205506670451318,N/A
133,DAY,69.7699966430664,69.81999969482422,69.4800033569336,N/A,0.4029339299244098,N/A,N/A,N/A,N/A,73.99777678557625,58.178008650928405,55.29622704216215,N/A,N/A,28.840294612645405,57.914612495553385,39.47375800663655,95.98393574297188,99.39382463950682,48.14152977663756,44.045850990484176,77.92956842383052,N/A,N/A,N/A,N/A,N/A,N/A,194.351310976901,203.05434235348395,-22.633341381668366,2373.0,-0.794314381270903,-12.75735294117647,33440.0,0.137749296280769,1.2872936543995155
134,MIDD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135,MMSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136,PEGA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137,AAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138,PAR,51.18000030517578,52.97999954223633,51.060001373291016,N/A,N/A,N/A,N/A,N/A,N/A,76.0909358453215,57.76792929849913,54.30776806786145,N/A,N/A,35.928926147766724,56.66363746734048,44.82271822603397,93.97590361445783,97.62103267360843,51.03982959059732,48.26364990935795,81.39969512421504,N/A,N/A,N/A,N/A,N/A,N/A,30.64015024812833,N/A,-27.09192705635359,665.0,0.0,N/A,4196.0,0.7926975738650012,N/A
